# event_ticker=KXATPMATCH-26APR28MEDCOB
# final_score=6-3 5-7 6-4
# score_resolution=3-6 7-5 4-6
# match_winner=Flavio Cobolli
# fav_player=Daniil Medvedev
# dog_player=Flavio Cobolli
# kalshi_date=2026-04-28
timestamp,Daniil Medvedev,Flavio Cobolli
2026-04-28T07:19:00Z,54.00,
2026-04-28T07:20:00Z,55.00,
2026-04-28T07:21:00Z,55.00,
2026-04-28T07:23:00Z,55.00,46.00
2026-04-28T07:25:00Z,55.00,46.00
2026-04-28T07:26:00Z,55.00,46.00
2026-04-28T07:28:00Z,55.00,46.69
2026-04-28T07:29:00Z,55.00,46.69
2026-04-28T07:32:00Z,55.00,46.69
2026-04-28T07:33:00Z,55.00,47.00
2026-04-28T07:34:00Z,55.00,47.00
2026-04-28T07:35:00Z,55.00,47.00
2026-04-28T07:36:00Z,55.00,46.19
2026-04-28T07:40:00Z,55.00,46.19
2026-04-28T07:43:00Z,55.00,46.19
2026-04-28T07:51:00Z,55.00,47.00
2026-04-28T07:54:00Z,55.00,47.00
2026-04-28T08:00:00Z,55.00,47.00
2026-04-28T08:05:00Z,55.00,47.00
2026-04-28T08:08:00Z,55.00,47.00
2026-04-28T08:10:00Z,55.00,47.00
2026-04-28T08:11:00Z,55.00,47.00
2026-04-28T08:15:00Z,55.00,47.00
2026-04-28T08:17:00Z,55.00,47.00
2026-04-28T08:20:00Z,55.00,47.00
2026-04-28T08:23:00Z,55.00,47.00
2026-04-28T08:29:00Z,55.00,47.00
2026-04-28T08:31:00Z,55.00,47.00
2026-04-28T08:39:00Z,55.00,47.00
2026-04-28T08:40:00Z,55.00,47.00
2026-04-28T08:43:00Z,55.00,47.00
2026-04-28T08:44:00Z,55.00,47.00
2026-04-28T08:48:00Z,55.00,47.00
2026-04-28T08:49:00Z,55.00,47.00
2026-04-28T08:51:00Z,55.00,47.00
2026-04-28T08:52:00Z,55.00,47.00
2026-04-28T08:55:00Z,55.00,47.00
2026-04-28T08:56:00Z,55.00,47.00
2026-04-28T09:06:00Z,55.00,47.00
2026-04-28T09:08:00Z,55.00,47.00
2026-04-28T09:11:00Z,55.00,47.00
2026-04-28T09:15:00Z,55.00,47.00
2026-04-28T09:23:00Z,54.00,47.00
2026-04-28T09:25:00Z,55.00,47.00
2026-04-28T09:26:00Z,55.00,47.00
2026-04-28T09:30:00Z,55.00,47.00
2026-04-28T09:44:00Z,55.00,47.00
2026-04-28T09:47:00Z,55.00,47.00
2026-04-28T09:50:00Z,55.00,47.00
2026-04-28T09:56:00Z,55.00,46.00
2026-04-28T09:57:00Z,55.00,45.25
2026-04-28T10:01:00Z,55.00,45.25
2026-04-28T10:04:00Z,55.00,46.00
2026-04-28T10:05:00Z,55.00,46.00
2026-04-28T10:13:00Z,55.00,46.00
2026-04-28T10:14:00Z,55.00,46.00
2026-04-28T10:15:00Z,55.00,46.00
2026-04-28T10:22:00Z,55.00,46.00
2026-04-28T10:25:00Z,55.00,46.00
2026-04-28T10:27:00Z,55.00,45.00
2026-04-28T10:30:00Z,55.00,46.00
2026-04-28T10:32:00Z,55.00,46.00
2026-04-28T10:33:00Z,55.49,46.00
2026-04-28T10:34:00Z,56.00,46.00
2026-04-28T10:37:00Z,56.00,46.00
2026-04-28T10:42:00Z,56.00,46.00
2026-04-28T10:47:00Z,55.00,47.00
2026-04-28T10:50:00Z,55.00,47.00
2026-04-28T10:52:00Z,55.00,47.00
2026-04-28T10:59:00Z,55.00,47.00
2026-04-28T11:08:00Z,55.00,47.00
2026-04-28T11:12:00Z,55.00,47.00
2026-04-28T11:13:00Z,55.00,47.00
2026-04-28T11:14:00Z,55.00,47.00
2026-04-28T11:15:00Z,55.00,47.00
2026-04-28T11:16:00Z,55.00,47.00
2026-04-28T11:19:00Z,55.00,47.00
2026-04-28T11:20:00Z,55.00,47.00
2026-04-28T11:21:00Z,55.00,47.00
2026-04-28T11:24:00Z,55.00,47.00
2026-04-28T11:26:00Z,55.00,47.00
2026-04-28T11:32:00Z,55.00,47.00
2026-04-28T11:34:00Z,55.00,47.00
2026-04-28T11:35:00Z,55.00,47.00
2026-04-28T11:36:00Z,55.00,47.00
2026-04-28T11:38:00Z,55.00,47.00
2026-04-28T11:47:00Z,55.00,47.00
2026-04-28T11:49:00Z,55.00,47.00
2026-04-28T11:50:00Z,55.00,47.00
2026-04-28T11:51:00Z,55.00,47.00
2026-04-28T11:52:00Z,55.00,47.00
2026-04-28T11:54:00Z,55.00,47.00
2026-04-28T11:56:00Z,55.00,47.00
2026-04-28T11:58:00Z,55.00,47.00
2026-04-28T12:01:00Z,55.00,47.00
2026-04-28T12:03:00Z,55.00,47.00
2026-04-28T12:04:00Z,55.00,47.00
2026-04-28T12:06:00Z,55.00,46.00
2026-04-28T12:07:00Z,55.00,46.00
2026-04-28T12:08:00Z,55.00,46.00
2026-04-28T12:11:00Z,55.00,46.00
2026-04-28T12:13:00Z,55.00,47.00
2026-04-28T12:18:00Z,55.00,47.00
2026-04-28T12:19:00Z,55.00,47.00
2026-04-28T12:21:00Z,55.00,47.00
2026-04-28T12:23:00Z,55.00,46.00
2026-04-28T12:24:00Z,55.00,46.00
2026-04-28T12:26:00Z,55.00,46.00
2026-04-28T12:28:00Z,55.00,46.00
2026-04-28T12:31:00Z,55.00,47.00
2026-04-28T12:33:00Z,55.00,47.00
2026-04-28T12:34:00Z,55.00,47.00
2026-04-28T12:37:00Z,55.00,47.00
2026-04-28T12:40:00Z,54.00,47.00
2026-04-28T12:41:00Z,54.00,47.00
2026-04-28T12:42:00Z,55.00,47.00
2026-04-28T12:44:00Z,55.00,47.00
2026-04-28T12:45:00Z,55.00,47.04
2026-04-28T12:47:00Z,54.00,47.00
2026-04-28T12:48:00Z,55.00,47.00
2026-04-28T12:49:00Z,55.00,47.00
2026-04-28T12:50:00Z,55.00,47.00
2026-04-28T12:51:00Z,55.00,47.00
2026-04-28T12:52:00Z,55.00,47.00
2026-04-28T12:53:00Z,55.00,47.00
2026-04-28T12:54:00Z,55.00,47.00
2026-04-28T12:56:00Z,54.00,47.00
2026-04-28T12:59:00Z,54.00,47.00
2026-04-28T13:00:00Z,54.00,47.00
2026-04-28T13:01:00Z,54.00,47.00
2026-04-28T13:02:00Z,54.00,47.00
2026-04-28T13:03:00Z,54.00,47.00
2026-04-28T13:05:00Z,54.00,46.00
2026-04-28T13:06:00Z,54.00,47.00
2026-04-28T13:09:00Z,54.00,47.00
2026-04-28T13:13:00Z,54.00,47.00
2026-04-28T13:14:00Z,54.00,47.00
2026-04-28T13:16:00Z,54.00,47.00
2026-04-28T13:17:00Z,54.00,47.00
2026-04-28T13:18:00Z,54.00,47.00
2026-04-28T13:20:00Z,54.00,47.00
2026-04-28T13:21:00Z,54.00,47.00
2026-04-28T13:24:00Z,54.00,46.00
2026-04-28T13:25:00Z,54.00,47.00
2026-04-28T13:26:00Z,54.00,47.00
2026-04-28T13:27:00Z,54.00,47.00
2026-04-28T13:28:00Z,54.00,47.00
2026-04-28T13:29:00Z,54.00,47.00
2026-04-28T13:30:00Z,54.00,47.00
2026-04-28T13:31:00Z,54.00,47.00
2026-04-28T13:33:00Z,53.60,47.00
2026-04-28T13:36:00Z,53.01,46.00
2026-04-28T13:37:00Z,53.01,47.00
2026-04-28T13:39:00Z,54.00,47.00
2026-04-28T13:40:00Z,54.00,47.00
2026-04-28T13:41:00Z,53.96,47.00
2026-04-28T13:42:00Z,54.00,47.00
2026-04-28T13:43:00Z,54.00,47.00
2026-04-28T13:44:00Z,54.00,47.00
2026-04-28T13:45:00Z,54.00,47.00
2026-04-28T13:47:00Z,54.00,47.00
2026-04-28T13:48:00Z,54.00,47.00
2026-04-28T13:49:00Z,53.51,47.00
2026-04-28T13:50:00Z,54.00,47.00
2026-04-28T13:51:00Z,54.00,47.00
2026-04-28T13:53:00Z,54.00,47.00
2026-04-28T13:54:00Z,54.00,47.00
2026-04-28T13:56:00Z,54.00,47.00
2026-04-28T13:57:00Z,54.00,47.00
2026-04-28T13:58:00Z,54.00,47.00
2026-04-28T13:59:00Z,54.00,47.00
2026-04-28T14:00:00Z,54.00,47.00
2026-04-28T14:01:00Z,54.00,47.00
2026-04-28T14:03:00Z,54.00,47.00
2026-04-28T14:04:00Z,54.00,47.00
2026-04-28T14:06:00Z,54.00,47.00
2026-04-28T14:09:00Z,54.00,47.00
2026-04-28T14:10:00Z,54.00,47.00
2026-04-28T14:11:00Z,54.00,47.00
2026-04-28T14:12:00Z,54.00,47.00
2026-04-28T14:13:00Z,54.00,47.00
2026-04-28T14:15:00Z,54.00,47.00
2026-04-28T14:17:00Z,54.00,47.00
2026-04-28T14:18:00Z,54.00,47.00
2026-04-28T14:19:00Z,54.00,47.00
2026-04-28T14:20:00Z,54.00,47.00
2026-04-28T14:21:00Z,54.00,47.00
2026-04-28T14:22:00Z,54.00,47.00
2026-04-28T14:23:00Z,54.00,47.00
2026-04-28T14:24:00Z,54.00,47.00
2026-04-28T14:25:00Z,54.00,47.00
2026-04-28T14:26:00Z,54.00,47.00
2026-04-28T14:27:00Z,54.00,47.00
2026-04-28T14:28:00Z,54.00,47.00
2026-04-28T14:30:00Z,54.00,47.00
2026-04-28T14:31:00Z,54.00,47.00
2026-04-28T14:32:00Z,54.00,47.00
2026-04-28T14:33:00Z,54.00,47.00
2026-04-28T14:34:00Z,53.24,47.00
2026-04-28T14:35:00Z,53.24,47.00
2026-04-28T14:36:00Z,53.24,46.00
2026-04-28T14:38:00Z,53.24,47.00
2026-04-28T14:39:00Z,54.00,47.00
2026-04-28T14:41:00Z,54.00,47.00
2026-04-28T14:42:00Z,54.00,47.00
2026-04-28T14:43:00Z,54.00,47.00
2026-04-28T14:46:00Z,54.00,47.00
2026-04-28T14:48:00Z,53.00,47.00
2026-04-28T14:49:00Z,54.00,47.00
2026-04-28T14:52:00Z,54.00,47.00
2026-04-28T14:54:00Z,54.00,47.00
2026-04-28T14:55:00Z,54.00,47.00
2026-04-28T14:58:00Z,54.00,47.00
2026-04-28T14:59:00Z,54.00,47.00
2026-04-28T15:00:00Z,54.00,47.00
2026-04-28T15:01:00Z,54.00,47.00
2026-04-28T15:02:00Z,54.00,47.00
2026-04-28T15:03:00Z,54.00,47.00
2026-04-28T15:04:00Z,54.00,47.00
2026-04-28T15:05:00Z,54.00,47.00
2026-04-28T15:06:00Z,54.00,47.00
2026-04-28T15:07:00Z,54.00,46.00
2026-04-28T15:09:00Z,54.00,46.00
2026-04-28T15:10:00Z,54.00,46.00
2026-04-28T15:11:00Z,54.00,47.00
2026-04-28T15:12:00Z,54.00,47.00
2026-04-28T15:13:00Z,54.00,47.00
2026-04-28T15:14:00Z,54.00,47.00
2026-04-28T15:15:00Z,54.00,47.00
2026-04-28T15:16:00Z,54.00,47.00
2026-04-28T15:17:00Z,54.00,46.00
2026-04-28T15:18:00Z,54.00,46.00
2026-04-28T15:19:00Z,54.00,47.00
2026-04-28T15:20:00Z,54.00,47.00
2026-04-28T15:21:00Z,53.79,47.00
2026-04-28T15:22:00Z,53.00,47.00
2026-04-28T15:23:00Z,54.00,47.00
