# event_ticker=KXATPCHALLENGERMATCH-26MAR24MCCMAT
# final_score=7-5 6-4
# match_winner=Hayato Matsuoka
# fav_player=Hayato Matsuoka
# dog_player=James McCabe
# kalshi_date=2026-03-24
timestamp,Hayato Matsuoka,James McCabe
2026-03-26T05:21:00Z,53.36,47.90
2026-03-26T05:22:00Z,53.48,46.30
2026-03-26T05:23:00Z,51.23,50.02
2026-03-26T05:24:00Z,55.61,44.60
2026-03-26T05:25:00Z,56.47,45.40
2026-03-26T05:26:00Z,53.82,46.80
2026-03-26T05:27:00Z,52.70,48.00
2026-03-26T05:28:00Z,53.00,48.20
2026-03-26T05:29:00Z,55.46,47.41
2026-03-26T05:30:00Z,56.84,45.45
2026-03-26T05:31:00Z,60.68,40.24
2026-03-26T05:32:00Z,60.72,41.04
2026-03-26T05:33:00Z,61.47,40.04
2026-03-26T05:34:00Z,59.08,41.92
2026-03-26T05:35:00Z,59.02,42.83
2026-03-26T05:36:00Z,59.01,40.91
2026-03-26T05:37:00Z,57.92,44.78
2026-03-26T05:38:00Z,49.94,54.53
2026-03-26T05:39:00Z,39.26,61.87
2026-03-26T05:40:00Z,33.43,68.80
2026-03-26T05:41:00Z,31.71,70.49
2026-03-26T05:42:00Z,33.29,68.62
2026-03-26T05:43:00Z,33.95,68.57
2026-03-26T05:44:00Z,37.53,66.31
2026-03-26T05:45:00Z,52.96,48.39
2026-03-26T05:46:00Z,55.66,45.91
2026-03-26T05:47:00Z,58.45,43.58
2026-03-26T05:48:00Z,60.07,41.66
2026-03-26T05:49:00Z,48.50,50.91
2026-03-26T05:50:00Z,46.61,53.84
2026-03-26T05:51:00Z,52.98,47.37
2026-03-26T05:52:00Z,56.73,44.13
2026-03-26T05:53:00Z,57.78,42.57
2026-03-26T05:54:00Z,56.00,45.97
2026-03-26T05:55:00Z,58.26,41.77
2026-03-26T05:56:00Z,60.30,39.59
2026-03-26T05:57:00Z,67.73,33.21
2026-03-26T05:58:00Z,73.41,26.62
2026-03-26T05:59:00Z,78.08,23.39
2026-03-26T06:00:00Z,76.99,23.03
2026-03-26T06:01:00Z,70.61,29.24
2026-03-26T06:02:00Z,76.12,23.79
2026-03-26T06:03:00Z,80.70,19.58
2026-03-26T06:04:00Z,83.40,17.26
2026-03-26T06:05:00Z,79.47,21.64
2026-03-26T06:06:00Z,77.16,24.13
2026-03-26T06:07:00Z,76.90,23.52
2026-03-26T06:08:00Z,75.62,26.12
2026-03-26T06:09:00Z,71.74,29.53
2026-03-26T06:10:00Z,67.98,34.61
2026-03-26T06:11:00Z,62.40,38.64
2026-03-26T06:12:00Z,63.85,36.84
2026-03-26T06:13:00Z,56.92,43.27
2026-03-26T06:14:00Z,60.50,40.74
2026-03-26T06:15:00Z,64.84,35.59
2026-03-26T06:16:00Z,73.93,25.33
2026-03-26T06:17:00Z,79.57,20.80
2026-03-26T06:18:00Z,80.84,20.09
2026-03-26T06:19:00Z,86.61,13.57
2026-03-26T06:20:00Z,87.05,12.87
2026-03-26T06:21:00Z,89.75,11.74
2026-03-26T06:22:00Z,86.50,13.58
2026-03-26T06:23:00Z,87.40,13.46
2026-03-26T06:24:00Z,84.78,16.00
2026-03-26T06:25:00Z,84.21,16.45
2026-03-26T06:26:00Z,87.30,14.26
2026-03-26T06:27:00Z,88.96,12.10
2026-03-26T06:28:00Z,93.16,7.14
2026-03-26T06:29:00Z,92.95,8.06
2026-03-26T06:30:00Z,94.79,4.79
2026-03-26T06:31:00Z,97.20,2.56
2026-03-26T06:32:00Z,94.18,5.19
2026-03-26T06:33:00Z,95.45,6.72
2026-03-26T06:34:00Z,95.76,3.91
2026-03-26T06:35:00Z,94.46,5.84
2026-03-26T06:36:00Z,95.04,4.74
2026-03-26T06:37:00Z,92.60,7.66
2026-03-26T06:38:00Z,91.99,8.25
2026-03-26T06:39:00Z,91.26,8.63
2026-03-26T06:40:00Z,92.55,7.17
2026-03-26T06:41:00Z,97.03,3.46
2026-03-26T06:42:00Z,98.99,1.10
2026-03-26T06:43:00Z,99.00,1.00
2026-03-26T06:44:00Z,99.00,1.00
2026-03-26T06:45:00Z,99.00,1.00
2026-03-26T06:46:00Z,99.00,1.00
