# event_ticker=KXATPCHALLENGERMATCH-26MAR24MCCMAT
# final_score=7-5 6-4
# match_winner=Hayato Matsuoka
# fav_player=Hayato Matsuoka
# dog_player=James McCabe
# kalshi_date=2026-03-24
timestamp,Hayato Matsuoka,James McCabe
2026-03-25T17:22:00Z,,63.00
2026-03-25T17:31:00Z,36.00,63.00
2026-03-25T17:32:00Z,35.00,63.00
2026-03-25T17:37:00Z,35.00,65.00
2026-03-25T17:39:00Z,35.00,65.00
2026-03-25T17:44:00Z,35.00,65.00
2026-03-25T17:45:00Z,35.00,65.00
2026-03-25T17:48:00Z,35.00,65.00
2026-03-25T17:57:00Z,35.00,64.00
2026-03-25T18:02:00Z,35.00,65.00
2026-03-25T18:31:00Z,35.00,64.00
2026-03-25T18:42:00Z,34.00,64.00
2026-03-25T18:50:00Z,34.00,64.00
2026-03-25T18:55:00Z,34.00,65.60
2026-03-25T19:10:00Z,34.00,64.00
2026-03-25T19:18:00Z,34.00,64.00
2026-03-25T19:21:00Z,35.00,64.00
2026-03-25T20:15:00Z,35.00,65.00
2026-03-25T20:23:00Z,35.00,65.00
2026-03-25T20:31:00Z,35.00,65.00
2026-03-25T20:47:00Z,35.00,64.00
2026-03-25T21:10:00Z,35.00,64.00
2026-03-25T21:18:00Z,35.00,63.86
2026-03-25T21:37:00Z,35.00,65.00
2026-03-25T21:38:00Z,36.00,65.00
2026-03-25T21:41:00Z,36.00,65.00
2026-03-25T22:01:00Z,36.00,65.00
2026-03-25T22:12:00Z,35.00,65.00
2026-03-25T22:13:00Z,35.00,65.00
2026-03-25T22:30:00Z,35.00,63.56
2026-03-25T22:43:00Z,35.00,65.00
2026-03-25T22:50:00Z,35.00,65.00
2026-03-25T22:51:00Z,35.00,63.00
2026-03-25T23:03:00Z,35.00,65.00
2026-03-25T23:14:00Z,35.00,64.03
2026-03-25T23:40:00Z,35.00,62.00
2026-03-26T00:11:00Z,35.00,62.00
2026-03-26T00:20:00Z,35.00,62.00
2026-03-26T01:17:00Z,35.00,62.00
2026-03-26T01:40:00Z,35.00,63.00
2026-03-26T01:43:00Z,37.00,63.00
2026-03-26T01:57:00Z,35.00,63.00
2026-03-26T02:00:00Z,35.00,65.00
2026-03-26T02:01:00Z,35.00,63.00
2026-03-26T02:24:00Z,35.00,62.00
2026-03-26T02:34:00Z,38.00,62.00
2026-03-26T02:35:00Z,38.00,62.00
2026-03-26T02:38:00Z,38.00,63.00
2026-03-26T02:42:00Z,38.00,64.00
2026-03-26T02:44:00Z,38.00,64.00
2026-03-26T02:46:00Z,38.00,62.00
2026-03-26T02:58:00Z,38.00,62.00
2026-03-26T03:05:00Z,38.00,64.00
2026-03-26T03:24:00Z,38.00,64.00
2026-03-26T03:27:00Z,38.00,64.00
2026-03-26T03:34:00Z,38.00,65.00
2026-03-26T03:38:00Z,37.00,65.00
2026-03-26T03:39:00Z,35.11,65.00
2026-03-26T03:40:00Z,35.11,65.00
2026-03-26T03:41:00Z,37.00,65.00
2026-03-26T03:45:00Z,37.00,65.00
2026-03-26T03:47:00Z,37.00,65.00
2026-03-26T03:50:00Z,37.00,65.00
2026-03-26T03:55:00Z,37.00,65.00
2026-03-26T04:00:00Z,37.00,65.00
2026-03-26T04:02:00Z,37.00,65.00
2026-03-26T04:04:00Z,37.00,65.00
2026-03-26T04:08:00Z,37.00,65.00
2026-03-26T04:09:00Z,37.00,65.00
2026-03-26T04:10:00Z,37.00,65.00
2026-03-26T04:11:00Z,37.14,64.53
2026-03-26T04:18:00Z,37.14,64.98
2026-03-26T04:20:00Z,37.14,59.00
2026-03-26T04:22:00Z,37.14,64.74
2026-03-26T04:24:00Z,37.14,65.00
2026-03-26T04:25:00Z,37.14,65.00
2026-03-26T04:26:00Z,37.14,65.96
2026-03-26T04:27:00Z,37.14,66.64
2026-03-26T04:28:00Z,41.00,66.64
2026-03-26T04:29:00Z,33.00,74.74
2026-03-26T04:31:00Z,33.00,67.96
2026-03-26T04:33:00Z,33.00,66.00
2026-03-26T04:34:00Z,40.00,66.00
2026-03-26T04:36:00Z,37.69,66.00
2026-03-26T04:37:00Z,38.00,67.00
2026-03-26T04:39:00Z,38.00,66.00
2026-03-26T04:40:00Z,38.00,67.91
2026-03-26T04:41:00Z,38.00,66.00
2026-03-26T04:42:00Z,38.00,67.93
2026-03-26T04:43:00Z,38.00,69.00
2026-03-26T04:44:00Z,37.57,65.19
2026-03-26T04:45:00Z,40.00,65.19
2026-03-26T04:46:00Z,40.29,66.70
2026-03-26T04:47:00Z,39.70,63.85
2026-03-26T04:48:00Z,40.75,63.28
2026-03-26T04:49:00Z,40.54,64.00
2026-03-26T04:50:00Z,40.69,64.74
2026-03-26T04:51:00Z,37.76,64.02
2026-03-26T04:52:00Z,37.00,65.91
2026-03-26T04:53:00Z,36.00,67.06
2026-03-26T04:54:00Z,37.79,66.17
2026-03-26T04:55:00Z,39.00,66.17
2026-03-26T04:56:00Z,39.00,64.23
2026-03-26T04:57:00Z,38.95,64.64
2026-03-26T04:58:00Z,38.99,63.46
2026-03-26T04:59:00Z,39.41,64.04
2026-03-26T05:00:00Z,40.00,63.75
2026-03-26T05:01:00Z,40.00,63.94
2026-03-26T05:02:00Z,39.76,63.00
2026-03-26T05:03:00Z,35.38,66.63
2026-03-26T05:04:00Z,34.88,66.41
2026-03-26T05:05:00Z,37.09,63.49
2026-03-26T05:06:00Z,37.06,66.34
2026-03-26T05:07:00Z,34.57,67.00
2026-03-26T05:08:00Z,35.91,65.99
2026-03-26T05:09:00Z,35.77,66.11
2026-03-26T05:10:00Z,37.01,65.07
2026-03-26T05:11:00Z,42.53,61.61
2026-03-26T05:12:00Z,47.38,53.04
2026-03-26T05:13:00Z,54.24,46.66
2026-03-26T05:14:00Z,55.01,46.40
2026-03-26T05:15:00Z,52.73,48.30
2026-03-26T05:16:00Z,51.51,47.75
2026-03-26T05:17:00Z,56.82,43.39
2026-03-26T05:18:00Z,56.21,45.61
2026-03-26T05:19:00Z,53.38,47.37
2026-03-26T05:20:00Z,53.02,48.00
