# event_ticker=KXATPCHALLENGERMATCH-26MAY12ISOSIN
# final_score=7-6(6) 6-3
# score_resolution=6-7 3-6
# match_winner=Kokoro Isomura
# fav_player=Karan (IND) Singh
# dog_player=Kokoro Isomura
# kalshi_date=2026-05-12
timestamp,Kokoro Isomura,Karan (IND) Singh
2026-05-12T06:58:00Z,40.00,61.00
2026-05-12T07:01:00Z,40.00,59.00
2026-05-12T07:02:00Z,40.00,62.00
2026-05-12T07:04:00Z,40.00,62.00
2026-05-12T07:09:00Z,40.00,61.00
2026-05-12T07:11:00Z,40.00,61.00
2026-05-12T07:14:00Z,40.00,60.20
2026-05-12T07:15:00Z,40.00,59.07
2026-05-12T07:19:00Z,40.00,61.00
2026-05-12T07:21:00Z,40.00,61.00
2026-05-12T07:22:00Z,40.00,60.00
2026-05-12T07:27:00Z,40.00,59.00
2026-05-12T07:34:00Z,40.00,61.00
2026-05-12T07:37:00Z,40.00,61.00
2026-05-12T07:38:00Z,40.00,61.00
2026-05-12T07:48:00Z,40.00,61.00
2026-05-12T07:49:00Z,40.00,61.00
2026-05-12T07:52:00Z,38.01,59.00
2026-05-12T07:53:00Z,38.01,61.00
2026-05-12T07:55:00Z,38.01,61.00
2026-05-12T07:58:00Z,40.00,61.00
2026-05-12T07:59:00Z,40.00,61.00
2026-05-12T08:00:00Z,40.00,61.00
2026-05-12T08:02:00Z,39.03,59.49
2026-05-12T08:03:00Z,42.00,63.25
2026-05-12T08:04:00Z,42.00,64.84
2026-05-12T08:05:00Z,36.65,62.39
2026-05-12T08:06:00Z,39.05,63.00
2026-05-12T08:07:00Z,35.00,65.67
2026-05-12T08:08:00Z,39.00,63.21
2026-05-12T08:09:00Z,32.00,70.99
2026-05-12T08:10:00Z,34.03,63.51
2026-05-12T08:11:00Z,38.97,63.51
2026-05-12T08:12:00Z,36.68,62.94
2026-05-12T08:13:00Z,37.99,66.87
2026-05-12T08:14:00Z,39.82,62.00
2026-05-12T08:15:00Z,38.00,62.31
2026-05-12T08:16:00Z,35.00,65.00
2026-05-12T08:17:00Z,35.09,65.96
2026-05-12T08:18:00Z,35.00,66.02
2026-05-12T08:19:00Z,36.22,68.31
2026-05-12T08:20:00Z,35.00,65.48
2026-05-12T08:21:00Z,34.23,66.00
2026-05-12T08:22:00Z,33.95,67.06
2026-05-12T08:23:00Z,34.00,69.60
2026-05-12T08:24:00Z,38.00,64.01
2026-05-12T08:25:00Z,40.43,60.67
2026-05-12T08:26:00Z,43.60,58.39
2026-05-12T08:27:00Z,54.81,45.01
2026-05-12T08:28:00Z,55.98,45.00
2026-05-12T08:29:00Z,55.93,46.39
2026-05-12T08:30:00Z,60.06,39.78
2026-05-12T08:31:00Z,64.00,39.03
2026-05-12T08:32:00Z,60.30,40.89
2026-05-12T08:33:00Z,59.01,41.00
2026-05-12T08:34:00Z,59.00,41.00
2026-05-12T08:35:00Z,53.16,49.16
2026-05-12T08:36:00Z,44.92,54.00
2026-05-12T08:37:00Z,45.32,56.35
2026-05-12T08:38:00Z,39.06,58.83
2026-05-12T08:39:00Z,35.06,63.72
2026-05-12T08:40:00Z,35.12,64.48
2026-05-12T08:41:00Z,35.00,65.68
2026-05-12T08:42:00Z,34.00,69.87
2026-05-12T08:43:00Z,31.22,67.82
2026-05-12T08:44:00Z,33.15,71.69
2026-05-12T08:45:00Z,35.15,64.04
2026-05-12T08:46:00Z,29.77,72.04
2026-05-12T08:47:00Z,27.04,72.79
2026-05-12T08:48:00Z,29.06,72.46
2026-05-12T08:49:00Z,36.27,63.62
2026-05-12T08:50:00Z,35.02,65.48
2026-05-12T08:51:00Z,34.76,67.11
2026-05-12T08:52:00Z,33.00,68.00
2026-05-12T08:53:00Z,30.10,70.80
2026-05-12T08:54:00Z,31.21,71.82
2026-05-12T08:55:00Z,31.58,69.63
2026-05-12T08:56:00Z,32.64,68.06
2026-05-12T08:57:00Z,31.95,68.00
2026-05-12T08:58:00Z,25.83,74.80
2026-05-12T08:59:00Z,32.65,68.54
2026-05-12T09:00:00Z,31.02,69.10
2026-05-12T09:01:00Z,35.94,65.52
2026-05-12T09:02:00Z,33.05,66.17
2026-05-12T09:03:00Z,36.67,69.46
2026-05-12T09:04:00Z,26.15,74.94
2026-05-12T09:05:00Z,22.53,77.49
2026-05-12T09:06:00Z,25.00,76.99
2026-05-12T09:07:00Z,21.63,73.15
2026-05-12T09:08:00Z,34.50,65.42
2026-05-12T09:09:00Z,33.86,67.14
2026-05-12T09:10:00Z,38.92,61.54
2026-05-12T09:11:00Z,40.37,57.16
2026-05-12T09:12:00Z,47.56,53.36
2026-05-12T09:13:00Z,55.07,39.06
2026-05-12T09:14:00Z,62.04,37.98
2026-05-12T09:15:00Z,62.47,39.65
2026-05-12T09:16:00Z,63.88,37.88
2026-05-12T09:17:00Z,67.86,33.75
2026-05-12T09:18:00Z,67.62,24.67
2026-05-12T09:19:00Z,77.01,23.85
2026-05-12T09:20:00Z,71.22,29.63
2026-05-12T09:21:00Z,65.49,34.37
2026-05-12T09:22:00Z,60.33,40.98
2026-05-12T09:23:00Z,56.50,45.61
2026-05-12T09:24:00Z,61.49,40.48
2026-05-12T09:25:00Z,63.84,42.53
2026-05-12T09:26:00Z,67.65,34.38
2026-05-12T09:27:00Z,68.46,32.85
2026-05-12T09:28:00Z,66.70,33.05
2026-05-12T09:29:00Z,68.00,33.18
2026-05-12T09:30:00Z,65.30,34.71
2026-05-12T09:31:00Z,67.11,34.51
2026-05-12T09:32:00Z,67.48,30.34
2026-05-12T09:33:00Z,69.44,32.04
2026-05-12T09:34:00Z,70.00,29.41
2026-05-12T09:35:00Z,71.59,26.45
2026-05-12T09:36:00Z,71.13,29.54
2026-05-12T09:37:00Z,67.54,30.86
2026-05-12T09:38:00Z,67.27,33.99
2026-05-12T09:39:00Z,69.80,31.33
2026-05-12T09:40:00Z,72.71,28.85
2026-05-12T09:41:00Z,74.54,46.55
2026-05-12T09:42:00Z,64.36,33.73
2026-05-12T09:43:00Z,71.96,35.33
2026-05-12T09:44:00Z,72.80,30.27
2026-05-12T09:45:00Z,74.25,25.74
2026-05-12T09:46:00Z,77.14,23.62
2026-05-12T09:47:00Z,75.13,25.36
2026-05-12T09:48:00Z,81.31,18.21
2026-05-12T09:49:00Z,89.01,9.88
2026-05-12T09:50:00Z,95.14,5.69
2026-05-12T09:51:00Z,96.13,5.15
2026-05-12T09:52:00Z,94.57,8.92
2026-05-12T09:53:00Z,97.94,1.22
2026-05-12T09:54:00Z,98.06,2.10
2026-05-12T09:55:00Z,99.00,1.00
2026-05-12T09:56:00Z,99.00,1.00
2026-05-12T09:57:00Z,99.00,1.00
2026-05-12T09:58:00Z,99.00,1.00
2026-05-12T09:59:00Z,99.00,1.00
2026-05-12T10:00:00Z,99.00,1.00
2026-05-12T10:02:00Z,99.00,1.00
