# event_ticker=KXATPMATCH-25JUL20VANJAR
# final_score=6-4 4-6 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Nicolas Jarry
# kalshi_date=2025-07-20
timestamp,Botic Van de Zandschulp,Nicolas Jarry
2025-07-21T22:32:00Z,,62.00
2025-07-21T23:28:00Z,,62.00
2025-07-22T00:01:00Z,,62.00
2025-07-22T00:41:00Z,,62.00
2025-07-22T00:42:00Z,,62.00
2025-07-22T00:48:00Z,37.00,62.00
2025-07-22T00:59:00Z,37.00,62.00
2025-07-22T01:18:00Z,40.00,62.00
2025-07-22T01:21:00Z,40.00,62.00
2025-07-22T01:28:00Z,40.00,62.00
2025-07-22T01:34:00Z,40.00,62.00
2025-07-22T01:37:00Z,40.00,62.00
2025-07-22T01:39:00Z,40.00,62.00
2025-07-22T01:45:00Z,40.00,62.00
2025-07-22T02:06:00Z,40.00,62.00
2025-07-22T02:07:00Z,40.00,62.08
2025-07-22T02:10:00Z,39.00,62.08
2025-07-22T02:26:00Z,39.00,62.01
2025-07-22T02:34:00Z,39.00,62.89
2025-07-22T02:43:00Z,39.00,62.89
2025-07-22T02:47:00Z,39.00,62.00
2025-07-22T02:48:00Z,39.12,62.00
2025-07-22T02:50:00Z,39.12,62.00
2025-07-22T02:52:00Z,39.12,62.00
2025-07-22T02:53:00Z,39.00,62.00
2025-07-22T02:59:00Z,39.00,62.00
2025-07-22T03:00:00Z,39.00,63.00
2025-07-22T03:01:00Z,39.00,62.00
2025-07-22T03:03:00Z,39.00,62.00
2025-07-22T03:17:00Z,39.00,62.00
2025-07-22T03:26:00Z,39.00,62.00
2025-07-22T03:28:00Z,39.00,63.00
2025-07-22T03:29:00Z,39.00,63.00
2025-07-22T03:34:00Z,39.00,63.00
2025-07-22T03:43:00Z,39.00,61.68
2025-07-22T03:45:00Z,39.00,59.00
2025-07-22T03:48:00Z,39.00,63.00
2025-07-22T03:49:00Z,39.00,63.00
2025-07-22T03:52:00Z,39.00,63.00
2025-07-22T04:01:00Z,39.00,63.00
2025-07-22T04:05:00Z,39.00,63.00
2025-07-22T04:06:00Z,39.00,63.00
2025-07-22T04:08:00Z,38.00,63.70
2025-07-22T04:09:00Z,38.00,64.00
2025-07-22T04:10:00Z,38.00,64.00
2025-07-22T04:12:00Z,38.00,64.00
2025-07-22T04:15:00Z,38.00,64.00
2025-07-22T04:16:00Z,38.00,64.00
2025-07-22T04:22:00Z,38.00,64.00
2025-07-22T04:23:00Z,38.00,64.90
2025-07-22T04:25:00Z,37.00,65.00
2025-07-22T04:26:00Z,37.00,65.00
2025-07-22T04:28:00Z,37.00,65.00
2025-07-22T04:29:00Z,37.00,64.00
2025-07-22T04:31:00Z,37.00,64.00
2025-07-22T04:34:00Z,37.00,64.00
2025-07-22T04:35:00Z,37.00,64.00
2025-07-22T04:36:00Z,37.00,64.00
2025-07-22T04:37:00Z,37.00,64.90
2025-07-22T04:38:00Z,37.00,65.00
2025-07-22T04:39:00Z,37.00,65.00
2025-07-22T04:40:00Z,37.00,65.00
2025-07-22T04:41:00Z,37.00,65.00
2025-07-22T04:42:00Z,37.00,65.00
2025-07-22T04:43:00Z,37.00,65.00
2025-07-22T04:47:00Z,37.00,65.00
2025-07-22T04:48:00Z,37.00,65.00
2025-07-22T04:51:00Z,37.00,65.00
2025-07-22T04:52:00Z,37.00,65.00
2025-07-22T04:54:00Z,37.00,65.00
2025-07-22T04:55:00Z,37.00,65.00
2025-07-22T05:00:00Z,37.00,65.00
2025-07-22T05:01:00Z,37.00,65.00
2025-07-22T05:03:00Z,37.00,65.00
2025-07-22T05:04:00Z,37.00,65.70
2025-07-22T05:07:00Z,37.00,66.00
2025-07-22T05:12:00Z,37.00,66.00
2025-07-22T05:15:00Z,37.00,66.00
2025-07-22T05:17:00Z,37.00,66.00
2025-07-22T05:18:00Z,37.00,66.00
2025-07-22T05:19:00Z,37.00,66.00
2025-07-22T05:20:00Z,37.00,66.00
2025-07-22T05:21:00Z,37.00,66.00
2025-07-22T05:22:00Z,37.00,66.00
2025-07-22T05:30:00Z,37.00,66.00
2025-07-22T05:31:00Z,36.00,66.00
2025-07-22T05:32:00Z,36.00,66.00
2025-07-22T05:34:00Z,36.00,66.00
2025-07-22T05:35:00Z,36.00,66.00
2025-07-22T05:38:00Z,36.00,66.00
2025-07-22T05:43:00Z,36.00,66.70
2025-07-22T05:44:00Z,36.00,68.00
2025-07-22T05:47:00Z,34.00,68.00
2025-07-22T05:50:00Z,34.00,68.00
2025-07-22T05:52:00Z,34.00,68.00
2025-07-22T05:58:00Z,34.00,68.00
2025-07-22T05:59:00Z,34.00,68.00
2025-07-22T06:02:00Z,34.00,68.00
2025-07-22T06:12:00Z,34.00,68.00
2025-07-22T06:18:00Z,34.00,68.00
2025-07-22T06:19:00Z,34.00,68.00
2025-07-22T06:20:00Z,34.00,68.00
2025-07-22T06:27:00Z,34.00,68.00
2025-07-22T06:28:00Z,34.00,68.00
2025-07-22T06:29:00Z,34.00,68.00
2025-07-22T06:33:00Z,34.00,68.00
2025-07-22T06:47:00Z,34.00,67.00
2025-07-22T07:00:00Z,34.00,67.00
2025-07-22T12:01:00Z,93.00,49.58
