# event_ticker=KXATPMATCH-26MAR04PRISCH
# final_score=7-6(5) 3-6 7-5
# score_resolution=7-6 3-6 7-5
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Tristan Schoolkate
# kalshi_date=2026-03-04
timestamp,Dino Prizmic,Tristan Schoolkate
2026-03-05T00:14:00Z,74.36,27.97
2026-03-05T00:15:00Z,72.00,28.90
2026-03-05T00:16:00Z,74.00,27.64
2026-03-05T00:17:00Z,74.00,26.85
2026-03-05T00:18:00Z,72.00,27.84
2026-03-05T00:19:00Z,74.00,26.61
2026-03-05T00:20:00Z,72.00,28.74
2026-03-05T00:21:00Z,71.90,30.52
2026-03-05T00:22:00Z,73.01,27.11
2026-03-05T00:23:00Z,71.30,27.06
2026-03-05T00:24:00Z,73.00,27.73
2026-03-05T00:25:00Z,75.00,27.06
2026-03-05T00:26:00Z,75.00,28.25
2026-03-05T00:27:00Z,75.00,30.93
2026-03-05T00:28:00Z,69.01,30.77
2026-03-05T00:29:00Z,67.60,32.34
2026-03-05T00:30:00Z,69.00,32.34
2026-03-05T00:31:00Z,68.19,30.97
2026-03-05T00:32:00Z,68.45,31.37
2026-03-05T00:33:00Z,70.35,28.77
2026-03-05T00:34:00Z,72.11,28.00
2026-03-05T00:35:00Z,71.00,30.68
2026-03-05T00:36:00Z,69.00,30.27
2026-03-05T00:37:00Z,70.00,32.21
2026-03-05T00:38:00Z,64.00,32.87
2026-03-05T00:39:00Z,66.00,35.21
2026-03-05T00:40:00Z,66.00,29.62
2026-03-05T00:41:00Z,66.00,29.00
2026-03-05T00:42:00Z,72.01,26.83
2026-03-05T00:43:00Z,71.76,27.27
2026-03-05T00:44:00Z,70.04,30.62
2026-03-05T00:45:00Z,62.65,37.44
2026-03-05T00:46:00Z,62.15,35.09
2026-03-05T00:47:00Z,68.91,28.67
2026-03-05T00:48:00Z,77.21,22.42
2026-03-05T00:49:00Z,80.36,18.23
2026-03-05T00:50:00Z,77.49,23.50
2026-03-05T00:51:00Z,81.32,21.27
2026-03-05T00:52:00Z,84.00,18.00
2026-03-05T00:53:00Z,80.94,19.94
2026-03-05T00:54:00Z,84.19,15.17
2026-03-05T00:55:00Z,84.00,16.00
2026-03-05T00:56:00Z,85.00,16.00
2026-03-05T00:57:00Z,85.00,15.94
2026-03-05T00:58:00Z,85.00,16.00
2026-03-05T00:59:00Z,85.00,16.00
2026-03-05T01:00:00Z,85.01,15.78
2026-03-05T01:01:00Z,87.85,12.97
2026-03-05T01:02:00Z,91.31,10.05
2026-03-05T01:03:00Z,89.18,11.00
2026-03-05T01:04:00Z,88.53,12.09
2026-03-05T01:05:00Z,87.08,13.07
2026-03-05T01:06:00Z,83.49,16.91
2026-03-05T01:07:00Z,83.00,18.00
2026-03-05T01:08:00Z,83.03,17.84
2026-03-05T01:09:00Z,79.82,19.97
2026-03-05T01:10:00Z,74.21,23.44
2026-03-05T01:11:00Z,67.00,32.11
2026-03-05T01:12:00Z,64.12,34.23
2026-03-05T01:13:00Z,63.00,37.51
2026-03-05T01:14:00Z,63.13,37.19
2026-03-05T01:15:00Z,65.97,34.18
2026-03-05T01:16:00Z,63.27,34.52
2026-03-05T01:17:00Z,62.95,39.77
2026-03-05T01:18:00Z,65.68,35.40
2026-03-05T01:19:00Z,63.30,34.03
2026-03-05T01:20:00Z,62.07,40.55
2026-03-05T01:21:00Z,61.00,40.09
2026-03-05T01:22:00Z,62.47,39.11
2026-03-05T01:23:00Z,62.00,37.34
2026-03-05T01:24:00Z,61.00,40.70
2026-03-05T01:25:00Z,61.81,37.31
2026-03-05T01:26:00Z,62.69,38.07
2026-03-05T01:27:00Z,63.00,39.98
2026-03-05T01:28:00Z,63.00,38.90
2026-03-05T01:29:00Z,59.41,40.62
2026-03-05T01:30:00Z,58.29,40.64
2026-03-05T01:31:00Z,58.29,42.09
2026-03-05T01:32:00Z,58.29,42.00
2026-03-05T01:33:00Z,57.96,42.00
2026-03-05T01:34:00Z,55.09,44.82
2026-03-05T01:35:00Z,56.30,43.50
2026-03-05T01:36:00Z,56.30,43.25
2026-03-05T01:37:00Z,56.00,45.16
2026-03-05T01:38:00Z,51.63,45.29
2026-03-05T01:39:00Z,55.37,45.47
2026-03-05T01:40:00Z,55.26,44.86
2026-03-05T01:41:00Z,56.00,46.07
2026-03-05T01:42:00Z,55.76,46.12
2026-03-05T01:43:00Z,55.00,45.09
2026-03-05T01:44:00Z,53.30,49.23
2026-03-05T01:45:00Z,52.40,49.43
2026-03-05T01:46:00Z,54.93,47.73
2026-03-05T01:47:00Z,56.04,43.36
2026-03-05T01:48:00Z,54.13,44.76
2026-03-05T01:49:00Z,60.13,40.52
2026-03-05T01:50:00Z,62.93,38.18
2026-03-05T01:51:00Z,61.63,38.37
2026-03-05T01:52:00Z,58.63,42.72
2026-03-05T01:53:00Z,58.07,42.68
2026-03-05T01:54:00Z,58.95,41.05
2026-03-05T01:55:00Z,61.85,38.02
2026-03-05T01:56:00Z,63.80,36.32
2026-03-05T01:57:00Z,63.80,36.99
2026-03-05T01:58:00Z,63.00,37.52
2026-03-05T01:59:00Z,63.00,41.72
2026-03-05T02:00:00Z,53.36,43.94
2026-03-05T02:01:00Z,52.79,47.21
2026-03-05T02:02:00Z,59.62,43.98
2026-03-05T02:03:00Z,62.72,38.68
2026-03-05T02:04:00Z,63.00,38.69
2026-03-05T02:05:00Z,67.90,35.74
2026-03-05T02:06:00Z,61.40,39.40
2026-03-05T02:07:00Z,56.12,44.62
2026-03-05T02:08:00Z,50.73,52.06
2026-03-05T02:09:00Z,57.11,45.95
2026-03-05T02:10:00Z,55.17,45.63
2026-03-05T02:11:00Z,59.59,38.03
2026-03-05T02:12:00Z,62.83,38.00
2026-03-05T02:13:00Z,62.73,39.70
2026-03-05T02:14:00Z,58.21,42.77
2026-03-05T02:15:00Z,55.03,46.82
2026-03-05T02:16:00Z,59.61,41.46
2026-03-05T02:17:00Z,64.01,37.35
2026-03-05T02:18:00Z,61.55,37.69
2026-03-05T02:19:00Z,62.92,37.95
2026-03-05T02:20:00Z,61.99,37.16
2026-03-05T02:21:00Z,57.61,44.45
2026-03-05T02:22:00Z,54.25,46.81
2026-03-05T02:23:00Z,49.01,49.15
2026-03-05T02:24:00Z,52.93,48.32
2026-03-05T02:25:00Z,62.53,38.18
2026-03-05T02:26:00Z,62.96,38.43
2026-03-05T02:27:00Z,63.43,38.39
2026-03-05T02:28:00Z,68.22,33.49
2026-03-05T02:29:00Z,55.79,43.35
2026-03-05T02:30:00Z,57.83,43.86
2026-03-05T02:31:00Z,77.83,22.34
2026-03-05T02:32:00Z,95.16,3.11
2026-03-05T02:33:00Z,99.00,3.11
2026-03-05T02:34:00Z,99.00,3.11
2026-03-05T02:35:00Z,99.00,3.11
2026-03-05T02:36:00Z,99.00,3.11
2026-03-05T02:37:00Z,99.00,3.11
2026-03-05T02:38:00Z,99.00,3.11
2026-03-05T02:39:00Z,99.00,1.00
2026-03-05T02:40:00Z,99.00,1.00
2026-03-05T02:41:00Z,99.00,1.00
