# event_ticker=KXATPMATCH-25OCT14VUKTOP
# final_score=6-4 3-6 6-1
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Marko ToPo
# kalshi_date=2025-10-14
timestamp,Aleksandar Vukic,Marko ToPo
2025-10-13T20:40:00Z,30.00,46.00
2025-10-13T20:43:00Z,69.00,46.00
2025-10-13T21:12:00Z,70.00,46.00
2025-10-13T21:38:00Z,68.19,46.00
2025-10-13T21:42:00Z,68.19,39.00
2025-10-14T00:26:00Z,67.00,39.00
2025-10-14T00:30:00Z,67.00,35.00
2025-10-14T01:03:00Z,67.00,35.00
2025-10-14T01:22:00Z,67.00,35.00
2025-10-14T01:57:00Z,67.00,35.00
2025-10-14T02:09:00Z,67.00,35.00
2025-10-14T02:23:00Z,67.00,35.00
2025-10-14T02:29:00Z,67.00,35.00
2025-10-14T02:53:00Z,67.00,35.00
2025-10-14T03:21:00Z,67.00,35.00
2025-10-14T03:23:00Z,67.00,35.00
2025-10-14T03:27:00Z,67.00,35.00
2025-10-14T03:28:00Z,67.00,35.00
2025-10-14T03:35:00Z,67.00,35.00
2025-10-14T03:37:00Z,67.00,35.00
2025-10-14T03:43:00Z,67.00,35.00
2025-10-14T03:44:00Z,67.00,35.00
2025-10-14T03:45:00Z,67.00,35.00
2025-10-14T03:47:00Z,67.00,34.00
2025-10-14T04:00:00Z,67.00,34.00
2025-10-14T04:02:00Z,67.20,34.74
2025-10-14T04:04:00Z,67.00,34.74
2025-10-14T04:06:00Z,67.00,35.00
2025-10-14T04:15:00Z,67.00,35.00
2025-10-14T04:16:00Z,67.00,35.00
2025-10-14T04:20:00Z,67.00,35.00
2025-10-14T04:25:00Z,67.00,35.00
2025-10-14T04:27:00Z,67.00,35.00
2025-10-14T04:37:00Z,67.00,35.00
2025-10-14T04:38:00Z,67.00,35.00
2025-10-14T04:40:00Z,67.00,35.00
2025-10-14T04:45:00Z,67.00,35.00
2025-10-14T04:50:00Z,67.00,35.00
2025-10-14T04:56:00Z,67.00,34.00
2025-10-14T04:57:00Z,67.00,34.00
2025-10-14T04:58:00Z,67.00,34.00
2025-10-14T05:00:00Z,67.00,34.00
2025-10-14T05:02:00Z,67.00,33.00
2025-10-14T05:03:00Z,67.00,32.00
2025-10-14T05:09:00Z,67.00,34.00
2025-10-14T05:14:00Z,67.00,34.00
2025-10-14T05:20:00Z,67.92,34.00
2025-10-14T05:21:00Z,67.92,32.00
2025-10-14T05:23:00Z,68.00,32.00
2025-10-14T05:30:00Z,68.00,32.00
2025-10-14T05:34:00Z,67.96,32.00
2025-10-14T05:39:00Z,68.00,32.00
2025-10-14T05:46:00Z,68.00,32.00
2025-10-14T05:48:00Z,68.00,33.00
2025-10-14T05:50:00Z,68.00,33.00
2025-10-14T05:51:00Z,68.00,33.00
2025-10-14T05:52:00Z,68.00,33.00
2025-10-14T05:56:00Z,68.00,33.00
2025-10-14T05:57:00Z,68.00,33.00
2025-10-14T05:58:00Z,68.00,33.00
2025-10-14T05:59:00Z,68.00,33.00
2025-10-14T06:00:00Z,68.00,33.00
2025-10-14T06:01:00Z,68.00,33.00
2025-10-14T06:04:00Z,68.00,33.00
2025-10-14T06:07:00Z,68.00,34.00
2025-10-14T06:08:00Z,68.00,34.00
2025-10-14T06:09:00Z,68.30,30.00
2025-10-14T06:11:00Z,69.29,37.00
2025-10-14T06:12:00Z,63.00,37.93
2025-10-14T06:13:00Z,67.00,37.93
2025-10-14T06:15:00Z,68.00,32.73
2025-10-14T06:17:00Z,65.00,37.66
2025-10-14T06:18:00Z,63.00,39.00
2025-10-14T06:19:00Z,63.00,34.70
2025-10-14T06:20:00Z,65.81,34.70
2025-10-14T06:21:00Z,68.00,33.00
2025-10-14T06:23:00Z,73.00,25.06
2025-10-14T06:24:00Z,77.00,21.35
2025-10-14T06:25:00Z,81.00,18.00
2025-10-14T06:26:00Z,78.63,27.51
2025-10-14T06:27:00Z,76.71,20.24
2025-10-14T06:28:00Z,77.00,20.24
2025-10-14T06:29:00Z,78.94,15.50
2025-10-14T06:30:00Z,81.75,19.00
2025-10-14T06:32:00Z,81.75,17.08
2025-10-14T06:33:00Z,81.75,19.00
2025-10-14T06:34:00Z,81.75,18.00
2025-10-14T06:35:00Z,79.28,20.49
2025-10-14T06:37:00Z,83.00,17.00
2025-10-14T06:38:00Z,83.00,19.00
2025-10-14T06:39:00Z,83.00,20.00
2025-10-14T06:40:00Z,83.00,20.47
2025-10-14T06:41:00Z,83.00,23.48
2025-10-14T06:42:00Z,71.00,24.03
2025-10-14T06:43:00Z,84.00,27.00
2025-10-14T06:44:00Z,84.00,22.86
2025-10-14T06:45:00Z,81.43,23.37
2025-10-14T06:46:00Z,84.00,18.00
2025-10-14T06:47:00Z,84.00,19.17
2025-10-14T06:48:00Z,82.00,20.00
2025-10-14T06:49:00Z,85.67,14.67
2025-10-14T06:50:00Z,88.00,13.80
2025-10-14T06:51:00Z,89.08,15.99
2025-10-14T06:52:00Z,80.00,20.08
2025-10-14T06:53:00Z,82.00,21.00
2025-10-14T06:55:00Z,84.00,21.00
2025-10-14T06:56:00Z,80.92,21.00
2025-10-14T06:57:00Z,76.55,22.84
2025-10-14T06:58:00Z,82.00,22.84
2025-10-14T06:59:00Z,82.00,22.14
2025-10-14T07:00:00Z,81.10,21.04
2025-10-14T07:01:00Z,83.00,18.25
2025-10-14T07:02:00Z,85.00,22.00
2025-10-14T07:03:00Z,83.00,23.26
2025-10-14T07:04:00Z,81.85,23.89
2025-10-14T07:05:00Z,82.00,21.00
2025-10-14T07:06:00Z,78.15,28.69
2025-10-14T07:07:00Z,77.00,33.68
2025-10-14T07:08:00Z,71.57,31.81
2025-10-14T07:09:00Z,71.00,23.62
2025-10-14T07:10:00Z,68.60,34.44
2025-10-14T07:11:00Z,64.12,38.04
2025-10-14T07:12:00Z,65.85,39.10
2025-10-14T07:13:00Z,66.02,36.81
2025-10-14T07:14:00Z,71.48,33.92
2025-10-14T07:15:00Z,70.40,32.98
2025-10-14T07:16:00Z,63.42,39.52
2025-10-14T07:17:00Z,62.00,40.00
2025-10-14T07:18:00Z,59.23,40.29
2025-10-14T07:19:00Z,59.53,40.00
2025-10-14T07:20:00Z,53.11,47.94
2025-10-14T07:21:00Z,52.75,51.80
2025-10-14T07:22:00Z,51.00,53.98
2025-10-14T07:23:00Z,53.10,53.98
2025-10-14T07:24:00Z,54.17,41.53
2025-10-14T07:25:00Z,55.00,41.00
2025-10-14T07:26:00Z,57.83,39.51
2025-10-14T07:27:00Z,57.63,47.86
2025-10-14T07:28:00Z,58.09,48.00
2025-10-14T07:29:00Z,55.94,48.00
2025-10-14T07:30:00Z,58.00,45.17
2025-10-14T07:31:00Z,59.17,44.69
2025-10-14T07:32:00Z,57.00,47.14
2025-10-14T07:33:00Z,58.41,44.19
2025-10-14T07:34:00Z,55.51,47.72
2025-10-14T07:35:00Z,52.82,54.80
2025-10-14T07:36:00Z,54.00,56.30
2025-10-14T07:37:00Z,57.41,49.21
2025-10-14T07:38:00Z,57.09,47.43
2025-10-14T07:39:00Z,57.81,51.41
2025-10-14T07:40:00Z,60.33,48.01
2025-10-14T07:41:00Z,67.11,38.42
2025-10-14T07:42:00Z,72.48,27.33
2025-10-14T07:43:00Z,66.66,34.04
2025-10-14T07:44:00Z,64.65,41.28
2025-10-14T07:45:00Z,72.40,40.88
2025-10-14T07:46:00Z,84.00,40.00
2025-10-14T07:47:00Z,77.59,14.54
2025-10-14T07:48:00Z,62.53,50.33
2025-10-14T07:49:00Z,60.81,41.04
2025-10-14T07:50:00Z,64.25,29.70
2025-10-14T07:51:00Z,67.02,35.18
2025-10-14T07:52:00Z,67.04,35.82
2025-10-14T07:53:00Z,66.38,36.00
2025-10-14T07:54:00Z,65.00,36.21
2025-10-14T07:55:00Z,70.12,35.90
2025-10-14T07:56:00Z,72.20,32.26
2025-10-14T07:57:00Z,69.55,32.68
2025-10-14T07:58:00Z,72.41,30.40
2025-10-14T07:59:00Z,76.11,27.80
2025-10-14T08:00:00Z,74.15,32.41
2025-10-14T08:01:00Z,85.50,15.28
2025-10-14T08:02:00Z,88.91,9.85
2025-10-14T08:03:00Z,85.30,14.40
2025-10-14T08:04:00Z,81.57,25.76
2025-10-14T08:05:00Z,84.43,11.88
2025-10-14T08:06:00Z,83.99,15.34
2025-10-14T08:07:00Z,90.44,5.69
2025-10-14T08:08:00Z,93.12,6.29
2025-10-14T08:09:00Z,95.00,3.66
2025-10-14T08:10:00Z,97.11,2.22
2025-10-14T08:11:00Z,98.97,1.41
2025-10-14T08:12:00Z,98.89,3.00
2025-10-14T08:13:00Z,99.00,3.00
2025-10-14T08:14:00Z,99.00,3.00
2025-10-14T08:15:00Z,99.00,3.00
2025-10-14T08:16:00Z,99.00,3.00
2025-10-14T08:19:00Z,99.00,3.00
2025-10-14T08:20:00Z,99.00,3.00
2025-10-14T08:21:00Z,99.00,3.00
