# event_ticker=KXATPCHALLENGERMATCH-26APR02ILABRO
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Liam Broady
# fav_player=Andre Ilagan
# dog_player=Liam Broady
# kalshi_date=2026-04-02
timestamp,Andre Ilagan,Liam Broady
2026-04-02T17:01:00Z,37.00,67.00
2026-04-02T17:39:00Z,37.00,68.00
2026-04-02T19:34:00Z,35.00,68.00
2026-04-02T20:05:00Z,35.00,65.00
2026-04-02T20:56:00Z,37.00,65.00
2026-04-02T21:01:00Z,37.00,64.00
2026-04-02T21:14:00Z,37.00,64.00
2026-04-02T21:22:00Z,37.00,65.00
2026-04-02T21:30:00Z,37.00,65.00
2026-04-02T21:37:00Z,37.00,65.00
2026-04-02T21:43:00Z,37.00,65.00
2026-04-02T21:47:00Z,37.00,65.00
2026-04-02T22:07:00Z,37.00,65.00
2026-04-02T22:23:00Z,37.00,64.00
2026-04-02T23:07:00Z,37.00,65.00
2026-04-02T23:14:00Z,37.00,65.00
2026-04-02T23:27:00Z,37.00,65.00
2026-04-02T23:33:00Z,37.00,65.00
2026-04-03T00:03:00Z,37.00,65.00
2026-04-03T00:11:00Z,37.00,65.00
2026-04-03T00:17:00Z,37.00,65.00
2026-04-03T00:43:00Z,37.00,65.00
2026-04-03T00:48:00Z,37.00,65.00
2026-04-03T00:55:00Z,37.00,65.00
2026-04-03T01:05:00Z,37.00,65.00
2026-04-03T01:15:00Z,37.00,65.00
2026-04-03T01:20:00Z,37.00,65.00
2026-04-03T01:23:00Z,39.00,65.00
2026-04-03T01:36:00Z,39.00,65.00
2026-04-03T02:15:00Z,39.00,65.00
2026-04-03T02:22:00Z,39.00,65.00
2026-04-03T02:23:00Z,39.00,65.00
2026-04-03T02:32:00Z,39.00,65.00
2026-04-03T02:39:00Z,39.00,65.00
2026-04-03T02:40:00Z,39.00,65.00
2026-04-03T02:41:00Z,39.00,65.00
2026-04-03T02:42:00Z,39.00,65.00
2026-04-03T02:50:00Z,39.00,65.00
2026-04-03T02:53:00Z,39.00,65.00
2026-04-03T02:55:00Z,39.00,65.00
2026-04-03T02:56:00Z,39.00,65.00
2026-04-03T02:57:00Z,39.00,65.00
2026-04-03T03:03:00Z,39.00,65.00
2026-04-03T03:05:00Z,39.00,65.00
2026-04-03T03:08:00Z,39.00,65.00
2026-04-03T03:11:00Z,39.00,65.00
2026-04-03T03:12:00Z,37.14,65.05
2026-04-03T03:13:00Z,38.97,65.05
2026-04-03T03:16:00Z,38.97,65.00
2026-04-03T03:19:00Z,38.97,65.00
2026-04-03T03:26:00Z,38.97,65.00
2026-04-03T03:27:00Z,38.97,65.00
2026-04-03T03:28:00Z,38.97,65.00
2026-04-03T03:33:00Z,38.00,65.00
2026-04-03T03:34:00Z,38.00,65.00
2026-04-03T03:39:00Z,38.00,65.00
2026-04-03T03:40:00Z,38.00,65.00
2026-04-03T03:41:00Z,38.00,65.00
2026-04-03T03:42:00Z,38.00,65.00
2026-04-03T03:45:00Z,37.00,65.00
2026-04-03T03:52:00Z,37.00,65.00
2026-04-03T03:54:00Z,38.00,65.00
2026-04-03T03:56:00Z,38.00,65.00
2026-04-03T03:57:00Z,38.00,65.00
2026-04-03T04:00:00Z,37.00,67.76
2026-04-03T04:02:00Z,38.00,67.76
2026-04-03T04:09:00Z,36.76,67.41
2026-04-03T04:13:00Z,37.80,67.41
2026-04-03T04:14:00Z,37.00,67.41
2026-04-03T04:17:00Z,37.00,65.00
2026-04-03T04:18:00Z,37.00,65.00
2026-04-03T04:19:00Z,37.00,65.00
2026-04-03T04:21:00Z,37.00,64.00
2026-04-03T04:22:00Z,37.00,64.00
2026-04-03T04:23:00Z,37.00,63.00
2026-04-03T04:28:00Z,37.00,63.97
2026-04-03T04:29:00Z,37.00,63.89
2026-04-03T04:30:00Z,37.98,63.89
2026-04-03T04:33:00Z,37.98,63.67
2026-04-03T04:35:00Z,37.98,64.00
2026-04-03T04:36:00Z,37.98,64.00
2026-04-03T04:37:00Z,38.00,64.00
2026-04-03T04:38:00Z,38.00,64.00
2026-04-03T04:39:00Z,35.20,64.76
2026-04-03T04:40:00Z,37.96,66.30
2026-04-03T04:41:00Z,37.14,66.24
2026-04-03T04:42:00Z,36.98,66.45
2026-04-03T04:43:00Z,36.73,68.00
2026-04-03T04:44:00Z,36.96,67.08
2026-04-03T04:45:00Z,35.00,65.93
2026-04-03T04:46:00Z,33.97,68.79
2026-04-03T04:47:00Z,35.37,69.14
2026-04-03T04:48:00Z,35.44,69.13
2026-04-03T04:49:00Z,34.05,68.93
2026-04-03T04:50:00Z,33.81,67.50
2026-04-03T04:51:00Z,37.41,64.36
2026-04-03T04:52:00Z,41.32,61.68
2026-04-03T04:53:00Z,39.11,63.44
2026-04-03T04:54:00Z,34.62,66.44
2026-04-03T04:55:00Z,36.65,63.51
2026-04-03T04:56:00Z,38.51,64.18
2026-04-03T04:57:00Z,37.24,63.93
2026-04-03T04:58:00Z,33.64,67.98
2026-04-03T04:59:00Z,31.49,70.51
2026-04-03T05:00:00Z,31.07,70.95
2026-04-03T05:01:00Z,27.35,75.14
2026-04-03T05:02:00Z,19.97,80.29
2026-04-03T05:03:00Z,25.15,76.76
2026-04-03T05:04:00Z,30.24,70.40
2026-04-03T05:05:00Z,32.39,70.56
2026-04-03T05:06:00Z,30.56,70.95
2026-04-03T05:07:00Z,26.89,75.23
2026-04-03T05:08:00Z,27.37,73.88
2026-04-03T05:09:00Z,27.55,76.49
2026-04-03T05:10:00Z,21.48,79.85
