# event_ticker=KXATPMATCH-26APR01TRUMAJ
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Marco Trungelliti
# fav_player=Kamil Majchrzak
# dog_player=Marco Trungelliti
# kalshi_date=2026-04-01
timestamp,Kamil Majchrzak,Marco Trungelliti
2026-04-01T06:42:00Z,69.00,34.00
2026-04-01T06:45:00Z,69.00,34.00
2026-04-01T06:51:00Z,69.00,34.00
2026-04-01T06:56:00Z,69.00,34.00
2026-04-01T07:00:00Z,69.00,34.00
2026-04-01T07:07:00Z,68.00,34.00
2026-04-01T07:18:00Z,68.00,34.00
2026-04-01T07:19:00Z,68.00,34.00
2026-04-01T07:20:00Z,66.00,34.00
2026-04-01T07:21:00Z,66.00,34.00
2026-04-01T07:22:00Z,68.00,34.00
2026-04-01T07:28:00Z,68.00,34.00
2026-04-01T07:31:00Z,68.00,34.00
2026-04-01T07:35:00Z,66.00,34.00
2026-04-01T07:36:00Z,66.00,34.00
2026-04-01T07:37:00Z,67.00,34.00
2026-04-01T07:41:00Z,67.42,34.00
2026-04-01T07:44:00Z,67.42,34.00
2026-04-01T07:54:00Z,68.00,34.00
2026-04-01T08:03:00Z,67.00,34.00
2026-04-01T08:04:00Z,67.00,34.00
2026-04-01T08:13:00Z,68.00,34.00
2026-04-01T08:23:00Z,67.00,34.00
2026-04-01T08:30:00Z,67.00,34.00
2026-04-01T08:42:00Z,67.00,34.00
2026-04-01T08:46:00Z,67.00,34.00
2026-04-01T08:55:00Z,67.00,34.00
2026-04-01T08:56:00Z,68.00,34.00
2026-04-01T08:59:00Z,68.00,33.00
2026-04-01T09:05:00Z,68.00,33.00
2026-04-01T09:14:00Z,68.00,33.00
2026-04-01T09:15:00Z,68.00,33.93
2026-04-01T09:16:00Z,68.00,34.84
2026-04-01T09:31:00Z,66.00,34.00
2026-04-01T09:33:00Z,66.00,34.00
2026-04-01T09:34:00Z,66.00,34.00
2026-04-01T09:40:00Z,66.00,34.00
2026-04-01T09:44:00Z,66.00,34.00
2026-04-01T09:45:00Z,66.00,34.00
2026-04-01T09:52:00Z,66.00,36.21
2026-04-01T09:53:00Z,66.00,37.00
2026-04-01T09:56:00Z,66.00,37.00
2026-04-01T09:58:00Z,66.00,37.00
2026-04-01T10:01:00Z,66.00,37.00
2026-04-01T10:06:00Z,66.00,37.00
2026-04-01T10:09:00Z,66.00,36.00
2026-04-01T10:10:00Z,66.00,36.00
2026-04-01T10:11:00Z,66.42,36.00
2026-04-01T10:12:00Z,66.46,35.00
2026-04-01T10:13:00Z,61.38,35.00
2026-04-01T10:14:00Z,63.00,35.21
2026-04-01T10:15:00Z,66.03,35.00
2026-04-01T10:16:00Z,65.00,36.00
2026-04-01T10:17:00Z,65.00,38.00
2026-04-01T10:18:00Z,62.44,38.22
2026-04-01T10:19:00Z,60.05,41.05
2026-04-01T10:20:00Z,62.18,41.00
2026-04-01T10:21:00Z,59.60,42.90
2026-04-01T10:22:00Z,62.71,43.62
2026-04-01T10:23:00Z,62.18,46.91
2026-04-01T10:24:00Z,61.98,37.60
2026-04-01T10:25:00Z,62.18,40.00
2026-04-01T10:26:00Z,62.18,40.00
2026-04-01T10:27:00Z,63.10,39.00
2026-04-01T10:28:00Z,61.83,36.00
2026-04-01T10:29:00Z,58.19,43.00
2026-04-01T10:30:00Z,58.83,46.15
2026-04-01T10:31:00Z,54.56,48.63
2026-04-01T10:32:00Z,48.61,53.22
2026-04-01T10:33:00Z,57.85,43.00
2026-04-01T10:34:00Z,57.79,47.33
2026-04-01T10:35:00Z,60.50,47.33
2026-04-01T10:36:00Z,64.00,40.00
2026-04-01T10:37:00Z,62.00,39.44
2026-04-01T10:38:00Z,63.45,41.00
2026-04-01T10:39:00Z,55.00,43.08
2026-04-01T10:40:00Z,56.80,52.00
2026-04-01T10:41:00Z,57.49,45.11
2026-04-01T10:42:00Z,59.48,43.99
2026-04-01T10:43:00Z,60.00,41.17
2026-04-01T10:44:00Z,60.69,40.00
2026-04-01T10:45:00Z,59.38,42.26
2026-04-01T10:46:00Z,57.74,45.78
2026-04-01T10:47:00Z,56.48,46.95
2026-04-01T10:48:00Z,58.11,47.33
2026-04-01T10:49:00Z,60.00,41.00
2026-04-01T10:50:00Z,60.29,41.78
2026-04-01T10:51:00Z,61.36,40.26
2026-04-01T10:52:00Z,63.19,37.69
2026-04-01T10:53:00Z,65.87,33.89
2026-04-01T10:54:00Z,68.41,32.61
2026-04-01T10:55:00Z,64.68,31.94
2026-04-01T10:56:00Z,58.04,38.42
2026-04-01T10:57:00Z,56.00,46.98
2026-04-01T10:58:00Z,58.26,45.52
2026-04-01T10:59:00Z,50.43,49.78
2026-04-01T11:00:00Z,55.04,41.37
2026-04-01T11:01:00Z,55.81,44.24
2026-04-01T11:02:00Z,56.36,44.90
2026-04-01T11:03:00Z,61.51,41.96
2026-04-01T11:04:00Z,62.00,38.25
2026-04-01T11:05:00Z,60.09,42.00
2026-04-01T11:06:00Z,56.32,44.69
2026-04-01T11:07:00Z,58.30,44.26
2026-04-01T11:08:00Z,59.98,42.00
2026-04-01T11:09:00Z,50.18,49.86
2026-04-01T11:10:00Z,47.09,56.07
2026-04-01T11:11:00Z,45.80,58.21
2026-04-01T11:12:00Z,41.39,58.36
2026-04-01T11:13:00Z,48.08,55.18
2026-04-01T11:14:00Z,44.23,55.21
2026-04-01T11:15:00Z,39.89,57.09
2026-04-01T11:16:00Z,37.68,64.69
2026-04-01T11:17:00Z,47.01,55.24
2026-04-01T11:18:00Z,39.35,60.94
2026-04-01T11:19:00Z,32.00,68.51
2026-04-01T11:20:00Z,30.96,68.45
2026-04-01T11:21:00Z,32.13,70.26
2026-04-01T11:22:00Z,30.54,72.00
2026-04-01T11:23:00Z,32.33,69.04
2026-04-01T11:24:00Z,28.33,71.48
2026-04-01T11:25:00Z,29.95,70.74
2026-04-01T11:26:00Z,28.31,69.96
2026-04-01T11:27:00Z,27.53,72.73
2026-04-01T11:28:00Z,21.49,80.20
2026-04-01T11:29:00Z,15.65,85.33
2026-04-01T11:30:00Z,11.18,89.15
2026-04-01T11:31:00Z,12.35,88.33
2026-04-01T11:32:00Z,13.80,84.22
2026-04-01T11:33:00Z,8.96,90.22
2026-04-01T11:34:00Z,10.09,90.14
2026-04-01T11:35:00Z,9.93,91.00
2026-04-01T11:36:00Z,5.91,94.25
2026-04-01T11:37:00Z,5.54,94.40
2026-04-01T11:38:00Z,10.00,90.06
2026-04-01T11:39:00Z,10.40,90.04
2026-04-01T11:40:00Z,7.03,93.07
2026-04-01T11:41:00Z,6.78,94.95
2026-04-01T11:42:00Z,6.37,94.00
2026-04-01T11:43:00Z,5.50,94.58
2026-04-01T11:44:00Z,2.47,97.53
2026-04-01T11:45:00Z,6.39,94.49
2026-04-01T11:46:00Z,7.36,94.44
2026-04-01T11:47:00Z,4.76,95.93
2026-04-01T11:48:00Z,2.38,96.99
2026-04-01T11:49:00Z,2.13,96.99
2026-04-01T11:50:00Z,3.53,97.04
2026-04-01T11:51:00Z,1.14,98.72
2026-04-01T11:52:00Z,1.02,99.00
2026-04-01T11:53:00Z,2.36,98.21
2026-04-01T11:54:00Z,2.97,97.07
2026-04-01T11:55:00Z,3.05,97.06
2026-04-01T11:56:00Z,3.54,97.00
2026-04-01T11:57:00Z,2.40,97.31
2026-04-01T11:58:00Z,2.40,99.00
2026-04-01T11:59:00Z,2.40,99.00
2026-04-01T12:01:00Z,2.40,99.00
2026-04-01T12:02:00Z,2.40,99.00
