# event_ticker=KXATPMATCH-26APR05ALTMAC
# final_score=6-4 1-6 6-3
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Daniel Altmaier
# kalshi_date=2026-04-05
timestamp,Tomas Machac,Daniel Altmaier
2026-04-06T01:46:00Z,60.00,
2026-04-06T02:07:00Z,60.00,
2026-04-06T02:13:00Z,60.00,
2026-04-06T02:31:00Z,60.00,41.00
2026-04-06T02:51:00Z,60.00,41.00
2026-04-06T03:08:00Z,60.00,41.00
2026-04-06T03:11:00Z,60.00,41.00
2026-04-06T03:14:00Z,60.00,41.00
2026-04-06T03:18:00Z,60.00,41.00
2026-04-06T03:23:00Z,60.00,41.00
2026-04-06T03:24:00Z,60.00,41.00
2026-04-06T03:36:00Z,60.00,41.00
2026-04-06T03:41:00Z,60.00,41.00
2026-04-06T03:42:00Z,60.00,41.00
2026-04-06T04:11:00Z,60.00,41.00
2026-04-06T04:12:00Z,59.00,41.00
2026-04-06T04:20:00Z,59.00,41.00
2026-04-06T04:36:00Z,60.00,41.00
2026-04-06T04:40:00Z,60.00,41.00
2026-04-06T04:41:00Z,60.00,41.00
2026-04-06T04:43:00Z,60.00,41.00
2026-04-06T04:44:00Z,60.00,41.00
2026-04-06T04:54:00Z,60.00,41.00
2026-04-06T04:55:00Z,60.00,41.00
2026-04-06T04:58:00Z,60.00,41.00
2026-04-06T05:01:00Z,60.00,41.00
2026-04-06T05:03:00Z,60.00,41.00
2026-04-06T05:05:00Z,60.00,41.00
2026-04-06T05:06:00Z,60.00,40.00
2026-04-06T05:10:00Z,60.00,41.00
2026-04-06T05:11:00Z,60.00,41.00
2026-04-06T05:13:00Z,60.00,41.00
2026-04-06T05:17:00Z,60.00,41.00
2026-04-06T05:18:00Z,60.00,41.00
2026-04-06T05:30:00Z,60.00,41.00
2026-04-06T05:31:00Z,60.00,41.00
2026-04-06T05:35:00Z,60.00,41.00
2026-04-06T05:53:00Z,60.00,41.00
2026-04-06T05:54:00Z,60.00,41.00
2026-04-06T05:55:00Z,60.00,41.00
2026-04-06T06:02:00Z,60.00,41.00
2026-04-06T06:08:00Z,60.00,41.00
2026-04-06T06:09:00Z,59.50,41.00
2026-04-06T06:13:00Z,60.00,41.00
2026-04-06T06:17:00Z,60.00,41.00
2026-04-06T06:21:00Z,60.00,41.00
2026-04-06T06:22:00Z,60.00,41.00
2026-04-06T06:23:00Z,60.00,41.00
2026-04-06T06:25:00Z,60.00,41.00
2026-04-06T06:26:00Z,60.00,41.00
2026-04-06T06:30:00Z,60.00,41.00
2026-04-06T06:31:00Z,60.00,41.00
