# event_ticker=KXATPCHALLENGERMATCH-26MAR30ALVTOR
# final_score=5-7 6-2 2-0 RET
# match_winner=Juan Bautista Torres
# fav_player=Juan Bautista Torres
# dog_player=Nicolas Alvarez Varona
# kalshi_date=2026-03-30
timestamp,Juan Bautista Torres,Nicolas Alvarez Varona
2026-03-30T11:55:00Z,71.00,
2026-03-30T12:03:00Z,71.00,30.00
2026-03-30T12:33:00Z,70.00,30.00
2026-03-30T12:41:00Z,70.00,30.00
2026-03-30T12:51:00Z,70.00,30.00
2026-03-30T12:56:00Z,72.00,30.00
2026-03-30T13:03:00Z,70.00,30.00
2026-03-30T13:41:00Z,70.00,29.00
2026-03-30T13:53:00Z,70.00,30.00
2026-03-30T13:58:00Z,72.00,30.00
2026-03-30T14:06:00Z,72.00,30.00
2026-03-30T15:00:00Z,72.00,30.00
2026-03-30T16:41:00Z,72.00,30.00
2026-03-30T16:51:00Z,72.00,27.00
2026-03-30T17:00:00Z,73.00,27.00
2026-03-30T17:29:00Z,73.00,27.00
2026-03-30T17:31:00Z,73.00,27.00
2026-03-30T18:03:00Z,73.00,27.00
2026-03-30T18:13:00Z,74.00,27.00
2026-03-30T18:29:00Z,74.00,27.00
2026-03-30T18:40:00Z,74.00,28.00
2026-03-30T19:32:00Z,74.00,29.00
2026-03-30T19:38:00Z,74.00,29.00
2026-03-30T19:47:00Z,73.00,29.00
2026-03-30T20:25:00Z,73.00,29.00
2026-03-30T20:34:00Z,74.00,29.00
2026-03-30T20:38:00Z,75.05,29.00
2026-03-30T20:41:00Z,76.00,29.00
2026-03-30T20:45:00Z,76.00,26.00
2026-03-30T20:46:00Z,76.00,26.00
2026-03-30T20:47:00Z,76.00,26.00
2026-03-30T20:49:00Z,77.00,26.00
2026-03-30T20:50:00Z,77.00,25.00
2026-03-30T20:51:00Z,77.00,26.40
2026-03-30T20:52:00Z,77.00,26.22
2026-03-30T20:53:00Z,77.00,26.00
2026-03-30T20:58:00Z,76.00,26.00
2026-03-30T21:00:00Z,76.00,25.85
2026-03-30T21:04:00Z,76.00,25.85
2026-03-30T21:06:00Z,76.00,25.85
2026-03-30T21:13:00Z,75.00,25.85
2026-03-30T21:25:00Z,75.59,25.85
2026-03-30T21:29:00Z,75.59,26.00
2026-03-30T21:36:00Z,75.59,26.82
2026-03-30T21:39:00Z,75.59,26.00
2026-03-30T21:40:00Z,74.00,26.00
2026-03-30T21:54:00Z,75.00,26.00
2026-03-30T22:03:00Z,75.00,26.00
2026-03-30T22:31:00Z,73.14,26.00
2026-03-30T22:40:00Z,75.00,26.00
2026-03-30T22:44:00Z,75.00,26.29
2026-03-30T22:58:00Z,74.00,24.47
2026-03-30T23:00:00Z,74.00,26.00
2026-03-30T23:04:00Z,76.00,26.00
2026-03-30T23:08:00Z,76.00,26.04
2026-03-30T23:09:00Z,76.00,26.04
2026-03-30T23:11:00Z,75.00,26.96
2026-03-30T23:12:00Z,72.14,26.96
2026-03-30T23:13:00Z,73.86,26.50
2026-03-30T23:14:00Z,74.64,28.43
2026-03-30T23:15:00Z,71.70,29.69
2026-03-30T23:16:00Z,71.70,25.07
2026-03-30T23:17:00Z,70.83,28.30
2026-03-30T23:18:00Z,68.00,32.41
2026-03-30T23:19:00Z,68.82,31.69
2026-03-30T23:20:00Z,68.00,33.52
2026-03-30T23:21:00Z,68.96,31.00
2026-03-30T23:22:00Z,68.96,32.70
2026-03-30T23:23:00Z,57.87,40.49
2026-03-30T23:24:00Z,57.00,44.94
2026-03-30T23:25:00Z,55.03,46.72
2026-03-30T23:26:00Z,52.48,47.24
2026-03-30T23:27:00Z,60.87,40.95
2026-03-30T23:28:00Z,56.47,43.72
2026-03-30T23:29:00Z,60.70,37.56
2026-03-30T23:30:00Z,63.96,34.80
2026-03-30T23:31:00Z,68.00,31.02
2026-03-30T23:32:00Z,68.00,33.23
2026-03-30T23:33:00Z,61.91,35.91
2026-03-30T23:34:00Z,63.97,39.81
2026-03-30T23:35:00Z,69.95,33.59
2026-03-30T23:36:00Z,69.95,34.79
2026-03-30T23:37:00Z,64.00,38.28
2026-03-30T23:38:00Z,68.57,32.60
2026-03-30T23:39:00Z,68.57,28.92
2026-03-30T23:40:00Z,77.02,23.15
2026-03-30T23:41:00Z,79.80,20.15
2026-03-30T23:42:00Z,83.00,17.68
2026-03-30T23:43:00Z,83.00,16.85
2026-03-30T23:44:00Z,83.00,17.91
2026-03-30T23:45:00Z,82.78,14.07
2026-03-30T23:47:00Z,76.10,23.97
2026-03-30T23:48:00Z,71.32,30.97
2026-03-30T23:49:00Z,74.00,30.00
2026-03-30T23:50:00Z,74.00,28.32
2026-03-30T23:51:00Z,64.00,36.71
2026-03-30T23:52:00Z,62.67,38.93
2026-03-30T23:53:00Z,63.00,39.05
2026-03-30T23:54:00Z,65.85,36.00
2026-03-30T23:55:00Z,67.91,33.00
2026-03-30T23:56:00Z,67.77,32.97
2026-03-30T23:57:00Z,67.77,32.14
2026-03-30T23:59:00Z,74.98,26.59
2026-03-31T00:00:00Z,76.93,27.33
2026-03-31T00:01:00Z,74.00,27.33
2026-03-31T00:02:00Z,81.00,24.62
2026-03-31T00:03:00Z,83.00,18.95
2026-03-31T00:04:00Z,83.00,21.00
2026-03-31T00:05:00Z,83.00,26.44
2026-03-31T00:06:00Z,83.00,23.00
2026-03-31T00:07:00Z,82.00,15.85
2026-03-31T00:08:00Z,78.00,20.00
2026-03-31T00:09:00Z,73.70,28.09
2026-03-31T00:10:00Z,68.27,33.00
2026-03-31T00:11:00Z,72.00,28.00
2026-03-31T00:12:00Z,74.00,25.81
2026-03-31T00:13:00Z,71.00,25.81
2026-03-31T00:14:00Z,70.34,27.10
2026-03-31T00:15:00Z,70.18,26.00
2026-03-31T00:16:00Z,70.18,35.00
