# event_ticker=KXATPCHALLENGERMATCH-26MAR30ALVTOR
# final_score=5-7 6-2 2-0 RET
# match_winner=Juan Bautista Torres
# fav_player=Juan Bautista Torres
# dog_player=Nicolas Alvarez Varona
# kalshi_date=2026-03-30
timestamp,Juan Bautista Torres,Nicolas Alvarez Varona
2026-03-31T00:17:00Z,69.00,31.33
2026-03-31T00:18:00Z,69.00,32.56
2026-03-31T00:19:00Z,60.30,38.13
2026-03-31T00:20:00Z,61.00,39.51
2026-03-31T00:21:00Z,56.00,42.86
2026-03-31T00:22:00Z,48.08,53.88
2026-03-31T00:23:00Z,43.48,55.68
2026-03-31T00:24:00Z,41.65,58.60
2026-03-31T00:25:00Z,43.00,58.72
2026-03-31T00:26:00Z,43.00,58.58
2026-03-31T00:27:00Z,43.00,56.66
2026-03-31T00:28:00Z,43.00,55.03
2026-03-31T00:29:00Z,43.00,56.96
2026-03-31T00:30:00Z,43.00,55.01
2026-03-31T00:31:00Z,42.39,55.86
2026-03-31T00:32:00Z,40.55,56.13
2026-03-31T00:34:00Z,47.65,50.16
2026-03-31T00:35:00Z,48.45,52.81
2026-03-31T00:36:00Z,46.66,57.63
2026-03-31T00:37:00Z,37.10,61.28
2026-03-31T00:38:00Z,36.83,66.20
2026-03-31T00:39:00Z,33.59,70.57
2026-03-31T00:40:00Z,22.55,77.90
2026-03-31T00:41:00Z,25.93,77.33
2026-03-31T00:42:00Z,17.80,81.70
2026-03-31T00:43:00Z,14.81,86.27
2026-03-31T00:44:00Z,14.52,85.17
2026-03-31T00:45:00Z,19.02,82.57
2026-03-31T00:46:00Z,18.88,82.95
2026-03-31T00:47:00Z,19.97,83.09
2026-03-31T00:48:00Z,19.08,82.89
2026-03-31T00:49:00Z,25.45,75.08
2026-03-31T00:50:00Z,32.58,70.49
2026-03-31T00:51:00Z,32.09,69.00
2026-03-31T00:52:00Z,25.37,74.68
2026-03-31T00:53:00Z,26.97,66.90
2026-03-31T00:54:00Z,31.75,66.56
2026-03-31T00:55:00Z,25.39,78.08
2026-03-31T00:56:00Z,25.92,74.77
2026-03-31T00:57:00Z,32.15,68.68
2026-03-31T00:58:00Z,32.20,68.64
2026-03-31T00:59:00Z,33.19,69.94
2026-03-31T01:00:00Z,37.98,60.80
2026-03-31T01:01:00Z,36.98,64.22
2026-03-31T01:02:00Z,32.76,68.72
2026-03-31T01:03:00Z,30.00,68.72
2026-03-31T01:04:00Z,32.99,68.80
2026-03-31T01:05:00Z,45.38,56.41
2026-03-31T01:06:00Z,51.97,47.39
2026-03-31T01:07:00Z,50.37,49.21
2026-03-31T01:08:00Z,46.20,49.02
2026-03-31T01:09:00Z,57.39,42.45
2026-03-31T01:10:00Z,60.99,37.85
2026-03-31T01:11:00Z,65.98,34.46
2026-03-31T01:12:00Z,67.72,35.83
2026-03-31T01:13:00Z,62.99,34.86
2026-03-31T01:14:00Z,69.78,30.66
2026-03-31T01:15:00Z,70.47,31.00
2026-03-31T01:16:00Z,70.99,25.60
2026-03-31T01:17:00Z,74.88,26.93
2026-03-31T01:18:00Z,72.00,28.00
2026-03-31T01:19:00Z,71.69,28.41
2026-03-31T01:20:00Z,71.74,28.02
2026-03-31T01:21:00Z,70.13,29.00
2026-03-31T01:22:00Z,70.81,30.00
2026-03-31T01:23:00Z,73.00,24.02
2026-03-31T01:24:00Z,77.44,24.80
2026-03-31T01:25:00Z,78.43,20.23
2026-03-31T01:26:00Z,84.50,14.56
2026-03-31T01:27:00Z,88.82,12.23
2026-03-31T01:28:00Z,90.65,10.83
2026-03-31T01:29:00Z,90.87,8.08
2026-03-31T01:30:00Z,94.98,5.55
2026-03-31T01:31:00Z,98.02,1.60
2026-03-31T01:32:00Z,97.01,2.22
2026-03-31T01:33:00Z,96.34,2.00
2026-03-31T01:34:00Z,96.09,2.00
