# event_ticker=KXATPCHALLENGERMATCH-26MAR26SUNUCH
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Yasutaka Uchiyama
# fav_player=Fajing Sun
# dog_player=Yasutaka Uchiyama
# kalshi_date=2026-03-26
timestamp,Fajing Sun,Yasutaka Uchiyama
2026-03-26T16:25:00Z,34.00,63.00
2026-03-26T16:51:00Z,34.00,66.00
2026-03-26T17:38:00Z,36.00,66.00
2026-03-26T17:58:00Z,36.00,65.00
2026-03-26T18:01:00Z,36.00,65.00
2026-03-26T18:34:00Z,35.00,65.00
2026-03-26T20:59:00Z,35.00,66.00
2026-03-26T21:48:00Z,35.00,63.00
2026-03-26T21:50:00Z,35.00,65.00
2026-03-26T21:51:00Z,35.00,65.00
2026-03-26T23:17:00Z,36.00,65.00
2026-03-26T23:29:00Z,36.00,65.00
2026-03-26T23:41:00Z,36.00,65.00
2026-03-26T23:42:00Z,36.00,65.00
2026-03-26T23:51:00Z,36.00,65.00
2026-03-27T00:18:00Z,36.00,65.00
2026-03-27T00:34:00Z,37.00,65.00
2026-03-27T01:04:00Z,37.00,65.00
2026-03-27T01:17:00Z,37.00,65.00
2026-03-27T01:24:00Z,37.00,65.00
2026-03-27T01:38:00Z,37.00,65.00
2026-03-27T01:40:00Z,37.00,65.00
2026-03-27T01:48:00Z,37.00,65.00
2026-03-27T01:54:00Z,37.00,65.00
2026-03-27T02:05:00Z,37.00,65.00
2026-03-27T02:08:00Z,37.00,65.00
2026-03-27T02:14:00Z,37.00,65.00
2026-03-27T02:18:00Z,37.00,65.00
2026-03-27T02:19:00Z,37.00,65.42
2026-03-27T02:21:00Z,37.00,65.42
2026-03-27T02:24:00Z,37.00,65.42
2026-03-27T02:27:00Z,37.00,66.00
2026-03-27T02:34:00Z,34.05,66.00
2026-03-27T02:36:00Z,35.94,66.00
2026-03-27T02:39:00Z,35.94,66.00
2026-03-27T02:40:00Z,35.94,67.00
2026-03-27T02:41:00Z,35.94,63.25
2026-03-27T02:42:00Z,35.94,67.00
2026-03-27T02:44:00Z,35.94,67.00
2026-03-27T02:49:00Z,35.94,66.00
2026-03-27T02:54:00Z,36.00,66.00
2026-03-27T02:55:00Z,36.00,66.00
2026-03-27T02:58:00Z,36.00,66.00
2026-03-27T03:00:00Z,36.00,66.51
2026-03-27T03:02:00Z,36.86,65.00
2026-03-27T03:04:00Z,36.86,67.00
2026-03-27T03:05:00Z,36.86,67.00
2026-03-27T03:06:00Z,36.95,65.91
2026-03-27T03:07:00Z,36.95,66.94
2026-03-27T03:08:00Z,36.95,67.00
2026-03-27T03:10:00Z,36.95,67.00
2026-03-27T03:11:00Z,36.95,67.00
2026-03-27T03:13:00Z,36.95,67.00
2026-03-27T03:14:00Z,35.33,66.69
2026-03-27T03:16:00Z,36.41,66.69
2026-03-27T03:17:00Z,36.99,66.69
2026-03-27T03:19:00Z,36.99,66.99
2026-03-27T03:28:00Z,37.00,66.00
2026-03-27T03:30:00Z,37.00,66.93
2026-03-27T03:36:00Z,36.00,66.93
2026-03-27T03:38:00Z,36.00,66.98
2026-03-27T03:41:00Z,36.00,66.00
2026-03-27T03:42:00Z,36.00,66.00
2026-03-27T03:44:00Z,36.00,65.83
2026-03-27T03:47:00Z,36.00,65.83
2026-03-27T03:48:00Z,36.00,67.00
2026-03-27T03:51:00Z,35.22,67.00
2026-03-27T03:52:00Z,36.48,67.00
2026-03-27T03:53:00Z,36.95,67.00
2026-03-27T03:54:00Z,36.50,66.00
2026-03-27T03:55:00Z,36.91,67.00
2026-03-27T03:56:00Z,37.00,67.00
2026-03-27T03:57:00Z,37.00,65.03
2026-03-27T03:58:00Z,37.00,65.00
2026-03-27T03:59:00Z,37.00,63.00
2026-03-27T04:00:00Z,37.00,65.00
2026-03-27T04:01:00Z,37.70,65.00
2026-03-27T04:02:00Z,38.00,63.31
2026-03-27T04:03:00Z,37.00,65.00
2026-03-27T04:04:00Z,37.00,65.00
2026-03-27T04:05:00Z,37.00,65.00
2026-03-27T04:06:00Z,37.04,64.90
2026-03-27T04:07:00Z,37.24,65.00
2026-03-27T04:08:00Z,36.00,65.00
2026-03-27T04:09:00Z,36.10,65.55
2026-03-27T04:10:00Z,33.67,66.50
2026-03-27T04:11:00Z,33.00,68.21
2026-03-27T04:12:00Z,32.88,69.00
2026-03-27T04:13:00Z,32.64,69.01
2026-03-27T04:14:00Z,33.80,67.51
2026-03-27T04:15:00Z,31.49,70.73
2026-03-27T04:16:00Z,32.46,70.08
2026-03-27T04:17:00Z,34.87,67.12
2026-03-27T04:18:00Z,32.39,69.88
2026-03-27T04:19:00Z,33.47,68.69
2026-03-27T04:20:00Z,32.00,70.66
2026-03-27T04:21:00Z,30.12,70.61
2026-03-27T04:22:00Z,26.92,75.49
2026-03-27T04:23:00Z,19.10,82.65
2026-03-27T04:24:00Z,15.73,84.83
2026-03-27T04:25:00Z,14.04,84.05
2026-03-27T04:26:00Z,13.94,86.90
2026-03-27T04:27:00Z,13.29,86.72
2026-03-27T04:28:00Z,14.73,87.50
2026-03-27T04:29:00Z,12.72,85.68
2026-03-27T04:30:00Z,10.60,89.89
2026-03-27T04:31:00Z,9.67,91.17
2026-03-27T04:32:00Z,10.46,89.80
2026-03-27T04:33:00Z,9.68,90.56
2026-03-27T04:34:00Z,8.94,91.63
2026-03-27T04:35:00Z,9.00,91.99
2026-03-27T04:36:00Z,10.29,90.20
2026-03-27T04:37:00Z,10.11,90.05
2026-03-27T04:38:00Z,10.10,90.06
2026-03-27T04:39:00Z,11.69,88.00
2026-03-27T04:40:00Z,12.95,88.10
2026-03-27T04:41:00Z,10.64,88.33
2026-03-27T04:42:00Z,10.53,90.57
2026-03-27T04:43:00Z,10.13,91.26
2026-03-27T04:44:00Z,5.80,94.72
2026-03-27T04:45:00Z,5.54,94.79
2026-03-27T04:46:00Z,8.73,93.53
2026-03-27T04:47:00Z,7.99,92.77
2026-03-27T04:48:00Z,3.82,96.31
2026-03-27T04:49:00Z,3.92,96.93
2026-03-27T04:50:00Z,3.87,97.88
2026-03-27T04:51:00Z,2.14,97.95
2026-03-27T04:52:00Z,2.48,98.36
2026-03-27T04:53:00Z,1.67,98.94
2026-03-27T04:54:00Z,1.04,98.54
2026-03-27T04:55:00Z,2.93,98.00
2026-03-27T04:56:00Z,3.91,97.10
2026-03-27T04:57:00Z,3.95,96.29
2026-03-27T04:58:00Z,3.62,96.88
2026-03-27T04:59:00Z,4.06,96.65
2026-03-27T05:00:00Z,2.42,96.23
2026-03-27T05:01:00Z,2.79,97.95
2026-03-27T05:02:00Z,2.78,98.00
2026-03-27T05:03:00Z,3.04,97.04
2026-03-27T05:04:00Z,1.93,98.25
2026-03-27T05:05:00Z,1.00,99.00
2026-03-27T05:06:00Z,1.00,99.00
2026-03-27T05:07:00Z,1.00,99.00
2026-03-27T05:08:00Z,1.00,99.00
2026-03-27T05:09:00Z,1.00,99.00
2026-03-27T05:10:00Z,1.00,99.00
2026-03-27T05:12:00Z,1.00,99.00
