# event_ticker=KXATPMATCH-25AUG07BERFEA
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Zizou Bergs
# fav_player=Jacob Fearnley
# dog_player=Zizou Bergs
# kalshi_date=2025-08-07
timestamp,Jacob Fearnley,Zizou Bergs
2025-08-07T18:43:00Z,26.00,78.90
2025-08-07T18:44:00Z,21.98,81.18
2025-08-07T18:45:00Z,15.31,85.27
2025-08-07T18:46:00Z,15.31,89.36
2025-08-07T18:47:00Z,10.95,90.66
2025-08-07T18:48:00Z,13.29,87.00
2025-08-07T18:49:00Z,16.76,83.23
2025-08-07T18:50:00Z,23.45,78.56
2025-08-07T18:51:00Z,26.17,79.14
2025-08-07T18:52:00Z,20.60,82.00
2025-08-07T18:53:00Z,21.14,82.45
2025-08-07T18:54:00Z,18.70,83.27
2025-08-07T18:55:00Z,14.76,84.93
2025-08-07T18:56:00Z,10.59,89.00
2025-08-07T18:57:00Z,11.48,91.00
2025-08-07T18:58:00Z,10.22,90.01
2025-08-07T18:59:00Z,5.51,93.95
2025-08-07T19:00:00Z,8.10,93.00
2025-08-07T19:01:00Z,10.18,93.37
2025-08-07T19:02:00Z,9.00,91.00
2025-08-07T19:04:00Z,10.00,95.00
2025-08-07T19:05:00Z,10.00,93.50
2025-08-07T19:06:00Z,10.00,89.86
2025-08-07T19:07:00Z,7.00,93.04
2025-08-07T19:08:00Z,4.02,98.82
2025-08-07T19:09:00Z,8.17,93.50
2025-08-07T19:10:00Z,8.93,94.00
2025-08-07T19:11:00Z,9.00,93.28
2025-08-07T19:12:00Z,6.32,92.95
2025-08-07T19:13:00Z,8.00,93.12
2025-08-07T19:14:00Z,10.58,93.45
2025-08-07T19:15:00Z,1.10,98.91
2025-08-07T19:16:00Z,1.10,99.00
