# event_ticker=KXATPMATCH-25AUG07BERFEA
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Zizou Bergs
# fav_player=Jacob Fearnley
# dog_player=Zizou Bergs
# kalshi_date=2025-08-07
timestamp,Jacob Fearnley,Zizou Bergs
2025-08-07T11:22:00Z,,49.00
2025-08-07T11:31:00Z,58.00,49.00
2025-08-07T11:34:00Z,58.00,49.00
2025-08-07T12:10:00Z,58.00,48.00
2025-08-07T12:18:00Z,55.00,48.00
2025-08-07T12:21:00Z,55.00,48.00
2025-08-07T12:27:00Z,55.00,48.00
2025-08-07T13:07:00Z,54.36,48.00
2025-08-07T13:08:00Z,54.36,46.00
2025-08-07T13:09:00Z,54.36,46.00
2025-08-07T13:11:00Z,54.36,46.00
2025-08-07T13:12:00Z,54.00,46.00
2025-08-07T13:45:00Z,56.00,46.00
2025-08-07T13:56:00Z,56.00,46.00
2025-08-07T13:58:00Z,56.00,46.00
2025-08-07T14:31:00Z,56.00,46.00
2025-08-07T14:45:00Z,55.00,46.00
2025-08-07T14:53:00Z,55.00,47.00
2025-08-07T14:59:00Z,55.00,47.00
2025-08-07T15:13:00Z,55.41,47.00
2025-08-07T15:29:00Z,55.41,46.00
2025-08-07T15:35:00Z,56.00,46.00
2025-08-07T15:38:00Z,56.00,46.00
2025-08-07T15:39:00Z,54.00,46.00
2025-08-07T15:47:00Z,55.00,46.00
2025-08-07T15:52:00Z,55.00,46.00
2025-08-07T16:00:00Z,55.00,46.00
2025-08-07T16:09:00Z,55.00,46.00
2025-08-07T16:14:00Z,55.00,46.00
2025-08-07T16:18:00Z,55.00,46.00
2025-08-07T16:25:00Z,55.00,45.00
2025-08-07T16:32:00Z,55.00,45.00
2025-08-07T16:37:00Z,55.00,45.00
2025-08-07T16:50:00Z,55.00,46.67
2025-08-07T16:55:00Z,55.00,47.00
2025-08-07T17:00:00Z,55.00,44.00
2025-08-07T17:17:00Z,55.00,46.23
2025-08-07T17:19:00Z,55.00,47.00
2025-08-07T17:28:00Z,57.00,47.00
2025-08-07T17:34:00Z,56.41,47.00
2025-08-07T17:39:00Z,56.41,47.00
2025-08-07T17:42:00Z,56.91,47.00
2025-08-07T17:44:00Z,57.00,47.00
2025-08-07T17:46:00Z,56.97,47.00
2025-08-07T17:47:00Z,56.98,47.00
2025-08-07T17:48:00Z,55.00,47.00
2025-08-07T17:50:00Z,55.00,46.00
2025-08-07T17:51:00Z,55.00,46.00
2025-08-07T17:53:00Z,55.10,47.00
2025-08-07T17:55:00Z,53.00,48.93
2025-08-07T17:56:00Z,53.00,50.75
2025-08-07T17:57:00Z,54.67,50.75
2025-08-07T17:58:00Z,60.00,38.00
2025-08-07T17:59:00Z,59.39,38.00
2025-08-07T18:00:00Z,56.87,46.00
2025-08-07T18:01:00Z,54.87,46.00
2025-08-07T18:03:00Z,51.00,53.37
2025-08-07T18:04:00Z,49.62,52.00
2025-08-07T18:05:00Z,49.62,54.00
2025-08-07T18:06:00Z,49.62,67.13
2025-08-07T18:07:00Z,51.00,67.13
2025-08-07T18:08:00Z,51.00,65.00
2025-08-07T18:09:00Z,51.00,65.00
2025-08-07T18:10:00Z,31.55,69.00
2025-08-07T18:11:00Z,31.55,70.62
2025-08-07T18:12:00Z,31.55,69.93
2025-08-07T18:13:00Z,33.35,67.63
2025-08-07T18:14:00Z,30.00,71.10
2025-08-07T18:15:00Z,32.93,70.00
2025-08-07T18:16:00Z,35.90,69.95
2025-08-07T18:17:00Z,35.00,68.35
2025-08-07T18:18:00Z,32.00,68.98
2025-08-07T18:19:00Z,35.00,72.20
2025-08-07T18:20:00Z,36.13,73.95
2025-08-07T18:21:00Z,35.03,72.00
2025-08-07T18:22:00Z,29.34,74.79
2025-08-07T18:23:00Z,27.00,74.07
2025-08-07T18:24:00Z,27.00,77.00
2025-08-07T18:25:00Z,23.00,79.00
2025-08-07T18:26:00Z,26.20,76.00
2025-08-07T18:27:00Z,24.00,79.00
2025-08-07T18:28:00Z,22.00,78.00
2025-08-07T18:29:00Z,26.00,78.00
2025-08-07T18:30:00Z,24.00,77.91
2025-08-07T18:31:00Z,24.00,79.11
2025-08-07T18:32:00Z,24.88,75.36
2025-08-07T18:33:00Z,24.74,78.50
2025-08-07T18:34:00Z,23.98,76.94
2025-08-07T18:35:00Z,24.13,79.84
2025-08-07T18:36:00Z,27.83,74.92
2025-08-07T18:37:00Z,27.83,73.89
2025-08-07T18:38:00Z,30.99,73.82
2025-08-07T18:39:00Z,30.99,74.32
2025-08-07T18:40:00Z,26.76,77.00
2025-08-07T18:41:00Z,29.01,74.00
2025-08-07T18:42:00Z,29.01,73.63
