# event_ticker=KXATPMATCH-25OCT14BERZEP
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Matteo Berrettini
# fav_player=Giulio Zeppieri
# dog_player=Matteo Berrettini
# kalshi_date=2025-10-14
timestamp,Giulio Zeppieri,Matteo Berrettini
2025-10-14T08:35:00Z,,63.00
2025-10-14T08:38:00Z,,63.00
2025-10-14T08:44:00Z,,61.00
2025-10-14T09:49:00Z,,61.00
2025-10-14T10:21:00Z,,61.00
2025-10-14T10:55:00Z,40.00,61.00
2025-10-14T11:17:00Z,40.00,61.00
2025-10-14T11:53:00Z,40.00,61.00
2025-10-14T12:24:00Z,40.00,61.00
2025-10-14T12:26:00Z,40.00,61.00
2025-10-14T12:30:00Z,40.00,61.00
2025-10-14T12:32:00Z,40.00,61.00
2025-10-14T12:34:00Z,40.00,61.00
2025-10-14T12:35:00Z,40.00,61.00
2025-10-14T12:48:00Z,40.00,61.00
2025-10-14T12:52:00Z,40.00,61.00
2025-10-14T13:03:00Z,40.00,61.00
2025-10-14T13:10:00Z,40.00,61.00
2025-10-14T13:22:00Z,40.00,61.00
2025-10-14T13:38:00Z,40.00,61.00
2025-10-14T13:41:00Z,40.00,61.00
2025-10-14T13:43:00Z,40.00,61.00
2025-10-14T13:58:00Z,40.00,61.00
2025-10-14T14:00:00Z,41.00,61.00
2025-10-14T14:03:00Z,40.00,61.00
2025-10-14T14:08:00Z,40.00,61.00
2025-10-14T14:13:00Z,40.00,61.00
2025-10-14T14:22:00Z,40.00,61.00
2025-10-14T14:24:00Z,40.00,61.00
2025-10-14T14:25:00Z,40.00,61.00
2025-10-14T14:33:00Z,40.00,61.00
2025-10-14T14:34:00Z,40.00,61.00
2025-10-14T14:39:00Z,40.00,61.00
2025-10-14T14:41:00Z,40.00,61.00
2025-10-14T14:48:00Z,40.00,61.00
2025-10-14T14:52:00Z,40.00,61.00
2025-10-14T14:53:00Z,40.00,61.27
2025-10-14T14:54:00Z,40.00,60.00
2025-10-14T15:02:00Z,40.00,60.00
2025-10-14T15:04:00Z,40.00,62.00
2025-10-14T15:07:00Z,40.00,62.00
2025-10-14T15:17:00Z,40.00,62.00
2025-10-14T15:19:00Z,40.00,62.00
2025-10-14T15:24:00Z,39.00,62.00
2025-10-14T15:25:00Z,39.00,62.00
2025-10-14T15:29:00Z,39.00,62.00
2025-10-14T15:36:00Z,39.00,62.00
2025-10-14T15:37:00Z,39.00,62.00
2025-10-14T15:48:00Z,39.00,62.00
2025-10-14T15:49:00Z,39.00,62.00
2025-10-14T15:50:00Z,39.00,62.00
2025-10-14T15:52:00Z,39.00,62.00
2025-10-14T15:53:00Z,39.00,62.00
2025-10-14T15:57:00Z,39.00,62.00
2025-10-14T15:58:00Z,39.00,62.00
2025-10-14T15:59:00Z,39.00,62.00
2025-10-14T16:00:00Z,39.00,62.00
2025-10-14T16:03:00Z,39.00,62.00
2025-10-14T16:04:00Z,39.00,62.00
2025-10-14T16:08:00Z,39.00,62.00
2025-10-14T16:10:00Z,39.00,62.00
2025-10-14T16:11:00Z,39.00,61.00
2025-10-14T16:12:00Z,39.00,61.00
2025-10-14T16:13:00Z,39.00,62.00
2025-10-14T16:15:00Z,39.00,62.00
2025-10-14T16:16:00Z,39.00,62.00
2025-10-14T16:17:00Z,39.00,62.00
2025-10-14T16:18:00Z,39.00,62.00
2025-10-14T16:19:00Z,39.00,61.00
2025-10-14T16:20:00Z,39.00,61.00
2025-10-14T16:21:00Z,40.00,61.00
2025-10-14T16:23:00Z,40.00,61.00
2025-10-14T16:26:00Z,40.00,61.00
2025-10-14T16:27:00Z,40.00,61.00
2025-10-14T16:28:00Z,40.00,61.00
2025-10-14T16:29:00Z,40.00,61.00
2025-10-14T16:30:00Z,40.00,61.00
2025-10-14T16:33:00Z,40.00,61.00
2025-10-14T16:34:00Z,37.75,62.03
2025-10-14T16:35:00Z,36.26,64.00
2025-10-14T16:36:00Z,36.26,65.00
2025-10-14T16:41:00Z,37.00,65.00
2025-10-14T16:43:00Z,37.00,64.00
2025-10-14T16:44:00Z,37.00,64.00
2025-10-14T16:50:00Z,37.00,64.00
2025-10-14T16:52:00Z,37.00,64.00
2025-10-14T16:56:00Z,37.00,64.00
2025-10-14T16:57:00Z,37.00,64.00
2025-10-14T16:59:00Z,37.00,64.00
2025-10-14T17:02:00Z,37.00,64.00
2025-10-14T17:06:00Z,37.00,64.00
2025-10-14T17:07:00Z,37.00,65.00
2025-10-14T17:09:00Z,36.00,65.00
2025-10-14T17:10:00Z,36.00,65.06
2025-10-14T17:12:00Z,36.00,66.00
2025-10-14T17:13:00Z,35.00,66.00
2025-10-14T17:16:00Z,35.00,66.00
2025-10-14T17:17:00Z,34.00,66.00
2025-10-14T17:18:00Z,35.92,65.31
2025-10-14T17:19:00Z,36.00,65.31
2025-10-14T17:20:00Z,36.00,65.00
2025-10-14T17:21:00Z,36.00,65.00
2025-10-14T17:22:00Z,36.00,66.21
2025-10-14T17:23:00Z,36.16,66.84
2025-10-14T17:24:00Z,35.00,67.00
2025-10-14T17:25:00Z,35.00,67.00
2025-10-14T17:27:00Z,35.00,67.00
2025-10-14T17:28:00Z,35.00,67.00
2025-10-14T17:29:00Z,35.00,67.00
2025-10-14T17:30:00Z,35.00,67.00
2025-10-14T17:31:00Z,35.00,67.00
2025-10-14T17:32:00Z,35.00,68.10
2025-10-14T17:33:00Z,34.00,67.00
2025-10-14T17:34:00Z,34.08,67.00
2025-10-14T17:35:00Z,33.00,67.00
2025-10-14T17:36:00Z,33.00,67.00
2025-10-14T17:38:00Z,33.00,67.00
2025-10-14T17:40:00Z,33.00,66.00
2025-10-14T17:41:00Z,34.00,66.94
2025-10-14T17:43:00Z,34.00,67.00
2025-10-14T17:45:00Z,35.00,67.00
2025-10-14T17:46:00Z,35.00,67.00
2025-10-14T17:48:00Z,35.00,67.00
2025-10-14T17:49:00Z,35.00,67.00
2025-10-14T17:50:00Z,35.00,67.00
2025-10-14T17:52:00Z,35.00,67.00
2025-10-14T17:54:00Z,34.36,67.00
2025-10-14T17:55:00Z,34.36,67.00
2025-10-14T17:57:00Z,34.00,67.00
2025-10-14T17:58:00Z,34.00,67.00
2025-10-14T17:59:00Z,34.00,67.00
2025-10-14T18:00:00Z,34.00,67.00
2025-10-14T18:01:00Z,34.00,67.00
2025-10-14T18:02:00Z,34.00,67.00
2025-10-14T18:03:00Z,34.00,67.00
2025-10-14T18:04:00Z,34.00,66.60
2025-10-14T18:05:00Z,34.00,67.00
2025-10-14T18:06:00Z,34.00,67.00
2025-10-14T18:07:00Z,34.00,67.00
2025-10-14T18:08:00Z,34.00,67.00
2025-10-14T18:09:00Z,34.73,67.00
2025-10-14T18:10:00Z,35.00,67.00
2025-10-14T18:11:00Z,40.22,67.26
2025-10-14T18:12:00Z,36.56,66.64
2025-10-14T18:13:00Z,37.94,64.95
2025-10-14T18:14:00Z,38.25,62.47
2025-10-14T18:15:00Z,31.32,70.46
2025-10-14T18:16:00Z,20.28,79.40
2025-10-14T18:17:00Z,19.38,82.74
2025-10-14T18:18:00Z,17.16,83.78
2025-10-14T18:19:00Z,18.94,83.73
2025-10-14T18:20:00Z,18.75,83.53
2025-10-14T18:21:00Z,19.57,81.59
2025-10-14T18:22:00Z,21.89,79.98
2025-10-14T18:23:00Z,20.88,80.54
2025-10-14T18:24:00Z,20.01,81.08
2025-10-14T18:25:00Z,18.55,82.23
2025-10-14T18:26:00Z,19.17,82.09
2025-10-14T18:27:00Z,20.31,82.56
2025-10-14T18:28:00Z,21.61,78.74
2025-10-14T18:29:00Z,25.16,75.80
2025-10-14T18:30:00Z,35.42,65.05
2025-10-14T18:31:00Z,42.55,57.82
2025-10-14T18:32:00Z,40.10,61.17
2025-10-14T18:33:00Z,39.15,62.67
2025-10-14T18:34:00Z,33.40,70.03
2025-10-14T18:35:00Z,40.22,64.43
2025-10-14T18:36:00Z,40.91,58.92
2025-10-14T18:37:00Z,42.16,59.85
2025-10-14T18:38:00Z,41.62,60.82
2025-10-14T18:39:00Z,41.32,59.79
2025-10-14T18:40:00Z,39.75,61.97
2025-10-14T18:41:00Z,39.64,64.45
2025-10-14T18:42:00Z,42.03,58.80
2025-10-14T18:43:00Z,46.19,55.21
2025-10-14T18:44:00Z,47.66,55.83
2025-10-14T18:45:00Z,47.93,54.23
2025-10-14T18:46:00Z,48.19,52.78
2025-10-14T18:47:00Z,45.57,56.77
2025-10-14T18:48:00Z,44.79,56.43
2025-10-14T18:49:00Z,43.08,59.61
2025-10-14T18:50:00Z,28.18,73.54
2025-10-14T18:51:00Z,20.60,82.67
2025-10-14T18:52:00Z,20.05,80.19
2025-10-14T18:53:00Z,21.33,78.80
2025-10-14T18:54:00Z,24.79,77.71
2025-10-14T18:55:00Z,29.80,68.50
2025-10-14T18:56:00Z,23.37,76.58
2025-10-14T18:57:00Z,30.98,73.82
2025-10-14T18:58:00Z,26.12,72.43
2025-10-14T18:59:00Z,28.06,72.98
2025-10-14T19:00:00Z,21.07,79.78
2025-10-14T19:01:00Z,18.53,81.87
2025-10-14T19:02:00Z,19.30,82.36
2025-10-14T19:03:00Z,19.72,80.96
2025-10-14T19:04:00Z,23.27,76.70
2025-10-14T19:05:00Z,25.00,77.00
2025-10-14T19:06:00Z,22.87,77.77
2025-10-14T19:07:00Z,23.76,78.13
2025-10-14T19:08:00Z,23.00,78.31
2025-10-14T19:09:00Z,23.44,79.08
2025-10-14T19:10:00Z,21.05,80.96
2025-10-14T19:11:00Z,22.00,80.90
2025-10-14T19:12:00Z,22.55,78.94
2025-10-14T19:13:00Z,23.38,79.26
2025-10-14T19:14:00Z,24.02,78.67
2025-10-14T19:15:00Z,26.17,75.01
2025-10-14T19:16:00Z,27.47,73.44
2025-10-14T19:17:00Z,27.86,71.68
2025-10-14T19:18:00Z,24.44,75.73
2025-10-14T19:19:00Z,20.97,81.04
2025-10-14T19:20:00Z,12.85,87.12
2025-10-14T19:21:00Z,14.27,89.79
2025-10-14T19:22:00Z,7.05,93.15
2025-10-14T19:23:00Z,7.42,93.02
2025-10-14T19:24:00Z,7.25,93.52
2025-10-14T19:25:00Z,5.36,93.19
2025-10-14T19:26:00Z,5.02,95.02
2025-10-14T19:27:00Z,6.66,97.05
2025-10-14T19:28:00Z,3.56,97.99
2025-10-14T19:29:00Z,1.56,98.96
2025-10-14T19:30:00Z,1.00,99.00
2025-10-14T19:31:00Z,1.00,99.00
2025-10-14T19:32:00Z,1.00,99.00
2025-10-14T19:33:00Z,1.00,99.00
2025-10-14T19:34:00Z,1.00,99.00
2025-10-14T19:35:00Z,1.00,99.00
2025-10-14T19:36:00Z,1.00,99.00
