# event_ticker=KXATPCHALLENGERMATCH-26APR25FELKEN
# final_score=7-6(2) 6-3
# score_resolution=6-7 3-6
# match_winner=Jack Kennedy
# fav_player=Kilian Feldbausch
# dog_player=Jack Kennedy
# kalshi_date=2026-04-25
timestamp,Kilian Feldbausch,Jack Kennedy
2026-04-25T06:34:00Z,,41.00
2026-04-25T06:40:00Z,61.00,41.00
2026-04-25T06:56:00Z,61.00,41.00
2026-04-25T07:05:00Z,60.00,41.00
2026-04-25T07:07:00Z,60.00,41.00
2026-04-25T07:09:00Z,60.00,41.00
2026-04-25T07:15:00Z,60.00,40.00
2026-04-25T07:18:00Z,60.00,41.00
2026-04-25T07:20:00Z,59.00,41.00
2026-04-25T07:35:00Z,60.00,41.00
2026-04-25T07:52:00Z,60.00,41.00
2026-04-25T08:11:00Z,60.00,41.00
2026-04-25T08:27:00Z,60.00,41.00
2026-04-25T08:52:00Z,60.00,41.00
2026-04-25T08:55:00Z,60.00,41.00
2026-04-25T09:19:00Z,60.00,41.00
2026-04-25T09:37:00Z,60.00,41.00
2026-04-25T10:05:00Z,60.00,41.00
2026-04-25T10:23:00Z,60.00,41.00
2026-04-25T10:27:00Z,60.00,41.00
2026-04-25T10:29:00Z,60.00,41.00
2026-04-25T10:33:00Z,60.00,41.00
2026-04-25T10:40:00Z,60.00,41.00
2026-04-25T10:41:00Z,60.00,40.00
2026-04-25T10:49:00Z,60.00,41.00
2026-04-25T11:07:00Z,60.00,41.00
2026-04-25T11:10:00Z,60.00,41.00
2026-04-25T11:14:00Z,60.00,42.00
2026-04-25T11:25:00Z,60.00,42.00
2026-04-25T11:27:00Z,60.00,42.00
2026-04-25T11:40:00Z,59.00,42.00
2026-04-25T11:50:00Z,59.00,42.00
2026-04-25T11:52:00Z,59.00,42.00
2026-04-25T12:09:00Z,59.00,42.00
2026-04-25T12:18:00Z,59.00,42.00
2026-04-25T12:40:00Z,59.00,42.00
2026-04-25T12:45:00Z,59.00,42.00
2026-04-25T12:58:00Z,59.00,42.00
2026-04-25T13:01:00Z,59.00,42.00
2026-04-25T13:14:00Z,59.00,43.00
2026-04-25T13:17:00Z,59.00,43.00
2026-04-25T13:22:00Z,59.00,43.00
2026-04-25T13:24:00Z,59.00,43.00
2026-04-25T13:27:00Z,59.00,43.00
2026-04-25T13:50:00Z,59.00,43.00
2026-04-25T14:02:00Z,59.00,43.00
2026-04-25T14:03:00Z,58.00,43.00
2026-04-25T14:06:00Z,58.00,43.00
2026-04-25T14:08:00Z,58.00,43.00
2026-04-25T14:11:00Z,58.00,43.00
2026-04-25T14:30:00Z,58.00,43.00
2026-04-25T14:34:00Z,58.00,43.00
2026-04-25T14:38:00Z,58.00,43.00
2026-04-25T14:42:00Z,58.00,43.00
2026-04-25T14:43:00Z,58.00,44.00
2026-04-25T14:44:00Z,58.00,44.00
2026-04-25T14:45:00Z,58.00,44.00
2026-04-25T14:46:00Z,58.00,44.00
2026-04-25T14:47:00Z,58.00,44.00
2026-04-25T14:49:00Z,58.00,44.00
2026-04-25T14:52:00Z,58.00,44.00
2026-04-25T14:54:00Z,58.00,44.00
2026-04-25T14:59:00Z,58.00,44.00
2026-04-25T15:05:00Z,58.00,44.00
2026-04-25T15:13:00Z,58.00,44.00
2026-04-25T15:16:00Z,58.00,44.00
2026-04-25T15:21:00Z,58.00,44.00
2026-04-25T15:23:00Z,58.00,44.69
2026-04-25T15:26:00Z,58.00,45.00
2026-04-25T15:31:00Z,58.00,46.00
2026-04-25T15:37:00Z,58.00,46.00
2026-04-25T15:39:00Z,57.00,46.00
2026-04-25T15:40:00Z,57.00,46.00
2026-04-25T15:42:00Z,57.00,46.00
2026-04-25T15:44:00Z,57.00,46.00
2026-04-25T15:47:00Z,57.00,46.00
2026-04-25T15:49:00Z,57.00,46.00
2026-04-25T15:51:00Z,57.00,46.00
2026-04-25T15:55:00Z,54.00,46.00
2026-04-25T15:57:00Z,55.00,46.00
2026-04-25T16:03:00Z,55.00,46.00
2026-04-25T16:04:00Z,55.00,46.00
2026-04-25T16:11:00Z,55.00,46.00
2026-04-25T16:20:00Z,55.00,46.00
2026-04-25T16:21:00Z,55.00,46.00
2026-04-25T16:22:00Z,55.00,46.00
2026-04-25T16:23:00Z,56.00,46.00
2026-04-25T16:26:00Z,56.00,46.00
2026-04-25T16:28:00Z,56.06,46.00
2026-04-25T16:29:00Z,56.06,46.00
2026-04-25T16:30:00Z,56.06,46.00
2026-04-25T16:32:00Z,56.06,44.00
2026-04-25T16:35:00Z,56.06,46.00
2026-04-25T16:37:00Z,55.94,46.00
2026-04-25T16:38:00Z,55.94,46.00
2026-04-25T16:42:00Z,57.00,46.00
2026-04-25T16:43:00Z,57.00,46.00
2026-04-25T16:44:00Z,57.00,46.00
2026-04-25T16:45:00Z,57.00,46.00
2026-04-25T16:46:00Z,57.00,46.00
2026-04-25T16:49:00Z,54.00,46.00
2026-04-25T16:50:00Z,54.00,46.00
2026-04-25T16:53:00Z,54.00,46.00
