# event_ticker=KXATPMATCH-26APR06CILSHE
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Marin Cilic
# fav_player=Alexander Shevchenko
# dog_player=Marin Cilic
# kalshi_date=2026-04-06
timestamp,Alexander Shevchenko,Marin Cilic
2026-04-06T22:49:00Z,,57.00
2026-04-06T22:51:00Z,44.00,57.00
2026-04-06T23:45:00Z,44.00,57.00
2026-04-06T23:57:00Z,44.00,57.00
2026-04-06T23:59:00Z,44.00,57.00
2026-04-07T00:02:00Z,44.00,57.00
2026-04-07T00:13:00Z,45.00,57.00
2026-04-07T00:15:00Z,45.00,57.00
2026-04-07T00:18:00Z,45.00,57.00
2026-04-07T00:23:00Z,45.00,57.00
2026-04-07T00:35:00Z,45.00,57.00
2026-04-07T00:36:00Z,46.00,57.00
2026-04-07T00:44:00Z,46.00,57.00
2026-04-07T00:49:00Z,46.00,57.00
2026-04-07T00:51:00Z,43.00,57.00
2026-04-07T00:58:00Z,46.00,57.00
2026-04-07T01:06:00Z,46.00,57.00
2026-04-07T01:11:00Z,46.00,57.00
2026-04-07T01:12:00Z,46.00,55.00
2026-04-07T01:39:00Z,46.00,56.00
2026-04-07T01:42:00Z,46.00,56.00
2026-04-07T01:46:00Z,46.00,57.00
2026-04-07T01:59:00Z,46.00,57.00
2026-04-07T02:01:00Z,46.00,57.00
2026-04-07T02:17:00Z,46.00,57.00
2026-04-07T02:23:00Z,46.00,57.00
2026-04-07T02:25:00Z,46.00,57.00
2026-04-07T02:36:00Z,46.00,57.00
2026-04-07T02:48:00Z,46.00,56.00
2026-04-07T02:53:00Z,46.00,56.70
2026-04-07T03:03:00Z,46.00,57.00
2026-04-07T03:14:00Z,46.00,55.00
2026-04-07T03:15:00Z,47.00,54.00
2026-04-07T03:16:00Z,47.00,54.00
2026-04-07T03:18:00Z,47.00,54.00
2026-04-07T03:24:00Z,47.00,55.00
2026-04-07T03:27:00Z,45.00,55.00
2026-04-07T03:28:00Z,47.00,55.00
2026-04-07T03:29:00Z,47.00,55.00
2026-04-07T03:30:00Z,47.00,55.00
2026-04-07T03:31:00Z,47.00,55.00
2026-04-07T03:34:00Z,47.00,55.00
2026-04-07T03:37:00Z,46.00,55.00
2026-04-07T03:38:00Z,46.00,55.00
2026-04-07T03:40:00Z,46.00,55.00
2026-04-07T03:41:00Z,46.00,55.00
2026-04-07T03:45:00Z,46.00,55.00
2026-04-07T03:49:00Z,46.00,55.00
2026-04-07T03:51:00Z,46.00,55.00
2026-04-07T03:52:00Z,47.00,55.00
2026-04-07T03:54:00Z,47.00,55.00
2026-04-07T03:57:00Z,47.00,55.00
2026-04-07T03:58:00Z,47.00,55.00
2026-04-07T04:00:00Z,47.00,55.00
2026-04-07T04:11:00Z,46.00,55.00
2026-04-07T04:13:00Z,46.00,55.00
2026-04-07T04:14:00Z,46.00,55.00
2026-04-07T04:16:00Z,46.79,55.00
2026-04-07T04:18:00Z,46.79,56.00
2026-04-07T04:19:00Z,47.00,56.00
2026-04-07T04:25:00Z,47.00,55.00
2026-04-07T04:27:00Z,47.00,55.00
2026-04-07T04:28:00Z,46.00,55.00
2026-04-07T04:33:00Z,46.00,55.00
2026-04-07T04:38:00Z,46.00,55.00
2026-04-07T04:40:00Z,46.00,55.00
2026-04-07T04:42:00Z,47.00,55.00
2026-04-07T04:43:00Z,47.00,55.00
2026-04-07T04:45:00Z,47.00,55.00
2026-04-07T04:46:00Z,47.00,55.00
2026-04-07T04:47:00Z,47.00,55.00
2026-04-07T04:48:00Z,47.00,55.00
2026-04-07T04:49:00Z,47.00,55.00
2026-04-07T04:50:00Z,47.00,55.00
2026-04-07T04:51:00Z,47.00,55.00
2026-04-07T04:57:00Z,45.00,55.00
2026-04-07T05:01:00Z,47.00,55.00
2026-04-07T05:03:00Z,47.00,55.00
2026-04-07T05:04:00Z,47.00,55.00
2026-04-07T05:07:00Z,46.00,53.00
2026-04-07T05:17:00Z,46.00,54.00
2026-04-07T05:18:00Z,47.00,54.00
2026-04-07T05:28:00Z,47.95,54.00
2026-04-07T05:30:00Z,47.95,54.00
2026-04-07T05:31:00Z,47.60,54.00
2026-04-07T05:32:00Z,48.00,54.00
2026-04-07T05:34:00Z,48.00,54.00
2026-04-07T05:38:00Z,48.00,54.00
2026-04-07T05:40:00Z,48.00,54.00
2026-04-07T05:42:00Z,48.00,54.00
2026-04-07T05:43:00Z,48.00,54.00
2026-04-07T05:44:00Z,48.00,54.00
2026-04-07T05:46:00Z,48.00,54.00
2026-04-07T05:48:00Z,48.00,54.00
2026-04-07T05:49:00Z,48.00,54.00
2026-04-07T05:50:00Z,48.00,54.00
2026-04-07T05:52:00Z,48.00,54.00
2026-04-07T05:55:00Z,48.00,54.00
2026-04-07T05:58:00Z,48.00,54.00
2026-04-07T06:01:00Z,48.00,54.00
2026-04-07T06:02:00Z,48.00,54.00
2026-04-07T06:04:00Z,48.00,54.00
2026-04-07T06:06:00Z,48.00,54.00
2026-04-07T06:14:00Z,48.00,54.00
2026-04-07T06:18:00Z,48.00,54.00
2026-04-07T06:19:00Z,48.00,54.00
2026-04-07T06:20:00Z,48.00,54.00
2026-04-07T06:23:00Z,48.00,54.00
2026-04-07T06:24:00Z,48.00,54.00
2026-04-07T06:30:00Z,48.00,54.00
2026-04-07T06:31:00Z,48.00,54.00
2026-04-07T06:32:00Z,48.00,54.00
2026-04-07T06:36:00Z,48.00,54.00
2026-04-07T06:37:00Z,48.00,54.00
2026-04-07T06:38:00Z,48.00,54.00
2026-04-07T06:43:00Z,48.00,54.00
2026-04-07T06:44:00Z,48.00,54.00
2026-04-07T06:47:00Z,48.00,54.00
2026-04-07T06:49:00Z,48.00,54.00
2026-04-07T07:01:00Z,48.00,54.00
2026-04-07T07:04:00Z,49.00,54.00
2026-04-07T07:06:00Z,49.00,54.00
2026-04-07T07:07:00Z,49.00,54.00
2026-04-07T07:20:00Z,49.00,55.00
2026-04-07T07:21:00Z,48.00,55.00
2026-04-07T07:22:00Z,48.00,55.00
2026-04-07T07:26:00Z,48.00,55.00
2026-04-07T07:28:00Z,48.00,55.00
2026-04-07T07:30:00Z,48.00,55.00
2026-04-07T07:33:00Z,48.00,55.00
2026-04-07T07:43:00Z,48.00,55.00
2026-04-07T07:46:00Z,48.00,55.00
2026-04-07T07:54:00Z,48.00,54.00
2026-04-07T07:56:00Z,48.00,54.00
2026-04-07T08:00:00Z,48.00,54.00
2026-04-07T08:01:00Z,48.00,54.00
2026-04-07T08:05:00Z,48.00,54.00
2026-04-07T08:17:00Z,48.00,54.00
2026-04-07T08:18:00Z,48.00,53.00
2026-04-07T08:26:00Z,48.00,52.00
2026-04-07T08:35:00Z,49.00,52.00
2026-04-07T08:39:00Z,49.00,52.00
2026-04-07T08:42:00Z,49.00,52.00
2026-04-07T08:49:00Z,49.00,52.00
2026-04-07T08:56:00Z,49.00,52.00
2026-04-07T09:09:00Z,49.00,52.00
2026-04-07T09:12:00Z,49.00,52.00
2026-04-07T09:14:00Z,49.00,52.00
2026-04-07T09:15:00Z,49.00,52.00
2026-04-07T09:16:00Z,49.00,52.00
2026-04-07T09:18:00Z,49.00,52.00
2026-04-07T09:25:00Z,49.00,52.00
2026-04-07T09:29:00Z,49.00,52.00
2026-04-07T09:31:00Z,49.00,53.00
2026-04-07T09:33:00Z,49.00,53.20
2026-04-07T09:51:00Z,48.18,54.00
2026-04-07T09:52:00Z,48.18,54.00
2026-04-07T09:54:00Z,48.07,54.00
2026-04-07T09:55:00Z,47.13,54.00
2026-04-07T10:07:00Z,47.13,53.00
2026-04-07T10:11:00Z,47.13,52.00
2026-04-07T10:14:00Z,50.00,52.00
2026-04-07T10:19:00Z,50.00,52.00
2026-04-07T10:25:00Z,50.00,52.00
2026-04-07T10:27:00Z,50.00,52.00
2026-04-07T10:28:00Z,50.00,52.00
2026-04-07T10:30:00Z,50.00,52.00
