# event_ticker=KXATPCHALLENGERMATCH-26APR10KOTSIM
# final_score=2-6 7-6(5) 6-3
# score_resolution=6-2 6-7 3-6
# match_winner=Pavel Kotov
# fav_player=Ilia Simakin
# dog_player=Pavel Kotov
# kalshi_date=2026-04-10
timestamp,Ilia Simakin,Pavel Kotov
2026-04-09T16:50:00Z,38.00,
2026-04-09T16:53:00Z,38.00,
2026-04-09T17:35:00Z,38.00,
2026-04-09T17:39:00Z,38.00,64.00
2026-04-09T17:47:00Z,38.00,64.00
2026-04-09T18:14:00Z,38.00,64.00
2026-04-09T18:44:00Z,38.00,64.00
2026-04-09T19:16:00Z,38.00,64.00
2026-04-09T19:35:00Z,38.00,64.00
2026-04-09T19:40:00Z,38.00,64.00
2026-04-09T20:49:00Z,38.00,64.00
2026-04-09T21:00:00Z,38.00,64.00
2026-04-09T21:01:00Z,38.00,62.00
2026-04-09T21:11:00Z,38.00,64.00
2026-04-09T21:23:00Z,38.00,64.00
2026-04-09T21:35:00Z,38.00,64.00
2026-04-09T21:44:00Z,38.00,64.00
2026-04-09T21:56:00Z,38.00,64.00
2026-04-09T22:05:00Z,38.00,64.00
2026-04-09T22:07:00Z,38.00,64.00
2026-04-09T22:29:00Z,38.00,64.98
2026-04-09T22:36:00Z,38.00,64.00
2026-04-09T22:41:00Z,38.00,64.00
2026-04-09T22:46:00Z,38.00,64.00
2026-04-09T23:04:00Z,38.00,64.00
2026-04-09T23:07:00Z,38.00,64.00
2026-04-09T23:19:00Z,38.00,64.00
2026-04-09T23:36:00Z,38.00,64.00
2026-04-09T23:37:00Z,38.00,64.00
2026-04-09T23:46:00Z,38.00,64.00
2026-04-09T23:47:00Z,38.00,64.00
2026-04-09T23:50:00Z,38.00,64.00
2026-04-09T23:55:00Z,38.00,64.00
2026-04-10T00:16:00Z,38.00,64.00
2026-04-10T00:19:00Z,38.00,64.00
2026-04-10T00:22:00Z,38.00,64.00
2026-04-10T00:24:00Z,38.00,64.00
2026-04-10T00:34:00Z,38.00,64.00
2026-04-10T00:35:00Z,38.00,64.00
2026-04-10T00:36:00Z,38.00,65.73
2026-04-10T00:50:00Z,38.00,65.73
2026-04-10T00:56:00Z,38.00,66.00
2026-04-10T01:06:00Z,38.00,66.00
2026-04-10T01:09:00Z,36.38,66.00
2026-04-10T01:10:00Z,34.00,67.00
2026-04-10T01:15:00Z,35.00,67.00
2026-04-10T01:16:00Z,35.00,66.00
2026-04-10T01:23:00Z,35.00,66.00
2026-04-10T01:28:00Z,35.00,66.00
2026-04-10T01:30:00Z,35.00,66.39
2026-04-10T01:31:00Z,35.00,67.00
2026-04-10T01:39:00Z,35.00,67.00
2026-04-10T01:47:00Z,35.00,67.00
2026-04-10T01:48:00Z,35.00,67.00
2026-04-10T01:50:00Z,35.00,67.00
2026-04-10T01:59:00Z,35.00,67.00
2026-04-10T02:00:00Z,35.00,67.00
2026-04-10T02:07:00Z,35.00,66.00
2026-04-10T02:10:00Z,35.00,66.00
2026-04-10T02:11:00Z,35.00,66.00
2026-04-10T02:13:00Z,35.00,66.00
2026-04-10T02:17:00Z,35.00,66.00
2026-04-10T02:18:00Z,35.00,66.00
2026-04-10T02:19:00Z,35.00,66.00
2026-04-10T02:20:00Z,35.00,66.00
2026-04-10T02:23:00Z,35.00,66.00
2026-04-10T02:27:00Z,35.00,66.00
2026-04-10T02:32:00Z,35.00,66.00
2026-04-10T02:35:00Z,35.00,66.00
2026-04-10T02:36:00Z,35.00,66.00
2026-04-10T02:43:00Z,35.00,66.00
2026-04-10T02:44:00Z,35.00,66.00
2026-04-10T02:46:00Z,35.00,67.00
2026-04-10T02:47:00Z,35.00,67.00
2026-04-10T02:48:00Z,35.00,67.00
2026-04-10T02:51:00Z,35.00,67.00
2026-04-10T02:57:00Z,34.00,67.00
2026-04-10T03:00:00Z,34.00,67.00
2026-04-10T03:05:00Z,34.00,67.00
2026-04-10T03:06:00Z,34.00,67.00
