# event_ticker=KXATPCHALLENGERMATCH-26MAR28MEDSAC
# final_score=7-5 6-1
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Vitaliy Sachko
# kalshi_date=2026-03-28
timestamp,Hamad Medjedovic,Vitaliy Sachko
2026-03-28T07:10:00Z,78.75,24.00
2026-03-28T07:14:00Z,78.00,24.00
2026-03-28T07:17:00Z,79.00,24.00
2026-03-28T07:26:00Z,79.00,24.00
2026-03-28T07:27:00Z,79.00,24.00
2026-03-28T07:31:00Z,79.00,24.00
2026-03-28T07:34:00Z,80.16,21.05
2026-03-28T07:41:00Z,80.00,21.05
2026-03-28T07:45:00Z,80.00,21.05
2026-03-28T07:47:00Z,80.00,22.00
2026-03-28T08:13:00Z,80.00,22.00
2026-03-28T09:02:00Z,80.00,22.00
2026-03-28T09:03:00Z,81.00,22.00
2026-03-28T09:05:00Z,81.00,22.00
2026-03-28T09:06:00Z,81.00,22.00
2026-03-28T09:10:00Z,82.00,22.00
2026-03-28T09:13:00Z,81.00,22.00
2026-03-28T09:17:00Z,81.00,22.00
2026-03-28T09:29:00Z,81.00,22.00
2026-03-28T09:31:00Z,81.00,22.00
2026-03-28T09:39:00Z,81.00,21.00
2026-03-28T09:44:00Z,81.00,21.00
2026-03-28T09:45:00Z,81.00,21.00
2026-03-28T10:12:00Z,81.00,20.00
2026-03-28T10:16:00Z,81.00,20.00
2026-03-28T10:40:00Z,81.00,20.00
2026-03-28T10:48:00Z,81.00,20.00
2026-03-28T10:50:00Z,81.00,20.00
2026-03-28T11:00:00Z,81.00,20.00
2026-03-28T11:22:00Z,81.00,20.00
2026-03-28T11:40:00Z,80.00,20.00
2026-03-28T11:48:00Z,81.00,19.00
2026-03-28T11:54:00Z,81.00,20.00
2026-03-28T11:57:00Z,81.00,20.00
2026-03-28T11:59:00Z,81.00,20.00
2026-03-28T12:01:00Z,81.00,20.00
2026-03-28T12:02:00Z,81.00,20.00
2026-03-28T12:06:00Z,81.00,20.00
2026-03-28T12:08:00Z,81.00,20.00
2026-03-28T12:11:00Z,81.00,20.00
2026-03-28T12:13:00Z,81.00,20.00
2026-03-28T12:14:00Z,81.00,21.00
2026-03-28T12:15:00Z,81.00,21.00
2026-03-28T12:19:00Z,81.00,21.00
2026-03-28T12:21:00Z,81.00,21.00
2026-03-28T12:22:00Z,81.00,21.00
2026-03-28T12:24:00Z,81.00,21.00
2026-03-28T12:25:00Z,81.00,21.00
2026-03-28T12:29:00Z,81.00,21.00
2026-03-28T12:31:00Z,81.00,21.00
2026-03-28T12:34:00Z,81.00,21.00
2026-03-28T12:36:00Z,81.00,21.00
2026-03-28T12:39:00Z,81.00,21.00
2026-03-28T12:41:00Z,81.00,21.00
2026-03-28T12:43:00Z,81.00,21.00
2026-03-28T12:46:00Z,81.00,21.00
2026-03-28T12:47:00Z,81.00,21.00
2026-03-28T12:48:00Z,81.00,21.00
2026-03-28T12:49:00Z,80.00,21.00
2026-03-28T12:53:00Z,81.00,21.00
2026-03-28T12:55:00Z,80.00,21.00
2026-03-28T12:56:00Z,81.00,20.00
2026-03-28T12:57:00Z,81.00,21.00
2026-03-28T12:58:00Z,81.00,21.00
2026-03-28T13:00:00Z,81.00,21.00
2026-03-28T13:01:00Z,81.00,21.00
2026-03-28T13:04:00Z,81.00,21.00
2026-03-28T13:05:00Z,81.00,21.00
2026-03-28T13:06:00Z,81.00,21.00
2026-03-28T13:08:00Z,81.00,21.00
2026-03-28T13:09:00Z,81.00,21.00
2026-03-28T13:10:00Z,81.00,20.77
2026-03-28T13:11:00Z,81.00,20.77
2026-03-28T13:12:00Z,81.00,21.00
2026-03-28T13:13:00Z,77.00,21.33
2026-03-28T13:14:00Z,75.23,26.59
2026-03-28T13:15:00Z,75.23,27.00
2026-03-28T13:16:00Z,77.00,25.59
2026-03-28T13:17:00Z,76.00,24.00
2026-03-28T13:18:00Z,77.92,24.18
2026-03-28T13:19:00Z,78.55,24.06
2026-03-28T13:20:00Z,79.29,19.80
2026-03-28T13:21:00Z,84.87,14.36
2026-03-28T13:22:00Z,83.61,17.79
2026-03-28T13:23:00Z,81.31,19.38
2026-03-28T13:24:00Z,82.27,21.69
2026-03-28T13:25:00Z,85.99,15.00
2026-03-28T13:26:00Z,86.00,14.94
2026-03-28T13:27:00Z,83.35,17.98
2026-03-28T13:28:00Z,84.60,16.30
2026-03-28T13:29:00Z,81.78,17.54
2026-03-28T13:30:00Z,81.40,18.04
2026-03-28T13:31:00Z,76.38,25.43
2026-03-28T13:32:00Z,74.89,23.44
2026-03-28T13:33:00Z,77.80,23.41
2026-03-28T13:34:00Z,83.33,19.04
2026-03-28T13:35:00Z,85.00,17.00
2026-03-28T13:36:00Z,85.00,15.15
2026-03-28T13:37:00Z,83.88,14.99
2026-03-28T13:38:00Z,84.00,17.00
2026-03-28T13:39:00Z,81.19,20.57
2026-03-28T13:40:00Z,81.19,22.03
2026-03-28T13:41:00Z,74.86,27.59
2026-03-28T13:42:00Z,73.13,28.19
2026-03-28T13:43:00Z,72.15,29.38
2026-03-28T13:44:00Z,72.01,27.00
2026-03-28T13:45:00Z,72.65,22.25
2026-03-28T13:46:00Z,68.00,33.63
2026-03-28T13:47:00Z,68.00,34.00
2026-03-28T13:48:00Z,69.98,32.00
2026-03-28T13:49:00Z,73.10,32.00
2026-03-28T13:50:00Z,76.62,26.39
2026-03-28T13:51:00Z,78.82,25.58
2026-03-28T13:52:00Z,72.94,27.53
2026-03-28T13:53:00Z,77.63,21.66
2026-03-28T13:54:00Z,72.89,27.90
2026-03-28T13:55:00Z,68.00,32.44
2026-03-28T13:56:00Z,67.43,32.90
2026-03-28T13:57:00Z,72.44,28.95
2026-03-28T13:58:00Z,72.77,27.45
2026-03-28T13:59:00Z,75.51,26.85
2026-03-28T14:00:00Z,84.00,20.07
2026-03-28T14:01:00Z,87.26,15.28
2026-03-28T14:02:00Z,88.00,12.54
2026-03-28T14:03:00Z,87.04,13.86
2026-03-28T14:04:00Z,86.11,14.21
2026-03-28T14:05:00Z,87.84,14.26
2026-03-28T14:06:00Z,91.98,10.11
2026-03-28T14:07:00Z,90.03,9.98
2026-03-28T14:08:00Z,91.63,9.35
2026-03-28T14:09:00Z,89.49,10.89
2026-03-28T14:10:00Z,90.43,9.36
2026-03-28T14:11:00Z,91.51,8.79
2026-03-28T14:12:00Z,94.17,5.71
2026-03-28T14:13:00Z,92.70,6.71
2026-03-28T14:14:00Z,91.60,10.59
2026-03-28T14:15:00Z,91.42,8.76
2026-03-28T14:16:00Z,93.69,6.38
2026-03-28T14:17:00Z,95.88,4.37
2026-03-28T14:18:00Z,96.76,3.81
2026-03-28T14:19:00Z,96.35,4.01
2026-03-28T14:20:00Z,97.74,3.14
2026-03-28T14:21:00Z,98.01,2.08
2026-03-28T14:22:00Z,98.78,2.07
2026-03-28T14:23:00Z,98.68,1.49
2026-03-28T14:24:00Z,98.36,2.38
2026-03-28T14:25:00Z,98.91,1.12
2026-03-28T14:26:00Z,99.00,2.05
2026-03-28T14:27:00Z,99.00,1.00
2026-03-28T14:28:00Z,99.00,1.00
2026-03-28T14:29:00Z,99.00,1.00
2026-03-28T14:30:00Z,98.00,1.42
2026-03-28T14:31:00Z,99.00,1.07
2026-03-28T14:32:00Z,99.00,1.07
2026-03-28T14:33:00Z,99.00,2.00
2026-03-28T14:34:00Z,99.00,1.00
2026-03-28T14:35:00Z,99.00,1.00
2026-03-28T14:36:00Z,99.00,1.00
2026-03-28T14:37:00Z,99.00,1.00
2026-03-28T14:39:00Z,99.00,1.00
