# event_ticker=KXATPMATCH-26APR13DEOFN
# final_score=7-6(7) 6-4
# score_resolution=7-6 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Sebastian Ofner
# kalshi_date=2026-04-13
timestamp,Alex de Minaur,Sebastian Ofner
2026-04-13T21:22:00Z,82.00,
2026-04-13T21:28:00Z,82.00,
2026-04-13T21:35:00Z,82.00,17.00
2026-04-13T21:38:00Z,82.00,17.00
2026-04-13T21:45:00Z,82.00,17.00
2026-04-13T21:58:00Z,82.00,18.00
2026-04-13T22:02:00Z,82.00,18.00
2026-04-13T22:03:00Z,82.00,18.00
2026-04-13T22:13:00Z,82.00,18.00
2026-04-13T22:19:00Z,82.00,18.00
2026-04-13T22:20:00Z,82.00,18.00
2026-04-13T22:22:00Z,82.00,18.00
2026-04-13T22:32:00Z,82.00,18.00
2026-04-13T22:38:00Z,82.00,18.00
2026-04-13T22:42:00Z,82.00,18.00
2026-04-13T22:46:00Z,82.00,18.00
2026-04-13T22:50:00Z,82.00,18.00
2026-04-13T23:00:00Z,82.00,18.00
2026-04-13T23:04:00Z,82.00,18.00
2026-04-13T23:18:00Z,82.00,18.00
2026-04-13T23:21:00Z,82.00,18.00
2026-04-13T23:27:00Z,82.00,18.00
2026-04-13T23:30:00Z,81.00,18.00
2026-04-13T23:33:00Z,82.00,18.00
2026-04-13T23:44:00Z,82.00,18.00
2026-04-13T23:49:00Z,82.00,18.00
2026-04-13T23:54:00Z,82.00,18.00
2026-04-13T23:56:00Z,82.00,18.00
2026-04-14T00:09:00Z,82.00,18.00
2026-04-14T00:15:00Z,82.00,18.00
2026-04-14T00:18:00Z,82.00,17.00
2026-04-14T00:26:00Z,82.00,17.00
2026-04-14T00:41:00Z,82.38,17.00
2026-04-14T00:47:00Z,83.00,17.00
2026-04-14T00:57:00Z,83.00,17.00
2026-04-14T01:10:00Z,83.00,17.00
2026-04-14T01:12:00Z,83.00,17.00
2026-04-14T01:21:00Z,83.00,18.00
2026-04-14T01:27:00Z,83.00,18.00
2026-04-14T01:30:00Z,83.00,18.00
2026-04-14T01:42:00Z,83.00,18.00
2026-04-14T02:05:00Z,83.00,18.00
2026-04-14T02:09:00Z,83.00,18.00
2026-04-14T02:14:00Z,83.00,17.01
2026-04-14T02:15:00Z,83.00,17.00
2026-04-14T02:21:00Z,83.00,17.00
2026-04-14T02:29:00Z,83.00,17.00
2026-04-14T02:35:00Z,83.00,17.00
2026-04-14T02:37:00Z,83.00,17.00
2026-04-14T02:38:00Z,83.00,17.00
2026-04-14T02:40:00Z,84.00,17.00
2026-04-14T02:49:00Z,84.00,17.00
2026-04-14T02:50:00Z,84.00,17.00
2026-04-14T02:53:00Z,84.00,17.00
2026-04-14T02:54:00Z,84.00,17.00
2026-04-14T02:59:00Z,84.00,17.00
2026-04-14T03:02:00Z,84.00,17.00
2026-04-14T03:03:00Z,84.00,17.00
2026-04-14T03:11:00Z,84.00,16.00
2026-04-14T03:16:00Z,84.00,17.00
2026-04-14T03:17:00Z,84.00,17.00
2026-04-14T03:25:00Z,84.00,17.00
2026-04-14T03:27:00Z,84.00,16.00
2026-04-14T03:37:00Z,83.00,16.00
2026-04-14T03:45:00Z,84.00,16.00
2026-04-14T03:48:00Z,84.00,16.00
2026-04-14T03:53:00Z,84.00,16.00
2026-04-14T03:58:00Z,84.00,16.00
2026-04-14T04:00:00Z,84.00,16.00
2026-04-14T04:01:00Z,84.00,16.00
2026-04-14T04:12:00Z,84.00,15.00
2026-04-14T04:16:00Z,84.00,15.00
2026-04-14T04:17:00Z,84.00,15.00
2026-04-14T04:18:00Z,84.00,15.00
2026-04-14T04:19:00Z,84.00,15.00
2026-04-14T04:20:00Z,84.00,15.00
2026-04-14T04:21:00Z,84.00,15.00
2026-04-14T04:22:00Z,84.00,15.00
2026-04-14T04:23:00Z,84.00,15.00
2026-04-14T04:24:00Z,84.00,15.00
2026-04-14T04:25:00Z,84.00,15.00
2026-04-14T04:32:00Z,84.00,16.00
2026-04-14T04:38:00Z,85.00,16.00
2026-04-14T04:39:00Z,85.00,16.00
2026-04-14T04:43:00Z,86.00,16.00
2026-04-14T04:44:00Z,86.00,16.00
2026-04-14T04:47:00Z,86.00,16.00
2026-04-14T04:48:00Z,86.00,16.00
2026-04-14T04:52:00Z,87.00,16.00
2026-04-14T04:54:00Z,86.18,16.00
2026-04-14T04:59:00Z,87.00,16.00
2026-04-14T05:00:00Z,87.00,16.00
2026-04-14T05:07:00Z,86.00,16.00
2026-04-14T05:11:00Z,86.00,16.00
2026-04-14T05:12:00Z,86.00,15.00
2026-04-14T05:16:00Z,86.00,15.00
2026-04-14T05:17:00Z,86.00,15.00
2026-04-14T05:18:00Z,86.00,15.00
2026-04-14T05:19:00Z,86.00,15.00
2026-04-14T05:20:00Z,86.00,15.00
2026-04-14T05:29:00Z,87.00,15.00
2026-04-14T05:30:00Z,87.00,15.00
2026-04-14T05:32:00Z,87.00,15.00
2026-04-14T05:34:00Z,87.00,15.00
2026-04-14T05:35:00Z,87.00,16.00
2026-04-14T05:36:00Z,86.00,16.00
2026-04-14T05:38:00Z,87.00,16.00
2026-04-14T05:40:00Z,87.00,16.00
2026-04-14T05:41:00Z,87.00,16.00
2026-04-14T05:42:00Z,87.00,16.00
2026-04-14T05:43:00Z,87.00,16.00
2026-04-14T05:44:00Z,87.00,16.00
2026-04-14T05:45:00Z,87.00,16.00
2026-04-14T05:46:00Z,86.00,16.00
2026-04-14T05:47:00Z,86.00,16.00
2026-04-14T05:53:00Z,87.00,16.00
2026-04-14T05:54:00Z,87.00,16.00
2026-04-14T06:01:00Z,87.00,16.00
2026-04-14T06:09:00Z,87.00,16.00
2026-04-14T06:10:00Z,86.00,16.00
2026-04-14T06:12:00Z,87.00,16.00
2026-04-14T06:15:00Z,87.00,16.00
2026-04-14T06:19:00Z,87.00,16.00
2026-04-14T06:20:00Z,87.00,16.00
2026-04-14T06:21:00Z,87.00,16.00
2026-04-14T06:22:00Z,87.00,16.00
2026-04-14T06:23:00Z,87.00,16.00
2026-04-14T06:24:00Z,87.00,16.00
2026-04-14T06:30:00Z,87.00,16.00
2026-04-14T06:35:00Z,87.51,16.00
2026-04-14T06:48:00Z,87.51,16.00
2026-04-14T06:55:00Z,87.00,16.00
2026-04-14T07:01:00Z,87.00,16.00
2026-04-14T07:04:00Z,87.00,16.00
2026-04-14T07:06:00Z,87.00,15.00
2026-04-14T07:21:00Z,87.00,15.00
2026-04-14T07:26:00Z,87.00,15.00
2026-04-14T07:27:00Z,87.00,15.00
2026-04-14T07:31:00Z,87.80,15.00
2026-04-14T07:32:00Z,87.00,15.00
2026-04-14T07:33:00Z,86.00,15.00
2026-04-14T07:45:00Z,86.00,15.00
2026-04-14T07:50:00Z,86.00,15.00
2026-04-14T07:56:00Z,86.00,15.00
2026-04-14T08:02:00Z,87.00,15.00
2026-04-14T08:06:00Z,87.00,15.00
2026-04-14T08:15:00Z,87.00,15.00
2026-04-14T08:26:00Z,88.00,14.00
2026-04-14T08:42:00Z,88.00,15.00
2026-04-14T08:43:00Z,87.00,15.00
2026-04-14T08:46:00Z,87.00,15.00
2026-04-14T08:47:00Z,86.00,15.00
2026-04-14T08:50:00Z,86.00,15.00
2026-04-14T08:54:00Z,87.00,15.00
2026-04-14T08:56:00Z,87.00,15.00
2026-04-14T08:57:00Z,86.00,15.00
2026-04-14T08:58:00Z,86.00,15.00
2026-04-14T09:02:00Z,86.00,15.00
2026-04-14T09:04:00Z,86.00,15.00
2026-04-14T09:05:00Z,86.00,15.00
2026-04-14T09:06:00Z,86.00,15.00
2026-04-14T09:07:00Z,86.00,15.00
2026-04-14T09:08:00Z,86.00,15.00
2026-04-14T09:09:00Z,84.95,15.09
2026-04-14T09:10:00Z,86.44,15.00
2026-04-14T09:11:00Z,86.64,16.00
2026-04-14T09:12:00Z,84.00,16.05
2026-04-14T09:13:00Z,85.00,18.00
2026-04-14T09:14:00Z,86.00,16.00
2026-04-14T09:15:00Z,85.22,14.83
2026-04-14T09:16:00Z,84.52,17.12
2026-04-14T09:17:00Z,84.52,18.00
2026-04-14T09:18:00Z,85.21,16.00
2026-04-14T09:19:00Z,85.21,15.42
2026-04-14T09:20:00Z,84.00,18.00
2026-04-14T09:21:00Z,83.07,17.19
2026-04-14T09:22:00Z,83.00,16.94
2026-04-14T09:23:00Z,81.09,19.98
2026-04-14T09:24:00Z,80.95,22.52
2026-04-14T09:25:00Z,80.08,19.98
2026-04-14T09:26:00Z,82.93,20.00
2026-04-14T09:27:00Z,82.00,20.93
2026-04-14T09:28:00Z,83.00,19.00
2026-04-14T09:29:00Z,82.00,19.00
2026-04-14T09:30:00Z,80.20,21.00
2026-04-14T09:31:00Z,79.18,22.00
