# event_ticker=KXATPMATCH-26MAR04ALTKEC
# final_score=6-3 1-0 RET
# match_winner=Miomir Kecmanovic
# fav_player=Daniel Altmaier
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-04
timestamp,Daniel Altmaier,Miomir Kecmanovic
2026-03-04T08:35:00Z,19.00,
2026-03-04T11:13:00Z,19.00,81.00
2026-03-04T11:29:00Z,20.00,81.00
2026-03-04T11:53:00Z,20.00,82.00
2026-03-04T11:56:00Z,20.00,82.00
2026-03-04T12:00:00Z,20.00,82.00
2026-03-04T12:05:00Z,20.00,82.00
2026-03-04T12:37:00Z,20.00,81.00
2026-03-04T12:43:00Z,20.00,81.00
2026-03-04T12:44:00Z,20.00,81.00
2026-03-04T12:47:00Z,20.00,81.00
2026-03-04T12:48:00Z,20.00,81.00
2026-03-04T12:49:00Z,19.00,81.00
2026-03-04T12:59:00Z,19.00,82.00
2026-03-04T13:14:00Z,19.00,82.00
2026-03-04T13:22:00Z,19.00,82.00
2026-03-04T13:27:00Z,19.00,82.00
2026-03-04T13:43:00Z,19.00,81.00
2026-03-04T13:59:00Z,20.00,81.00
2026-03-04T14:00:00Z,20.00,81.00
2026-03-04T14:09:00Z,20.00,81.00
2026-03-04T14:18:00Z,20.00,81.00
2026-03-04T14:19:00Z,20.00,81.00
2026-03-04T14:27:00Z,20.00,81.00
2026-03-04T14:42:00Z,20.00,81.00
2026-03-04T14:59:00Z,20.00,81.00
2026-03-04T15:05:00Z,20.00,81.00
2026-03-04T15:29:00Z,20.00,81.00
2026-03-04T15:34:00Z,20.00,81.00
2026-03-04T15:39:00Z,20.00,81.00
2026-03-04T15:41:00Z,20.00,81.00
2026-03-04T15:50:00Z,20.00,81.00
2026-03-04T15:55:00Z,20.00,81.00
2026-03-04T16:06:00Z,20.00,81.00
2026-03-04T16:39:00Z,20.00,81.00
2026-03-04T16:52:00Z,20.00,81.00
2026-03-04T16:57:00Z,20.00,81.00
2026-03-04T17:03:00Z,20.00,81.00
2026-03-04T17:05:00Z,21.00,81.00
2026-03-04T17:11:00Z,19.00,81.00
2026-03-04T17:26:00Z,19.28,81.00
2026-03-04T17:31:00Z,19.28,81.00
2026-03-04T17:37:00Z,19.28,81.00
2026-03-04T17:43:00Z,20.00,81.00
2026-03-04T17:46:00Z,20.00,81.00
2026-03-04T17:53:00Z,21.00,81.00
2026-03-04T18:00:00Z,21.00,81.00
2026-03-04T18:03:00Z,20.00,81.00
2026-03-04T18:04:00Z,20.00,80.00
2026-03-04T18:06:00Z,20.00,80.00
2026-03-04T18:10:00Z,20.00,80.00
2026-03-04T18:29:00Z,20.00,80.00
2026-03-04T18:30:00Z,20.00,81.00
2026-03-04T18:33:00Z,20.00,81.00
2026-03-04T18:35:00Z,20.00,81.00
2026-03-04T18:44:00Z,20.00,81.00
2026-03-04T18:49:00Z,20.00,81.00
2026-03-04T18:55:00Z,20.00,81.00
2026-03-04T18:56:00Z,20.00,81.00
2026-03-04T18:58:00Z,20.00,81.00
2026-03-04T19:03:00Z,20.53,80.00
2026-03-04T19:06:00Z,20.53,80.00
2026-03-04T19:09:00Z,21.00,80.00
2026-03-04T19:11:00Z,21.00,80.00
2026-03-04T19:12:00Z,21.00,80.00
2026-03-04T19:15:00Z,21.00,80.00
2026-03-04T19:19:00Z,20.00,80.00
2026-03-04T19:27:00Z,20.50,81.00
2026-03-04T19:28:00Z,21.00,81.00
2026-03-04T19:31:00Z,21.00,80.50
2026-03-04T19:33:00Z,21.00,81.00
2026-03-04T19:39:00Z,21.00,81.00
2026-03-04T19:40:00Z,22.00,81.00
2026-03-04T19:41:00Z,22.00,81.00
2026-03-04T19:46:00Z,22.00,81.00
2026-03-04T19:47:00Z,22.00,79.00
2026-03-04T19:48:00Z,22.00,79.00
2026-03-04T19:50:00Z,22.00,80.00
2026-03-04T19:51:00Z,22.00,80.00
2026-03-04T19:53:00Z,21.00,81.31
2026-03-04T19:54:00Z,20.03,81.90
2026-03-04T19:55:00Z,20.03,80.43
2026-03-04T19:56:00Z,20.00,81.00
2026-03-04T19:57:00Z,20.32,81.00
2026-03-04T20:00:00Z,20.32,80.80
2026-03-04T20:03:00Z,20.00,81.00
2026-03-04T20:04:00Z,20.00,81.00
2026-03-04T20:05:00Z,19.00,81.26
2026-03-04T20:06:00Z,19.00,82.00
2026-03-04T20:07:00Z,19.00,83.00
2026-03-04T20:08:00Z,19.00,82.00
2026-03-04T20:09:00Z,19.00,82.00
2026-03-04T20:10:00Z,19.00,82.00
2026-03-04T20:11:00Z,19.97,82.00
2026-03-04T20:12:00Z,19.25,81.93
2026-03-04T20:13:00Z,18.96,81.54
2026-03-04T20:14:00Z,18.67,83.94
2026-03-04T20:15:00Z,18.08,84.00
2026-03-04T20:16:00Z,20.39,82.22
2026-03-04T20:17:00Z,20.04,80.00
2026-03-04T20:18:00Z,18.00,80.00
2026-03-04T20:19:00Z,18.00,83.00
2026-03-04T20:20:00Z,18.00,83.00
2026-03-04T20:21:00Z,15.27,83.00
2026-03-04T20:22:00Z,19.26,83.00
2026-03-04T20:23:00Z,19.09,82.32
2026-03-04T20:24:00Z,17.16,85.00
2026-03-04T20:25:00Z,17.02,85.00
2026-03-04T20:26:00Z,17.68,85.51
2026-03-04T20:27:00Z,20.04,85.51
2026-03-04T20:28:00Z,19.37,85.51
2026-03-04T20:29:00Z,20.25,85.51
2026-03-04T20:30:00Z,19.17,84.85
2026-03-04T20:31:00Z,19.00,83.00
2026-03-04T20:32:00Z,18.99,83.00
2026-03-04T20:33:00Z,17.77,83.00
2026-03-04T20:34:00Z,21.35,83.00
2026-03-04T20:35:00Z,21.11,80.00
2026-03-04T20:36:00Z,19.56,81.00
2026-03-04T20:37:00Z,19.00,80.00
2026-03-04T20:38:00Z,19.57,81.00
2026-03-04T20:39:00Z,20.00,81.00
2026-03-04T20:40:00Z,14.86,85.00
2026-03-04T20:41:00Z,13.67,87.65
2026-03-04T20:42:00Z,13.28,87.78
2026-03-04T20:43:00Z,16.35,83.75
2026-03-04T20:44:00Z,20.56,82.82
2026-03-04T20:45:00Z,18.93,80.49
2026-03-04T20:46:00Z,22.75,79.00
2026-03-04T20:47:00Z,18.15,84.84
2026-03-04T20:48:00Z,14.96,85.55
2026-03-04T20:49:00Z,14.10,87.00
2026-03-04T20:50:00Z,9.24,90.46
2026-03-04T20:51:00Z,7.93,93.07
2026-03-04T20:52:00Z,7.45,92.95
2026-03-04T20:53:00Z,8.00,93.00
2026-03-04T20:54:00Z,8.00,93.00
2026-03-04T20:55:00Z,7.69,92.66
2026-03-04T20:56:00Z,7.51,93.00
2026-03-04T20:57:00Z,8.00,92.18
2026-03-04T20:58:00Z,7.87,93.00
2026-03-04T20:59:00Z,8.00,92.00
2026-03-04T21:00:00Z,7.32,93.55
2026-03-04T21:01:00Z,6.61,94.00
2026-03-04T21:02:00Z,6.00,94.00
2026-03-04T21:03:00Z,7.96,92.00
2026-03-04T21:04:00Z,7.64,92.00
2026-03-04T21:05:00Z,6.96,92.12
2026-03-04T21:06:00Z,5.47,95.00
2026-03-04T21:07:00Z,6.81,93.51
2026-03-04T21:08:00Z,3.23,96.05
2026-03-04T21:09:00Z,2.11,98.09
2026-03-04T21:10:00Z,1.10,99.00
2026-03-04T21:11:00Z,1.00,98.48
2026-03-04T21:12:00Z,1.00,98.48
