# event_ticker=KXATPMATCH-25JUL18BURBUS
# final_score=6-3 3-6 6-1
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Roman Andres Burruchaga
# kalshi_date=2025-07-18
timestamp,Ignacio Buse,Roman Andres Burruchaga
2025-07-17T22:30:00Z,54.00,
2025-07-17T22:48:00Z,54.00,
2025-07-17T22:50:00Z,54.00,
2025-07-17T23:14:00Z,55.00,
2025-07-17T23:59:00Z,55.87,
2025-07-18T00:23:00Z,55.87,46.00
2025-07-18T00:36:00Z,55.87,46.00
2025-07-18T00:59:00Z,56.00,46.00
2025-07-18T01:07:00Z,56.00,46.00
2025-07-18T02:09:00Z,56.00,46.00
2025-07-18T02:16:00Z,56.00,46.00
2025-07-18T02:41:00Z,56.00,46.00
2025-07-18T02:57:00Z,56.00,46.00
2025-07-18T03:03:00Z,56.00,46.00
2025-07-18T03:26:00Z,56.00,46.00
2025-07-18T04:18:00Z,56.00,46.00
2025-07-18T04:20:00Z,56.00,46.00
2025-07-18T04:29:00Z,56.00,46.00
2025-07-18T04:33:00Z,56.00,46.00
2025-07-18T04:35:00Z,56.00,46.00
2025-07-18T04:53:00Z,56.00,46.00
2025-07-18T04:56:00Z,56.00,46.00
2025-07-18T05:01:00Z,56.00,46.00
2025-07-18T05:09:00Z,56.00,46.00
2025-07-18T05:12:00Z,56.00,46.00
2025-07-18T05:15:00Z,56.00,46.00
2025-07-18T05:16:00Z,56.00,46.00
2025-07-18T05:17:00Z,56.00,46.00
2025-07-18T05:20:00Z,56.00,46.00
2025-07-18T05:24:00Z,56.00,46.00
2025-07-18T05:26:00Z,56.00,46.00
2025-07-18T05:30:00Z,56.00,46.00
2025-07-18T05:35:00Z,56.00,46.00
2025-07-18T05:40:00Z,56.00,46.00
2025-07-18T05:46:00Z,56.00,46.00
2025-07-18T05:59:00Z,56.00,46.00
2025-07-18T06:03:00Z,56.00,46.00
2025-07-18T06:08:00Z,56.00,46.00
2025-07-18T06:09:00Z,56.00,46.00
2025-07-18T06:15:00Z,56.00,46.00
2025-07-18T06:28:00Z,56.00,46.00
2025-07-18T06:32:00Z,56.00,46.00
2025-07-18T06:36:00Z,56.00,46.00
2025-07-18T06:37:00Z,55.98,46.00
2025-07-18T06:38:00Z,55.98,47.00
2025-07-18T06:41:00Z,55.98,46.72
2025-07-18T06:42:00Z,55.00,46.72
2025-07-18T06:43:00Z,55.00,46.72
2025-07-18T06:44:00Z,56.00,46.72
2025-07-18T06:45:00Z,56.00,46.00
2025-07-18T06:48:00Z,56.00,46.00
2025-07-18T06:50:00Z,56.00,46.00
2025-07-18T06:51:00Z,56.00,46.00
2025-07-18T06:53:00Z,56.00,46.00
2025-07-18T06:54:00Z,56.00,46.00
2025-07-18T06:59:00Z,56.00,46.00
2025-07-18T07:00:00Z,56.00,46.00
2025-07-18T12:01:00Z,65.00,46.00
