# event_ticker=KXATPMATCH-26MAY06CINBLO
# final_score=4-6 6-1 6-3
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Federico Cina
# kalshi_date=2026-05-06
timestamp,Federico Cina,Alexander Blockx
2026-05-06T23:17:00Z,19.00,
2026-05-06T23:18:00Z,19.00,
2026-05-06T23:19:00Z,19.00,80.00
2026-05-06T23:22:00Z,19.00,79.00
2026-05-06T23:25:00Z,20.00,79.00
2026-05-06T23:28:00Z,19.00,79.00
2026-05-06T23:36:00Z,19.00,80.00
2026-05-06T23:38:00Z,19.00,80.00
2026-05-06T23:46:00Z,19.00,79.00
2026-05-06T23:51:00Z,19.00,79.00
2026-05-06T23:56:00Z,20.00,79.00
2026-05-07T00:02:00Z,19.00,79.00
2026-05-07T00:11:00Z,19.00,80.71
2026-05-07T00:19:00Z,19.00,80.00
2026-05-07T00:20:00Z,19.00,80.00
2026-05-07T00:22:00Z,19.00,80.00
2026-05-07T00:25:00Z,19.00,79.00
2026-05-07T00:31:00Z,19.00,79.00
2026-05-07T00:32:00Z,19.00,80.00
2026-05-07T00:46:00Z,19.00,80.00
2026-05-07T00:48:00Z,19.00,79.00
2026-05-07T00:56:00Z,19.00,79.00
2026-05-07T00:58:00Z,19.00,79.00
2026-05-07T01:02:00Z,19.00,79.00
2026-05-07T01:10:00Z,19.00,80.00
2026-05-07T01:34:00Z,19.00,80.00
2026-05-07T01:47:00Z,19.00,80.00
2026-05-07T01:48:00Z,19.00,80.99
2026-05-07T01:54:00Z,19.00,79.00
2026-05-07T01:57:00Z,19.00,79.00
2026-05-07T01:58:00Z,19.00,80.00
2026-05-07T02:10:00Z,19.00,80.00
2026-05-07T02:12:00Z,20.00,80.00
2026-05-07T02:17:00Z,20.00,80.89
2026-05-07T02:27:00Z,20.00,81.00
2026-05-07T02:37:00Z,20.00,79.04
2026-05-07T02:42:00Z,20.00,80.00
2026-05-07T02:43:00Z,20.00,80.96
2026-05-07T02:45:00Z,20.45,80.96
2026-05-07T02:47:00Z,20.45,81.00
2026-05-07T02:51:00Z,20.45,81.00
2026-05-07T02:52:00Z,20.45,81.00
2026-05-07T02:59:00Z,20.45,81.00
2026-05-07T03:01:00Z,19.00,81.00
2026-05-07T03:03:00Z,20.00,81.00
2026-05-07T03:05:00Z,20.00,80.00
2026-05-07T03:07:00Z,20.00,80.00
2026-05-07T03:09:00Z,20.00,81.00
2026-05-07T03:10:00Z,20.00,81.00
2026-05-07T03:15:00Z,20.00,81.00
2026-05-07T03:19:00Z,20.00,81.00
2026-05-07T03:20:00Z,20.00,81.00
2026-05-07T03:22:00Z,20.00,80.00
2026-05-07T03:23:00Z,20.00,80.00
2026-05-07T03:24:00Z,19.17,80.00
2026-05-07T03:25:00Z,19.17,81.00
2026-05-07T03:29:00Z,20.00,81.00
2026-05-07T03:30:00Z,20.00,81.00
2026-05-07T03:32:00Z,20.00,81.00
2026-05-07T03:33:00Z,20.00,80.00
2026-05-07T03:36:00Z,20.00,81.00
2026-05-07T03:37:00Z,20.00,80.00
2026-05-07T03:38:00Z,20.00,81.00
2026-05-07T03:39:00Z,20.00,80.02
2026-05-07T03:42:00Z,20.00,82.00
2026-05-07T03:43:00Z,20.00,82.00
2026-05-07T03:44:00Z,20.00,82.00
2026-05-07T03:48:00Z,20.00,82.00
2026-05-07T03:49:00Z,19.00,82.00
2026-05-07T03:52:00Z,19.00,82.00
2026-05-07T03:53:00Z,19.00,79.02
2026-05-07T03:54:00Z,19.00,79.00
2026-05-07T03:56:00Z,19.00,82.00
2026-05-07T03:57:00Z,19.00,79.01
2026-05-07T04:00:00Z,20.57,79.01
2026-05-07T04:07:00Z,20.57,80.00
2026-05-07T04:11:00Z,20.57,80.00
2026-05-07T04:13:00Z,21.00,80.00
2026-05-07T04:17:00Z,21.00,80.00
2026-05-07T04:19:00Z,21.00,80.00
2026-05-07T04:20:00Z,21.00,80.00
2026-05-07T04:23:00Z,21.00,80.00
2026-05-07T04:24:00Z,21.00,80.00
2026-05-07T04:25:00Z,21.00,80.00
2026-05-07T04:26:00Z,21.00,79.01
2026-05-07T04:27:00Z,21.00,79.01
2026-05-07T04:30:00Z,21.00,80.00
2026-05-07T04:32:00Z,21.00,79.00
2026-05-07T04:33:00Z,21.00,80.00
2026-05-07T04:34:00Z,21.00,80.00
2026-05-07T04:35:00Z,21.00,80.00
2026-05-07T04:36:00Z,21.00,80.00
2026-05-07T04:38:00Z,21.00,80.00
2026-05-07T04:39:00Z,21.00,80.00
2026-05-07T04:40:00Z,20.00,81.00
2026-05-07T04:42:00Z,20.00,81.12
2026-05-07T04:43:00Z,20.00,81.00
2026-05-07T04:44:00Z,20.00,81.00
2026-05-07T04:45:00Z,21.00,81.00
2026-05-07T04:47:00Z,21.00,82.00
2026-05-07T04:48:00Z,20.78,82.00
2026-05-07T04:52:00Z,20.78,82.00
2026-05-07T04:53:00Z,20.78,82.00
2026-05-07T04:55:00Z,20.78,82.00
2026-05-07T04:58:00Z,21.00,82.00
2026-05-07T05:00:00Z,21.00,82.00
2026-05-07T05:02:00Z,21.00,82.00
2026-05-07T05:03:00Z,21.00,81.99
2026-05-07T05:04:00Z,21.00,81.99
2026-05-07T05:06:00Z,21.00,81.47
2026-05-07T05:09:00Z,21.00,81.00
2026-05-07T05:10:00Z,21.00,81.80
2026-05-07T05:12:00Z,19.00,82.00
2026-05-07T05:13:00Z,19.00,82.00
2026-05-07T05:14:00Z,19.00,82.00
2026-05-07T05:18:00Z,19.00,82.00
2026-05-07T05:20:00Z,21.00,82.00
2026-05-07T05:21:00Z,21.00,82.00
2026-05-07T05:22:00Z,21.00,82.00
2026-05-07T05:23:00Z,21.00,82.00
2026-05-07T05:28:00Z,21.00,82.00
2026-05-07T05:29:00Z,19.00,82.00
2026-05-07T05:33:00Z,19.00,82.45
2026-05-07T05:35:00Z,19.00,82.28
2026-05-07T05:36:00Z,19.00,82.28
2026-05-07T05:40:00Z,19.00,82.00
2026-05-07T05:41:00Z,19.00,82.00
2026-05-07T05:45:00Z,18.00,82.00
2026-05-07T05:51:00Z,18.00,82.00
2026-05-07T05:55:00Z,18.00,82.00
2026-05-07T05:56:00Z,19.00,82.00
2026-05-07T06:00:00Z,19.00,82.00
2026-05-07T06:03:00Z,19.00,82.00
2026-05-07T06:04:00Z,19.00,82.00
2026-05-07T06:05:00Z,19.00,82.00
2026-05-07T06:07:00Z,19.00,82.00
2026-05-07T06:08:00Z,19.00,82.00
2026-05-07T06:09:00Z,19.00,82.00
2026-05-07T06:14:00Z,19.00,82.00
2026-05-07T06:16:00Z,19.00,81.77
2026-05-07T06:17:00Z,19.00,81.77
2026-05-07T06:20:00Z,18.00,82.00
2026-05-07T06:25:00Z,18.00,82.00
2026-05-07T06:27:00Z,18.00,82.00
2026-05-07T06:28:00Z,18.00,82.00
2026-05-07T06:29:00Z,19.00,82.00
2026-05-07T06:34:00Z,19.00,82.00
2026-05-07T06:35:00Z,19.00,82.00
2026-05-07T06:39:00Z,18.34,82.00
2026-05-07T06:41:00Z,19.00,82.00
2026-05-07T06:46:00Z,19.00,82.00
2026-05-07T06:47:00Z,19.00,82.00
2026-05-07T06:52:00Z,18.00,82.00
2026-05-07T06:53:00Z,19.12,81.00
2026-05-07T06:55:00Z,19.12,80.00
2026-05-07T06:56:00Z,22.00,80.00
2026-05-07T06:58:00Z,22.00,80.00
2026-05-07T07:00:00Z,22.00,80.00
2026-05-07T09:03:00Z,22.00,80.00
2026-05-07T09:05:00Z,22.00,80.00
2026-05-07T09:07:00Z,22.00,80.00
2026-05-07T09:09:00Z,22.00,80.00
2026-05-07T09:13:00Z,20.00,80.00
2026-05-07T09:15:00Z,20.00,80.00
2026-05-07T09:16:00Z,20.00,80.00
2026-05-07T09:17:00Z,20.00,80.00
2026-05-07T09:20:00Z,20.00,80.00
2026-05-07T09:23:00Z,20.00,80.00
2026-05-07T09:25:00Z,21.00,80.00
2026-05-07T09:27:00Z,21.00,80.00
2026-05-07T09:28:00Z,21.00,80.00
2026-05-07T09:29:00Z,21.00,80.00
2026-05-07T09:30:00Z,21.00,80.00
2026-05-07T09:35:00Z,21.00,80.00
2026-05-07T09:41:00Z,21.00,80.00
2026-05-07T09:43:00Z,21.00,80.00
2026-05-07T09:46:00Z,21.00,80.00
2026-05-07T09:47:00Z,20.00,80.00
