# event_ticker=KXATPCHALLENGERMATCH-26APR23SHIKRU
# final_score=6-2 6-7(3) 6-2
# score_resolution=2-6 7-6 2-6
# match_winner=Mitchell Krueger
# fav_player=Braden Shick
# dog_player=Mitchell Krueger
# kalshi_date=2026-04-23
timestamp,Braden Shick,Mitchell Krueger
2026-04-23T19:43:00Z,33.00,70.00
2026-04-23T19:44:00Z,33.00,70.00
2026-04-23T19:47:00Z,33.00,70.00
2026-04-23T19:48:00Z,33.00,70.00
2026-04-23T19:50:00Z,33.00,70.00
2026-04-23T19:51:00Z,33.00,70.00
2026-04-23T19:52:00Z,32.00,70.00
2026-04-23T19:53:00Z,32.00,70.00
2026-04-23T19:54:00Z,32.00,70.00
2026-04-23T19:55:00Z,32.00,70.00
2026-04-23T19:57:00Z,32.00,70.20
2026-04-23T19:58:00Z,32.00,71.00
2026-04-23T20:01:00Z,32.00,71.00
2026-04-23T20:04:00Z,32.00,71.00
2026-04-23T20:05:00Z,32.00,71.00
2026-04-23T20:07:00Z,32.00,71.00
2026-04-23T20:09:00Z,32.00,71.00
2026-04-23T20:13:00Z,32.00,71.00
2026-04-23T20:16:00Z,32.00,71.00
2026-04-23T20:17:00Z,32.00,71.00
2026-04-23T20:18:00Z,32.00,71.00
2026-04-23T20:20:00Z,32.08,71.00
2026-04-23T20:22:00Z,32.08,71.00
2026-04-23T20:23:00Z,31.00,71.00
2026-04-23T20:24:00Z,31.00,71.00
2026-04-23T20:25:00Z,31.00,71.00
2026-04-23T20:27:00Z,31.00,71.00
2026-04-23T20:28:00Z,31.00,71.00
2026-04-23T20:29:00Z,31.00,71.00
2026-04-23T20:30:00Z,31.00,71.00
2026-04-23T20:31:00Z,31.00,71.00
2026-04-23T20:33:00Z,31.00,70.00
2026-04-23T20:36:00Z,31.00,70.00
2026-04-23T20:39:00Z,31.00,70.00
2026-04-23T20:40:00Z,31.52,70.00
2026-04-23T20:41:00Z,33.00,70.00
2026-04-23T20:42:00Z,33.00,70.00
2026-04-23T20:43:00Z,33.00,70.00
2026-04-23T20:47:00Z,33.00,70.00
2026-04-23T20:48:00Z,33.00,68.07
2026-04-23T20:50:00Z,33.00,70.00
2026-04-23T20:56:00Z,33.00,70.00
2026-04-23T20:58:00Z,33.00,70.00
2026-04-23T21:01:00Z,33.00,68.00
2026-04-23T21:03:00Z,33.00,70.00
2026-04-23T21:04:00Z,33.00,70.00
2026-04-23T21:06:00Z,33.00,70.00
2026-04-23T21:09:00Z,33.00,70.00
2026-04-23T21:10:00Z,33.00,68.00
2026-04-23T21:13:00Z,33.00,70.00
2026-04-23T21:15:00Z,33.00,70.00
2026-04-23T21:17:00Z,33.00,70.00
2026-04-23T21:19:00Z,31.00,70.00
2026-04-23T21:22:00Z,32.00,70.00
2026-04-23T21:24:00Z,32.00,70.00
2026-04-23T21:26:00Z,32.00,70.00
2026-04-23T21:27:00Z,32.80,70.00
2026-04-23T21:28:00Z,33.00,70.00
2026-04-23T21:29:00Z,33.00,70.00
2026-04-23T21:30:00Z,33.00,70.00
2026-04-23T21:31:00Z,33.00,70.00
2026-04-23T21:32:00Z,33.00,70.00
2026-04-23T21:33:00Z,33.00,70.00
2026-04-23T21:34:00Z,33.00,70.00
2026-04-23T21:35:00Z,33.00,70.00
2026-04-23T21:36:00Z,33.00,70.00
2026-04-23T21:37:00Z,33.00,70.00
2026-04-23T21:38:00Z,33.00,70.00
2026-04-23T21:41:00Z,33.00,70.00
2026-04-23T21:42:00Z,33.00,69.86
2026-04-23T21:43:00Z,33.00,69.91
2026-04-23T21:44:00Z,33.00,70.00
2026-04-23T21:45:00Z,33.00,70.00
2026-04-23T21:46:00Z,33.00,70.00
2026-04-23T21:47:00Z,33.00,70.00
2026-04-23T21:49:00Z,33.00,70.00
2026-04-23T21:50:00Z,33.00,70.00
2026-04-23T21:51:00Z,33.00,70.00
2026-04-23T21:52:00Z,33.00,70.00
2026-04-23T21:53:00Z,33.00,70.00
2026-04-23T21:54:00Z,32.91,70.00
2026-04-23T21:55:00Z,32.00,70.67
2026-04-23T21:56:00Z,32.00,70.00
2026-04-23T21:59:00Z,32.00,70.00
2026-04-23T22:00:00Z,32.00,71.00
2026-04-23T22:01:00Z,32.00,71.00
2026-04-23T22:02:00Z,32.00,70.00
2026-04-23T22:03:00Z,32.00,68.00
2026-04-23T22:04:00Z,32.00,71.00
2026-04-23T22:05:00Z,32.00,71.00
2026-04-23T22:06:00Z,32.00,70.00
2026-04-23T22:07:00Z,32.00,70.00
2026-04-23T22:08:00Z,32.00,71.00
2026-04-23T22:09:00Z,32.00,70.00
2026-04-23T22:10:00Z,32.00,70.00
2026-04-23T22:11:00Z,32.28,70.00
2026-04-23T22:12:00Z,33.00,70.00
2026-04-23T22:13:00Z,33.00,70.00
2026-04-23T22:14:00Z,31.50,70.00
2026-04-23T22:15:00Z,32.29,70.00
2026-04-23T22:16:00Z,33.00,70.00
2026-04-23T22:17:00Z,33.36,70.00
2026-04-23T22:18:00Z,33.76,69.94
2026-04-23T22:19:00Z,33.00,70.00
2026-04-23T22:20:00Z,33.00,70.00
2026-04-23T22:21:00Z,33.00,70.00
2026-04-23T22:22:00Z,32.79,70.68
2026-04-23T22:23:00Z,32.79,70.00
2026-04-23T22:24:00Z,32.00,70.00
2026-04-23T22:25:00Z,32.56,70.60
2026-04-23T22:26:00Z,32.32,69.78
2026-04-23T22:27:00Z,32.97,69.93
2026-04-23T22:28:00Z,32.99,70.12
2026-04-23T22:29:00Z,32.74,70.43
2026-04-23T22:30:00Z,32.39,69.59
2026-04-23T22:31:00Z,30.59,70.73
2026-04-23T22:32:00Z,30.52,70.06
2026-04-23T22:33:00Z,30.00,71.93
2026-04-23T22:34:00Z,20.59,78.56
2026-04-23T22:35:00Z,21.40,79.48
2026-04-23T22:36:00Z,19.21,81.58
2026-04-23T22:37:00Z,18.42,82.92
2026-04-23T22:38:00Z,17.22,83.59
2026-04-23T22:39:00Z,17.45,83.35
2026-04-23T22:40:00Z,16.26,84.90
2026-04-23T22:41:00Z,17.94,83.69
2026-04-23T22:42:00Z,15.65,84.96
2026-04-23T22:43:00Z,12.70,87.98
2026-04-23T22:44:00Z,12.85,87.65
2026-04-23T22:45:00Z,12.86,88.45
2026-04-23T22:46:00Z,10.92,89.13
2026-04-23T22:47:00Z,10.32,89.89
2026-04-23T22:48:00Z,10.35,89.47
2026-04-23T22:49:00Z,8.68,92.00
2026-04-23T22:50:00Z,8.73,92.90
2026-04-23T22:51:00Z,7.93,93.00
2026-04-23T22:52:00Z,8.21,92.26
2026-04-23T22:53:00Z,8.18,92.94
2026-04-23T22:54:00Z,8.00,92.93
2026-04-23T22:55:00Z,8.00,93.00
2026-04-23T22:56:00Z,9.05,90.94
2026-04-23T22:57:00Z,10.46,90.08
2026-04-23T22:58:00Z,10.98,89.95
2026-04-23T22:59:00Z,10.94,89.56
2026-04-23T23:00:00Z,11.59,88.75
2026-04-23T23:01:00Z,12.52,88.10
2026-04-23T23:02:00Z,11.78,88.98
2026-04-23T23:03:00Z,11.00,89.97
2026-04-23T23:04:00Z,11.00,89.10
2026-04-23T23:05:00Z,11.01,89.89
2026-04-23T23:06:00Z,11.40,89.85
2026-04-23T23:07:00Z,11.00,90.00
2026-04-23T23:08:00Z,11.00,89.61
2026-04-23T23:09:00Z,10.94,89.25
2026-04-23T23:10:00Z,10.74,89.88
2026-04-23T23:11:00Z,11.40,89.65
2026-04-23T23:12:00Z,12.23,89.82
2026-04-23T23:13:00Z,13.00,88.09
2026-04-23T23:14:00Z,12.85,88.04
2026-04-23T23:15:00Z,10.59,89.76
2026-04-23T23:16:00Z,10.98,89.99
2026-04-23T23:17:00Z,9.61,91.82
2026-04-23T23:18:00Z,9.85,91.32
2026-04-23T23:19:00Z,11.17,89.20
2026-04-23T23:20:00Z,9.40,92.70
2026-04-23T23:21:00Z,4.69,95.80
2026-04-23T23:22:00Z,4.97,95.59
2026-04-23T23:23:00Z,5.43,94.79
2026-04-23T23:24:00Z,6.22,94.56
2026-04-23T23:25:00Z,3.85,95.69
2026-04-23T23:26:00Z,3.05,96.40
2026-04-23T23:27:00Z,4.77,95.92
2026-04-23T23:28:00Z,4.97,95.96
2026-04-23T23:29:00Z,4.69,95.97
2026-04-23T23:30:00Z,4.07,96.61
2026-04-23T23:31:00Z,5.18,94.93
2026-04-23T23:32:00Z,7.99,93.06
2026-04-23T23:33:00Z,13.81,86.45
2026-04-23T23:34:00Z,15.92,84.87
2026-04-23T23:35:00Z,16.82,83.62
2026-04-23T23:36:00Z,17.68,82.78
2026-04-23T23:37:00Z,19.91,79.56
2026-04-23T23:38:00Z,18.30,81.42
2026-04-23T23:39:00Z,18.17,82.09
2026-04-23T23:40:00Z,15.09,83.90
2026-04-23T23:41:00Z,14.24,85.43
2026-04-23T23:42:00Z,17.38,86.96
2026-04-23T23:43:00Z,11.32,89.44
2026-04-23T23:44:00Z,14.65,85.87
2026-04-23T23:45:00Z,18.87,81.61
2026-04-23T23:46:00Z,18.79,81.89
2026-04-23T23:47:00Z,20.51,80.09
2026-04-23T23:48:00Z,18.10,81.91
2026-04-23T23:49:00Z,15.34,85.96
2026-04-23T23:50:00Z,14.52,85.12
2026-04-23T23:51:00Z,18.49,81.92
2026-04-23T23:52:00Z,18.92,81.27
2026-04-23T23:53:00Z,17.17,82.57
2026-04-23T23:54:00Z,15.59,86.48
2026-04-23T23:55:00Z,14.01,85.41
2026-04-23T23:56:00Z,16.60,83.08
2026-04-23T23:57:00Z,17.43,82.95
2026-04-23T23:58:00Z,17.96,82.36
2026-04-23T23:59:00Z,23.25,79.27
2026-04-24T00:00:00Z,18.09,80.93
2026-04-24T00:01:00Z,16.72,82.70
2026-04-24T00:02:00Z,16.08,84.64
2026-04-24T00:03:00Z,14.80,84.62
2026-04-24T00:04:00Z,21.45,80.05
2026-04-24T00:05:00Z,21.44,79.97
2026-04-24T00:06:00Z,22.15,81.25
2026-04-24T00:07:00Z,15.37,86.34
2026-04-24T00:08:00Z,18.37,83.77
2026-04-24T00:09:00Z,21.94,75.98
2026-04-24T00:10:00Z,32.05,68.31
2026-04-24T00:11:00Z,32.75,66.95
2026-04-24T00:12:00Z,33.43,66.92
2026-04-24T00:13:00Z,32.57,66.77
2026-04-24T00:14:00Z,33.13,66.99
2026-04-24T00:15:00Z,33.46,66.99
2026-04-24T00:16:00Z,33.30,66.92
2026-04-24T00:17:00Z,30.17,69.61
2026-04-24T00:18:00Z,29.26,70.34
2026-04-24T00:19:00Z,27.27,72.76
2026-04-24T00:20:00Z,24.96,74.77
2026-04-24T00:21:00Z,29.82,71.26
2026-04-24T00:22:00Z,19.30,82.38
2026-04-24T00:23:00Z,12.15,88.61
2026-04-24T00:24:00Z,8.49,91.56
2026-04-24T00:25:00Z,10.61,90.29
2026-04-24T00:26:00Z,12.48,89.87
2026-04-24T00:27:00Z,8.20,92.25
2026-04-24T00:28:00Z,7.74,93.73
2026-04-24T00:29:00Z,9.38,91.72
2026-04-24T00:30:00Z,9.35,91.15
2026-04-24T00:31:00Z,10.30,90.32
2026-04-24T00:32:00Z,15.94,83.92
2026-04-24T00:33:00Z,22.60,78.34
2026-04-24T00:34:00Z,19.06,81.18
2026-04-24T00:35:00Z,9.83,87.39
2026-04-24T00:36:00Z,8.79,91.27
2026-04-24T00:37:00Z,21.57,80.31
2026-04-24T00:38:00Z,26.34,73.00
2026-04-24T00:39:00Z,25.04,75.57
2026-04-24T00:40:00Z,28.64,74.53
2026-04-24T00:41:00Z,28.20,71.29
2026-04-24T00:42:00Z,20.43,77.90
2026-04-24T00:43:00Z,14.27,90.60
2026-04-24T00:44:00Z,5.76,93.14
2026-04-24T00:45:00Z,4.04,96.47
2026-04-24T00:46:00Z,4.10,95.96
2026-04-24T00:47:00Z,3.61,96.48
2026-04-24T00:48:00Z,3.63,97.27
2026-04-24T00:49:00Z,2.16,98.80
2026-04-24T00:50:00Z,2.79,97.97
2026-04-24T00:51:00Z,1.09,98.65
2026-04-24T00:52:00Z,1.09,99.00
2026-04-24T00:53:00Z,1.09,99.00
2026-04-24T00:54:00Z,1.09,99.00
2026-04-24T00:55:00Z,1.09,99.00
2026-04-24T00:56:00Z,1.00,99.00
2026-04-24T00:57:00Z,1.00,99.00
