# event_ticker=KXATPMATCH-26MAR21SHESHE2
# final_score=6-7(3) 7-6(3) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Ben Shelton
# kalshi_date=2026-03-21
timestamp,Alexander Shevchenko,Ben Shelton
2026-03-21T11:25:00Z,,87.00
2026-03-21T11:27:00Z,12.91,87.00
2026-03-21T11:41:00Z,12.91,87.00
2026-03-21T11:42:00Z,13.00,87.00
2026-03-21T11:59:00Z,13.00,87.00
2026-03-21T12:08:00Z,13.00,88.00
2026-03-21T12:16:00Z,13.00,88.00
2026-03-21T12:24:00Z,13.00,88.00
2026-03-21T12:37:00Z,13.00,88.00
2026-03-21T13:38:00Z,13.00,88.00
2026-03-21T13:39:00Z,13.00,88.00
2026-03-21T13:43:00Z,13.00,88.00
2026-03-21T14:27:00Z,13.17,88.00
2026-03-21T14:31:00Z,13.17,88.00
2026-03-21T14:33:00Z,13.17,88.00
2026-03-21T14:35:00Z,13.00,88.00
2026-03-21T14:37:00Z,13.00,88.00
2026-03-21T14:45:00Z,13.00,88.00
2026-03-21T14:46:00Z,13.00,88.00
2026-03-21T14:48:00Z,13.00,88.00
2026-03-21T14:55:00Z,13.00,88.00
2026-03-21T14:59:00Z,14.00,88.00
2026-03-21T15:01:00Z,14.00,88.00
2026-03-21T15:02:00Z,14.00,88.00
2026-03-21T15:07:00Z,14.00,88.00
2026-03-21T15:08:00Z,14.00,88.00
2026-03-21T15:09:00Z,12.00,88.00
2026-03-21T15:48:00Z,12.00,88.00
2026-03-21T15:50:00Z,12.00,88.00
2026-03-21T15:56:00Z,12.00,88.00
2026-03-21T15:59:00Z,12.00,88.00
2026-03-21T16:27:00Z,12.00,88.00
2026-03-21T16:32:00Z,13.00,88.00
2026-03-21T16:54:00Z,13.00,88.00
2026-03-21T16:55:00Z,13.00,89.00
2026-03-21T17:00:00Z,13.00,88.00
2026-03-21T17:02:00Z,13.00,88.00
2026-03-21T17:04:00Z,13.00,89.00
2026-03-21T17:32:00Z,13.00,89.00
2026-03-21T17:33:00Z,13.00,88.00
2026-03-21T17:34:00Z,13.00,88.50
2026-03-21T17:36:00Z,13.00,89.00
2026-03-21T17:52:00Z,13.00,89.00
2026-03-21T18:03:00Z,13.00,89.00
2026-03-21T18:12:00Z,13.00,89.00
2026-03-21T18:19:00Z,13.00,89.00
2026-03-21T18:24:00Z,13.00,89.00
2026-03-21T18:28:00Z,13.00,89.00
2026-03-21T18:34:00Z,13.00,89.00
2026-03-21T18:40:00Z,13.00,89.00
2026-03-21T18:50:00Z,13.00,89.00
2026-03-21T18:55:00Z,13.00,89.00
2026-03-21T18:57:00Z,13.00,89.00
2026-03-21T19:00:00Z,13.00,89.00
2026-03-21T19:03:00Z,13.00,89.00
2026-03-21T19:16:00Z,13.00,89.00
2026-03-21T19:41:00Z,13.00,89.00
2026-03-21T19:42:00Z,13.00,89.00
2026-03-21T19:49:00Z,13.00,89.00
2026-03-21T19:57:00Z,13.00,89.00
2026-03-21T20:06:00Z,13.00,89.00
2026-03-21T20:31:00Z,13.00,89.00
2026-03-21T20:38:00Z,13.00,89.00
2026-03-21T20:43:00Z,13.00,89.00
2026-03-21T20:45:00Z,13.00,89.00
2026-03-21T20:50:00Z,13.00,89.00
2026-03-21T21:00:00Z,13.00,89.00
2026-03-21T21:01:00Z,13.00,89.00
2026-03-21T21:09:00Z,13.00,89.00
2026-03-21T21:18:00Z,13.00,89.00
2026-03-21T21:24:00Z,13.00,89.00
2026-03-21T21:28:00Z,13.00,89.00
2026-03-21T21:32:00Z,13.00,89.00
2026-03-21T21:33:00Z,13.00,89.00
2026-03-21T21:36:00Z,13.00,89.00
2026-03-21T21:38:00Z,13.00,89.00
2026-03-21T21:45:00Z,13.00,88.00
2026-03-21T21:49:00Z,13.00,88.00
2026-03-21T22:04:00Z,13.00,88.00
2026-03-21T22:05:00Z,13.00,88.00
2026-03-21T22:14:00Z,13.00,89.00
2026-03-21T22:15:00Z,13.00,89.00
2026-03-21T22:18:00Z,13.00,89.00
2026-03-21T22:21:00Z,13.00,89.00
2026-03-21T22:29:00Z,13.00,89.00
2026-03-21T22:33:00Z,13.00,89.00
2026-03-21T22:36:00Z,13.00,89.00
