# event_ticker=KXATPMATCH-26MAR21SHESHE2
# final_score=6-7(3) 7-6(3) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Ben Shelton
# kalshi_date=2026-03-21
timestamp,Alexander Shevchenko,Ben Shelton
2026-03-21T22:39:00Z,13.00,89.00
2026-03-21T22:40:00Z,13.00,89.00
2026-03-21T22:41:00Z,13.00,89.00
2026-03-21T22:42:00Z,13.00,89.00
2026-03-21T22:43:00Z,13.00,89.00
2026-03-21T22:45:00Z,13.00,89.00
2026-03-21T22:47:00Z,13.00,89.00
2026-03-21T22:48:00Z,13.00,89.00
2026-03-21T22:49:00Z,13.00,89.00
2026-03-21T22:50:00Z,13.00,89.00
2026-03-21T22:51:00Z,13.00,89.00
2026-03-21T22:52:00Z,13.00,89.00
2026-03-21T22:53:00Z,13.00,89.00
2026-03-21T22:54:00Z,13.00,89.00
2026-03-21T22:55:00Z,13.00,89.00
2026-03-21T22:56:00Z,13.00,89.00
2026-03-21T22:58:00Z,13.00,89.00
2026-03-21T22:59:00Z,12.26,89.00
2026-03-21T23:01:00Z,12.00,89.00
2026-03-21T23:02:00Z,12.00,89.00
2026-03-21T23:03:00Z,12.00,89.00
2026-03-21T23:05:00Z,12.00,89.00
2026-03-21T23:08:00Z,12.00,89.00
2026-03-21T23:09:00Z,12.00,89.00
2026-03-21T23:10:00Z,12.00,89.00
2026-03-21T23:11:00Z,12.00,89.00
2026-03-21T23:12:00Z,11.04,89.98
2026-03-21T23:13:00Z,13.00,88.00
2026-03-21T23:14:00Z,13.64,87.18
2026-03-21T23:15:00Z,14.86,85.99
2026-03-21T23:16:00Z,16.31,82.13
2026-03-21T23:17:00Z,14.79,86.69
2026-03-21T23:18:00Z,15.15,86.88
2026-03-21T23:19:00Z,17.00,84.00
2026-03-21T23:20:00Z,17.00,85.04
2026-03-21T23:21:00Z,16.14,84.00
2026-03-21T23:22:00Z,15.40,84.00
2026-03-21T23:23:00Z,15.91,85.36
2026-03-21T23:24:00Z,19.09,82.22
2026-03-21T23:25:00Z,19.29,82.00
2026-03-21T23:26:00Z,19.00,82.00
2026-03-21T23:27:00Z,18.58,83.00
2026-03-21T23:28:00Z,17.00,83.94
2026-03-21T23:29:00Z,15.89,84.81
2026-03-21T23:30:00Z,16.92,86.70
2026-03-21T23:31:00Z,13.67,86.87
2026-03-21T23:32:00Z,13.53,87.29
2026-03-21T23:33:00Z,16.94,84.00
2026-03-21T23:34:00Z,18.00,83.00
2026-03-21T23:35:00Z,17.92,83.00
2026-03-21T23:36:00Z,15.94,84.38
2026-03-21T23:37:00Z,15.00,86.37
2026-03-21T23:38:00Z,16.13,85.05
2026-03-21T23:39:00Z,17.23,84.00
2026-03-21T23:40:00Z,17.99,83.75
2026-03-21T23:41:00Z,18.23,84.00
2026-03-21T23:42:00Z,17.00,84.82
2026-03-21T23:43:00Z,15.28,85.62
2026-03-21T23:44:00Z,16.53,85.07
2026-03-21T23:45:00Z,12.88,87.04
2026-03-21T23:46:00Z,11.95,86.80
2026-03-21T23:47:00Z,10.30,90.60
2026-03-21T23:48:00Z,16.93,85.29
2026-03-21T23:49:00Z,16.94,84.00
2026-03-21T23:50:00Z,17.00,84.00
2026-03-21T23:51:00Z,16.20,85.00
2026-03-21T23:52:00Z,15.20,84.25
2026-03-21T23:53:00Z,15.42,85.70
2026-03-21T23:54:00Z,13.07,89.21
2026-03-21T23:55:00Z,8.95,91.89
2026-03-21T23:56:00Z,6.86,93.26
2026-03-21T23:57:00Z,8.85,90.97
2026-03-21T23:58:00Z,8.97,92.39
2026-03-21T23:59:00Z,7.88,94.05
2026-03-22T00:00:00Z,6.22,94.39
2026-03-22T00:01:00Z,4.98,94.48
2026-03-22T00:02:00Z,4.68,96.00
2026-03-22T00:03:00Z,5.00,95.00
2026-03-22T00:04:00Z,5.01,94.15
2026-03-22T00:05:00Z,4.95,95.63
2026-03-22T00:06:00Z,4.63,94.91
2026-03-22T00:07:00Z,5.00,95.35
2026-03-22T00:08:00Z,4.47,94.05
2026-03-22T00:09:00Z,4.57,95.56
2026-03-22T00:10:00Z,3.20,96.77
2026-03-22T00:11:00Z,4.33,95.92
2026-03-22T00:12:00Z,5.34,95.00
2026-03-22T00:13:00Z,6.00,95.97
2026-03-22T00:14:00Z,5.07,96.00
2026-03-22T00:15:00Z,4.98,96.07
2026-03-22T00:16:00Z,5.00,96.00
2026-03-22T00:17:00Z,5.31,96.99
2026-03-22T00:18:00Z,4.30,96.56
2026-03-22T00:19:00Z,4.18,96.89
2026-03-22T00:20:00Z,5.36,96.02
2026-03-22T00:21:00Z,6.00,94.45
2026-03-22T00:22:00Z,5.22,94.45
2026-03-22T00:23:00Z,5.00,96.00
2026-03-22T00:24:00Z,5.00,96.00
2026-03-22T00:25:00Z,4.31,97.00
2026-03-22T00:26:00Z,3.89,96.09
2026-03-22T00:27:00Z,4.32,97.00
2026-03-22T00:28:00Z,4.94,97.00
2026-03-22T00:29:00Z,5.94,94.11
2026-03-22T00:30:00Z,5.90,96.00
2026-03-22T00:31:00Z,5.94,96.00
2026-03-22T00:32:00Z,5.81,94.05
2026-03-22T00:33:00Z,5.94,95.00
2026-03-22T00:34:00Z,5.35,95.00
2026-03-22T00:35:00Z,6.05,95.93
2026-03-22T00:36:00Z,7.09,93.02
2026-03-22T00:37:00Z,6.30,93.66
2026-03-22T00:38:00Z,13.94,90.36
2026-03-22T00:39:00Z,9.31,90.27
2026-03-22T00:40:00Z,6.62,94.00
2026-03-22T00:41:00Z,6.15,94.01
2026-03-22T00:42:00Z,4.93,95.11
2026-03-22T00:43:00Z,5.30,95.54
2026-03-22T00:44:00Z,4.88,96.45
2026-03-22T00:45:00Z,6.26,96.45
2026-03-22T00:46:00Z,7.17,93.00
2026-03-22T00:47:00Z,6.33,94.03
2026-03-22T00:48:00Z,6.81,94.00
2026-03-22T00:49:00Z,6.31,94.00
2026-03-22T00:50:00Z,8.02,92.99
2026-03-22T00:51:00Z,8.50,92.05
2026-03-22T00:52:00Z,8.88,93.91
2026-03-22T00:53:00Z,11.34,89.43
2026-03-22T00:54:00Z,14.84,84.87
2026-03-22T00:55:00Z,19.84,83.89
2026-03-22T00:56:00Z,22.94,77.92
2026-03-22T00:57:00Z,24.23,74.72
2026-03-22T00:58:00Z,24.28,76.68
2026-03-22T00:59:00Z,25.36,75.68
2026-03-22T01:00:00Z,26.04,78.39
2026-03-22T01:01:00Z,18.89,79.12
2026-03-22T01:02:00Z,27.48,73.01
2026-03-22T01:03:00Z,30.57,70.90
2026-03-22T01:04:00Z,35.85,66.59
2026-03-22T01:05:00Z,45.39,53.73
2026-03-22T01:06:00Z,65.58,34.21
2026-03-22T01:07:00Z,70.72,31.07
2026-03-22T01:08:00Z,62.69,39.43
2026-03-22T01:09:00Z,70.92,29.11
2026-03-22T01:10:00Z,72.53,27.24
2026-03-22T01:11:00Z,73.14,28.31
2026-03-22T01:12:00Z,72.17,31.45
2026-03-22T01:13:00Z,73.38,29.20
2026-03-22T01:14:00Z,74.78,26.70
2026-03-22T01:15:00Z,75.95,25.92
2026-03-22T01:16:00Z,66.49,28.77
2026-03-22T01:17:00Z,69.07,32.00
2026-03-22T01:18:00Z,73.56,33.11
2026-03-22T01:19:00Z,81.71,18.04
2026-03-22T01:20:00Z,83.38,16.92
2026-03-22T01:21:00Z,83.44,16.95
2026-03-22T01:22:00Z,85.30,17.35
2026-03-22T01:23:00Z,82.96,17.07
2026-03-22T01:24:00Z,85.00,15.96
2026-03-22T01:25:00Z,91.14,10.74
2026-03-22T01:26:00Z,92.63,8.24
2026-03-22T01:27:00Z,92.59,8.09
2026-03-22T01:28:00Z,94.24,6.91
2026-03-22T01:29:00Z,93.36,6.89
2026-03-22T01:30:00Z,93.51,7.44
2026-03-22T01:31:00Z,93.24,7.43
2026-03-22T01:32:00Z,96.32,5.38
2026-03-22T01:33:00Z,98.96,2.58
2026-03-22T01:34:00Z,98.97,1.11
2026-03-22T01:35:00Z,99.00,1.00
2026-03-22T01:36:00Z,99.00,1.00
