# event_ticker=KXATPCHALLENGERMATCH-26APR09ARTPAC
# final_score=6-4 3-6 7-5
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Bor Artnak
# kalshi_date=2026-04-09
timestamp,Rodrigo Pacheco Mendez,Bor Artnak
2026-04-09T11:50:00Z,,19.00
2026-04-09T12:28:00Z,,20.00
2026-04-09T12:40:00Z,,20.00
2026-04-09T12:46:00Z,82.00,20.00
2026-04-09T12:59:00Z,82.00,20.00
2026-04-09T13:01:00Z,83.00,20.00
2026-04-09T13:05:00Z,83.00,20.00
2026-04-09T13:17:00Z,82.00,20.00
2026-04-09T13:24:00Z,82.00,19.00
2026-04-09T13:55:00Z,82.00,19.00
2026-04-09T13:59:00Z,82.00,19.00
2026-04-09T14:08:00Z,82.00,20.00
2026-04-09T14:13:00Z,83.00,20.00
2026-04-09T14:30:00Z,83.00,20.00
2026-04-09T14:39:00Z,83.00,20.00
2026-04-09T14:40:00Z,83.00,20.00
2026-04-09T14:45:00Z,80.00,20.00
2026-04-09T15:25:00Z,80.00,20.00
2026-04-09T15:28:00Z,80.00,20.00
2026-04-09T16:05:00Z,80.00,19.00
2026-04-09T16:21:00Z,82.00,19.00
2026-04-09T16:22:00Z,82.00,20.00
2026-04-09T16:36:00Z,81.00,20.00
2026-04-09T16:46:00Z,81.00,19.00
2026-04-09T16:52:00Z,81.00,19.00
2026-04-09T17:00:00Z,81.00,19.00
2026-04-09T17:02:00Z,81.00,19.00
2026-04-09T17:06:00Z,82.00,19.00
2026-04-09T17:08:00Z,82.00,19.00
2026-04-09T17:26:00Z,82.00,19.00
2026-04-09T17:33:00Z,82.00,19.00
2026-04-09T17:37:00Z,82.00,19.00
2026-04-09T17:39:00Z,82.00,19.00
2026-04-09T17:40:00Z,82.00,19.00
2026-04-09T17:42:00Z,82.00,19.00
2026-04-09T17:47:00Z,82.00,19.00
2026-04-09T18:01:00Z,82.00,19.00
2026-04-09T18:06:00Z,82.00,19.00
2026-04-09T18:14:00Z,82.00,19.00
2026-04-09T18:23:00Z,82.00,19.00
2026-04-09T18:33:00Z,82.00,19.00
2026-04-09T18:43:00Z,82.00,19.74
2026-04-09T18:44:00Z,82.00,19.74
2026-04-09T18:45:00Z,82.00,19.00
2026-04-09T18:53:00Z,82.00,19.00
2026-04-09T18:56:00Z,82.04,19.00
2026-04-09T19:03:00Z,83.00,19.00
2026-04-09T19:15:00Z,83.00,19.00
2026-04-09T19:21:00Z,83.00,19.00
2026-04-09T19:27:00Z,83.00,19.00
2026-04-09T19:32:00Z,83.00,19.00
2026-04-09T19:33:00Z,83.00,19.09
2026-04-09T19:41:00Z,83.00,19.09
2026-04-09T19:44:00Z,83.00,19.09
2026-04-09T19:46:00Z,83.00,20.00
2026-04-09T19:48:00Z,83.00,20.00
2026-04-09T19:51:00Z,83.00,20.00
2026-04-09T19:53:00Z,83.00,20.00
2026-04-09T19:54:00Z,83.00,20.00
2026-04-09T19:56:00Z,83.00,20.00
2026-04-09T19:59:00Z,83.00,20.00
2026-04-09T20:01:00Z,83.00,18.00
2026-04-09T20:02:00Z,83.00,18.00
2026-04-09T20:03:00Z,83.00,18.00
2026-04-09T20:04:00Z,83.00,20.00
2026-04-09T20:06:00Z,83.00,18.00
2026-04-09T20:08:00Z,83.00,20.00
2026-04-09T20:09:00Z,83.00,20.00
2026-04-09T20:13:00Z,83.00,20.00
2026-04-09T20:14:00Z,83.00,20.00
2026-04-09T20:16:00Z,81.00,20.00
2026-04-09T20:29:00Z,81.00,19.00
2026-04-09T20:32:00Z,82.00,19.00
2026-04-09T20:33:00Z,82.00,19.00
2026-04-09T20:34:00Z,82.00,19.00
2026-04-09T20:39:00Z,83.00,19.00
2026-04-09T20:41:00Z,83.00,19.00
2026-04-09T20:42:00Z,83.00,19.00
2026-04-09T20:46:00Z,83.00,19.00
2026-04-09T20:47:00Z,83.00,19.00
2026-04-09T20:49:00Z,83.00,19.00
2026-04-09T20:50:00Z,83.00,19.00
2026-04-09T20:56:00Z,83.00,19.00
2026-04-09T20:57:00Z,83.00,19.00
2026-04-09T21:00:00Z,83.00,19.00
2026-04-09T21:02:00Z,82.00,19.00
2026-04-09T21:03:00Z,83.00,19.00
2026-04-09T21:04:00Z,83.00,19.06
2026-04-09T21:05:00Z,83.00,20.00
2026-04-09T21:07:00Z,83.00,20.00
2026-04-09T21:08:00Z,82.00,20.00
2026-04-09T21:10:00Z,82.00,20.00
2026-04-09T21:11:00Z,82.55,20.00
2026-04-09T21:12:00Z,82.55,20.00
2026-04-09T21:14:00Z,82.55,20.00
2026-04-09T21:18:00Z,82.55,20.00
2026-04-09T21:19:00Z,83.00,20.00
2026-04-09T21:20:00Z,82.25,20.00
2026-04-09T21:21:00Z,83.00,20.00
2026-04-09T21:23:00Z,81.06,20.00
2026-04-09T21:24:00Z,81.06,17.15
2026-04-09T21:25:00Z,83.00,19.00
2026-04-09T21:26:00Z,83.00,19.00
2026-04-09T21:27:00Z,83.00,19.00
2026-04-09T21:28:00Z,83.50,19.00
2026-04-09T21:29:00Z,83.00,19.00
2026-04-09T21:30:00Z,83.00,19.00
2026-04-09T21:31:00Z,83.00,19.00
2026-04-09T21:32:00Z,83.00,19.00
2026-04-09T21:33:00Z,83.00,19.00
2026-04-09T21:34:00Z,84.00,19.00
2026-04-09T21:35:00Z,84.00,19.00
2026-04-09T21:36:00Z,84.00,19.00
2026-04-09T21:37:00Z,83.98,19.00
2026-04-09T21:39:00Z,84.00,18.99
2026-04-09T21:40:00Z,84.00,19.00
2026-04-09T21:41:00Z,84.00,19.00
2026-04-09T21:42:00Z,82.65,17.00
2026-04-09T21:43:00Z,84.00,17.00
2026-04-09T21:44:00Z,83.00,17.00
2026-04-09T21:45:00Z,83.00,19.00
2026-04-09T21:46:00Z,83.00,19.00
2026-04-09T21:47:00Z,84.00,19.00
2026-04-09T21:48:00Z,84.00,19.00
2026-04-09T21:49:00Z,84.00,18.00
2026-04-09T21:50:00Z,84.00,18.92
2026-04-09T21:51:00Z,83.00,18.92
2026-04-09T21:52:00Z,82.00,18.92
2026-04-09T21:53:00Z,82.00,18.92
2026-04-09T21:54:00Z,81.01,19.00
2026-04-09T21:56:00Z,82.00,19.00
2026-04-09T21:57:00Z,82.00,19.00
2026-04-09T21:58:00Z,82.00,19.00
2026-04-09T21:59:00Z,82.00,19.00
2026-04-09T22:00:00Z,83.17,19.00
2026-04-09T22:01:00Z,83.17,16.59
2026-04-09T22:02:00Z,83.00,16.59
2026-04-09T22:03:00Z,83.00,18.87
2026-04-09T22:04:00Z,83.00,18.00
2026-04-09T22:05:00Z,83.00,18.00
2026-04-09T22:06:00Z,83.00,18.80
2026-04-09T22:07:00Z,83.00,19.00
2026-04-09T22:08:00Z,82.86,19.00
2026-04-09T22:09:00Z,82.60,19.09
2026-04-09T22:10:00Z,81.05,20.56
2026-04-09T22:11:00Z,79.30,22.42
2026-04-09T22:12:00Z,77.19,24.27
2026-04-09T22:13:00Z,73.43,28.26
2026-04-09T22:14:00Z,74.32,31.51
2026-04-09T22:15:00Z,77.46,22.94
2026-04-09T22:16:00Z,77.00,24.65
2026-04-09T22:17:00Z,73.13,27.57
2026-04-09T22:18:00Z,71.27,29.70
2026-04-09T22:19:00Z,71.11,29.74
2026-04-09T22:20:00Z,72.13,28.34
2026-04-09T22:21:00Z,73.77,26.79
2026-04-09T22:22:00Z,70.98,30.54
2026-04-09T22:23:00Z,72.13,29.90
2026-04-09T22:24:00Z,68.77,32.34
2026-04-09T22:25:00Z,67.52,33.54
2026-04-09T22:26:00Z,70.21,31.58
2026-04-09T22:27:00Z,63.77,37.57
2026-04-09T22:28:00Z,69.58,30.64
2026-04-09T22:29:00Z,70.99,29.67
2026-04-09T22:30:00Z,76.66,24.80
2026-04-09T22:31:00Z,75.42,24.66
2026-04-09T22:32:00Z,81.03,19.48
2026-04-09T22:33:00Z,85.79,13.94
2026-04-09T22:34:00Z,82.06,18.06
2026-04-09T22:35:00Z,85.65,15.60
2026-04-09T22:36:00Z,87.83,11.49
2026-04-09T22:37:00Z,88.48,11.62
2026-04-09T22:38:00Z,87.63,12.14
2026-04-09T22:39:00Z,87.33,13.98
2026-04-09T22:40:00Z,86.00,13.87
2026-04-09T22:41:00Z,85.32,15.71
2026-04-09T22:42:00Z,87.22,14.10
2026-04-09T22:43:00Z,89.13,10.12
2026-04-09T22:44:00Z,89.37,10.99
2026-04-09T22:45:00Z,89.13,10.93
2026-04-09T22:46:00Z,87.48,12.88
2026-04-09T22:47:00Z,87.27,12.32
2026-04-09T22:48:00Z,87.64,12.87
2026-04-09T22:49:00Z,86.76,14.03
2026-04-09T22:50:00Z,86.22,13.58
2026-04-09T22:51:00Z,89.00,11.88
2026-04-09T22:52:00Z,88.18,13.06
2026-04-09T22:53:00Z,85.03,15.58
2026-04-09T22:54:00Z,85.00,15.69
2026-04-09T22:55:00Z,83.62,18.66
2026-04-09T22:56:00Z,83.70,17.11
2026-04-09T22:57:00Z,86.92,14.15
2026-04-09T22:58:00Z,86.69,15.19
2026-04-09T22:59:00Z,85.23,15.17
2026-04-09T23:00:00Z,83.98,16.29
2026-04-09T23:01:00Z,83.00,16.88
2026-04-09T23:02:00Z,77.60,20.85
2026-04-09T23:03:00Z,71.83,27.92
2026-04-09T23:04:00Z,70.58,31.79
2026-04-09T23:05:00Z,70.93,27.56
2026-04-09T23:06:00Z,73.18,27.14
2026-04-09T23:07:00Z,68.18,32.55
2026-04-09T23:08:00Z,67.95,32.54
2026-04-09T23:09:00Z,68.85,32.81
2026-04-09T23:10:00Z,68.45,32.15
2026-04-09T23:11:00Z,68.24,33.29
2026-04-09T23:12:00Z,69.07,29.14
2026-04-09T23:13:00Z,70.23,31.14
2026-04-09T23:14:00Z,71.57,28.48
2026-04-09T23:15:00Z,73.42,25.83
2026-04-09T23:16:00Z,77.51,27.98
2026-04-09T23:17:00Z,75.11,29.28
2026-04-09T23:18:00Z,69.38,30.45
2026-04-09T23:19:00Z,67.75,32.72
2026-04-09T23:20:00Z,69.10,31.39
2026-04-09T23:21:00Z,69.94,31.38
2026-04-09T23:22:00Z,63.97,36.79
2026-04-09T23:23:00Z,63.39,38.01
2026-04-09T23:24:00Z,65.14,39.75
2026-04-09T23:25:00Z,62.00,40.65
2026-04-09T23:26:00Z,64.64,36.23
2026-04-09T23:27:00Z,72.08,28.23
2026-04-09T23:28:00Z,68.60,31.59
2026-04-09T23:29:00Z,66.31,35.62
2026-04-09T23:30:00Z,63.28,38.13
2026-04-09T23:31:00Z,58.91,42.20
2026-04-09T23:32:00Z,67.33,34.82
2026-04-09T23:33:00Z,70.02,30.34
2026-04-09T23:34:00Z,70.48,30.83
2026-04-09T23:35:00Z,67.02,35.27
2026-04-09T23:36:00Z,62.37,39.71
2026-04-09T23:37:00Z,66.62,34.75
2026-04-09T23:38:00Z,69.80,31.82
2026-04-09T23:39:00Z,68.12,32.93
2026-04-09T23:40:00Z,64.39,36.09
2026-04-09T23:41:00Z,68.88,30.32
2026-04-09T23:42:00Z,79.59,21.33
2026-04-09T23:43:00Z,69.46,29.32
2026-04-09T23:44:00Z,66.01,36.08
2026-04-09T23:45:00Z,68.20,33.82
2026-04-09T23:46:00Z,69.84,32.69
2026-04-09T23:47:00Z,72.40,28.70
2026-04-09T23:48:00Z,70.60,29.03
2026-04-09T23:49:00Z,68.67,31.33
2026-04-09T23:50:00Z,64.88,36.55
2026-04-09T23:51:00Z,64.40,36.66
2026-04-09T23:52:00Z,64.29,35.58
2026-04-09T23:53:00Z,67.14,35.08
2026-04-09T23:54:00Z,63.62,36.63
2026-04-09T23:55:00Z,63.04,36.23
