# event_ticker=KXATPMATCH-26FEB22PACCOB
# final_score=7-6(3) 7-6(3)
# score_resolution=7-6 7-6
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-02-22
timestamp,Flavio Cobolli,Rodrigo Pacheco Mendez
2026-02-24T18:31:00Z,81.00,19.00
2026-02-24T18:32:00Z,81.00,19.00
2026-02-24T18:34:00Z,81.00,19.00
2026-02-24T18:42:00Z,81.00,19.00
2026-02-24T18:50:00Z,81.00,19.00
2026-02-24T18:57:00Z,80.00,19.00
2026-02-24T19:02:00Z,80.00,19.00
2026-02-24T19:04:00Z,80.00,19.00
2026-02-24T19:06:00Z,80.00,19.00
2026-02-24T19:12:00Z,80.00,19.00
2026-02-24T19:19:00Z,80.00,21.00
2026-02-24T19:35:00Z,80.00,21.00
2026-02-24T19:44:00Z,80.00,21.00
2026-02-24T19:45:00Z,80.00,21.00
2026-02-24T19:55:00Z,80.00,21.00
2026-02-24T19:56:00Z,80.00,21.00
2026-02-24T20:10:00Z,80.00,21.00
2026-02-24T20:18:00Z,80.00,21.00
2026-02-24T20:33:00Z,80.00,21.00
2026-02-24T20:46:00Z,80.00,21.00
2026-02-24T20:57:00Z,80.00,21.00
2026-02-24T21:01:00Z,80.00,21.00
2026-02-24T21:27:00Z,80.00,21.00
2026-02-24T21:30:00Z,80.00,21.00
2026-02-24T21:31:00Z,80.00,21.00
2026-02-24T21:32:00Z,80.00,21.00
2026-02-24T21:36:00Z,80.00,21.00
2026-02-24T21:40:00Z,80.00,21.00
2026-02-24T21:41:00Z,80.00,21.00
2026-02-24T21:50:00Z,80.00,21.00
2026-02-24T21:51:00Z,80.00,21.00
2026-02-24T21:52:00Z,80.00,21.00
2026-02-24T21:57:00Z,80.00,21.00
2026-02-24T21:58:00Z,80.00,22.00
2026-02-24T22:12:00Z,80.00,22.00
2026-02-24T22:14:00Z,80.00,22.00
2026-02-24T22:18:00Z,80.00,20.00
2026-02-24T22:21:00Z,79.00,20.00
2026-02-24T22:27:00Z,80.00,20.00
2026-02-24T22:28:00Z,80.00,20.00
2026-02-24T22:29:00Z,80.00,20.00
2026-02-24T22:37:00Z,80.00,21.00
2026-02-24T22:38:00Z,80.00,21.00
2026-02-24T22:41:00Z,80.00,21.00
2026-02-24T22:43:00Z,80.00,21.00
2026-02-24T22:44:00Z,80.00,20.00
2026-02-24T22:45:00Z,79.00,21.00
2026-02-24T22:46:00Z,80.00,21.00
2026-02-24T22:47:00Z,80.00,21.00
2026-02-24T22:50:00Z,80.00,21.00
2026-02-24T22:51:00Z,80.00,21.00
2026-02-24T22:53:00Z,79.12,21.00
2026-02-24T22:58:00Z,79.12,21.00
2026-02-24T23:03:00Z,79.12,21.00
2026-02-24T23:04:00Z,80.00,21.00
2026-02-24T23:05:00Z,80.00,21.00
2026-02-24T23:06:00Z,80.79,21.00
2026-02-24T23:08:00Z,81.00,21.00
2026-02-24T23:13:00Z,81.00,20.00
2026-02-24T23:21:00Z,81.00,20.00
2026-02-24T23:28:00Z,79.31,20.00
2026-02-24T23:30:00Z,79.31,21.00
2026-02-24T23:40:00Z,79.31,21.00
2026-02-24T23:42:00Z,80.00,21.00
2026-02-24T23:44:00Z,80.00,21.00
2026-02-24T23:46:00Z,79.00,21.00
2026-02-24T23:47:00Z,79.00,21.00
2026-02-24T23:48:00Z,79.00,21.00
2026-02-24T23:50:00Z,79.00,21.00
2026-02-24T23:51:00Z,80.00,21.00
2026-02-24T23:52:00Z,80.00,21.00
2026-02-24T23:55:00Z,80.00,21.00
2026-02-24T23:59:00Z,80.00,21.00
2026-02-25T00:01:00Z,80.00,22.00
2026-02-25T00:03:00Z,80.00,22.00
2026-02-25T00:04:00Z,79.00,22.18
2026-02-25T00:05:00Z,79.82,23.22
2026-02-25T00:06:00Z,79.82,23.13
2026-02-25T00:07:00Z,79.00,24.38
2026-02-25T00:08:00Z,78.20,22.91
2026-02-25T00:09:00Z,77.98,23.01
2026-02-25T00:10:00Z,75.00,25.59
2026-02-25T00:11:00Z,77.61,26.49
2026-02-25T00:12:00Z,70.00,29.91
2026-02-25T00:13:00Z,68.28,31.34
2026-02-25T00:14:00Z,63.21,35.25
2026-02-25T00:15:00Z,66.98,34.26
2026-02-25T00:16:00Z,72.10,28.63
2026-02-25T00:17:00Z,73.21,30.01
2026-02-25T00:18:00Z,74.00,26.00
2026-02-25T00:19:00Z,75.99,25.00
2026-02-25T00:20:00Z,77.99,23.74
2026-02-25T00:21:00Z,77.99,21.47
2026-02-25T00:22:00Z,82.00,17.01
2026-02-25T00:23:00Z,81.73,18.92
2026-02-25T00:24:00Z,82.01,17.46
2026-02-25T00:25:00Z,78.24,22.59
2026-02-25T00:26:00Z,76.02,23.91
2026-02-25T00:27:00Z,80.00,20.19
2026-02-25T00:28:00Z,86.14,13.78
2026-02-25T00:29:00Z,88.00,12.97
2026-02-25T00:30:00Z,87.23,14.58
2026-02-25T00:31:00Z,85.00,17.15
2026-02-25T00:32:00Z,86.40,15.76
2026-02-25T00:33:00Z,82.01,17.41
2026-02-25T00:34:00Z,79.73,22.86
2026-02-25T00:35:00Z,73.32,26.04
2026-02-25T00:36:00Z,71.00,29.15
2026-02-25T00:37:00Z,71.00,29.89
2026-02-25T00:38:00Z,70.68,29.82
2026-02-25T00:39:00Z,75.62,27.46
2026-02-25T00:40:00Z,76.03,24.30
2026-02-25T00:41:00Z,74.78,27.63
2026-02-25T00:42:00Z,70.83,31.69
2026-02-25T00:43:00Z,68.00,32.79
2026-02-25T00:44:00Z,68.00,32.89
2026-02-25T00:45:00Z,64.98,35.77
2026-02-25T00:46:00Z,68.29,31.31
2026-02-25T00:47:00Z,74.02,30.25
2026-02-25T00:48:00Z,77.55,26.30
2026-02-25T00:49:00Z,75.07,27.65
2026-02-25T00:50:00Z,68.14,32.22
2026-02-25T00:51:00Z,67.99,33.31
2026-02-25T00:52:00Z,68.78,31.16
2026-02-25T00:53:00Z,71.80,28.81
2026-02-25T00:54:00Z,73.97,28.17
2026-02-25T00:55:00Z,74.09,27.78
2026-02-25T00:56:00Z,80.00,23.12
2026-02-25T00:57:00Z,74.97,24.05
2026-02-25T00:58:00Z,77.92,23.69
2026-02-25T00:59:00Z,77.31,24.06
2026-02-25T01:00:00Z,84.00,17.78
2026-02-25T01:01:00Z,86.21,14.59
2026-02-25T01:02:00Z,88.49,14.23
2026-02-25T01:03:00Z,90.02,9.94
2026-02-25T01:04:00Z,90.06,9.99
2026-02-25T01:05:00Z,90.00,10.88
2026-02-25T01:06:00Z,89.43,10.75
2026-02-25T01:07:00Z,90.00,10.24
2026-02-25T01:08:00Z,89.00,11.31
2026-02-25T01:09:00Z,90.14,10.53
2026-02-25T01:10:00Z,90.64,9.84
2026-02-25T01:11:00Z,89.18,11.34
2026-02-25T01:12:00Z,86.96,13.00
2026-02-25T01:13:00Z,88.50,12.82
2026-02-25T01:14:00Z,87.00,14.27
2026-02-25T01:15:00Z,85.49,16.01
2026-02-25T01:16:00Z,83.99,16.25
2026-02-25T01:17:00Z,82.05,17.97
2026-02-25T01:18:00Z,86.16,15.01
2026-02-25T01:19:00Z,88.00,12.17
2026-02-25T01:20:00Z,84.99,14.40
2026-02-25T01:21:00Z,88.99,11.12
2026-02-25T01:22:00Z,89.00,12.01
2026-02-25T01:23:00Z,88.02,13.05
2026-02-25T01:24:00Z,88.00,13.69
2026-02-25T01:25:00Z,85.06,15.05
2026-02-25T01:26:00Z,88.36,13.50
2026-02-25T01:27:00Z,88.34,11.96
2026-02-25T01:28:00Z,89.00,11.41
2026-02-25T01:29:00Z,90.92,11.38
2026-02-25T01:30:00Z,91.16,9.62
2026-02-25T01:31:00Z,95.16,4.39
2026-02-25T01:32:00Z,90.12,8.41
2026-02-25T01:33:00Z,87.15,12.56
2026-02-25T01:34:00Z,85.07,12.84
2026-02-25T01:35:00Z,85.49,20.11
2026-02-25T01:36:00Z,71.21,26.36
2026-02-25T01:37:00Z,71.69,28.80
2026-02-25T01:38:00Z,71.83,29.00
2026-02-25T01:39:00Z,75.23,22.61
2026-02-25T01:40:00Z,80.97,20.83
2026-02-25T01:41:00Z,84.91,17.48
2026-02-25T01:42:00Z,88.00,14.13
2026-02-25T01:43:00Z,85.59,15.64
2026-02-25T01:44:00Z,86.71,12.78
2026-02-25T01:45:00Z,91.00,8.25
2026-02-25T01:46:00Z,90.95,10.00
2026-02-25T01:47:00Z,88.67,12.88
2026-02-25T01:48:00Z,88.00,15.47
2026-02-25T01:49:00Z,85.43,15.70
2026-02-25T01:50:00Z,86.70,12.24
2026-02-25T01:51:00Z,90.01,10.94
2026-02-25T01:52:00Z,90.59,10.96
2026-02-25T01:53:00Z,89.91,11.10
2026-02-25T01:54:00Z,89.27,10.65
2026-02-25T01:55:00Z,91.55,12.40
2026-02-25T01:56:00Z,93.88,6.24
2026-02-25T01:57:00Z,92.43,8.00
2026-02-25T01:58:00Z,89.00,9.76
2026-02-25T01:59:00Z,87.31,13.41
2026-02-25T02:00:00Z,86.77,14.50
2026-02-25T02:01:00Z,82.11,18.42
2026-02-25T02:02:00Z,87.51,9.97
2026-02-25T02:03:00Z,94.45,6.27
2026-02-25T02:04:00Z,92.97,8.37
2026-02-25T02:05:00Z,95.52,3.08
2026-02-25T02:06:00Z,98.30,1.64
2026-02-25T02:07:00Z,99.00,1.00
2026-02-25T02:08:00Z,99.00,1.00
2026-02-25T02:09:00Z,99.00,1.00
2026-02-25T02:10:00Z,99.00,1.00
2026-02-25T02:11:00Z,99.00,1.00
