# event_ticker=KXATPCHALLENGERMATCH-26MAY22BARGRA
# final_score=3-6 6-4 7-6(5)
# score_resolution=6-3 4-6 6-7
# match_winner=Petr Bar Biryukov
# fav_player=Alastair Gray
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-05-22
timestamp,Petr Bar Biryukov,Alastair Gray
2026-05-21T22:29:00Z,,58.00
2026-05-21T23:44:00Z,44.57,58.00
2026-05-21T23:47:00Z,45.00,58.00
2026-05-21T23:48:00Z,45.00,58.00
2026-05-22T00:02:00Z,46.00,58.00
2026-05-22T00:03:00Z,46.06,58.00
2026-05-22T00:09:00Z,45.58,58.00
2026-05-22T00:11:00Z,44.00,58.00
2026-05-22T00:12:00Z,46.00,58.00
2026-05-22T00:13:00Z,46.72,58.00
2026-05-22T00:14:00Z,46.00,58.00
2026-05-22T00:15:00Z,47.00,58.00
2026-05-22T00:16:00Z,47.00,54.00
2026-05-22T01:20:00Z,47.00,54.00
2026-05-22T01:40:00Z,47.00,55.00
2026-05-22T01:58:00Z,45.00,55.00
2026-05-22T02:00:00Z,45.00,55.00
2026-05-22T02:11:00Z,45.00,56.00
2026-05-22T02:41:00Z,45.00,56.00
2026-05-22T02:42:00Z,46.00,56.00
2026-05-22T02:43:00Z,46.00,56.00
2026-05-22T02:49:00Z,45.00,56.00
2026-05-22T03:02:00Z,45.00,55.00
2026-05-22T03:04:00Z,45.97,55.00
2026-05-22T03:10:00Z,46.61,55.00
2026-05-22T03:13:00Z,46.61,55.00
2026-05-22T03:26:00Z,46.61,54.00
2026-05-22T03:29:00Z,47.00,54.00
2026-05-22T03:33:00Z,47.00,54.00
2026-05-22T03:34:00Z,47.00,55.00
2026-05-22T03:41:00Z,47.00,55.00
2026-05-22T03:44:00Z,46.00,55.00
2026-05-22T03:50:00Z,46.00,55.00
2026-05-22T03:53:00Z,47.00,55.00
2026-05-22T03:58:00Z,47.00,55.00
2026-05-22T04:10:00Z,46.56,55.00
2026-05-22T04:13:00Z,46.56,55.00
2026-05-22T04:20:00Z,47.55,55.00
2026-05-22T04:24:00Z,48.00,55.00
2026-05-22T04:26:00Z,48.00,55.00
2026-05-22T04:30:00Z,48.00,55.00
2026-05-22T04:34:00Z,48.00,55.00
2026-05-22T04:36:00Z,47.00,55.00
2026-05-22T04:37:00Z,47.00,55.00
2026-05-22T04:38:00Z,48.00,55.00
2026-05-22T04:39:00Z,48.00,55.00
2026-05-22T04:40:00Z,48.00,55.00
2026-05-22T04:42:00Z,48.00,55.00
2026-05-22T04:43:00Z,48.00,55.00
2026-05-22T04:44:00Z,48.00,55.00
2026-05-22T04:46:00Z,48.00,55.00
2026-05-22T04:47:00Z,48.76,55.00
2026-05-22T04:48:00Z,48.76,55.00
2026-05-22T04:49:00Z,48.76,55.00
2026-05-22T04:52:00Z,48.76,55.00
2026-05-22T04:53:00Z,48.00,55.00
2026-05-22T04:54:00Z,48.00,55.00
2026-05-22T04:58:00Z,48.00,55.00
2026-05-22T04:59:00Z,48.00,55.00
2026-05-22T05:00:00Z,48.00,55.00
2026-05-22T05:02:00Z,48.00,55.00
2026-05-22T05:07:00Z,48.00,55.00
2026-05-22T05:28:00Z,47.00,55.00
2026-05-22T05:30:00Z,48.00,54.00
2026-05-22T05:32:00Z,49.00,54.00
2026-05-22T05:33:00Z,49.00,54.00
2026-05-22T05:35:00Z,49.00,54.00
2026-05-22T05:37:00Z,49.00,54.00
2026-05-22T05:38:00Z,49.00,54.00
2026-05-22T05:39:00Z,49.00,54.00
2026-05-22T05:41:00Z,49.00,54.00
2026-05-22T05:52:00Z,48.00,54.00
2026-05-22T05:54:00Z,48.00,54.00
2026-05-22T05:59:00Z,48.00,54.00
2026-05-22T06:01:00Z,48.00,54.00
2026-05-22T06:04:00Z,48.00,54.00
2026-05-22T06:07:00Z,48.00,54.00
2026-05-22T06:11:00Z,48.00,54.00
2026-05-22T06:12:00Z,48.00,54.00
2026-05-22T06:15:00Z,48.00,54.00
2026-05-22T06:17:00Z,48.00,54.00
2026-05-22T06:21:00Z,48.00,54.00
2026-05-22T06:38:00Z,48.00,54.00
2026-05-22T06:39:00Z,48.00,54.00
2026-05-22T06:41:00Z,48.00,54.00
2026-05-22T06:49:00Z,48.00,54.00
2026-05-22T06:54:00Z,48.00,54.00
2026-05-22T07:01:00Z,48.00,54.00
2026-05-22T07:04:00Z,48.00,54.00
2026-05-22T07:12:00Z,48.00,54.00
2026-05-22T07:20:00Z,48.00,54.00
2026-05-22T07:29:00Z,48.00,54.00
2026-05-22T07:30:00Z,47.00,54.00
2026-05-22T07:35:00Z,47.00,54.00
2026-05-22T07:36:00Z,47.00,54.00
2026-05-22T07:37:00Z,47.00,54.00
2026-05-22T07:38:00Z,47.00,54.00
2026-05-22T07:53:00Z,47.00,54.00
2026-05-22T07:54:00Z,47.00,54.00
2026-05-22T07:55:00Z,47.00,54.00
2026-05-22T08:01:00Z,47.00,54.00
2026-05-22T08:02:00Z,47.00,55.00
2026-05-22T08:03:00Z,47.00,55.00
2026-05-22T08:04:00Z,47.00,55.00
2026-05-22T08:05:00Z,47.85,53.00
2026-05-22T08:06:00Z,49.00,52.00
2026-05-22T08:07:00Z,49.00,53.00
2026-05-22T08:08:00Z,49.00,53.00
2026-05-22T08:09:00Z,49.00,53.00
2026-05-22T08:11:00Z,49.00,53.00
2026-05-22T08:12:00Z,49.00,53.00
2026-05-22T08:18:00Z,49.00,52.00
2026-05-22T08:20:00Z,49.00,52.00
2026-05-22T08:22:00Z,49.00,53.00
2026-05-22T08:23:00Z,49.00,53.10
2026-05-22T08:24:00Z,49.00,54.00
2026-05-22T08:26:00Z,49.00,54.00
2026-05-22T08:27:00Z,49.00,54.00
2026-05-22T08:28:00Z,47.99,54.00
2026-05-22T08:30:00Z,47.99,54.00
2026-05-22T08:33:00Z,47.00,54.00
2026-05-22T08:35:00Z,47.00,54.00
2026-05-22T08:36:00Z,47.00,54.00
2026-05-22T08:37:00Z,47.00,54.00
2026-05-22T08:39:00Z,47.00,54.00
2026-05-22T08:40:00Z,47.24,54.00
2026-05-22T08:45:00Z,47.24,54.00
2026-05-22T08:51:00Z,47.24,54.00
2026-05-22T08:52:00Z,46.00,54.00
2026-05-22T08:53:00Z,46.00,54.00
2026-05-22T08:54:00Z,47.00,54.00
2026-05-22T08:56:00Z,48.00,54.00
2026-05-22T09:03:00Z,48.00,54.00
2026-05-22T09:06:00Z,46.00,54.00
2026-05-22T09:10:00Z,46.00,55.00
2026-05-22T09:18:00Z,46.00,54.00
2026-05-22T09:19:00Z,46.00,55.00
2026-05-22T09:21:00Z,46.00,55.00
2026-05-22T09:22:00Z,46.00,55.00
2026-05-22T09:23:00Z,46.00,55.00
2026-05-22T09:25:00Z,46.00,55.25
2026-05-22T09:29:00Z,46.00,56.00
2026-05-22T09:34:00Z,46.00,56.00
2026-05-22T09:35:00Z,46.00,55.00
2026-05-22T09:36:00Z,46.00,55.00
2026-05-22T09:38:00Z,46.00,55.00
2026-05-22T09:40:00Z,46.00,56.00
2026-05-22T09:42:00Z,46.00,56.00
2026-05-22T09:43:00Z,46.00,56.00
2026-05-22T09:44:00Z,46.00,56.00
2026-05-22T09:45:00Z,46.00,56.00
2026-05-22T09:46:00Z,46.00,56.00
2026-05-22T09:47:00Z,45.17,56.00
2026-05-22T09:48:00Z,46.00,56.00
2026-05-22T09:49:00Z,46.00,56.00
2026-05-22T09:50:00Z,46.00,56.00
2026-05-22T09:52:00Z,46.00,54.00
2026-05-22T09:57:00Z,46.00,55.00
