# event_ticker=KXATPMATCH-25NOV06MULMUS
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Lorenzo Musetti
# fav_player=Alexandre Muller
# dog_player=Lorenzo Musetti
# kalshi_date=2025-11-06
timestamp,Alexandre Muller,Lorenzo Musetti
2025-11-06T01:40:00Z,27.00,
2025-11-06T01:51:00Z,27.00,74.00
2025-11-06T01:53:00Z,27.00,76.00
2025-11-06T02:14:00Z,26.00,76.00
2025-11-06T02:28:00Z,26.00,76.00
2025-11-06T02:30:00Z,26.00,76.00
2025-11-06T02:32:00Z,26.00,76.00
2025-11-06T02:34:00Z,26.00,76.00
2025-11-06T02:43:00Z,26.00,77.00
2025-11-06T02:46:00Z,26.00,77.00
2025-11-06T02:47:00Z,26.00,77.00
2025-11-06T02:48:00Z,26.00,77.00
2025-11-06T02:58:00Z,27.00,77.00
2025-11-06T03:18:00Z,27.00,77.00
2025-11-06T03:20:00Z,27.00,77.00
2025-11-06T03:21:00Z,27.00,77.65
2025-11-06T03:24:00Z,27.00,78.00
2025-11-06T03:28:00Z,26.00,78.00
2025-11-06T03:32:00Z,26.00,78.00
2025-11-06T03:43:00Z,26.00,78.00
2025-11-06T03:49:00Z,26.00,78.00
2025-11-06T03:58:00Z,26.00,78.00
2025-11-06T04:00:00Z,26.00,78.00
2025-11-06T04:02:00Z,26.00,78.00
2025-11-06T04:08:00Z,26.00,78.00
2025-11-06T04:12:00Z,26.00,78.00
2025-11-06T04:14:00Z,26.00,78.00
2025-11-06T04:15:00Z,26.00,78.00
2025-11-06T04:16:00Z,26.00,78.00
2025-11-06T04:25:00Z,26.00,78.00
2025-11-06T04:26:00Z,26.00,78.00
2025-11-06T04:29:00Z,26.00,78.00
2025-11-06T04:32:00Z,26.00,78.00
2025-11-06T04:34:00Z,26.00,78.00
2025-11-06T04:36:00Z,26.00,78.00
2025-11-06T04:37:00Z,26.00,78.00
2025-11-06T04:41:00Z,26.00,78.00
2025-11-06T04:43:00Z,26.00,78.00
2025-11-06T04:44:00Z,26.00,78.00
2025-11-06T04:46:00Z,26.00,77.06
2025-11-06T04:48:00Z,26.00,77.06
2025-11-06T04:50:00Z,26.00,77.06
2025-11-06T04:51:00Z,26.00,78.00
2025-11-06T04:53:00Z,25.75,78.00
2025-11-06T04:56:00Z,26.00,78.00
2025-11-06T04:57:00Z,25.00,78.00
2025-11-06T04:58:00Z,25.00,78.00
2025-11-06T05:02:00Z,26.00,78.00
2025-11-06T05:07:00Z,26.00,78.00
2025-11-06T05:08:00Z,26.00,78.00
2025-11-06T05:11:00Z,26.00,78.00
2025-11-06T05:13:00Z,26.00,78.00
2025-11-06T05:15:00Z,26.00,77.00
2025-11-06T05:20:00Z,26.00,77.00
2025-11-06T05:34:00Z,26.00,77.00
2025-11-06T05:36:00Z,25.00,77.00
2025-11-06T05:37:00Z,25.00,77.00
2025-11-06T05:39:00Z,25.00,77.00
2025-11-06T05:45:00Z,26.00,77.00
2025-11-06T05:46:00Z,26.00,77.00
2025-11-06T05:49:00Z,26.00,77.00
2025-11-06T05:50:00Z,26.00,77.00
2025-11-06T05:51:00Z,26.00,77.00
2025-11-06T05:54:00Z,26.00,77.00
2025-11-06T05:55:00Z,26.00,77.00
2025-11-06T05:58:00Z,26.00,77.00
2025-11-06T05:59:00Z,26.00,77.00
2025-11-06T06:00:00Z,26.00,77.00
2025-11-06T06:02:00Z,25.00,77.00
2025-11-06T06:05:00Z,26.00,77.00
2025-11-06T06:06:00Z,26.00,77.00
2025-11-06T06:07:00Z,26.00,77.00
2025-11-06T06:08:00Z,26.00,77.00
2025-11-06T06:09:00Z,26.00,77.00
2025-11-06T06:10:00Z,29.34,77.00
2025-11-06T06:11:00Z,26.00,77.00
2025-11-06T06:12:00Z,26.00,77.00
2025-11-06T06:13:00Z,25.00,77.00
2025-11-06T06:14:00Z,26.00,77.00
2025-11-06T06:15:00Z,26.00,77.00
2025-11-06T06:16:00Z,26.00,77.00
2025-11-06T06:17:00Z,27.00,77.00
2025-11-06T06:18:00Z,25.62,77.00
2025-11-06T06:19:00Z,27.00,77.00
2025-11-06T06:20:00Z,27.00,77.00
2025-11-06T06:21:00Z,27.00,77.00
2025-11-06T06:23:00Z,27.00,77.00
2025-11-06T06:24:00Z,27.00,77.00
2025-11-06T06:25:00Z,27.00,77.00
2025-11-06T06:27:00Z,26.00,77.00
2025-11-06T06:28:00Z,26.00,77.00
2025-11-06T06:29:00Z,26.00,77.00
2025-11-06T06:30:00Z,26.00,77.00
2025-11-06T06:31:00Z,26.00,77.00
2025-11-06T06:32:00Z,26.57,77.00
2025-11-06T06:33:00Z,27.00,77.00
2025-11-06T06:34:00Z,27.00,77.00
2025-11-06T06:35:00Z,27.00,77.00
2025-11-06T06:36:00Z,26.62,77.00
2025-11-06T06:38:00Z,26.91,77.00
2025-11-06T06:40:00Z,27.00,77.00
2025-11-06T06:41:00Z,27.00,77.00
2025-11-06T06:42:00Z,27.00,77.00
2025-11-06T06:43:00Z,27.00,77.00
2025-11-06T06:45:00Z,27.00,77.00
2025-11-06T06:46:00Z,27.00,77.00
2025-11-06T06:48:00Z,26.08,77.00
2025-11-06T06:50:00Z,27.04,77.00
2025-11-06T06:51:00Z,27.00,76.00
2025-11-06T06:55:00Z,27.00,77.00
2025-11-06T06:58:00Z,27.00,76.13
2025-11-06T06:59:00Z,27.00,76.13
2025-11-06T07:01:00Z,27.00,77.00
2025-11-06T07:02:00Z,27.00,77.00
2025-11-06T07:04:00Z,27.00,77.00
2025-11-06T07:05:00Z,27.00,77.00
2025-11-06T07:07:00Z,27.00,77.00
2025-11-06T07:08:00Z,27.00,77.00
2025-11-06T07:09:00Z,27.00,77.00
2025-11-06T07:17:00Z,26.00,77.00
2025-11-06T07:18:00Z,26.00,77.00
2025-11-06T07:19:00Z,26.00,77.00
2025-11-06T07:21:00Z,26.00,77.00
2025-11-06T07:22:00Z,26.61,77.00
2025-11-06T07:24:00Z,26.61,77.00
2025-11-06T07:27:00Z,25.23,77.00
2025-11-06T07:28:00Z,25.23,77.00
2025-11-06T07:29:00Z,27.00,77.00
2025-11-06T07:30:00Z,27.00,77.00
2025-11-06T07:34:00Z,27.00,77.00
2025-11-06T07:35:00Z,24.00,77.00
2025-11-06T07:41:00Z,24.00,77.00
2025-11-06T07:42:00Z,26.32,77.00
2025-11-06T07:44:00Z,24.00,77.00
2025-11-06T07:45:00Z,24.00,77.00
2025-11-06T07:46:00Z,24.00,77.00
2025-11-06T07:47:00Z,24.00,77.00
2025-11-06T07:48:00Z,24.00,77.00
2025-11-06T07:49:00Z,24.00,77.00
2025-11-06T07:50:00Z,24.00,77.00
2025-11-06T07:56:00Z,24.00,77.00
2025-11-06T07:57:00Z,24.00,77.00
2025-11-06T07:58:00Z,23.00,77.00
2025-11-06T08:01:00Z,23.00,77.00
2025-11-06T08:03:00Z,24.00,77.00
2025-11-06T08:08:00Z,24.00,77.00
2025-11-06T10:02:00Z,27.00,77.00
2025-11-06T10:03:00Z,27.00,77.00
2025-11-06T10:04:00Z,27.00,77.00
2025-11-06T10:06:00Z,27.00,77.00
2025-11-06T10:08:00Z,26.00,77.00
2025-11-06T10:10:00Z,26.00,77.00
2025-11-06T10:12:00Z,24.00,77.00
2025-11-06T10:15:00Z,24.00,77.00
2025-11-06T10:23:00Z,24.00,77.00
2025-11-06T10:27:00Z,24.00,77.00
2025-11-06T10:28:00Z,24.00,77.00
