# event_ticker=KXATPMATCH-25JUL28DRACAR
# final_score=2-6 6-4 6-4
# score_resolution=6-2 4-6 4-6
# match_winner=Pablo Carreno Busta
# fav_player=Liam Draxl
# dog_player=Pablo Carreno Busta
# kalshi_date=2025-07-28
timestamp,Liam Draxl,Pablo Carreno Busta
2025-07-28T23:44:00Z,87.00,17.00
2025-07-28T23:45:00Z,87.00,16.17
2025-07-28T23:48:00Z,87.00,21.47
2025-07-28T23:51:00Z,84.00,21.47
2025-07-28T23:52:00Z,87.94,21.47
2025-07-28T23:53:00Z,88.00,13.00
2025-07-28T23:54:00Z,88.00,12.00
2025-07-28T23:55:00Z,91.65,11.46
2025-07-28T23:56:00Z,90.00,12.00
2025-07-28T23:57:00Z,90.74,12.00
2025-07-28T23:58:00Z,88.05,13.00
2025-07-28T23:59:00Z,88.05,15.19
2025-07-29T00:01:00Z,88.05,20.12
2025-07-29T00:02:00Z,88.05,20.00
2025-07-29T00:03:00Z,80.27,19.04
2025-07-29T00:04:00Z,80.27,19.88
2025-07-29T00:05:00Z,80.27,14.60
2025-07-29T00:06:00Z,87.00,14.00
2025-07-29T00:09:00Z,86.00,14.00
2025-07-29T00:10:00Z,86.00,19.00
2025-07-29T00:13:00Z,86.00,29.00
2025-07-29T00:14:00Z,77.05,22.24
2025-07-29T00:15:00Z,67.18,37.14
2025-07-29T00:17:00Z,59.54,44.10
2025-07-29T00:18:00Z,65.36,44.10
2025-07-29T00:19:00Z,72.00,28.93
2025-07-29T00:21:00Z,72.00,36.00
2025-07-29T00:22:00Z,72.00,37.00
2025-07-29T00:23:00Z,64.00,36.99
2025-07-29T00:24:00Z,64.00,36.00
2025-07-29T00:27:00Z,55.00,36.00
2025-07-29T00:29:00Z,55.00,40.98
2025-07-29T00:31:00Z,55.00,39.25
2025-07-29T00:32:00Z,55.00,41.00
2025-07-29T00:33:00Z,55.00,38.75
2025-07-29T00:37:00Z,55.00,39.00
2025-07-29T00:39:00Z,55.95,41.90
2025-07-29T00:40:00Z,55.95,37.00
2025-07-29T00:41:00Z,64.46,34.00
2025-07-29T00:42:00Z,61.00,37.62
2025-07-29T00:43:00Z,59.00,41.48
2025-07-29T00:44:00Z,61.00,40.00
2025-07-29T00:45:00Z,56.24,43.11
2025-07-29T00:46:00Z,56.68,48.00
2025-07-29T00:47:00Z,44.33,51.02
2025-07-29T00:48:00Z,40.00,71.11
2025-07-29T00:49:00Z,36.00,64.00
2025-07-29T00:50:00Z,34.33,74.00
2025-07-29T00:51:00Z,30.00,73.04
2025-07-29T00:52:00Z,36.00,64.00
2025-07-29T00:53:00Z,30.00,74.00
2025-07-29T00:54:00Z,35.01,74.00
2025-07-29T00:55:00Z,29.32,72.00
2025-07-29T00:56:00Z,23.36,76.00
2025-07-29T00:57:00Z,33.57,73.79
2025-07-29T00:58:00Z,26.16,72.07
2025-07-29T00:59:00Z,26.16,78.54
2025-07-29T01:00:00Z,20.00,80.29
2025-07-29T01:01:00Z,21.70,79.93
2025-07-29T01:02:00Z,13.98,79.93
2025-07-29T01:03:00Z,25.00,79.93
2025-07-29T01:05:00Z,21.00,71.00
2025-07-29T01:06:00Z,21.00,77.00
2025-07-29T01:07:00Z,24.98,77.00
2025-07-29T01:08:00Z,35.22,77.00
2025-07-29T01:09:00Z,44.01,65.13
2025-07-29T01:10:00Z,52.76,43.00
2025-07-29T01:11:00Z,48.00,46.29
2025-07-29T01:12:00Z,50.37,57.45
2025-07-29T01:13:00Z,62.09,52.00
2025-07-29T01:14:00Z,65.49,45.65
2025-07-29T01:15:00Z,42.06,59.87
2025-07-29T01:16:00Z,27.07,76.46
2025-07-29T01:17:00Z,30.37,87.00
2025-07-29T01:19:00Z,10.95,85.80
2025-07-29T01:20:00Z,26.00,82.00
2025-07-29T01:21:00Z,31.42,66.96
2025-07-29T01:22:00Z,25.76,71.03
2025-07-29T01:23:00Z,13.99,88.90
2025-07-29T01:24:00Z,15.48,88.00
2025-07-29T01:25:00Z,17.04,83.00
2025-07-29T01:26:00Z,16.00,82.92
2025-07-29T01:27:00Z,17.56,80.04
2025-07-29T01:28:00Z,10.17,87.57
2025-07-29T01:29:00Z,9.09,96.41
2025-07-29T01:30:00Z,1.00,99.00
2025-07-29T01:31:00Z,1.00,99.00
