# event_ticker=KXATPCHALLENGERMATCH-26APR15BOUHUS
# final_score=6-4 6-4
# match_winner=Giles Hussey
# fav_player=Giles Hussey
# dog_player=Justin Boulais
# kalshi_date=2026-04-15
timestamp,Giles Hussey,Justin Boulais
2026-04-15T16:51:00Z,63.00,
2026-04-15T17:29:00Z,64.00,
2026-04-15T17:31:00Z,64.00,
2026-04-15T17:55:00Z,63.00,
2026-04-15T18:27:00Z,64.00,
2026-04-15T18:54:00Z,64.00,
2026-04-15T19:02:00Z,64.00,
2026-04-15T19:04:00Z,63.00,
2026-04-15T19:05:00Z,63.00,
2026-04-15T19:15:00Z,63.78,
2026-04-15T19:17:00Z,64.00,
2026-04-15T20:35:00Z,63.00,
2026-04-15T20:43:00Z,63.00,
2026-04-15T21:22:00Z,63.00,37.00
2026-04-15T22:00:00Z,63.00,37.00
2026-04-15T22:06:00Z,63.00,37.00
2026-04-15T22:10:00Z,63.00,37.00
2026-04-15T22:45:00Z,62.00,37.00
2026-04-15T22:46:00Z,61.00,37.00
2026-04-15T23:07:00Z,61.00,38.00
2026-04-15T23:22:00Z,61.00,38.00
2026-04-16T00:12:00Z,61.00,38.00
2026-04-16T00:15:00Z,63.00,38.00
2026-04-16T00:39:00Z,63.00,38.00
2026-04-16T00:43:00Z,63.00,38.00
2026-04-16T00:59:00Z,63.00,38.00
2026-04-16T01:06:00Z,63.00,38.00
2026-04-16T01:16:00Z,63.00,38.00
2026-04-16T01:21:00Z,63.00,38.00
2026-04-16T01:27:00Z,63.00,38.00
2026-04-16T01:28:00Z,63.00,38.00
2026-04-16T01:41:00Z,63.00,38.00
2026-04-16T01:56:00Z,63.00,38.00
2026-04-16T02:02:00Z,62.00,38.00
2026-04-16T02:04:00Z,63.00,38.00
2026-04-16T02:18:00Z,63.00,38.00
2026-04-16T02:20:00Z,62.00,38.00
2026-04-16T02:22:00Z,62.00,38.00
2026-04-16T02:23:00Z,62.00,38.00
2026-04-16T02:25:00Z,62.00,38.00
2026-04-16T02:30:00Z,62.00,38.00
2026-04-16T02:33:00Z,62.00,38.00
2026-04-16T02:34:00Z,62.00,38.00
2026-04-16T02:35:00Z,62.00,38.61
2026-04-16T02:40:00Z,62.00,38.61
2026-04-16T02:53:00Z,62.00,38.61
2026-04-16T02:54:00Z,62.00,38.61
2026-04-16T03:02:00Z,62.00,38.61
2026-04-16T03:12:00Z,62.00,38.61
2026-04-16T03:17:00Z,63.00,38.61
2026-04-16T03:24:00Z,63.00,38.61
2026-04-16T03:25:00Z,63.00,39.00
2026-04-16T03:27:00Z,63.00,39.00
2026-04-16T03:31:00Z,63.00,39.00
2026-04-16T03:34:00Z,61.33,39.00
2026-04-16T03:37:00Z,63.00,39.00
2026-04-16T03:44:00Z,62.00,39.00
2026-04-16T03:45:00Z,62.00,39.00
2026-04-16T03:47:00Z,62.00,39.00
2026-04-16T03:49:00Z,62.00,39.00
2026-04-16T03:54:00Z,62.00,39.00
2026-04-16T03:55:00Z,62.00,39.00
2026-04-16T03:56:00Z,62.00,39.00
2026-04-16T03:58:00Z,62.00,39.00
2026-04-16T04:01:00Z,62.00,39.00
2026-04-16T04:02:00Z,62.00,39.00
2026-04-16T04:03:00Z,62.00,39.00
2026-04-16T04:04:00Z,62.00,39.00
2026-04-16T04:05:00Z,62.00,39.00
2026-04-16T04:07:00Z,62.00,39.00
2026-04-16T04:08:00Z,62.00,39.00
2026-04-16T04:09:00Z,62.00,39.00
2026-04-16T04:10:00Z,62.00,39.00
2026-04-16T04:11:00Z,62.00,39.00
2026-04-16T04:12:00Z,62.00,39.00
2026-04-16T04:13:00Z,58.73,42.47
2026-04-16T04:14:00Z,58.73,47.26
2026-04-16T04:15:00Z,56.46,47.28
2026-04-16T04:16:00Z,53.37,50.65
2026-04-16T04:17:00Z,56.14,46.03
2026-04-16T04:18:00Z,56.76,46.77
2026-04-16T04:19:00Z,57.16,46.41
2026-04-16T04:20:00Z,58.37,44.29
2026-04-16T04:21:00Z,56.90,44.00
2026-04-16T04:22:00Z,59.92,43.00
2026-04-16T04:23:00Z,62.63,40.98
2026-04-16T04:24:00Z,62.63,40.00
2026-04-16T04:25:00Z,60.00,37.91
2026-04-16T04:26:00Z,68.53,33.42
2026-04-16T04:27:00Z,72.99,28.62
2026-04-16T04:28:00Z,77.86,21.56
2026-04-16T04:29:00Z,80.59,21.15
2026-04-16T04:30:00Z,81.27,22.00
2026-04-16T04:31:00Z,76.25,20.38
2026-04-16T04:32:00Z,74.00,27.86
2026-04-16T04:33:00Z,75.35,27.86
2026-04-16T04:34:00Z,75.35,22.26
2026-04-16T04:35:00Z,78.00,23.00
2026-04-16T04:36:00Z,78.00,23.00
2026-04-16T04:37:00Z,73.62,23.61
2026-04-16T04:38:00Z,78.39,27.39
2026-04-16T04:39:00Z,78.91,21.00
2026-04-16T04:40:00Z,75.84,27.26
2026-04-16T04:42:00Z,73.97,24.13
2026-04-16T04:43:00Z,74.89,27.00
2026-04-16T04:44:00Z,76.00,26.00
2026-04-16T04:45:00Z,78.71,24.76
2026-04-16T04:46:00Z,78.25,23.93
2026-04-16T04:47:00Z,77.33,23.90
2026-04-16T04:48:00Z,75.94,26.63
2026-04-16T04:49:00Z,76.56,26.00
2026-04-16T04:50:00Z,75.78,26.90
2026-04-16T04:51:00Z,77.90,22.31
2026-04-16T04:52:00Z,82.00,20.00
2026-04-16T04:53:00Z,80.96,20.92
2026-04-16T04:54:00Z,76.03,25.42
2026-04-16T04:55:00Z,73.97,27.29
2026-04-16T04:56:00Z,74.03,29.55
2026-04-16T04:57:00Z,75.87,26.26
2026-04-16T04:58:00Z,75.90,25.50
2026-04-16T04:59:00Z,76.77,25.32
2026-04-16T05:00:00Z,83.47,21.96
2026-04-16T05:01:00Z,88.78,11.75
2026-04-16T05:02:00Z,87.99,11.53
2026-04-16T05:03:00Z,91.29,13.29
2026-04-16T05:04:00Z,89.39,9.56
2026-04-16T05:05:00Z,88.89,14.41
2026-04-16T05:06:00Z,89.89,12.29
2026-04-16T05:07:00Z,83.95,19.18
2026-04-16T05:08:00Z,78.70,24.37
2026-04-16T05:09:00Z,77.24,24.78
2026-04-16T05:10:00Z,71.22,29.82
2026-04-16T05:11:00Z,73.00,30.35
2026-04-16T05:12:00Z,72.87,28.82
2026-04-16T05:13:00Z,70.83,27.95
2026-04-16T05:14:00Z,72.52,27.87
2026-04-16T05:15:00Z,70.53,36.22
2026-04-16T05:16:00Z,71.73,27.41
2026-04-16T05:17:00Z,77.26,22.82
2026-04-16T05:18:00Z,85.26,16.55
2026-04-16T05:19:00Z,84.65,17.59
2026-04-16T05:20:00Z,89.53,11.05
2026-04-16T05:21:00Z,94.25,7.26
2026-04-16T05:22:00Z,94.33,6.62
2026-04-16T05:23:00Z,94.81,4.67
2026-04-16T05:24:00Z,97.28,3.10
2026-04-16T05:25:00Z,96.83,3.79
2026-04-16T05:26:00Z,96.37,4.00
2026-04-16T05:27:00Z,97.01,4.75
2026-04-16T05:28:00Z,96.32,5.27
2026-04-16T05:29:00Z,97.77,1.59
2026-04-16T05:30:00Z,98.91,1.26
2026-04-16T05:31:00Z,99.00,1.00
2026-04-16T05:32:00Z,99.00,1.00
