# event_ticker=KXATPMATCH-25JUL24DELEH
# final_score=7-6(4) 6-7(6) 6-4
# score_resolution=7-6 6-7 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Jiri Lehecka
# kalshi_date=2025-07-24
timestamp,Alex de Minaur,Jiri Lehecka
2025-07-24T13:12:00Z,68.00,
2025-07-24T13:31:00Z,67.00,
2025-07-24T13:55:00Z,67.00,36.00
2025-07-24T14:48:00Z,67.00,36.00
2025-07-24T14:57:00Z,67.00,36.00
2025-07-24T15:35:00Z,67.00,36.00
2025-07-24T15:38:00Z,67.00,36.00
2025-07-24T15:40:00Z,67.00,36.00
2025-07-24T15:55:00Z,67.00,36.00
2025-07-24T15:59:00Z,67.00,36.00
2025-07-24T16:09:00Z,66.00,36.00
2025-07-24T16:10:00Z,66.45,36.00
2025-07-24T16:23:00Z,65.15,36.00
2025-07-24T16:26:00Z,66.00,36.00
2025-07-24T16:28:00Z,66.00,36.00
2025-07-24T16:33:00Z,66.00,36.00
2025-07-24T16:36:00Z,65.00,36.00
2025-07-24T16:38:00Z,65.00,36.00
2025-07-24T16:41:00Z,65.00,36.00
2025-07-24T16:46:00Z,65.00,36.00
2025-07-24T16:55:00Z,65.00,36.00
2025-07-24T16:59:00Z,65.00,36.00
2025-07-24T17:01:00Z,65.00,36.00
2025-07-24T17:02:00Z,65.00,36.00
2025-07-24T17:03:00Z,65.00,36.00
2025-07-24T17:11:00Z,65.00,38.00
2025-07-24T17:14:00Z,66.00,38.00
2025-07-24T17:15:00Z,66.00,38.00
2025-07-24T17:19:00Z,66.00,38.00
2025-07-24T17:21:00Z,66.00,40.00
2025-07-24T17:22:00Z,66.00,34.38
2025-07-24T17:23:00Z,70.63,29.00
2025-07-24T17:26:00Z,67.00,29.00
2025-07-24T17:27:00Z,66.03,36.00
2025-07-24T17:29:00Z,65.00,36.00
2025-07-24T17:31:00Z,68.07,35.58
2025-07-24T17:32:00Z,68.07,28.40
2025-07-24T17:34:00Z,66.00,28.40
2025-07-24T17:36:00Z,65.53,28.40
2025-07-24T17:37:00Z,66.12,28.40
2025-07-24T17:39:00Z,64.00,44.09
2025-07-24T17:40:00Z,64.00,40.98
