# event_ticker=KXATPMATCH-26MAY22KOVBUS
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Ignacio Buse
# fav_player=Aleksandar Kovacevic
# dog_player=Ignacio Buse
# kalshi_date=2026-05-22
timestamp,Aleksandar Kovacevic,Ignacio Buse
2026-05-22T01:51:00Z,24.00,
2026-05-22T02:06:00Z,24.00,
2026-05-22T02:25:00Z,24.00,
2026-05-22T02:29:00Z,24.00,77.00
2026-05-22T02:34:00Z,24.00,77.00
2026-05-22T02:39:00Z,24.00,77.00
2026-05-22T02:47:00Z,24.00,77.00
2026-05-22T02:50:00Z,24.00,76.00
2026-05-22T02:55:00Z,24.00,76.00
2026-05-22T02:58:00Z,24.00,77.00
2026-05-22T03:00:00Z,24.00,77.00
2026-05-22T03:05:00Z,24.00,77.00
2026-05-22T03:07:00Z,24.00,77.48
2026-05-22T03:16:00Z,24.00,77.48
2026-05-22T03:18:00Z,24.00,77.00
2026-05-22T03:20:00Z,23.00,77.00
2026-05-22T03:22:00Z,24.00,77.00
2026-05-22T03:24:00Z,24.00,77.00
2026-05-22T03:28:00Z,24.00,77.00
2026-05-22T03:33:00Z,24.00,77.00
2026-05-22T03:36:00Z,24.00,77.00
2026-05-22T03:43:00Z,24.00,77.00
2026-05-22T03:48:00Z,24.00,77.00
2026-05-22T03:51:00Z,24.00,77.00
2026-05-22T03:54:00Z,24.00,77.00
2026-05-22T03:55:00Z,24.00,77.00
2026-05-22T03:56:00Z,23.00,77.00
2026-05-22T03:57:00Z,24.00,77.00
2026-05-22T03:58:00Z,24.00,77.00
2026-05-22T04:00:00Z,24.00,77.00
2026-05-22T04:01:00Z,24.00,77.00
2026-05-22T04:06:00Z,24.00,77.00
2026-05-22T04:07:00Z,24.00,77.00
2026-05-22T04:14:00Z,24.00,77.00
2026-05-22T04:15:00Z,24.00,77.00
2026-05-22T04:27:00Z,24.00,77.00
2026-05-22T04:29:00Z,24.00,77.00
2026-05-22T04:34:00Z,24.00,77.00
2026-05-22T04:36:00Z,24.00,77.00
2026-05-22T04:38:00Z,24.00,77.00
2026-05-22T04:41:00Z,24.00,77.00
2026-05-22T04:44:00Z,24.00,77.00
2026-05-22T04:47:00Z,24.00,77.00
2026-05-22T04:48:00Z,24.00,77.00
2026-05-22T04:49:00Z,24.00,77.00
2026-05-22T04:51:00Z,24.00,77.00
2026-05-22T04:53:00Z,24.00,77.00
2026-05-22T04:54:00Z,24.00,77.00
2026-05-22T04:55:00Z,24.00,77.00
2026-05-22T04:58:00Z,24.00,77.00
2026-05-22T04:59:00Z,24.00,77.00
2026-05-22T05:00:00Z,24.00,77.00
2026-05-22T05:03:00Z,24.00,77.00
2026-05-22T05:05:00Z,24.55,77.00
2026-05-22T05:07:00Z,24.00,77.00
2026-05-22T05:11:00Z,24.00,77.00
2026-05-22T05:12:00Z,24.00,77.00
2026-05-22T05:14:00Z,24.00,77.00
2026-05-22T05:18:00Z,24.00,77.00
2026-05-22T05:26:00Z,24.00,77.00
2026-05-22T05:28:00Z,24.00,77.00
2026-05-22T05:32:00Z,24.00,77.00
2026-05-22T05:33:00Z,23.00,77.00
2026-05-22T05:35:00Z,23.00,76.00
2026-05-22T05:36:00Z,24.00,76.00
2026-05-22T05:37:00Z,24.00,77.00
2026-05-22T05:42:00Z,24.00,77.00
2026-05-22T05:51:00Z,24.00,77.00
2026-05-22T05:52:00Z,24.00,77.00
2026-05-22T05:53:00Z,24.00,77.00
2026-05-22T05:56:00Z,24.00,77.00
2026-05-22T06:03:00Z,24.00,77.00
2026-05-22T06:04:00Z,24.00,77.00
2026-05-22T06:12:00Z,24.00,77.00
2026-05-22T06:13:00Z,24.00,77.00
2026-05-22T06:15:00Z,24.00,77.00
2026-05-22T06:17:00Z,24.00,77.00
2026-05-22T06:18:00Z,24.00,77.00
2026-05-22T06:20:00Z,24.00,77.00
2026-05-22T06:24:00Z,24.00,77.00
2026-05-22T06:25:00Z,24.00,77.00
2026-05-22T06:28:00Z,24.00,77.00
2026-05-22T06:32:00Z,24.00,77.00
2026-05-22T06:37:00Z,24.00,77.00
2026-05-22T06:42:00Z,24.00,77.00
2026-05-22T06:45:00Z,24.00,77.00
2026-05-22T06:47:00Z,24.00,77.00
2026-05-22T06:50:00Z,24.00,77.00
2026-05-22T06:54:00Z,24.00,77.00
2026-05-22T07:02:00Z,24.00,77.00
2026-05-22T07:08:00Z,24.00,77.00
2026-05-22T07:10:00Z,24.00,77.00
2026-05-22T07:18:00Z,24.00,77.00
2026-05-22T07:19:00Z,24.00,77.00
2026-05-22T07:20:00Z,24.00,77.00
2026-05-22T07:31:00Z,24.00,77.00
2026-05-22T07:39:00Z,24.00,77.00
2026-05-22T07:43:00Z,24.00,77.00
2026-05-22T07:47:00Z,24.00,77.00
2026-05-22T07:49:00Z,24.00,77.00
2026-05-22T07:54:00Z,24.00,76.00
2026-05-22T07:56:00Z,24.00,77.00
2026-05-22T08:02:00Z,24.00,77.00
2026-05-22T08:06:00Z,24.00,77.00
2026-05-22T08:09:00Z,24.00,77.00
2026-05-22T08:13:00Z,24.00,76.00
2026-05-22T08:20:00Z,24.00,77.00
2026-05-22T08:32:00Z,24.00,77.00
2026-05-22T08:34:00Z,24.00,77.00
2026-05-22T08:37:00Z,24.00,77.00
2026-05-22T08:38:00Z,24.00,77.00
2026-05-22T08:41:00Z,24.00,77.00
2026-05-22T08:54:00Z,23.00,76.00
2026-05-22T08:58:00Z,24.00,76.00
2026-05-22T09:04:00Z,24.00,77.00
2026-05-22T09:09:00Z,24.00,77.00
2026-05-22T09:12:00Z,24.00,77.00
2026-05-22T09:14:00Z,24.00,77.00
2026-05-22T09:27:00Z,24.00,77.00
2026-05-22T09:29:00Z,24.00,77.00
2026-05-22T09:30:00Z,24.00,77.00
2026-05-22T09:34:00Z,24.00,77.00
2026-05-22T09:51:00Z,24.00,77.00
2026-05-22T09:52:00Z,24.00,77.00
2026-05-22T09:55:00Z,24.00,77.00
2026-05-22T09:58:00Z,24.00,77.00
2026-05-22T09:59:00Z,24.00,77.00
2026-05-22T10:12:00Z,24.00,77.00
2026-05-22T10:14:00Z,24.00,77.00
2026-05-22T10:19:00Z,24.00,77.00
2026-05-22T10:26:00Z,24.00,77.00
2026-05-22T10:28:00Z,24.00,77.00
2026-05-22T10:31:00Z,24.00,76.00
2026-05-22T10:32:00Z,24.00,76.00
2026-05-22T10:34:00Z,24.00,77.00
2026-05-22T10:35:00Z,24.00,76.00
2026-05-22T10:36:00Z,24.00,77.00
2026-05-22T10:41:00Z,24.00,77.00
2026-05-22T10:42:00Z,24.00,77.00
2026-05-22T10:45:00Z,24.00,77.00
2026-05-22T10:48:00Z,24.00,76.00
2026-05-22T10:59:00Z,24.00,76.00
2026-05-22T11:12:00Z,24.00,76.00
2026-05-22T11:13:00Z,23.00,76.00
2026-05-22T11:16:00Z,23.00,76.00
2026-05-22T11:19:00Z,24.00,76.00
2026-05-22T11:20:00Z,24.00,76.00
2026-05-22T11:25:00Z,24.00,76.00
2026-05-22T11:30:00Z,24.00,75.02
2026-05-22T11:34:00Z,23.70,76.00
2026-05-22T11:42:00Z,23.70,76.00
2026-05-22T11:43:00Z,23.70,75.00
2026-05-22T11:44:00Z,23.70,74.00
2026-05-22T11:45:00Z,23.70,75.00
2026-05-22T11:46:00Z,23.70,75.00
2026-05-22T11:47:00Z,24.00,75.00
2026-05-22T11:50:00Z,24.00,75.00
2026-05-22T11:51:00Z,24.00,75.00
2026-05-22T11:53:00Z,24.00,75.00
2026-05-22T11:56:00Z,24.00,75.00
2026-05-22T11:57:00Z,24.00,75.00
2026-05-22T12:01:00Z,23.00,75.00
2026-05-22T12:02:00Z,24.00,75.00
2026-05-22T12:03:00Z,24.00,75.00
2026-05-22T12:06:00Z,24.00,75.00
2026-05-22T12:08:00Z,24.00,75.00
2026-05-22T12:14:00Z,25.31,75.00
2026-05-22T12:19:00Z,25.31,75.00
2026-05-22T12:22:00Z,25.00,75.00
2026-05-22T12:24:00Z,25.97,75.00
2026-05-22T12:27:00Z,26.00,75.00
2026-05-22T12:28:00Z,26.00,75.00
2026-05-22T12:34:00Z,26.00,75.00
2026-05-22T12:35:00Z,26.00,75.00
2026-05-22T12:36:00Z,26.14,75.00
2026-05-22T12:38:00Z,26.00,75.00
2026-05-22T12:39:00Z,27.00,75.00
2026-05-22T12:42:00Z,27.00,75.00
2026-05-22T12:44:00Z,26.00,75.00
2026-05-22T12:46:00Z,26.00,75.00
2026-05-22T12:47:00Z,26.00,75.00
2026-05-22T12:50:00Z,26.00,75.00
2026-05-22T12:54:00Z,26.00,75.00
2026-05-22T12:56:00Z,26.00,75.00
2026-05-22T12:57:00Z,26.00,75.00
2026-05-22T13:01:00Z,26.00,75.00
2026-05-22T13:02:00Z,26.00,75.00
2026-05-22T13:03:00Z,26.00,75.00
2026-05-22T13:04:00Z,26.00,75.00
2026-05-22T13:05:00Z,26.00,75.00
2026-05-22T13:06:00Z,26.00,75.00
2026-05-22T13:14:00Z,26.00,75.00
2026-05-22T13:15:00Z,26.00,75.00
2026-05-22T13:16:00Z,26.00,75.00
2026-05-22T13:18:00Z,26.00,75.00
2026-05-22T13:19:00Z,26.00,75.00
2026-05-22T13:20:00Z,26.00,75.00
2026-05-22T13:21:00Z,26.00,75.00
2026-05-22T13:22:00Z,26.00,75.00
2026-05-22T13:24:00Z,26.00,75.00
2026-05-22T13:25:00Z,26.00,75.00
2026-05-22T13:26:00Z,26.00,75.00
2026-05-22T13:27:00Z,26.00,75.00
2026-05-22T13:28:00Z,26.00,75.00
2026-05-22T13:29:00Z,26.00,74.41
