# event_ticker=KXATPMATCH-25SEP17BERSHA
# final_score=6-1 5-7 6-4
# match_winner=Juncheng Shang
# fav_player=Juncheng Shang
# dog_player=Zizou Bergs
# kalshi_date=2025-09-17
timestamp,Juncheng Shang,Zizou Bergs
2025-09-16T23:56:00Z,,46.00
2025-09-17T00:08:00Z,56.00,46.00
2025-09-17T01:10:00Z,56.00,46.00
2025-09-17T01:11:00Z,56.00,46.00
2025-09-17T01:59:00Z,56.00,46.00
2025-09-17T02:18:00Z,56.00,46.00
2025-09-17T02:19:00Z,56.00,46.00
2025-09-17T02:28:00Z,56.00,46.00
2025-09-17T03:14:00Z,55.00,47.00
2025-09-17T03:19:00Z,55.00,47.00
2025-09-17T03:30:00Z,55.00,47.00
2025-09-17T03:32:00Z,56.00,47.00
2025-09-17T03:54:00Z,56.00,46.00
2025-09-17T04:06:00Z,55.00,46.00
2025-09-17T04:14:00Z,55.00,46.00
2025-09-17T04:19:00Z,56.00,46.00
2025-09-17T04:21:00Z,56.00,46.00
2025-09-17T04:23:00Z,56.00,46.00
2025-09-17T04:27:00Z,56.00,46.00
2025-09-17T04:30:00Z,56.00,46.00
2025-09-17T04:32:00Z,56.00,46.00
2025-09-17T04:38:00Z,56.00,46.00
2025-09-17T04:51:00Z,54.00,46.00
2025-09-17T04:57:00Z,54.00,46.00
2025-09-17T05:20:00Z,54.00,46.00
2025-09-17T05:32:00Z,54.00,46.00
2025-09-17T05:33:00Z,55.00,46.00
2025-09-17T05:40:00Z,56.00,46.00
2025-09-17T05:44:00Z,56.00,46.00
2025-09-17T05:49:00Z,56.00,46.00
2025-09-17T05:53:00Z,56.00,46.00
2025-09-17T05:54:00Z,56.00,46.00
2025-09-17T06:15:00Z,56.00,46.00
2025-09-17T06:19:00Z,56.00,46.00
2025-09-17T06:29:00Z,56.00,45.00
2025-09-17T06:49:00Z,56.00,45.00
2025-09-17T06:50:00Z,56.00,45.00
2025-09-17T07:08:00Z,56.00,45.00
2025-09-17T07:15:00Z,56.00,45.00
2025-09-17T07:32:00Z,56.00,44.00
2025-09-17T07:33:00Z,56.00,44.00
2025-09-17T07:37:00Z,56.00,44.00
2025-09-17T07:40:00Z,56.00,44.00
2025-09-17T07:42:00Z,56.00,44.00
2025-09-17T07:48:00Z,56.00,44.00
2025-09-17T07:49:00Z,56.00,44.00
2025-09-17T07:56:00Z,56.00,44.00
2025-09-17T08:14:00Z,56.00,44.00
2025-09-17T08:15:00Z,56.00,44.00
2025-09-17T08:21:00Z,56.00,44.00
2025-09-17T08:39:00Z,56.00,44.00
2025-09-17T08:44:00Z,56.00,46.00
2025-09-17T09:19:00Z,56.00,46.00
2025-09-17T09:21:00Z,56.00,46.00
2025-09-17T09:38:00Z,56.00,46.00
2025-09-17T09:55:00Z,56.00,46.00
2025-09-17T09:57:00Z,56.00,46.11
2025-09-17T09:59:00Z,56.00,47.00
2025-09-17T10:22:00Z,56.00,47.00
2025-09-17T10:23:00Z,56.00,47.00
2025-09-17T10:27:00Z,56.00,48.00
2025-09-17T10:28:00Z,56.00,48.00
2025-09-17T10:31:00Z,56.00,46.00
2025-09-17T10:32:00Z,55.00,46.00
2025-09-17T10:33:00Z,55.00,48.00
2025-09-17T10:35:00Z,52.00,48.85
2025-09-17T10:36:00Z,52.00,47.11
2025-09-17T10:37:00Z,54.00,45.11
2025-09-17T10:38:00Z,54.00,45.00
2025-09-17T10:40:00Z,59.00,45.00
2025-09-17T10:41:00Z,59.00,43.02
2025-09-17T10:42:00Z,70.38,35.45
2025-09-17T10:43:00Z,77.00,28.48
2025-09-17T10:44:00Z,75.00,28.48
2025-09-17T10:45:00Z,75.00,26.00
2025-09-17T10:46:00Z,76.58,26.00
2025-09-17T10:47:00Z,80.12,26.00
2025-09-17T10:48:00Z,80.12,21.00
2025-09-17T10:50:00Z,83.98,21.00
2025-09-17T10:51:00Z,83.14,17.00
2025-09-17T10:52:00Z,83.00,18.00
2025-09-17T10:53:00Z,83.00,17.00
2025-09-17T10:54:00Z,83.00,17.00
2025-09-17T10:55:00Z,82.88,17.00
2025-09-17T10:56:00Z,82.33,17.00
2025-09-17T10:59:00Z,80.59,17.00
2025-09-17T11:00:00Z,83.00,17.00
2025-09-17T11:01:00Z,84.01,17.00
2025-09-17T11:02:00Z,83.04,19.39
2025-09-17T11:03:00Z,82.00,17.15
2025-09-17T11:04:00Z,81.00,17.15
2025-09-17T11:05:00Z,81.00,17.15
2025-09-17T11:06:00Z,79.51,19.00
2025-09-17T11:07:00Z,80.00,19.00
2025-09-17T11:08:00Z,80.00,22.50
2025-09-17T11:09:00Z,81.00,19.00
2025-09-17T11:10:00Z,81.00,19.00
2025-09-17T11:11:00Z,84.00,18.93
2025-09-17T11:12:00Z,80.00,18.93
2025-09-17T11:13:00Z,79.61,18.93
