# event_ticker=KXATPMATCH-25SEP17BERSHA
# final_score=6-1 5-7 6-4
# match_winner=Juncheng Shang
# fav_player=Juncheng Shang
# dog_player=Zizou Bergs
# kalshi_date=2025-09-17
timestamp,Juncheng Shang,Zizou Bergs
2025-09-17T11:14:00Z,79.61,22.00
2025-09-17T11:15:00Z,79.61,23.00
2025-09-17T11:16:00Z,80.36,23.00
2025-09-17T11:19:00Z,80.36,22.35
2025-09-17T11:21:00Z,80.36,25.00
2025-09-17T11:22:00Z,76.00,23.85
2025-09-17T11:23:00Z,77.00,23.85
2025-09-17T11:25:00Z,78.00,23.85
2025-09-17T11:26:00Z,77.21,23.29
2025-09-17T11:28:00Z,77.21,29.00
2025-09-17T11:35:00Z,85.00,29.00
2025-09-17T11:36:00Z,84.09,29.00
2025-09-17T11:37:00Z,84.09,35.00
2025-09-17T11:38:00Z,84.09,35.00
2025-09-17T11:39:00Z,84.09,39.50
2025-09-17T11:40:00Z,79.00,48.00
2025-09-17T11:41:00Z,81.00,47.00
2025-09-17T11:42:00Z,80.00,52.00
2025-09-17T11:43:00Z,35.29,52.00
2025-09-17T11:45:00Z,35.29,77.88
2025-09-17T11:47:00Z,35.29,81.00
2025-09-17T11:49:00Z,73.02,27.84
2025-09-17T11:50:00Z,79.37,27.00
2025-09-17T11:51:00Z,74.00,26.00
2025-09-17T11:52:00Z,68.35,33.67
2025-09-17T11:53:00Z,68.48,34.00
2025-09-17T11:54:00Z,69.13,38.00
2025-09-17T11:55:00Z,67.00,33.02
2025-09-17T11:56:00Z,71.80,28.61
2025-09-17T11:57:00Z,72.12,30.48
2025-09-17T11:58:00Z,63.04,39.10
2025-09-17T11:59:00Z,79.22,37.34
2025-09-17T12:00:00Z,65.06,45.34
2025-09-17T12:01:00Z,75.00,59.11
2025-09-17T12:02:00Z,44.57,57.00
2025-09-17T12:03:00Z,44.57,59.00
2025-09-17T12:05:00Z,44.57,60.67
2025-09-17T12:06:00Z,44.00,56.05
2025-09-17T12:07:00Z,42.00,56.05
2025-09-17T12:08:00Z,42.00,80.00
2025-09-17T12:09:00Z,48.00,80.00
2025-09-17T12:10:00Z,38.06,62.00
2025-09-17T12:11:00Z,49.45,54.99
2025-09-17T12:12:00Z,52.94,52.55
2025-09-17T12:13:00Z,49.69,52.48
2025-09-17T12:14:00Z,53.08,50.28
2025-09-17T12:15:00Z,59.14,43.67
2025-09-17T12:16:00Z,67.51,50.14
2025-09-17T12:17:00Z,85.78,26.66
2025-09-17T12:18:00Z,84.12,19.97
2025-09-17T12:19:00Z,81.15,22.82
2025-09-17T12:20:00Z,83.42,17.64
2025-09-17T12:21:00Z,89.22,13.46
2025-09-17T12:22:00Z,91.58,10.27
2025-09-17T12:23:00Z,89.87,13.94
2025-09-17T12:24:00Z,83.14,20.00
2025-09-17T12:25:00Z,85.49,17.69
2025-09-17T12:26:00Z,85.52,21.00
2025-09-17T12:27:00Z,89.53,14.55
2025-09-17T12:28:00Z,89.88,11.21
2025-09-17T12:29:00Z,91.99,11.28
2025-09-17T12:30:00Z,87.10,11.04
2025-09-17T12:31:00Z,85.50,12.91
2025-09-17T12:32:00Z,85.77,14.77
2025-09-17T12:33:00Z,78.37,19.32
2025-09-17T12:34:00Z,65.42,34.11
2025-09-17T12:35:00Z,58.30,41.78
2025-09-17T12:36:00Z,70.28,31.91
2025-09-17T12:37:00Z,84.74,17.76
2025-09-17T12:38:00Z,91.35,7.70
2025-09-17T12:39:00Z,91.00,9.52
2025-09-17T12:40:00Z,90.00,10.00
2025-09-17T12:41:00Z,90.96,9.74
2025-09-17T12:42:00Z,91.71,11.00
2025-09-17T12:43:00Z,94.83,7.52
2025-09-17T12:44:00Z,98.45,3.41
2025-09-17T12:45:00Z,99.00,1.00
2025-09-17T12:46:00Z,99.00,1.00
