# event_ticker=KXATPCHALLENGERMATCH-26MAR23MATMIL
# final_score=6-4 5-7 6-4
# match_winner=Hayato Matsuoka
# fav_player=Hayato Matsuoka
# dog_player=Ognjen Milic
# kalshi_date=2026-03-23
timestamp,Hayato Matsuoka,Ognjen Milic
2026-03-22T18:46:00Z,,51.00
2026-03-22T22:08:00Z,51.00,49.00
2026-03-22T22:45:00Z,51.00,46.00
2026-03-23T00:39:00Z,51.00,46.00
2026-03-23T02:00:00Z,55.00,46.00
2026-03-23T02:06:00Z,55.00,46.00
2026-03-23T02:09:00Z,55.00,46.00
2026-03-23T02:23:00Z,55.00,46.00
2026-03-23T02:25:00Z,55.00,46.00
2026-03-23T02:52:00Z,55.00,46.00
2026-03-23T02:55:00Z,55.00,46.00
2026-03-23T02:56:00Z,55.00,46.00
2026-03-23T03:00:00Z,55.00,46.00
2026-03-23T03:28:00Z,56.00,46.00
2026-03-23T03:34:00Z,56.00,45.00
2026-03-23T03:44:00Z,57.00,45.00
2026-03-23T03:52:00Z,55.00,45.00
2026-03-23T03:53:00Z,57.00,45.00
2026-03-23T03:56:00Z,57.00,43.00
2026-03-23T03:59:00Z,57.00,43.00
2026-03-23T04:00:00Z,57.00,43.00
2026-03-23T04:01:00Z,57.00,45.00
2026-03-23T04:02:00Z,57.00,45.00
2026-03-23T04:07:00Z,57.00,45.00
2026-03-23T04:08:00Z,56.00,45.00
2026-03-23T04:10:00Z,56.00,45.00
2026-03-23T04:11:00Z,56.95,45.00
2026-03-23T04:12:00Z,56.95,45.00
2026-03-23T04:14:00Z,57.00,45.00
2026-03-23T04:15:00Z,57.00,45.00
2026-03-23T04:19:00Z,57.00,45.00
2026-03-23T04:21:00Z,57.00,45.00
2026-03-23T04:22:00Z,57.00,45.00
2026-03-23T04:24:00Z,57.00,45.00
2026-03-23T04:29:00Z,57.00,45.00
2026-03-23T04:30:00Z,57.00,45.00
2026-03-23T04:32:00Z,56.23,45.00
2026-03-23T04:33:00Z,56.23,45.00
2026-03-23T04:34:00Z,55.25,45.00
2026-03-23T04:35:00Z,55.25,46.00
2026-03-23T04:36:00Z,55.25,46.00
2026-03-23T04:37:00Z,57.00,43.29
2026-03-23T04:38:00Z,57.00,44.12
2026-03-23T04:39:00Z,57.00,46.00
2026-03-23T04:40:00Z,57.00,46.00
2026-03-23T04:41:00Z,57.00,45.40
2026-03-23T04:42:00Z,57.00,46.00
2026-03-23T04:44:00Z,57.00,46.00
2026-03-23T04:46:00Z,57.00,46.00
2026-03-23T04:47:00Z,57.00,46.00
2026-03-23T04:48:00Z,57.00,46.00
2026-03-23T04:49:00Z,57.00,46.00
2026-03-23T04:51:00Z,57.00,46.00
2026-03-23T04:52:00Z,57.00,46.00
2026-03-23T04:53:00Z,57.00,46.00
2026-03-23T04:54:00Z,57.00,45.40
2026-03-23T04:55:00Z,57.00,46.00
2026-03-23T04:56:00Z,57.00,46.00
2026-03-23T04:57:00Z,57.00,46.00
2026-03-23T04:58:00Z,57.00,46.00
2026-03-23T04:59:00Z,57.00,46.00
2026-03-23T05:00:00Z,57.00,46.00
2026-03-23T05:02:00Z,57.00,45.00
2026-03-23T05:03:00Z,57.00,45.00
2026-03-23T05:04:00Z,57.00,45.00
2026-03-23T05:05:00Z,57.00,45.00
2026-03-23T05:06:00Z,57.00,45.96
2026-03-23T05:07:00Z,57.00,45.96
2026-03-23T05:08:00Z,57.00,46.00
2026-03-23T05:09:00Z,57.00,46.00
2026-03-23T05:10:00Z,57.00,46.00
2026-03-23T05:11:00Z,56.87,45.00
2026-03-23T05:12:00Z,57.00,45.00
2026-03-23T05:13:00Z,57.00,45.00
2026-03-23T05:14:00Z,57.00,45.00
2026-03-23T05:15:00Z,57.00,45.00
2026-03-23T05:16:00Z,57.00,45.00
2026-03-23T05:17:00Z,57.00,45.00
2026-03-23T05:18:00Z,57.00,45.00
2026-03-23T05:19:00Z,57.00,45.00
2026-03-23T05:20:00Z,56.81,45.00
2026-03-23T05:21:00Z,58.00,45.95
2026-03-23T05:22:00Z,58.00,45.00
2026-03-23T05:23:00Z,58.00,45.00
2026-03-23T05:24:00Z,58.00,45.00
2026-03-23T05:25:00Z,57.36,45.00
2026-03-23T05:26:00Z,55.78,45.00
2026-03-23T05:27:00Z,58.00,45.00
2026-03-23T05:28:00Z,58.00,45.00
2026-03-23T05:29:00Z,58.00,45.00
2026-03-23T05:30:00Z,57.80,45.00
2026-03-23T05:31:00Z,58.00,45.00
2026-03-23T05:32:00Z,57.54,44.26
2026-03-23T05:33:00Z,57.90,45.00
2026-03-23T05:34:00Z,57.57,44.52
2026-03-23T05:35:00Z,57.92,44.79
2026-03-23T05:36:00Z,59.32,44.00
2026-03-23T05:37:00Z,58.48,43.82
2026-03-23T05:38:00Z,53.13,49.11
2026-03-23T05:39:00Z,52.71,50.53
2026-03-23T05:40:00Z,51.67,50.69
2026-03-23T05:41:00Z,53.74,49.11
2026-03-23T05:42:00Z,49.28,53.61
2026-03-23T05:43:00Z,47.90,54.72
2026-03-23T05:44:00Z,50.10,52.20
2026-03-23T05:45:00Z,51.72,49.48
2026-03-23T05:46:00Z,54.03,49.60
2026-03-23T05:47:00Z,50.07,51.71
2026-03-23T05:48:00Z,54.18,48.22
2026-03-23T05:49:00Z,58.74,44.51
2026-03-23T05:50:00Z,56.59,44.99
2026-03-23T05:51:00Z,55.21,46.60
2026-03-23T05:52:00Z,52.65,50.72
2026-03-23T05:53:00Z,51.05,50.79
2026-03-23T05:54:00Z,49.18,51.14
2026-03-23T05:55:00Z,47.44,53.24
2026-03-23T05:56:00Z,49.23,52.21
2026-03-23T05:57:00Z,53.11,47.64
2026-03-23T05:58:00Z,48.50,52.88
2026-03-23T05:59:00Z,47.80,53.66
2026-03-23T06:00:00Z,46.40,54.42
2026-03-23T06:01:00Z,40.45,61.66
2026-03-23T06:02:00Z,38.40,62.72
2026-03-23T06:03:00Z,40.10,58.51
2026-03-23T06:04:00Z,43.99,58.24
2026-03-23T06:05:00Z,45.88,57.37
2026-03-23T06:06:00Z,47.97,53.79
2026-03-23T06:07:00Z,52.81,46.75
2026-03-23T06:08:00Z,63.42,35.27
2026-03-23T06:09:00Z,69.18,31.24
2026-03-23T06:10:00Z,70.55,30.36
2026-03-23T06:11:00Z,72.24,29.27
2026-03-23T06:12:00Z,75.92,23.55
2026-03-23T06:13:00Z,79.18,19.76
2026-03-23T06:14:00Z,79.46,20.78
2026-03-23T06:15:00Z,76.32,24.71
2026-03-23T06:16:00Z,74.76,26.05
2026-03-23T06:17:00Z,71.14,30.39
2026-03-23T06:18:00Z,69.87,29.39
2026-03-23T06:19:00Z,77.33,29.29
2026-03-23T06:20:00Z,76.49,22.14
2026-03-23T06:21:00Z,74.02,29.48
2026-03-23T06:22:00Z,77.51,21.91
2026-03-23T06:23:00Z,78.57,21.95
2026-03-23T06:24:00Z,76.07,24.49
2026-03-23T06:25:00Z,72.78,28.62
2026-03-23T06:26:00Z,74.81,26.40
2026-03-23T06:27:00Z,76.78,22.39
2026-03-23T06:28:00Z,72.62,26.40
2026-03-23T06:29:00Z,72.97,27.28
2026-03-23T06:30:00Z,75.88,24.84
2026-03-23T06:31:00Z,77.06,23.80
2026-03-23T06:32:00Z,77.05,24.58
2026-03-23T06:33:00Z,73.16,28.68
2026-03-23T06:34:00Z,71.00,29.51
2026-03-23T06:35:00Z,75.95,25.92
2026-03-23T06:36:00Z,77.79,23.93
2026-03-23T06:37:00Z,76.15,24.64
2026-03-23T06:38:00Z,72.82,27.27
2026-03-23T06:39:00Z,73.06,27.98
2026-03-23T06:40:00Z,74.64,26.69
2026-03-23T06:41:00Z,75.20,22.79
2026-03-23T06:42:00Z,77.10,22.63
2026-03-23T06:43:00Z,76.41,23.94
2026-03-23T06:44:00Z,78.39,19.61
2026-03-23T06:45:00Z,90.78,9.71
2026-03-23T06:46:00Z,93.78,7.99
2026-03-23T06:47:00Z,95.34,4.66
2026-03-23T06:48:00Z,92.87,7.95
2026-03-23T06:49:00Z,88.15,12.86
2026-03-23T06:50:00Z,86.97,14.16
