# event_ticker=KXATPCHALLENGERMATCH-26APR07JARDAM
# final_score=6-1 RET
# match_winner=Nicolas Jarry
# fav_player=Nicolas Jarry
# dog_player=Miguel Damas
# kalshi_date=2026-04-07
timestamp,Nicolas Jarry,Miguel Damas
2026-04-07T00:10:00Z,,33.00
2026-04-07T01:15:00Z,70.00,33.00
2026-04-07T01:19:00Z,70.00,33.00
2026-04-07T01:28:00Z,70.00,33.00
2026-04-07T01:54:00Z,70.00,33.00
2026-04-07T01:55:00Z,70.00,33.00
2026-04-07T02:04:00Z,70.00,33.00
2026-04-07T02:06:00Z,70.00,33.00
2026-04-07T02:16:00Z,70.00,33.00
2026-04-07T02:43:00Z,69.40,33.00
2026-04-07T02:46:00Z,70.00,33.00
2026-04-07T03:22:00Z,70.00,33.00
2026-04-07T04:02:00Z,70.00,32.00
2026-04-07T04:10:00Z,70.00,32.00
2026-04-07T04:12:00Z,70.00,32.00
2026-04-07T04:23:00Z,70.00,32.00
2026-04-07T04:25:00Z,70.00,32.00
2026-04-07T04:26:00Z,70.00,32.00
2026-04-07T04:35:00Z,70.00,32.00
2026-04-07T04:36:00Z,70.00,32.00
2026-04-07T04:40:00Z,70.00,30.00
2026-04-07T04:43:00Z,70.00,30.00
2026-04-07T05:00:00Z,70.00,30.00
2026-04-07T05:05:00Z,70.00,30.00
2026-04-07T05:27:00Z,70.00,30.00
2026-04-07T05:44:00Z,70.00,30.00
2026-04-07T06:20:00Z,70.00,31.00
2026-04-07T06:21:00Z,70.00,31.00
2026-04-07T07:11:00Z,70.00,30.00
2026-04-07T07:17:00Z,70.28,30.00
2026-04-07T07:46:00Z,71.00,30.00
2026-04-07T07:51:00Z,71.00,30.00
2026-04-07T07:53:00Z,71.00,30.00
2026-04-07T07:56:00Z,71.00,31.00
2026-04-07T07:58:00Z,71.00,31.00
2026-04-07T07:59:00Z,71.00,31.00
2026-04-07T08:05:00Z,71.00,31.00
2026-04-07T08:09:00Z,71.00,31.00
2026-04-07T08:21:00Z,71.00,31.00
2026-04-07T08:25:00Z,70.00,32.41
2026-04-07T08:39:00Z,71.00,32.41
2026-04-07T08:40:00Z,71.00,32.50
2026-04-07T08:41:00Z,69.00,32.50
2026-04-07T08:42:00Z,71.99,32.50
2026-04-07T08:43:00Z,71.99,29.03
2026-04-07T08:44:00Z,70.26,31.00
2026-04-07T08:45:00Z,68.24,31.00
2026-04-07T08:46:00Z,68.24,32.17
2026-04-07T08:47:00Z,68.24,27.00
2026-04-07T08:48:00Z,72.00,29.59
2026-04-07T08:49:00Z,72.00,27.00
2026-04-07T08:50:00Z,72.00,27.00
2026-04-07T08:51:00Z,76.98,23.30
2026-04-07T08:52:00Z,81.00,23.30
2026-04-07T08:53:00Z,80.89,23.30
2026-04-07T08:54:00Z,82.00,19.50
2026-04-07T08:55:00Z,84.51,19.50
2026-04-07T08:56:00Z,85.00,13.24
2026-04-07T08:57:00Z,85.00,10.00
2026-04-07T08:58:00Z,85.00,11.00
2026-04-07T09:00:00Z,85.00,12.00
2026-04-07T09:01:00Z,92.22,9.94
2026-04-07T09:02:00Z,92.22,12.00
2026-04-07T09:03:00Z,91.00,12.00
2026-04-07T09:04:00Z,91.00,12.79
2026-04-07T09:07:00Z,91.00,11.00
2026-04-07T09:08:00Z,90.00,11.00
2026-04-07T09:09:00Z,90.00,11.00
2026-04-07T09:11:00Z,92.00,10.00
2026-04-07T09:12:00Z,98.39,1.77
2026-04-07T09:13:00Z,99.00,1.77
2026-04-07T09:16:00Z,99.00,1.00
