# event_ticker=KXATPCHALLENGERMATCH-26APR11ANDDOS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Stefan Dostanic
# fav_player=Andres Andrade
# dog_player=Stefan Dostanic
# kalshi_date=2026-04-11
timestamp,Andres Andrade,Stefan Dostanic
2026-04-11T05:49:00Z,56.00,
2026-04-11T05:56:00Z,56.00,45.00
2026-04-11T06:02:00Z,57.00,45.00
2026-04-11T06:17:00Z,57.00,45.00
2026-04-11T06:24:00Z,57.00,45.00
2026-04-11T06:31:00Z,57.00,45.00
2026-04-11T06:43:00Z,57.00,45.00
2026-04-11T06:47:00Z,55.00,45.00
2026-04-11T06:58:00Z,56.00,45.00
2026-04-11T07:33:00Z,56.00,45.00
2026-04-11T07:58:00Z,56.00,45.00
2026-04-11T08:10:00Z,56.00,45.00
2026-04-11T08:11:00Z,56.00,45.00
2026-04-11T08:39:00Z,56.00,45.00
2026-04-11T08:49:00Z,56.00,45.00
2026-04-11T10:01:00Z,56.00,45.71
2026-04-11T10:15:00Z,56.00,45.71
2026-04-11T12:12:00Z,56.00,45.71
2026-04-11T12:36:00Z,54.00,46.00
2026-04-11T12:41:00Z,55.00,46.00
2026-04-11T12:49:00Z,55.00,46.00
2026-04-11T12:54:00Z,55.00,46.00
2026-04-11T13:00:00Z,55.00,47.00
2026-04-11T13:19:00Z,55.00,46.00
2026-04-11T13:24:00Z,55.00,46.00
2026-04-11T13:34:00Z,55.00,46.00
2026-04-11T13:42:00Z,56.00,46.00
2026-04-11T13:57:00Z,56.00,46.00
2026-04-11T14:28:00Z,55.00,46.00
2026-04-11T14:34:00Z,54.22,46.00
2026-04-11T14:46:00Z,55.00,46.00
2026-04-11T15:03:00Z,55.00,46.00
2026-04-11T15:17:00Z,55.00,46.00
2026-04-11T15:19:00Z,55.00,46.00
2026-04-11T15:23:00Z,55.00,46.00
2026-04-11T15:31:00Z,56.00,46.00
2026-04-11T15:36:00Z,56.00,46.00
2026-04-11T15:37:00Z,56.00,46.00
2026-04-11T15:38:00Z,56.00,46.00
2026-04-11T15:46:00Z,56.00,46.00
2026-04-11T15:55:00Z,56.00,46.00
2026-04-11T15:58:00Z,56.00,46.00
2026-04-11T16:07:00Z,56.00,46.00
2026-04-11T16:08:00Z,56.52,46.00
2026-04-11T16:10:00Z,54.00,46.00
2026-04-11T16:11:00Z,56.00,46.00
2026-04-11T16:12:00Z,56.47,46.00
2026-04-11T16:14:00Z,57.00,46.00
2026-04-11T16:15:00Z,57.00,46.00
2026-04-11T16:16:00Z,57.00,46.00
2026-04-11T16:17:00Z,54.00,46.00
2026-04-11T16:19:00Z,54.00,46.00
2026-04-11T16:22:00Z,54.00,46.00
2026-04-11T16:23:00Z,56.00,46.00
2026-04-11T16:30:00Z,56.00,46.00
2026-04-11T16:33:00Z,57.00,46.00
2026-04-11T16:35:00Z,57.00,45.00
2026-04-11T16:36:00Z,57.00,45.00
2026-04-11T16:37:00Z,57.00,46.00
2026-04-11T16:41:00Z,57.00,46.00
2026-04-11T16:45:00Z,57.00,46.00
2026-04-11T16:46:00Z,56.00,46.00
2026-04-11T16:50:00Z,56.00,46.00
2026-04-11T16:54:00Z,56.00,46.00
2026-04-11T17:00:00Z,56.00,46.00
2026-04-11T17:01:00Z,56.00,46.00
2026-04-11T17:02:00Z,56.00,46.00
2026-04-11T17:03:00Z,56.00,46.00
2026-04-11T17:10:00Z,56.00,46.00
2026-04-11T17:13:00Z,56.00,45.00
2026-04-11T17:20:00Z,56.00,45.00
2026-04-11T17:21:00Z,56.00,45.00
2026-04-11T17:25:00Z,56.00,45.90
2026-04-11T17:26:00Z,56.86,45.90
2026-04-11T17:27:00Z,56.77,45.32
2026-04-11T17:28:00Z,56.00,44.33
2026-04-11T17:29:00Z,55.88,45.31
2026-04-11T17:30:00Z,59.49,43.64
2026-04-11T17:31:00Z,67.72,35.94
2026-04-11T17:32:00Z,68.00,33.33
2026-04-11T17:33:00Z,67.02,34.42
2026-04-11T17:34:00Z,62.02,40.52
2026-04-11T17:35:00Z,63.62,35.18
2026-04-11T17:36:00Z,67.89,32.27
2026-04-11T17:37:00Z,68.10,31.40
2026-04-11T17:38:00Z,68.94,32.00
2026-04-11T17:39:00Z,68.00,33.94
2026-04-11T17:40:00Z,68.00,32.00
2026-04-11T17:41:00Z,68.54,34.31
2026-04-11T17:42:00Z,61.91,38.19
2026-04-11T17:43:00Z,56.80,45.91
2026-04-11T17:44:00Z,59.65,39.46
2026-04-11T17:45:00Z,67.49,33.00
2026-04-11T17:46:00Z,65.01,33.08
2026-04-11T17:47:00Z,62.21,38.94
2026-04-11T17:48:00Z,52.99,45.88
2026-04-11T17:49:00Z,50.43,48.45
2026-04-11T17:50:00Z,50.59,47.93
2026-04-11T17:51:00Z,49.07,51.77
2026-04-11T17:52:00Z,48.93,52.00
2026-04-11T17:53:00Z,53.31,49.34
2026-04-11T17:54:00Z,52.60,47.11
2026-04-11T17:55:00Z,54.68,47.21
2026-04-11T17:56:00Z,59.29,42.67
2026-04-11T17:57:00Z,53.33,46.58
2026-04-11T17:58:00Z,51.26,51.00
2026-04-11T17:59:00Z,52.18,48.16
2026-04-11T18:00:00Z,47.30,52.07
2026-04-11T18:01:00Z,35.43,66.68
2026-04-11T18:02:00Z,32.73,68.32
2026-04-11T18:03:00Z,26.27,73.51
2026-04-11T18:04:00Z,26.38,73.88
2026-04-11T18:05:00Z,27.04,73.87
2026-04-11T18:06:00Z,27.53,72.68
2026-04-11T18:07:00Z,28.34,72.92
2026-04-11T18:08:00Z,24.92,75.22
2026-04-11T18:09:00Z,29.62,70.28
2026-04-11T18:10:00Z,34.06,66.73
2026-04-11T18:11:00Z,39.69,59.64
2026-04-11T18:12:00Z,47.29,52.81
2026-04-11T18:13:00Z,45.69,56.62
2026-04-11T18:14:00Z,41.05,59.87
2026-04-11T18:15:00Z,39.74,62.12
2026-04-11T18:16:00Z,45.19,55.27
2026-04-11T18:17:00Z,40.71,59.60
2026-04-11T18:18:00Z,34.85,65.83
2026-04-11T18:19:00Z,35.11,66.78
2026-04-11T18:20:00Z,30.86,71.21
2026-04-11T18:21:00Z,28.09,72.28
2026-04-11T18:22:00Z,28.48,73.96
2026-04-11T18:23:00Z,18.10,82.01
2026-04-11T18:24:00Z,17.94,80.02
2026-04-11T18:25:00Z,25.61,75.64
2026-04-11T18:26:00Z,30.55,68.52
2026-04-11T18:27:00Z,32.25,68.00
2026-04-11T18:28:00Z,35.18,68.68
2026-04-11T18:29:00Z,34.36,67.57
2026-04-11T18:30:00Z,27.98,72.22
2026-04-11T18:31:00Z,24.92,75.87
2026-04-11T18:32:00Z,18.65,82.25
2026-04-11T18:33:00Z,11.39,89.97
2026-04-11T18:34:00Z,9.83,90.93
2026-04-11T18:35:00Z,16.36,88.37
2026-04-11T18:36:00Z,16.47,84.72
2026-04-11T18:37:00Z,14.16,87.63
2026-04-11T18:38:00Z,8.74,92.17
2026-04-11T18:39:00Z,5.35,95.20
2026-04-11T18:40:00Z,6.05,95.25
2026-04-11T18:41:00Z,3.71,96.92
2026-04-11T18:42:00Z,5.55,94.91
2026-04-11T18:43:00Z,6.67,93.99
2026-04-11T18:44:00Z,5.35,95.22
2026-04-11T18:45:00Z,9.59,91.68
2026-04-11T18:46:00Z,4.65,96.80
2026-04-11T18:47:00Z,1.00,99.00
2026-04-11T18:48:00Z,1.00,99.00
2026-04-11T18:49:00Z,1.00,99.00
2026-04-11T18:50:00Z,1.00,99.00
2026-04-11T18:51:00Z,1.00,99.00
2026-04-11T18:52:00Z,1.00,99.00
