# event_ticker=KXATPMATCH-26APR28TSIRUU
# final_score=6-7(4) 7-6(2) 7-6(3)
# score_resolution=6-7 7-6 7-6
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-28
timestamp,Stefanos Tsitsipas,Casper Ruud
2026-04-28T00:46:00Z,30.00,
2026-04-28T00:47:00Z,30.00,
2026-04-28T00:48:00Z,30.00,72.00
2026-04-28T00:49:00Z,30.00,72.00
2026-04-28T00:51:00Z,30.00,72.00
2026-04-28T00:52:00Z,30.00,72.00
2026-04-28T00:57:00Z,30.00,72.00
2026-04-28T00:59:00Z,30.00,72.00
2026-04-28T01:02:00Z,30.00,72.00
2026-04-28T01:05:00Z,30.00,72.00
2026-04-28T01:07:00Z,30.00,72.00
2026-04-28T01:09:00Z,30.00,72.00
2026-04-28T01:14:00Z,30.00,72.00
2026-04-28T01:15:00Z,30.00,72.00
2026-04-28T01:16:00Z,30.00,72.00
2026-04-28T01:21:00Z,30.00,72.00
2026-04-28T01:26:00Z,30.00,72.00
2026-04-28T01:27:00Z,30.00,72.00
2026-04-28T01:30:00Z,30.00,72.00
2026-04-28T01:44:00Z,30.00,72.00
2026-04-28T01:46:00Z,30.00,72.00
2026-04-28T01:47:00Z,30.00,72.00
2026-04-28T01:48:00Z,30.00,72.00
2026-04-28T01:49:00Z,30.00,72.00
2026-04-28T01:57:00Z,30.00,72.00
2026-04-28T02:00:00Z,30.00,72.00
2026-04-28T02:01:00Z,30.00,70.00
2026-04-28T02:06:00Z,30.00,72.00
2026-04-28T02:08:00Z,30.00,72.00
2026-04-28T02:16:00Z,30.00,72.00
2026-04-28T02:18:00Z,30.00,72.00
2026-04-28T02:19:00Z,28.00,72.00
2026-04-28T02:23:00Z,29.00,72.00
2026-04-28T02:28:00Z,30.00,72.00
2026-04-28T02:29:00Z,30.00,72.00
2026-04-28T02:35:00Z,30.00,72.00
2026-04-28T02:38:00Z,29.00,72.00
2026-04-28T02:39:00Z,29.00,72.00
2026-04-28T02:42:00Z,29.00,72.00
2026-04-28T02:46:00Z,30.00,72.00
2026-04-28T02:48:00Z,30.00,72.00
2026-04-28T02:49:00Z,30.00,72.00
2026-04-28T02:53:00Z,30.00,72.00
2026-04-28T02:57:00Z,30.00,72.00
2026-04-28T03:02:00Z,30.00,72.00
2026-04-28T03:10:00Z,30.00,72.00
2026-04-28T03:15:00Z,30.00,72.00
2026-04-28T03:16:00Z,30.00,72.00
2026-04-28T03:23:00Z,30.00,72.00
2026-04-28T03:27:00Z,30.00,72.00
2026-04-28T03:35:00Z,30.00,72.00
2026-04-28T03:36:00Z,30.00,72.00
2026-04-28T03:39:00Z,30.00,72.00
2026-04-28T03:40:00Z,30.00,72.00
2026-04-28T03:41:00Z,30.00,72.00
2026-04-28T03:46:00Z,30.00,72.00
2026-04-28T03:48:00Z,30.00,72.00
2026-04-28T03:52:00Z,29.00,72.00
2026-04-28T03:53:00Z,30.00,72.00
2026-04-28T04:00:00Z,30.00,72.00
2026-04-28T04:01:00Z,30.00,72.00
2026-04-28T04:03:00Z,30.00,72.00
2026-04-28T04:10:00Z,30.00,72.00
2026-04-28T04:14:00Z,30.00,72.00
2026-04-28T04:19:00Z,30.00,71.00
2026-04-28T04:20:00Z,30.00,71.98
2026-04-28T04:21:00Z,30.00,72.00
2026-04-28T04:23:00Z,30.00,72.00
2026-04-28T04:30:00Z,30.00,72.00
2026-04-28T04:31:00Z,30.00,72.00
2026-04-28T04:32:00Z,30.00,72.00
2026-04-28T04:35:00Z,30.00,72.00
2026-04-28T04:37:00Z,30.00,71.99
2026-04-28T04:38:00Z,30.00,72.00
2026-04-28T04:39:00Z,30.00,72.00
2026-04-28T04:40:00Z,30.00,72.00
2026-04-28T04:48:00Z,30.00,72.00
2026-04-28T04:52:00Z,30.00,72.00
2026-04-28T04:56:00Z,30.00,72.00
2026-04-28T05:03:00Z,30.00,71.00
2026-04-28T05:04:00Z,30.00,71.02
2026-04-28T05:07:00Z,30.00,72.00
2026-04-28T05:09:00Z,30.00,72.00
2026-04-28T05:10:00Z,30.00,72.00
2026-04-28T05:11:00Z,30.00,72.00
2026-04-28T05:15:00Z,30.00,72.00
2026-04-28T05:17:00Z,30.00,72.00
2026-04-28T05:18:00Z,30.00,72.00
2026-04-28T05:19:00Z,30.00,72.00
2026-04-28T05:21:00Z,30.00,72.00
2026-04-28T05:22:00Z,30.00,72.00
2026-04-28T05:23:00Z,30.00,72.00
2026-04-28T05:24:00Z,30.00,72.00
2026-04-28T05:25:00Z,30.00,72.00
2026-04-28T05:26:00Z,30.00,71.84
2026-04-28T05:27:00Z,30.00,72.00
2026-04-28T05:28:00Z,30.00,72.00
2026-04-28T05:29:00Z,30.00,72.00
2026-04-28T05:30:00Z,30.00,72.00
2026-04-28T05:31:00Z,30.00,72.00
2026-04-28T05:32:00Z,30.00,72.00
2026-04-28T05:33:00Z,30.00,72.00
2026-04-28T05:35:00Z,30.00,72.00
2026-04-28T05:36:00Z,30.00,72.00
2026-04-28T05:38:00Z,29.00,72.00
2026-04-28T05:39:00Z,30.00,72.00
2026-04-28T05:41:00Z,30.00,72.00
2026-04-28T05:42:00Z,30.00,72.00
2026-04-28T05:43:00Z,30.00,72.00
2026-04-28T05:44:00Z,30.00,72.00
2026-04-28T05:45:00Z,30.00,72.00
2026-04-28T05:46:00Z,30.00,72.00
2026-04-28T05:47:00Z,30.00,72.00
2026-04-28T05:49:00Z,30.00,72.00
2026-04-28T05:50:00Z,30.00,72.00
2026-04-28T05:51:00Z,30.00,72.00
2026-04-28T05:52:00Z,30.00,72.00
2026-04-28T05:53:00Z,30.00,72.00
2026-04-28T05:54:00Z,30.00,72.00
2026-04-28T05:55:00Z,30.00,72.00
2026-04-28T05:57:00Z,30.00,72.00
2026-04-28T05:58:00Z,30.00,72.00
2026-04-28T05:59:00Z,30.00,72.00
2026-04-28T06:02:00Z,30.00,72.00
2026-04-28T06:04:00Z,30.00,71.24
2026-04-28T06:07:00Z,30.00,72.00
2026-04-28T06:08:00Z,30.00,72.00
2026-04-28T06:10:00Z,30.00,72.00
2026-04-28T06:12:00Z,30.00,72.00
2026-04-28T06:13:00Z,30.00,72.00
2026-04-28T06:14:00Z,30.00,72.00
2026-04-28T06:18:00Z,30.00,72.00
2026-04-28T06:19:00Z,30.00,72.00
2026-04-28T06:20:00Z,30.00,72.00
