# event_ticker=KXATPMATCH-25OCT15ZHUMIC
# final_score=6-2 6-3
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Beibit Zhukayev
# kalshi_date=2025-10-15
timestamp,Alex Michelsen,Beibit Zhukayev
2025-10-14T22:00:00Z,,40.00
2025-10-14T23:10:00Z,,35.00
2025-10-15T00:32:00Z,66.00,35.00
2025-10-15T00:35:00Z,66.00,34.00
2025-10-15T00:41:00Z,66.00,34.00
2025-10-15T01:24:00Z,66.00,34.00
2025-10-15T01:25:00Z,66.00,33.00
2025-10-15T01:34:00Z,66.00,33.00
2025-10-15T01:37:00Z,66.00,34.00
2025-10-15T01:38:00Z,66.00,34.00
2025-10-15T01:52:00Z,66.00,34.00
2025-10-15T01:53:00Z,66.00,35.00
2025-10-15T01:56:00Z,66.00,35.00
2025-10-15T02:00:00Z,66.00,35.00
2025-10-15T02:04:00Z,66.00,35.00
2025-10-15T02:07:00Z,66.00,35.00
2025-10-15T02:28:00Z,66.00,35.00
2025-10-15T02:43:00Z,66.00,35.00
2025-10-15T02:47:00Z,66.00,35.00
2025-10-15T02:49:00Z,66.00,35.00
2025-10-15T03:04:00Z,66.00,35.00
2025-10-15T03:09:00Z,66.00,35.00
2025-10-15T03:10:00Z,66.00,35.00
2025-10-15T03:12:00Z,66.00,35.00
2025-10-15T03:13:00Z,66.00,35.00
2025-10-15T03:19:00Z,66.00,35.00
2025-10-15T03:25:00Z,66.00,35.00
2025-10-15T03:29:00Z,66.00,35.00
2025-10-15T03:35:00Z,66.00,35.00
2025-10-15T03:37:00Z,66.00,35.00
2025-10-15T03:40:00Z,66.00,35.00
2025-10-15T03:46:00Z,66.00,35.00
2025-10-15T04:01:00Z,66.00,35.00
2025-10-15T04:03:00Z,66.00,35.00
2025-10-15T04:13:00Z,66.00,35.00
2025-10-15T04:16:00Z,66.97,35.00
2025-10-15T04:36:00Z,67.00,35.00
2025-10-15T04:41:00Z,67.00,35.00
2025-10-15T04:42:00Z,67.00,35.00
2025-10-15T04:44:00Z,67.00,35.00
2025-10-15T04:47:00Z,67.00,35.00
2025-10-15T04:48:00Z,65.00,35.00
2025-10-15T04:50:00Z,65.00,35.00
2025-10-15T04:54:00Z,65.00,35.00
2025-10-15T04:56:00Z,67.00,35.00
2025-10-15T05:01:00Z,67.00,35.00
2025-10-15T05:08:00Z,67.00,35.00
2025-10-15T05:11:00Z,67.00,35.00
2025-10-15T05:13:00Z,67.00,35.00
2025-10-15T05:19:00Z,67.00,35.00
2025-10-15T05:26:00Z,67.00,35.00
2025-10-15T05:30:00Z,67.00,35.00
2025-10-15T05:34:00Z,66.00,35.00
2025-10-15T05:35:00Z,66.00,35.00
2025-10-15T05:38:00Z,65.00,35.00
2025-10-15T05:39:00Z,66.00,35.00
2025-10-15T05:41:00Z,66.00,35.00
2025-10-15T05:46:00Z,66.00,35.00
2025-10-15T05:53:00Z,66.00,35.00
2025-10-15T05:55:00Z,66.00,35.00
2025-10-15T05:57:00Z,66.00,35.00
2025-10-15T05:58:00Z,66.00,35.00
2025-10-15T05:59:00Z,66.00,35.00
2025-10-15T06:01:00Z,66.00,35.00
2025-10-15T06:03:00Z,66.00,35.00
2025-10-15T06:05:00Z,65.00,35.00
2025-10-15T06:14:00Z,66.00,35.00
2025-10-15T06:23:00Z,66.00,35.00
2025-10-15T06:26:00Z,66.00,35.00
2025-10-15T06:27:00Z,65.00,35.00
2025-10-15T06:47:00Z,66.76,35.00
2025-10-15T06:50:00Z,66.76,35.00
2025-10-15T06:59:00Z,67.00,35.00
2025-10-15T07:11:00Z,67.00,35.00
2025-10-15T07:12:00Z,67.00,35.00
2025-10-15T07:13:00Z,67.00,35.00
2025-10-15T07:20:00Z,67.00,35.00
2025-10-15T07:23:00Z,67.00,35.00
2025-10-15T07:25:00Z,67.00,35.00
2025-10-15T07:30:00Z,66.00,35.00
2025-10-15T07:34:00Z,66.75,35.00
2025-10-15T07:37:00Z,67.00,35.00
2025-10-15T07:39:00Z,67.00,35.00
2025-10-15T07:42:00Z,67.00,35.00
2025-10-15T07:44:00Z,67.00,35.00
2025-10-15T07:47:00Z,67.00,35.00
2025-10-15T07:48:00Z,67.00,35.00
2025-10-15T07:49:00Z,67.00,35.00
2025-10-15T07:50:00Z,67.00,35.00
2025-10-15T07:52:00Z,68.00,35.00
2025-10-15T07:53:00Z,68.62,34.08
2025-10-15T07:54:00Z,68.00,34.00
2025-10-15T07:55:00Z,68.00,34.00
2025-10-15T07:56:00Z,68.14,34.00
2025-10-15T07:57:00Z,69.00,33.04
2025-10-15T07:58:00Z,69.44,33.09
2025-10-15T07:59:00Z,70.83,31.26
2025-10-15T08:00:00Z,70.00,32.00
2025-10-15T08:01:00Z,73.00,32.77
2025-10-15T08:02:00Z,68.00,33.65
2025-10-15T08:03:00Z,67.73,32.94
2025-10-15T08:04:00Z,69.73,32.00
2025-10-15T08:06:00Z,68.93,33.00
2025-10-15T08:07:00Z,73.35,29.00
2025-10-15T08:08:00Z,68.45,28.00
2025-10-15T08:09:00Z,66.00,34.99
2025-10-15T08:10:00Z,66.00,35.00
2025-10-15T08:11:00Z,66.55,34.32
2025-10-15T08:12:00Z,65.32,34.32
2025-10-15T08:13:00Z,64.00,38.97
2025-10-15T08:14:00Z,63.59,38.97
2025-10-15T08:15:00Z,64.00,40.21
2025-10-15T08:16:00Z,62.00,41.32
2025-10-15T08:17:00Z,64.00,39.00
2025-10-15T08:18:00Z,64.00,38.00
2025-10-15T08:19:00Z,68.43,38.00
2025-10-15T08:20:00Z,76.42,29.00
2025-10-15T08:21:00Z,78.32,21.95
2025-10-15T08:22:00Z,81.66,20.98
2025-10-15T08:23:00Z,84.69,17.00
2025-10-15T08:24:00Z,82.00,17.00
2025-10-15T08:25:00Z,82.00,15.44
2025-10-15T08:26:00Z,84.00,16.21
2025-10-15T08:27:00Z,82.00,18.00
2025-10-15T08:28:00Z,84.70,17.15
2025-10-15T08:29:00Z,87.00,13.58
2025-10-15T08:30:00Z,86.80,15.00
2025-10-15T08:31:00Z,87.00,13.00
2025-10-15T08:32:00Z,85.00,15.18
2025-10-15T08:33:00Z,85.00,13.69
2025-10-15T08:34:00Z,91.88,9.84
2025-10-15T08:35:00Z,90.32,11.45
2025-10-15T08:36:00Z,90.00,11.00
2025-10-15T08:37:00Z,87.23,13.00
2025-10-15T08:38:00Z,84.04,13.00
2025-10-15T08:39:00Z,86.04,15.49
2025-10-15T08:40:00Z,88.00,15.49
2025-10-15T08:41:00Z,91.51,12.50
2025-10-15T08:42:00Z,91.14,11.43
2025-10-15T08:43:00Z,91.14,10.06
2025-10-15T08:44:00Z,91.14,11.51
2025-10-15T08:45:00Z,90.61,9.64
2025-10-15T08:46:00Z,93.55,8.66
2025-10-15T08:47:00Z,96.79,7.30
2025-10-15T08:48:00Z,97.65,8.23
2025-10-15T08:49:00Z,91.47,17.13
2025-10-15T08:50:00Z,87.46,16.75
2025-10-15T08:51:00Z,86.00,14.25
2025-10-15T08:52:00Z,89.00,12.33
2025-10-15T08:53:00Z,88.00,12.00
2025-10-15T08:54:00Z,93.17,8.14
2025-10-15T08:55:00Z,96.00,4.09
2025-10-15T08:56:00Z,96.00,2.08
2025-10-15T08:57:00Z,97.88,3.76
2025-10-15T08:58:00Z,97.00,3.21
2025-10-15T08:59:00Z,97.11,2.58
2025-10-15T09:00:00Z,95.00,6.44
2025-10-15T09:01:00Z,94.35,9.76
2025-10-15T09:02:00Z,89.00,10.03
2025-10-15T09:03:00Z,90.22,12.92
2025-10-15T09:04:00Z,92.00,10.74
2025-10-15T09:05:00Z,92.00,5.17
2025-10-15T09:06:00Z,94.87,2.75
2025-10-15T09:07:00Z,98.48,1.30
2025-10-15T09:08:00Z,99.00,2.24
2025-10-15T09:09:00Z,99.00,1.18
2025-10-15T09:10:00Z,99.00,1.18
2025-10-15T09:11:00Z,99.00,1.18
