# event_ticker=KXATPCHALLENGERMATCH-26MAR31FICALV
# final_score=6-0 6-2
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Mateus Alves
# kalshi_date=2026-03-31
timestamp,Juan Pablo Ficovich,Mateus Alves
2026-03-31T11:08:00Z,70.00,
2026-03-31T12:09:00Z,70.55,
2026-03-31T13:02:00Z,69.00,
2026-03-31T13:05:00Z,70.00,
2026-03-31T13:55:00Z,70.00,
2026-03-31T15:50:00Z,69.00,
2026-03-31T16:15:00Z,69.00,30.00
2026-03-31T18:08:00Z,69.00,30.00
2026-03-31T18:31:00Z,69.00,30.00
2026-03-31T18:45:00Z,69.00,31.00
2026-03-31T18:46:00Z,69.00,33.00
2026-03-31T18:49:00Z,69.00,33.00
2026-03-31T18:50:00Z,67.00,33.00
2026-03-31T18:51:00Z,67.00,34.00
2026-03-31T18:58:00Z,67.00,33.00
2026-03-31T19:05:00Z,67.00,33.00
2026-03-31T19:06:00Z,66.00,34.00
2026-03-31T19:13:00Z,66.00,31.00
2026-03-31T19:17:00Z,69.00,31.00
2026-03-31T20:07:00Z,69.00,31.00
2026-03-31T20:15:00Z,69.00,31.00
2026-03-31T20:21:00Z,69.00,31.00
2026-03-31T20:32:00Z,69.00,31.00
2026-03-31T21:05:00Z,70.00,31.00
2026-03-31T21:08:00Z,70.00,34.00
2026-03-31T21:11:00Z,70.00,31.00
2026-03-31T21:20:00Z,69.00,31.00
2026-03-31T21:27:00Z,69.00,31.00
2026-03-31T21:28:00Z,69.00,31.00
2026-03-31T21:32:00Z,69.00,31.00
2026-03-31T21:35:00Z,69.00,31.00
2026-03-31T21:36:00Z,69.00,31.00
2026-03-31T21:37:00Z,66.00,31.00
2026-03-31T21:38:00Z,68.00,31.00
2026-03-31T21:39:00Z,68.00,31.00
2026-03-31T21:41:00Z,68.00,31.00
2026-03-31T21:46:00Z,68.00,33.96
2026-03-31T21:47:00Z,68.67,33.96
2026-03-31T21:52:00Z,69.00,33.96
2026-03-31T21:57:00Z,69.63,33.96
2026-03-31T21:58:00Z,69.00,33.96
2026-03-31T21:59:00Z,69.00,33.00
2026-03-31T22:00:00Z,69.00,33.00
2026-03-31T22:01:00Z,69.00,33.00
2026-03-31T22:02:00Z,69.00,33.00
2026-03-31T22:03:00Z,73.53,29.08
2026-03-31T22:04:00Z,69.25,30.17
2026-03-31T22:05:00Z,76.90,23.87
2026-03-31T22:06:00Z,73.50,26.63
2026-03-31T22:07:00Z,78.60,29.00
2026-03-31T22:08:00Z,80.26,20.00
2026-03-31T22:09:00Z,80.00,17.21
2026-03-31T22:10:00Z,81.65,19.51
2026-03-31T22:11:00Z,83.76,17.08
2026-03-31T22:12:00Z,83.00,18.00
2026-03-31T22:13:00Z,81.93,18.00
2026-03-31T22:14:00Z,82.88,17.00
2026-03-31T22:15:00Z,82.00,18.94
2026-03-31T22:18:00Z,81.58,19.00
2026-03-31T22:19:00Z,82.42,18.00
2026-03-31T22:20:00Z,82.00,18.91
2026-03-31T22:21:00Z,83.25,17.00
2026-03-31T22:22:00Z,81.77,16.00
2026-03-31T22:23:00Z,83.45,17.09
2026-03-31T22:25:00Z,83.37,17.09
2026-03-31T22:26:00Z,84.69,17.09
2026-03-31T22:27:00Z,85.94,17.09
2026-03-31T22:28:00Z,85.15,15.94
2026-03-31T22:29:00Z,83.00,16.00
2026-03-31T22:30:00Z,83.00,16.00
2026-03-31T22:31:00Z,85.00,16.00
2026-03-31T22:32:00Z,83.00,16.00
2026-03-31T22:33:00Z,83.00,16.14
2026-03-31T22:34:00Z,83.00,16.00
2026-03-31T22:35:00Z,83.00,16.00
2026-03-31T22:36:00Z,82.36,16.00
2026-03-31T22:37:00Z,83.00,16.00
2026-03-31T22:38:00Z,83.00,14.85
2026-03-31T22:39:00Z,85.81,16.00
2026-03-31T22:40:00Z,84.69,16.59
2026-03-31T22:41:00Z,85.00,16.59
2026-03-31T22:42:00Z,83.94,16.00
2026-03-31T22:43:00Z,83.94,16.00
2026-03-31T22:44:00Z,85.00,16.00
2026-03-31T22:45:00Z,85.00,16.00
2026-03-31T22:46:00Z,85.00,16.00
2026-03-31T22:47:00Z,85.07,16.01
2026-03-31T22:48:00Z,83.56,17.00
2026-03-31T22:49:00Z,84.00,17.00
2026-03-31T22:50:00Z,83.00,17.75
2026-03-31T22:51:00Z,83.98,16.38
2026-03-31T22:52:00Z,85.89,17.38
2026-03-31T22:53:00Z,82.14,17.00
2026-03-31T22:54:00Z,84.74,17.00
2026-03-31T22:55:00Z,85.28,17.00
2026-03-31T22:56:00Z,85.25,16.97
2026-03-31T22:57:00Z,85.01,16.00
2026-03-31T22:58:00Z,81.16,18.00
2026-03-31T22:59:00Z,82.17,17.98
2026-03-31T23:00:00Z,83.00,18.00
2026-03-31T23:01:00Z,84.26,18.00
2026-03-31T23:02:00Z,84.49,17.16
2026-03-31T23:03:00Z,83.94,18.00
2026-03-31T23:04:00Z,82.62,17.88
2026-03-31T23:05:00Z,83.84,18.00
2026-03-31T23:06:00Z,83.84,17.00
2026-03-31T23:07:00Z,83.84,16.00
2026-03-31T23:08:00Z,80.52,17.00
2026-03-31T23:10:00Z,83.00,16.00
2026-03-31T23:11:00Z,82.00,17.00
2026-03-31T23:12:00Z,84.97,15.64
2026-03-31T23:13:00Z,87.51,11.65
2026-03-31T23:14:00Z,89.00,11.65
2026-03-31T23:15:00Z,89.90,9.89
2026-03-31T23:16:00Z,90.98,9.16
2026-03-31T23:17:00Z,91.01,10.00
2026-03-31T23:18:00Z,91.22,9.00
2026-03-31T23:19:00Z,92.49,7.21
2026-03-31T23:20:00Z,92.15,7.22
2026-03-31T23:21:00Z,92.80,8.00
2026-03-31T23:22:00Z,94.00,7.00
2026-03-31T23:23:00Z,94.00,6.20
2026-03-31T23:24:00Z,93.93,6.20
2026-03-31T23:25:00Z,94.00,6.43
2026-03-31T23:26:00Z,94.00,7.00
2026-03-31T23:27:00Z,94.00,6.91
2026-03-31T23:28:00Z,94.00,7.00
2026-03-31T23:29:00Z,94.00,7.00
2026-03-31T23:30:00Z,94.94,6.00
2026-03-31T23:31:00Z,94.87,5.01
2026-03-31T23:32:00Z,96.93,3.99
2026-03-31T23:33:00Z,98.00,3.00
2026-03-31T23:34:00Z,98.34,2.00
2026-03-31T23:35:00Z,99.00,1.91
2026-03-31T23:36:00Z,99.00,1.04
2026-03-31T23:37:00Z,98.93,1.91
2026-03-31T23:38:00Z,98.91,1.91
2026-03-31T23:39:00Z,99.00,1.00
2026-03-31T23:40:00Z,98.00,1.00
2026-03-31T23:41:00Z,99.00,1.00
2026-03-31T23:42:00Z,99.00,1.00
2026-03-31T23:44:00Z,98.52,2.00
2026-03-31T23:45:00Z,98.11,2.00
2026-03-31T23:47:00Z,98.00,2.00
2026-03-31T23:49:00Z,98.00,2.00
2026-03-31T23:50:00Z,99.00,2.00
2026-03-31T23:51:00Z,99.00,2.00
2026-03-31T23:52:00Z,99.00,2.00
2026-03-31T23:53:00Z,99.00,2.00
2026-03-31T23:54:00Z,99.00,1.00
2026-03-31T23:55:00Z,99.00,1.00
2026-03-31T23:56:00Z,99.00,1.00
2026-03-31T23:58:00Z,99.00,1.00
2026-03-31T23:59:00Z,99.00,1.00
2026-04-01T00:00:00Z,99.00,1.00
2026-04-01T00:01:00Z,99.00,1.00
2026-04-01T00:05:00Z,99.00,1.00
