# event_ticker=KXATPMATCH-26APR03DROMER
# final_score=4-6 7-6(7) 3-1 RET
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Titouan Droguet
# kalshi_date=2026-04-03
timestamp,Daniel Merida,Titouan Droguet
2026-04-03T10:24:00Z,,92.50
2026-04-03T10:40:00Z,48.00,92.50
2026-04-03T10:48:00Z,48.00,92.50
2026-04-03T10:54:00Z,48.00,53.00
2026-04-03T11:12:00Z,52.00,53.00
2026-04-03T11:15:00Z,52.00,51.00
2026-04-03T11:17:00Z,52.00,53.00
2026-04-03T11:31:00Z,49.00,53.00
2026-04-03T11:34:00Z,48.00,57.00
2026-04-03T11:35:00Z,48.00,56.00
2026-04-03T11:58:00Z,48.00,56.00
2026-04-03T12:03:00Z,48.00,56.00
2026-04-03T12:07:00Z,48.00,56.00
2026-04-03T12:09:00Z,49.00,56.00
2026-04-03T12:10:00Z,48.00,56.00
2026-04-03T12:11:00Z,48.00,56.00
2026-04-03T12:15:00Z,49.00,56.00
2026-04-03T12:19:00Z,48.00,56.00
2026-04-03T12:23:00Z,48.00,56.00
2026-04-03T12:24:00Z,42.00,56.00
2026-04-03T12:31:00Z,42.00,57.00
2026-04-03T12:41:00Z,42.35,57.00
2026-04-03T12:42:00Z,42.35,58.00
2026-04-03T12:43:00Z,42.35,58.00
2026-04-03T12:44:00Z,43.00,58.00
2026-04-03T12:50:00Z,43.00,58.00
2026-04-03T12:51:00Z,42.00,58.00
2026-04-03T12:52:00Z,42.00,59.00
2026-04-03T12:53:00Z,42.00,59.00
2026-04-03T12:55:00Z,42.00,59.00
2026-04-03T12:57:00Z,42.00,59.00
2026-04-03T12:58:00Z,42.00,59.00
2026-04-03T12:59:00Z,42.00,59.00
2026-04-03T13:00:00Z,42.00,60.00
2026-04-03T13:01:00Z,43.00,60.00
2026-04-03T13:05:00Z,43.00,59.00
2026-04-03T13:07:00Z,41.00,59.00
2026-04-03T13:10:00Z,41.00,59.00
2026-04-03T13:12:00Z,42.00,59.00
2026-04-03T13:15:00Z,42.00,59.00
2026-04-03T13:16:00Z,42.00,59.00
2026-04-03T13:18:00Z,43.00,59.00
2026-04-03T13:20:00Z,42.00,59.00
2026-04-03T13:22:00Z,42.00,59.00
2026-04-03T13:23:00Z,42.00,59.00
2026-04-03T13:24:00Z,42.00,59.00
2026-04-03T13:25:00Z,42.00,59.00
2026-04-03T13:30:00Z,42.52,59.00
2026-04-03T13:31:00Z,43.00,59.00
2026-04-03T13:33:00Z,43.00,59.00
2026-04-03T13:34:00Z,43.00,59.00
2026-04-03T13:35:00Z,43.00,59.00
2026-04-03T13:36:00Z,43.00,59.00
2026-04-03T13:37:00Z,43.00,59.00
2026-04-03T13:39:00Z,43.00,59.00
2026-04-03T13:40:00Z,43.00,57.43
2026-04-03T13:41:00Z,43.85,57.43
2026-04-03T13:42:00Z,44.00,57.25
2026-04-03T13:43:00Z,44.00,59.43
2026-04-03T13:44:00Z,44.00,59.00
2026-04-03T13:46:00Z,44.00,60.00
2026-04-03T13:48:00Z,44.00,60.00
2026-04-03T13:50:00Z,43.00,60.00
2026-04-03T13:51:00Z,43.00,60.00
2026-04-03T13:54:00Z,43.00,60.00
2026-04-03T13:55:00Z,43.00,60.00
2026-04-03T13:56:00Z,43.00,60.00
2026-04-03T13:57:00Z,43.00,60.00
2026-04-03T13:58:00Z,42.82,60.00
2026-04-03T13:59:00Z,42.82,59.00
2026-04-03T14:00:00Z,42.82,59.00
2026-04-03T14:01:00Z,42.00,59.02
2026-04-03T14:02:00Z,42.00,60.00
2026-04-03T14:03:00Z,42.00,61.00
2026-04-03T14:04:00Z,42.00,61.00
2026-04-03T14:06:00Z,42.00,61.00
2026-04-03T14:07:00Z,42.00,59.00
2026-04-03T14:08:00Z,42.00,61.24
2026-04-03T14:09:00Z,42.00,61.00
2026-04-03T14:11:00Z,42.00,60.00
2026-04-03T14:12:00Z,42.00,60.00
2026-04-03T14:13:00Z,41.00,60.00
2026-04-03T14:15:00Z,41.00,60.00
2026-04-03T14:16:00Z,41.00,60.00
2026-04-03T14:17:00Z,41.00,60.00
2026-04-03T14:18:00Z,41.00,60.00
2026-04-03T14:20:00Z,41.00,59.00
2026-04-03T14:22:00Z,42.00,60.00
2026-04-03T14:23:00Z,42.00,60.00
2026-04-03T14:24:00Z,42.00,60.00
2026-04-03T14:25:00Z,42.00,60.00
2026-04-03T14:26:00Z,42.00,60.00
2026-04-03T14:27:00Z,42.00,60.00
2026-04-03T14:28:00Z,42.00,60.00
2026-04-03T14:29:00Z,42.00,60.00
2026-04-03T14:30:00Z,42.00,60.00
2026-04-03T14:33:00Z,42.00,60.00
2026-04-03T14:36:00Z,42.00,60.00
2026-04-03T14:37:00Z,42.00,60.00
2026-04-03T14:39:00Z,42.00,60.00
2026-04-03T14:40:00Z,42.00,60.00
2026-04-03T14:42:00Z,42.00,60.00
2026-04-03T14:43:00Z,42.00,60.00
2026-04-03T14:46:00Z,42.00,60.00
2026-04-03T14:47:00Z,42.00,60.00
2026-04-03T14:51:00Z,42.00,60.00
2026-04-03T14:52:00Z,42.00,60.00
2026-04-03T14:53:00Z,42.00,60.00
2026-04-03T14:55:00Z,42.00,60.00
2026-04-03T14:56:00Z,42.00,60.00
2026-04-03T14:57:00Z,42.00,60.00
2026-04-03T14:58:00Z,42.00,60.00
2026-04-03T14:59:00Z,42.00,60.00
2026-04-03T15:01:00Z,42.00,60.00
2026-04-03T15:02:00Z,42.00,60.00
2026-04-03T15:03:00Z,41.00,60.00
2026-04-03T15:06:00Z,42.00,60.00
2026-04-03T15:08:00Z,42.00,60.00
2026-04-03T15:09:00Z,42.00,59.00
2026-04-03T15:10:00Z,42.00,60.00
2026-04-03T15:12:00Z,41.00,60.00
2026-04-03T15:14:00Z,42.00,60.00
2026-04-03T15:16:00Z,42.00,60.00
2026-04-03T15:17:00Z,42.00,60.00
2026-04-03T15:18:00Z,42.00,60.00
2026-04-03T15:19:00Z,42.00,60.00
2026-04-03T15:21:00Z,42.00,60.00
2026-04-03T15:26:00Z,42.00,60.00
2026-04-03T15:27:00Z,42.00,60.00
2026-04-03T15:28:00Z,42.00,60.00
2026-04-03T15:30:00Z,42.00,60.00
2026-04-03T15:33:00Z,42.00,60.00
2026-04-03T15:34:00Z,42.00,60.00
2026-04-03T15:35:00Z,42.00,60.00
2026-04-03T15:36:00Z,42.00,60.00
2026-04-03T15:38:00Z,42.00,60.00
2026-04-03T15:40:00Z,42.00,60.00
2026-04-03T15:41:00Z,42.00,60.00
2026-04-03T15:43:00Z,42.00,60.00
2026-04-03T15:45:00Z,42.00,60.00
2026-04-03T15:46:00Z,42.00,60.00
2026-04-03T15:48:00Z,42.00,60.00
2026-04-03T15:49:00Z,42.00,60.00
2026-04-03T15:50:00Z,42.00,59.42
2026-04-03T15:51:00Z,42.00,60.00
2026-04-03T15:52:00Z,42.00,59.16
2026-04-03T15:53:00Z,42.00,60.00
2026-04-03T15:56:00Z,42.00,59.99
2026-04-03T15:57:00Z,42.00,60.00
2026-04-03T15:58:00Z,42.00,60.00
2026-04-03T15:59:00Z,42.00,60.00
2026-04-03T16:01:00Z,42.00,60.00
2026-04-03T16:02:00Z,42.04,60.00
2026-04-03T16:03:00Z,39.76,60.00
2026-04-03T16:04:00Z,39.16,60.00
2026-04-03T16:05:00Z,42.40,59.39
2026-04-03T16:06:00Z,43.84,58.02
2026-04-03T16:07:00Z,41.22,59.36
2026-04-03T16:08:00Z,41.55,60.13
2026-04-03T16:09:00Z,38.62,64.26
2026-04-03T16:10:00Z,35.57,70.98
2026-04-03T16:11:00Z,25.11,75.77
2026-04-03T16:12:00Z,25.22,74.45
2026-04-03T16:13:00Z,31.71,69.41
2026-04-03T16:14:00Z,39.89,61.51
2026-04-03T16:15:00Z,39.01,60.77
2026-04-03T16:16:00Z,44.56,58.02
2026-04-03T16:17:00Z,47.13,54.01
2026-04-03T16:18:00Z,47.00,54.00
2026-04-03T16:19:00Z,41.28,56.64
2026-04-03T16:20:00Z,43.74,57.36
2026-04-03T16:21:00Z,47.37,53.26
2026-04-03T16:22:00Z,41.55,61.29
2026-04-03T16:23:00Z,44.69,58.04
2026-04-03T16:24:00Z,40.64,64.32
2026-04-03T16:25:00Z,39.05,64.59
2026-04-03T16:26:00Z,36.00,68.70
2026-04-03T16:27:00Z,27.13,71.39
2026-04-03T16:28:00Z,26.78,74.71
2026-04-03T16:29:00Z,35.34,67.54
2026-04-03T16:30:00Z,29.26,72.77
2026-04-03T16:31:00Z,20.88,76.55
2026-04-03T16:32:00Z,22.20,80.72
2026-04-03T16:33:00Z,17.59,80.50
2026-04-03T16:34:00Z,23.00,77.00
