# event_ticker=KXATPCHALLENGERMATCH-26MAR10STECLA
# final_score=6-7(5) 6-3 6-3
# score_resolution=6-7 6-3 6-3
# match_winner=Jay Clarke
# fav_player=Jay Clarke
# dog_player=Maik Steiner
# kalshi_date=2026-03-10
timestamp,Jay Clarke,Maik Steiner
2026-03-10T04:22:00Z,86.00,
2026-03-10T04:46:00Z,86.00,16.82
2026-03-10T04:52:00Z,86.00,16.82
2026-03-10T04:58:00Z,86.00,17.00
2026-03-10T05:00:00Z,86.00,18.00
2026-03-10T05:01:00Z,86.00,18.00
2026-03-10T05:05:00Z,84.00,18.00
2026-03-10T05:09:00Z,84.00,18.00
2026-03-10T05:11:00Z,84.00,18.00
2026-03-10T05:23:00Z,84.00,18.00
2026-03-10T05:48:00Z,84.00,18.00
2026-03-10T05:49:00Z,84.00,18.00
2026-03-10T05:58:00Z,85.00,18.00
2026-03-10T06:09:00Z,85.00,18.00
2026-03-10T06:12:00Z,84.14,18.00
2026-03-10T06:16:00Z,84.14,18.00
2026-03-10T06:24:00Z,84.14,18.00
2026-03-10T06:33:00Z,84.14,18.00
2026-03-10T06:34:00Z,84.14,18.00
2026-03-10T06:58:00Z,84.00,18.00
2026-03-10T06:59:00Z,84.00,18.00
2026-03-10T07:10:00Z,84.00,18.00
2026-03-10T07:15:00Z,85.00,18.00
2026-03-10T07:17:00Z,85.00,17.44
2026-03-10T07:25:00Z,85.00,17.00
2026-03-10T07:36:00Z,85.00,17.00
2026-03-10T07:38:00Z,85.00,17.00
2026-03-10T07:55:00Z,85.00,17.00
2026-03-10T07:56:00Z,85.00,17.00
2026-03-10T07:58:00Z,85.00,17.00
2026-03-10T08:00:00Z,85.00,17.00
2026-03-10T08:05:00Z,85.00,17.00
2026-03-10T08:09:00Z,86.00,16.00
2026-03-10T08:11:00Z,87.32,16.00
2026-03-10T08:13:00Z,88.00,16.00
2026-03-10T08:14:00Z,88.00,12.00
2026-03-10T08:15:00Z,90.33,14.00
2026-03-10T08:17:00Z,90.33,14.00
2026-03-10T08:19:00Z,90.33,14.00
2026-03-10T08:21:00Z,89.00,12.00
2026-03-10T08:22:00Z,89.00,12.00
2026-03-10T08:23:00Z,89.20,12.53
2026-03-10T08:24:00Z,93.00,9.00
2026-03-10T08:25:00Z,94.00,9.00
2026-03-10T08:27:00Z,94.00,6.00
2026-03-10T08:28:00Z,95.00,5.70
2026-03-10T08:29:00Z,95.00,4.00
2026-03-10T08:31:00Z,96.00,3.55
2026-03-10T08:33:00Z,96.00,5.00
2026-03-10T08:34:00Z,96.00,5.00
2026-03-10T08:35:00Z,96.00,5.00
2026-03-10T08:36:00Z,96.00,5.00
2026-03-10T08:37:00Z,94.00,6.61
2026-03-10T08:38:00Z,93.00,7.00
2026-03-10T08:39:00Z,93.00,7.01
2026-03-10T08:40:00Z,93.00,5.82
2026-03-10T08:41:00Z,93.00,5.00
2026-03-10T08:43:00Z,93.00,5.00
2026-03-10T08:45:00Z,93.00,5.28
2026-03-10T08:46:00Z,93.00,6.00
2026-03-10T08:47:00Z,93.00,7.00
2026-03-10T08:48:00Z,93.00,7.14
2026-03-10T08:49:00Z,93.00,9.63
2026-03-10T08:50:00Z,93.00,6.73
2026-03-10T08:51:00Z,90.00,11.50
2026-03-10T08:52:00Z,90.00,14.94
2026-03-10T08:53:00Z,90.00,15.18
2026-03-10T08:54:00Z,83.00,17.68
2026-03-10T08:55:00Z,83.00,20.77
2026-03-10T08:56:00Z,81.00,20.43
2026-03-10T08:57:00Z,82.00,21.25
2026-03-10T08:58:00Z,82.97,19.17
2026-03-10T08:59:00Z,82.97,17.81
2026-03-10T09:00:00Z,84.96,18.00
2026-03-10T09:01:00Z,84.96,21.97
2026-03-10T09:02:00Z,84.96,22.00
2026-03-10T09:03:00Z,83.04,20.75
2026-03-10T09:04:00Z,77.73,24.01
2026-03-10T09:05:00Z,75.00,24.44
2026-03-10T09:06:00Z,67.96,34.22
2026-03-10T09:07:00Z,65.00,39.39
2026-03-10T09:08:00Z,64.23,34.00
2026-03-10T09:09:00Z,64.00,37.23
2026-03-10T09:10:00Z,64.00,42.17
2026-03-10T09:11:00Z,62.00,38.33
2026-03-10T09:12:00Z,69.22,33.25
2026-03-10T09:13:00Z,71.00,31.65
2026-03-10T09:14:00Z,58.81,46.39
2026-03-10T09:15:00Z,53.00,47.08
2026-03-10T09:16:00Z,53.00,48.00
2026-03-10T09:17:00Z,53.00,47.51
2026-03-10T09:18:00Z,53.11,46.39
2026-03-10T09:19:00Z,51.02,48.20
2026-03-10T09:20:00Z,51.02,53.00
2026-03-10T09:21:00Z,48.03,50.73
2026-03-10T09:22:00Z,48.00,51.16
2026-03-10T09:23:00Z,45.00,56.54
2026-03-10T09:24:00Z,37.00,63.39
2026-03-10T09:25:00Z,45.71,59.37
2026-03-10T09:26:00Z,46.00,53.32
2026-03-10T09:27:00Z,52.48,46.95
2026-03-10T09:28:00Z,55.07,45.63
2026-03-10T09:29:00Z,58.00,41.25
2026-03-10T09:30:00Z,64.00,36.04
2026-03-10T09:31:00Z,62.35,36.32
2026-03-10T09:32:00Z,69.00,33.00
2026-03-10T09:33:00Z,69.00,30.80
2026-03-10T09:34:00Z,67.37,34.44
2026-03-10T09:35:00Z,62.00,40.00
2026-03-10T09:36:00Z,54.21,44.82
2026-03-10T09:37:00Z,54.21,37.28
2026-03-10T09:38:00Z,54.21,31.00
2026-03-10T09:39:00Z,65.00,34.25
2026-03-10T09:40:00Z,63.18,35.27
2026-03-10T09:41:00Z,69.51,31.73
2026-03-10T09:42:00Z,71.00,31.00
2026-03-10T09:43:00Z,61.59,35.67
2026-03-10T09:44:00Z,60.00,35.67
2026-03-10T09:45:00Z,71.00,30.77
2026-03-10T09:46:00Z,77.87,28.84
2026-03-10T09:47:00Z,77.87,31.45
2026-03-10T09:48:00Z,66.00,35.90
2026-03-10T09:49:00Z,72.52,31.06
2026-03-10T09:50:00Z,74.00,29.00
2026-03-10T09:51:00Z,73.00,29.00
2026-03-10T09:52:00Z,71.00,31.09
2026-03-10T09:53:00Z,70.00,30.83
2026-03-10T09:54:00Z,72.60,33.00
2026-03-10T09:55:00Z,69.00,33.00
2026-03-10T09:56:00Z,65.00,31.01
2026-03-10T09:57:00Z,67.10,35.00
2026-03-10T09:58:00Z,68.01,35.00
2026-03-10T09:59:00Z,74.94,25.62
2026-03-10T10:00:00Z,77.00,24.00
2026-03-10T10:01:00Z,75.00,25.10
2026-03-10T10:02:00Z,75.00,22.17
2026-03-10T10:03:00Z,80.08,19.74
2026-03-10T10:04:00Z,80.08,20.22
2026-03-10T10:05:00Z,81.00,21.00
2026-03-10T10:06:00Z,83.00,21.00
2026-03-10T10:07:00Z,83.00,20.00
2026-03-10T10:08:00Z,83.00,20.00
2026-03-10T10:09:00Z,83.00,19.00
2026-03-10T10:10:00Z,82.00,19.00
2026-03-10T10:11:00Z,83.00,19.00
2026-03-10T10:12:00Z,83.00,19.29
2026-03-10T10:13:00Z,81.10,21.00
2026-03-10T10:14:00Z,80.00,22.50
2026-03-10T10:15:00Z,80.00,20.16
2026-03-10T10:16:00Z,80.00,20.00
2026-03-10T10:17:00Z,83.67,17.80
2026-03-10T10:18:00Z,83.67,23.64
2026-03-10T10:19:00Z,77.00,24.17
2026-03-10T10:20:00Z,77.00,30.02
2026-03-10T10:21:00Z,79.11,21.86
2026-03-10T10:22:00Z,76.54,23.81
2026-03-10T10:23:00Z,78.55,23.68
2026-03-10T10:24:00Z,79.83,22.97
2026-03-10T10:25:00Z,79.44,21.00
2026-03-10T10:26:00Z,79.85,20.99
2026-03-10T10:27:00Z,81.23,22.00
2026-03-10T10:28:00Z,84.58,21.57
2026-03-10T10:29:00Z,85.18,14.74
2026-03-10T10:30:00Z,91.29,7.29
2026-03-10T10:31:00Z,93.70,5.15
2026-03-10T10:32:00Z,89.59,11.87
2026-03-10T10:33:00Z,89.50,9.73
2026-03-10T10:34:00Z,89.50,23.19
2026-03-10T10:35:00Z,75.34,25.88
2026-03-10T10:36:00Z,76.94,26.45
2026-03-10T10:37:00Z,73.42,27.30
2026-03-10T10:38:00Z,76.46,24.15
2026-03-10T10:39:00Z,70.34,30.31
2026-03-10T10:40:00Z,71.01,33.24
2026-03-10T10:41:00Z,71.89,29.98
2026-03-10T10:42:00Z,76.57,27.98
2026-03-10T10:43:00Z,76.13,23.37
2026-03-10T10:44:00Z,76.13,26.61
2026-03-10T10:45:00Z,71.12,29.82
2026-03-10T10:46:00Z,79.62,24.69
2026-03-10T10:47:00Z,74.82,27.34
2026-03-10T10:48:00Z,74.33,24.76
2026-03-10T10:49:00Z,78.10,20.86
2026-03-10T10:50:00Z,86.89,14.61
2026-03-10T10:51:00Z,95.25,5.20
2026-03-10T10:52:00Z,98.68,2.64
