# event_ticker=KXATPCHALLENGERMATCH-26APR16SAFVAN
# final_score=7-5 3-6 6-2
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Luca Van Assche
# kalshi_date=2026-04-16
timestamp,Roman Safiullin,Luca Van Assche
2026-04-16T03:44:00Z,,66.00
2026-04-16T03:59:00Z,,68.00
2026-04-16T04:59:00Z,,68.00
2026-04-16T05:05:00Z,,68.00
2026-04-16T05:28:00Z,,68.00
2026-04-16T06:30:00Z,33.00,68.00
2026-04-16T06:42:00Z,33.00,68.00
2026-04-16T06:53:00Z,33.00,68.00
2026-04-16T06:54:00Z,33.00,67.00
2026-04-16T06:55:00Z,34.00,67.00
2026-04-16T09:36:00Z,34.00,64.00
2026-04-16T09:37:00Z,34.00,64.00
2026-04-16T09:50:00Z,35.00,64.00
2026-04-16T10:10:00Z,35.00,66.00
2026-04-16T10:40:00Z,35.00,65.00
2026-04-16T10:44:00Z,35.00,65.00
2026-04-16T11:01:00Z,35.00,65.00
2026-04-16T11:13:00Z,35.00,65.00
2026-04-16T11:24:00Z,35.00,65.00
2026-04-16T11:38:00Z,35.00,65.00
2026-04-16T11:59:00Z,35.00,65.00
2026-04-16T12:13:00Z,35.00,65.00
2026-04-16T12:14:00Z,35.00,65.00
2026-04-16T12:22:00Z,35.00,65.00
2026-04-16T12:27:00Z,36.00,65.00
2026-04-16T12:30:00Z,36.00,65.00
2026-04-16T12:32:00Z,36.00,65.00
2026-04-16T12:33:00Z,36.00,65.00
2026-04-16T12:34:00Z,36.00,65.00
2026-04-16T12:36:00Z,36.00,65.00
2026-04-16T12:39:00Z,36.00,65.00
2026-04-16T12:40:00Z,36.00,65.01
2026-04-16T12:44:00Z,36.00,65.00
2026-04-16T12:45:00Z,36.00,65.39
2026-04-16T12:48:00Z,36.00,65.49
2026-04-16T12:50:00Z,36.00,65.07
2026-04-16T12:53:00Z,36.00,66.00
2026-04-16T12:55:00Z,36.00,66.00
2026-04-16T12:58:00Z,36.00,66.00
2026-04-16T13:00:00Z,36.00,66.00
2026-04-16T13:01:00Z,36.00,66.00
2026-04-16T13:02:00Z,36.00,66.00
2026-04-16T13:03:00Z,36.00,66.00
2026-04-16T13:04:00Z,36.00,66.00
2026-04-16T13:05:00Z,36.00,66.00
2026-04-16T13:06:00Z,36.00,66.00
2026-04-16T13:07:00Z,36.00,66.00
2026-04-16T13:09:00Z,36.00,66.00
2026-04-16T13:10:00Z,36.00,66.40
2026-04-16T13:11:00Z,36.00,66.00
2026-04-16T13:12:00Z,36.00,66.80
2026-04-16T13:13:00Z,36.00,66.00
2026-04-16T13:16:00Z,36.00,65.83
2026-04-16T13:17:00Z,36.00,65.83
2026-04-16T13:18:00Z,36.00,66.00
2026-04-16T13:20:00Z,36.00,66.00
2026-04-16T13:21:00Z,36.00,66.36
2026-04-16T13:23:00Z,36.00,66.00
2026-04-16T13:24:00Z,36.00,66.00
2026-04-16T13:25:00Z,36.00,66.00
2026-04-16T13:26:00Z,36.00,66.00
2026-04-16T13:28:00Z,36.00,67.00
2026-04-16T13:29:00Z,36.00,67.00
2026-04-16T13:31:00Z,35.96,67.00
2026-04-16T13:32:00Z,35.96,66.46
2026-04-16T13:33:00Z,35.96,67.00
2026-04-16T13:34:00Z,35.96,67.00
2026-04-16T13:35:00Z,35.13,67.00
2026-04-16T13:36:00Z,35.95,66.81
2026-04-16T13:37:00Z,36.00,66.81
2026-04-16T13:38:00Z,36.00,66.00
2026-04-16T13:39:00Z,36.00,66.95
2026-04-16T13:40:00Z,36.00,66.00
