# event_ticker=KXATPMATCH-25JUL15MAGYUN
# final_score=7-6(5) 6-2
# score_resolution=6-7 2-6
# match_winner=Yunchaokete Bu
# fav_player=Alan Magadan
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-15
timestamp,Alan Magadan,Yunchaokete Bu
2025-07-16T02:22:00Z,24.30,80.00
2025-07-16T02:23:00Z,24.97,78.00
2025-07-16T02:24:00Z,31.00,78.00
2025-07-16T02:25:00Z,28.72,71.00
2025-07-16T02:26:00Z,22.20,79.00
2025-07-16T02:27:00Z,21.00,79.00
2025-07-16T02:28:00Z,29.00,79.00
2025-07-16T02:29:00Z,29.09,77.87
2025-07-16T02:30:00Z,19.55,78.83
2025-07-16T02:31:00Z,20.44,80.00
2025-07-16T02:32:00Z,22.76,77.55
2025-07-16T02:33:00Z,19.21,77.55
2025-07-16T02:34:00Z,16.83,90.00
2025-07-16T02:35:00Z,11.93,86.92
2025-07-16T02:36:00Z,14.16,90.69
2025-07-16T02:37:00Z,13.84,90.69
2025-07-16T02:38:00Z,8.40,93.21
2025-07-16T02:39:00Z,6.00,93.21
2025-07-16T02:40:00Z,6.77,93.21
2025-07-16T02:41:00Z,7.83,93.21
2025-07-16T02:42:00Z,7.54,93.21
2025-07-16T02:43:00Z,7.00,93.21
2025-07-16T02:44:00Z,10.74,93.21
2025-07-16T02:45:00Z,6.00,93.21
2025-07-16T02:46:00Z,7.00,93.21
2025-07-16T02:47:00Z,5.90,94.33
2025-07-16T02:48:00Z,5.90,94.00
2025-07-16T02:49:00Z,5.16,97.13
2025-07-16T02:50:00Z,3.25,98.00
2025-07-16T02:51:00Z,2.00,98.00
2025-07-16T02:52:00Z,2.00,98.00
2025-07-16T02:53:00Z,3.07,99.00
2025-07-16T02:54:00Z,2.00,99.00
2025-07-16T02:56:00Z,2.19,98.00
2025-07-16T02:57:00Z,3.00,98.00
2025-07-16T03:00:00Z,1.00,98.00
2025-07-16T03:01:00Z,1.00,98.00
2025-07-16T03:03:00Z,3.00,98.00
2025-07-16T03:06:00Z,3.00,98.00
2025-07-16T03:07:00Z,3.75,98.00
2025-07-16T03:08:00Z,3.75,98.00
2025-07-16T03:09:00Z,3.75,98.00
2025-07-16T03:10:00Z,7.68,98.00
2025-07-16T03:11:00Z,7.85,98.00
2025-07-16T03:12:00Z,3.95,98.00
2025-07-16T03:13:00Z,8.90,97.00
2025-07-16T03:14:00Z,8.90,97.00
2025-07-16T03:15:00Z,1.00,97.00
2025-07-16T03:16:00Z,1.15,97.00
