# event_ticker=KXATPMATCH-25JUL15MAGYUN
# final_score=7-6(5) 6-2
# score_resolution=6-7 2-6
# match_winner=Yunchaokete Bu
# fav_player=Alan Magadan
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-15
timestamp,Alan Magadan,Yunchaokete Bu
2025-07-15T13:33:00Z,10.00,
2025-07-15T14:35:00Z,10.00,
2025-07-15T14:59:00Z,10.00,91.00
2025-07-15T15:35:00Z,10.16,91.00
2025-07-15T15:36:00Z,10.00,91.00
2025-07-15T15:48:00Z,10.00,91.00
2025-07-15T16:20:00Z,9.00,91.00
2025-07-15T16:23:00Z,10.88,91.00
2025-07-15T16:42:00Z,10.00,91.00
2025-07-15T16:46:00Z,10.00,91.00
2025-07-15T16:57:00Z,10.63,91.00
2025-07-15T16:59:00Z,10.00,91.00
2025-07-15T17:02:00Z,10.00,91.00
2025-07-15T17:04:00Z,10.00,91.00
2025-07-15T17:15:00Z,10.00,91.00
2025-07-15T17:35:00Z,10.00,91.00
2025-07-15T18:04:00Z,10.00,91.00
2025-07-15T18:28:00Z,10.00,91.00
2025-07-15T18:53:00Z,10.83,91.00
2025-07-15T19:25:00Z,10.83,91.00
2025-07-15T19:27:00Z,10.00,91.00
2025-07-15T19:36:00Z,10.00,91.00
2025-07-15T19:39:00Z,10.00,91.00
2025-07-15T19:40:00Z,10.00,91.00
2025-07-15T19:46:00Z,10.00,91.00
2025-07-15T19:59:00Z,10.00,91.00
2025-07-15T20:04:00Z,8.89,91.00
2025-07-15T20:09:00Z,10.00,91.00
2025-07-15T20:11:00Z,10.00,91.00
2025-07-15T20:28:00Z,11.00,91.00
2025-07-15T20:38:00Z,11.00,91.00
2025-07-15T20:40:00Z,10.00,91.00
2025-07-15T20:42:00Z,10.00,91.00
2025-07-15T20:44:00Z,10.35,91.00
2025-07-15T21:00:00Z,10.00,91.00
2025-07-15T21:07:00Z,10.00,91.00
2025-07-15T21:12:00Z,10.75,91.00
2025-07-15T22:04:00Z,11.00,91.00
2025-07-15T22:10:00Z,11.00,91.00
2025-07-15T22:18:00Z,11.00,91.00
2025-07-15T22:36:00Z,11.00,91.00
2025-07-15T23:11:00Z,10.00,91.00
2025-07-15T23:24:00Z,10.00,91.00
2025-07-15T23:37:00Z,10.00,91.00
2025-07-15T23:38:00Z,10.00,91.00
2025-07-15T23:39:00Z,10.00,91.00
2025-07-15T23:42:00Z,11.00,91.00
2025-07-15T23:44:00Z,11.00,91.00
2025-07-15T23:50:00Z,11.00,91.00
2025-07-16T00:07:00Z,11.00,91.00
2025-07-16T00:24:00Z,10.00,91.00
2025-07-16T00:25:00Z,10.00,91.00
2025-07-16T00:37:00Z,10.00,91.00
2025-07-16T00:53:00Z,10.27,91.00
2025-07-16T00:54:00Z,11.46,90.00
2025-07-16T01:01:00Z,11.00,84.00
2025-07-16T01:09:00Z,11.00,84.00
2025-07-16T01:12:00Z,12.00,84.00
2025-07-16T01:13:00Z,12.77,84.00
2025-07-16T01:14:00Z,13.00,84.00
2025-07-16T01:15:00Z,12.00,84.00
2025-07-16T01:16:00Z,12.34,84.00
2025-07-16T01:17:00Z,13.00,84.00
2025-07-16T01:18:00Z,13.50,84.00
2025-07-16T01:20:00Z,13.50,89.90
2025-07-16T01:22:00Z,13.50,91.00
2025-07-16T01:23:00Z,10.23,89.00
2025-07-16T01:26:00Z,12.00,89.00
2025-07-16T01:28:00Z,14.10,89.00
2025-07-16T01:29:00Z,14.72,86.46
2025-07-16T01:30:00Z,19.00,86.46
2025-07-16T01:31:00Z,17.44,86.46
2025-07-16T01:32:00Z,17.44,85.00
2025-07-16T01:33:00Z,16.00,85.00
2025-07-16T01:34:00Z,14.00,85.00
2025-07-16T01:35:00Z,16.00,85.00
2025-07-16T01:36:00Z,14.50,85.00
2025-07-16T01:37:00Z,17.00,85.00
2025-07-16T01:39:00Z,14.00,88.00
2025-07-16T01:40:00Z,12.81,87.96
2025-07-16T01:42:00Z,12.21,87.91
2025-07-16T01:43:00Z,15.56,84.06
2025-07-16T01:44:00Z,16.00,84.06
2025-07-16T01:45:00Z,16.00,85.00
2025-07-16T01:46:00Z,15.00,85.00
2025-07-16T01:47:00Z,15.00,85.00
2025-07-16T01:48:00Z,16.00,85.00
2025-07-16T01:49:00Z,19.69,79.00
2025-07-16T01:50:00Z,28.52,75.00
2025-07-16T01:51:00Z,31.19,75.00
2025-07-16T01:52:00Z,31.18,75.00
2025-07-16T01:53:00Z,35.00,75.00
2025-07-16T01:54:00Z,28.00,75.00
2025-07-16T01:56:00Z,10.25,75.00
2025-07-16T01:57:00Z,10.25,79.00
2025-07-16T01:58:00Z,23.61,77.51
2025-07-16T01:59:00Z,26.79,77.51
2025-07-16T02:00:00Z,28.68,77.51
2025-07-16T02:01:00Z,21.25,79.00
2025-07-16T02:02:00Z,21.63,75.59
2025-07-16T02:03:00Z,18.00,81.00
2025-07-16T02:04:00Z,19.00,79.20
2025-07-16T02:05:00Z,21.60,75.00
2025-07-16T02:06:00Z,19.38,83.00
2025-07-16T02:07:00Z,20.79,83.00
2025-07-16T02:09:00Z,21.00,83.00
2025-07-16T02:10:00Z,18.00,83.00
2025-07-16T02:12:00Z,24.00,83.00
2025-07-16T02:13:00Z,22.00,83.00
2025-07-16T02:14:00Z,25.00,83.00
2025-07-16T02:15:00Z,31.23,70.00
2025-07-16T02:16:00Z,21.23,70.00
2025-07-16T02:17:00Z,18.96,80.00
2025-07-16T02:18:00Z,19.71,80.00
2025-07-16T02:19:00Z,20.71,80.00
2025-07-16T02:20:00Z,21.62,80.00
2025-07-16T02:21:00Z,18.00,80.00
