# event_ticker=KXATPCHALLENGERMATCH-26MAY14LAJALT
# final_score=3-6 7-5 7-6(5)
# score_resolution=6-3 5-7 6-7
# match_winner=Dusan Lajovic
# fav_player=Daniel Altmaier
# dog_player=Dusan Lajovic
# kalshi_date=2026-05-14
timestamp,Dusan Lajovic,Daniel Altmaier
2026-05-14T00:52:00Z,40.00,
2026-05-14T01:28:00Z,42.00,
2026-05-14T02:04:00Z,42.00,60.00
2026-05-14T02:27:00Z,42.00,60.00
2026-05-14T03:11:00Z,42.00,59.00
2026-05-14T03:17:00Z,42.00,60.00
2026-05-14T03:19:00Z,42.00,60.00
2026-05-14T03:30:00Z,42.00,59.00
2026-05-14T03:52:00Z,42.00,59.00
2026-05-14T03:55:00Z,42.00,59.00
2026-05-14T04:04:00Z,42.00,58.00
2026-05-14T04:14:00Z,42.00,59.00
2026-05-14T04:18:00Z,42.00,59.00
2026-05-14T04:19:00Z,42.73,59.00
2026-05-14T04:20:00Z,42.73,58.00
2026-05-14T04:41:00Z,42.73,58.00
2026-05-14T04:53:00Z,43.00,58.00
2026-05-14T04:56:00Z,43.35,58.00
2026-05-14T05:06:00Z,43.35,58.00
2026-05-14T05:11:00Z,43.00,58.00
2026-05-14T05:30:00Z,43.00,58.00
2026-05-14T05:31:00Z,43.00,58.00
2026-05-14T05:32:00Z,43.00,58.00
2026-05-14T05:33:00Z,43.00,58.00
2026-05-14T05:35:00Z,43.00,58.00
2026-05-14T05:36:00Z,43.00,58.00
2026-05-14T05:42:00Z,43.00,58.00
2026-05-14T06:00:00Z,43.00,58.00
2026-05-14T06:21:00Z,43.00,58.00
2026-05-14T06:27:00Z,42.00,58.00
2026-05-14T06:37:00Z,42.00,58.00
2026-05-14T06:42:00Z,43.00,58.00
2026-05-14T06:45:00Z,43.00,58.00
2026-05-14T06:46:00Z,43.00,58.00
2026-05-14T06:55:00Z,43.00,59.70
2026-05-14T06:58:00Z,43.00,60.00
2026-05-14T09:05:00Z,43.00,61.00
2026-05-14T09:09:00Z,43.00,61.00
2026-05-14T09:10:00Z,40.00,61.00
2026-05-14T09:15:00Z,40.00,61.00
2026-05-14T09:44:00Z,40.00,61.00
2026-05-14T09:59:00Z,40.00,61.00
2026-05-14T10:00:00Z,40.00,61.00
2026-05-14T10:07:00Z,40.00,61.00
2026-05-14T10:08:00Z,40.00,60.00
2026-05-14T10:19:00Z,40.00,60.00
2026-05-14T10:25:00Z,40.00,60.00
2026-05-14T10:26:00Z,40.00,60.00
2026-05-14T10:29:00Z,40.00,60.00
2026-05-14T10:30:00Z,40.00,60.00
2026-05-14T10:37:00Z,42.00,60.00
2026-05-14T10:40:00Z,42.00,61.00
2026-05-14T10:41:00Z,41.00,61.00
2026-05-14T10:44:00Z,41.00,61.00
2026-05-14T10:45:00Z,41.00,61.00
2026-05-14T10:47:00Z,41.00,61.00
2026-05-14T10:52:00Z,41.00,61.00
2026-05-14T10:53:00Z,41.00,61.00
2026-05-14T11:07:00Z,41.00,61.00
2026-05-14T11:10:00Z,41.40,61.00
2026-05-14T11:11:00Z,39.00,61.00
2026-05-14T11:12:00Z,40.63,58.00
2026-05-14T11:13:00Z,40.63,62.67
2026-05-14T11:14:00Z,40.63,63.00
2026-05-14T11:15:00Z,37.00,64.00
2026-05-14T11:16:00Z,35.00,67.33
2026-05-14T11:17:00Z,35.00,65.00
2026-05-14T11:18:00Z,35.00,68.07
2026-05-14T11:19:00Z,25.11,71.06
2026-05-14T11:20:00Z,26.09,75.00
2026-05-14T11:21:00Z,26.00,75.00
2026-05-14T11:22:00Z,30.82,75.00
2026-05-14T11:23:00Z,34.00,65.00
2026-05-14T11:24:00Z,36.00,66.76
2026-05-14T11:25:00Z,33.00,66.97
2026-05-14T11:26:00Z,37.00,66.97
2026-05-14T11:27:00Z,40.33,65.96
2026-05-14T11:28:00Z,39.00,60.85
2026-05-14T11:29:00Z,39.00,62.65
2026-05-14T11:30:00Z,39.00,65.00
2026-05-14T11:31:00Z,39.00,66.46
2026-05-14T11:32:00Z,33.00,66.46
2026-05-14T11:33:00Z,34.00,66.46
2026-05-14T11:34:00Z,32.00,68.00
2026-05-14T11:35:00Z,32.00,66.69
2026-05-14T11:36:00Z,32.00,64.00
2026-05-14T11:37:00Z,32.00,68.00
2026-05-14T11:38:00Z,28.94,71.37
2026-05-14T11:39:00Z,20.87,80.08
2026-05-14T11:40:00Z,20.87,81.29
2026-05-14T11:41:00Z,17.00,79.00
2026-05-14T11:42:00Z,17.00,83.01
2026-05-14T11:43:00Z,17.00,83.94
2026-05-14T11:45:00Z,17.00,82.00
2026-05-14T11:46:00Z,17.65,81.48
2026-05-14T11:48:00Z,17.65,82.00
2026-05-14T11:49:00Z,22.00,79.11
2026-05-14T11:50:00Z,25.93,74.42
2026-05-14T11:51:00Z,25.00,80.10
2026-05-14T11:52:00Z,25.00,75.01
2026-05-14T11:53:00Z,18.53,82.62
2026-05-14T11:54:00Z,18.00,82.90
2026-05-14T11:55:00Z,18.00,83.00
2026-05-14T11:56:00Z,18.00,83.00
2026-05-14T11:57:00Z,18.00,83.00
2026-05-14T11:58:00Z,18.00,85.00
2026-05-14T11:59:00Z,16.00,87.60
2026-05-14T12:00:00Z,12.67,86.49
2026-05-14T12:01:00Z,9.18,91.67
2026-05-14T12:02:00Z,8.87,91.64
2026-05-14T12:03:00Z,13.62,89.39
2026-05-14T12:04:00Z,12.00,89.01
2026-05-14T12:05:00Z,11.00,90.00
2026-05-14T12:06:00Z,11.00,91.60
2026-05-14T12:07:00Z,9.43,90.57
2026-05-14T12:08:00Z,9.00,90.18
2026-05-14T12:09:00Z,11.89,89.47
2026-05-14T12:10:00Z,13.09,87.00
2026-05-14T12:11:00Z,12.41,86.54
2026-05-14T12:12:00Z,18.55,80.23
2026-05-14T12:13:00Z,20.08,81.34
