# event_ticker=KXATPCHALLENGERMATCH-26MAY14LAJALT
# final_score=3-6 7-5 7-6(5)
# score_resolution=6-3 5-7 6-7
# match_winner=Dusan Lajovic
# fav_player=Daniel Altmaier
# dog_player=Dusan Lajovic
# kalshi_date=2026-05-14
timestamp,Dusan Lajovic,Daniel Altmaier
2026-05-14T12:14:00Z,18.43,81.77
2026-05-14T12:15:00Z,18.43,77.98
2026-05-14T12:16:00Z,24.10,75.00
2026-05-14T12:17:00Z,24.00,75.00
2026-05-14T12:18:00Z,27.42,74.96
2026-05-14T12:19:00Z,30.58,67.99
2026-05-14T12:20:00Z,37.42,64.43
2026-05-14T12:21:00Z,40.65,61.00
2026-05-14T12:22:00Z,43.68,58.00
2026-05-14T12:23:00Z,42.57,57.52
2026-05-14T12:24:00Z,41.29,58.59
2026-05-14T12:25:00Z,42.33,59.00
2026-05-14T12:26:00Z,43.00,59.00
2026-05-14T12:27:00Z,41.66,58.33
2026-05-14T12:28:00Z,41.07,59.87
2026-05-14T12:29:00Z,39.00,61.47
2026-05-14T12:30:00Z,38.92,61.25
2026-05-14T12:31:00Z,41.40,62.18
2026-05-14T12:32:00Z,42.79,59.00
2026-05-14T12:33:00Z,43.00,59.00
2026-05-14T12:34:00Z,42.89,58.17
2026-05-14T12:35:00Z,43.00,57.55
2026-05-14T12:36:00Z,41.52,57.87
2026-05-14T12:37:00Z,43.90,56.89
2026-05-14T12:38:00Z,44.94,55.90
2026-05-14T12:39:00Z,43.00,56.44
2026-05-14T12:40:00Z,44.98,56.80
2026-05-14T12:41:00Z,44.96,56.91
2026-05-14T12:42:00Z,45.00,55.23
2026-05-14T12:43:00Z,43.01,56.74
2026-05-14T12:44:00Z,41.99,58.06
2026-05-14T12:45:00Z,43.00,57.02
2026-05-14T12:46:00Z,46.28,56.00
2026-05-14T12:47:00Z,42.72,56.64
2026-05-14T12:48:00Z,31.05,71.09
2026-05-14T12:49:00Z,26.99,74.00
2026-05-14T12:50:00Z,29.93,72.95
2026-05-14T12:51:00Z,29.80,70.74
2026-05-14T12:52:00Z,32.61,68.60
2026-05-14T12:53:00Z,35.01,68.46
2026-05-14T12:54:00Z,26.63,73.16
2026-05-14T12:55:00Z,23.08,78.90
2026-05-14T12:56:00Z,23.26,77.73
2026-05-14T12:57:00Z,25.45,77.36
2026-05-14T12:58:00Z,22.17,77.97
2026-05-14T12:59:00Z,24.36,76.61
2026-05-14T13:00:00Z,28.05,75.02
2026-05-14T13:01:00Z,29.23,72.20
2026-05-14T13:02:00Z,30.84,73.20
2026-05-14T13:03:00Z,32.89,71.80
2026-05-14T13:04:00Z,37.25,64.38
2026-05-14T13:05:00Z,47.00,51.13
2026-05-14T13:06:00Z,49.71,50.73
2026-05-14T13:07:00Z,49.88,50.89
2026-05-14T13:08:00Z,49.09,51.72
2026-05-14T13:09:00Z,49.46,51.00
2026-05-14T13:10:00Z,49.24,51.35
2026-05-14T13:11:00Z,49.97,52.00
2026-05-14T13:12:00Z,49.21,52.00
2026-05-14T13:13:00Z,47.94,52.93
2026-05-14T13:14:00Z,49.00,52.93
2026-05-14T13:15:00Z,47.25,54.29
2026-05-14T13:16:00Z,45.70,54.64
2026-05-14T13:17:00Z,50.17,51.52
2026-05-14T13:18:00Z,55.61,44.99
2026-05-14T13:19:00Z,60.05,43.08
2026-05-14T13:20:00Z,59.64,41.41
2026-05-14T13:21:00Z,60.55,40.36
2026-05-14T13:22:00Z,53.94,47.63
2026-05-14T13:23:00Z,60.13,41.54
2026-05-14T13:24:00Z,61.26,42.12
2026-05-14T13:25:00Z,50.40,49.68
2026-05-14T13:26:00Z,46.11,53.23
2026-05-14T13:27:00Z,48.49,51.88
2026-05-14T13:28:00Z,55.47,45.08
2026-05-14T13:29:00Z,57.00,44.00
2026-05-14T13:30:00Z,53.16,46.99
2026-05-14T13:31:00Z,50.88,50.15
2026-05-14T13:32:00Z,49.56,51.76
2026-05-14T13:33:00Z,52.51,47.84
2026-05-14T13:34:00Z,53.02,46.24
2026-05-14T13:35:00Z,51.16,49.45
2026-05-14T13:36:00Z,53.72,48.73
2026-05-14T13:37:00Z,54.60,45.99
2026-05-14T13:38:00Z,54.06,47.32
2026-05-14T13:39:00Z,52.47,45.91
2026-05-14T13:40:00Z,61.45,38.98
2026-05-14T13:41:00Z,58.42,42.54
2026-05-14T13:42:00Z,49.34,52.56
2026-05-14T13:43:00Z,50.69,50.48
2026-05-14T13:44:00Z,53.10,47.98
2026-05-14T13:45:00Z,54.04,46.27
2026-05-14T13:46:00Z,53.83,46.50
2026-05-14T13:47:00Z,56.63,43.96
2026-05-14T13:48:00Z,60.71,39.41
2026-05-14T13:49:00Z,60.67,40.53
2026-05-14T13:50:00Z,51.91,48.77
2026-05-14T13:51:00Z,48.84,51.69
2026-05-14T13:52:00Z,55.94,46.64
2026-05-14T13:53:00Z,53.24,47.94
2026-05-14T13:54:00Z,48.58,51.58
2026-05-14T13:55:00Z,37.72,56.06
2026-05-14T13:56:00Z,41.33,55.65
2026-05-14T13:57:00Z,55.80,44.82
2026-05-14T13:58:00Z,57.78,42.83
2026-05-14T13:59:00Z,63.13,37.27
2026-05-14T14:00:00Z,64.21,39.48
2026-05-14T14:01:00Z,69.93,31.57
2026-05-14T14:02:00Z,70.30,29.31
2026-05-14T14:03:00Z,65.83,36.11
2026-05-14T14:04:00Z,56.35,40.58
2026-05-14T14:05:00Z,57.59,49.46
2026-05-14T14:06:00Z,51.80,50.98
2026-05-14T14:07:00Z,57.96,43.18
2026-05-14T14:08:00Z,59.99,40.02
2026-05-14T14:09:00Z,62.46,38.38
2026-05-14T14:10:00Z,68.58,35.95
2026-05-14T14:11:00Z,56.52,44.23
2026-05-14T14:12:00Z,49.24,51.52
2026-05-14T14:13:00Z,54.48,45.43
2026-05-14T14:14:00Z,49.18,52.36
2026-05-14T14:15:00Z,42.99,59.13
2026-05-14T14:16:00Z,31.47,68.34
2026-05-14T14:17:00Z,20.42,79.60
2026-05-14T14:18:00Z,30.17,67.36
2026-05-14T14:19:00Z,45.95,54.82
2026-05-14T14:20:00Z,64.86,36.70
2026-05-14T14:21:00Z,84.89,14.27
2026-05-14T14:22:00Z,95.65,10.87
2026-05-14T14:23:00Z,99.00,1.00
2026-05-14T14:24:00Z,99.00,1.00
2026-05-14T14:25:00Z,99.00,1.00
2026-05-14T14:26:00Z,99.00,1.00
