# event_ticker=KXATPMATCH-26MAR04MARBAU
# final_score=6-4 6-7(2) 6-4
# score_resolution=4-6 7-6 4-6
# match_winner=Roberto Bautista Agut
# fav_player=Fabian Marozsan
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-04
timestamp,Fabian Marozsan,Roberto Bautista Agut
2026-03-05T11:24:00Z,,26.00
2026-03-05T11:26:00Z,,26.00
2026-03-05T11:50:00Z,75.00,26.00
2026-03-05T11:52:00Z,75.00,26.00
2026-03-05T11:56:00Z,75.00,26.00
2026-03-05T12:31:00Z,75.00,26.00
2026-03-05T13:09:00Z,75.00,26.00
2026-03-05T13:25:00Z,75.92,26.00
2026-03-05T13:31:00Z,76.00,26.00
2026-03-05T13:45:00Z,76.00,26.00
2026-03-05T14:20:00Z,75.00,26.00
2026-03-05T14:27:00Z,75.00,26.00
2026-03-05T14:33:00Z,75.00,26.00
2026-03-05T14:42:00Z,75.00,26.00
2026-03-05T14:44:00Z,75.00,26.00
2026-03-05T14:46:00Z,75.00,26.00
2026-03-05T15:13:00Z,75.00,26.00
2026-03-05T15:50:00Z,76.89,26.00
2026-03-05T15:58:00Z,76.00,25.00
2026-03-05T16:01:00Z,76.00,26.00
2026-03-05T16:02:00Z,76.00,26.00
2026-03-05T16:07:00Z,76.00,26.00
2026-03-05T16:18:00Z,75.00,26.00
2026-03-05T16:23:00Z,75.00,26.00
2026-03-05T16:24:00Z,75.00,26.00
2026-03-05T16:45:00Z,76.00,26.00
2026-03-05T16:47:00Z,76.00,26.00
2026-03-05T16:49:00Z,76.00,26.00
2026-03-05T17:34:00Z,76.00,26.00
2026-03-05T17:42:00Z,76.00,26.00
2026-03-05T17:47:00Z,77.00,26.00
2026-03-05T17:50:00Z,77.00,26.00
2026-03-05T17:53:00Z,75.00,26.00
2026-03-05T17:54:00Z,77.00,26.00
2026-03-05T18:09:00Z,76.00,24.27
2026-03-05T18:11:00Z,77.00,24.27
2026-03-05T18:12:00Z,75.81,24.27
2026-03-05T18:50:00Z,76.00,24.27
2026-03-05T18:51:00Z,76.00,24.27
2026-03-05T18:56:00Z,76.00,25.00
2026-03-05T19:04:00Z,76.00,25.00
2026-03-05T19:07:00Z,76.00,25.00
2026-03-05T19:19:00Z,76.00,25.00
2026-03-05T19:30:00Z,76.00,25.00
2026-03-05T19:44:00Z,77.00,25.00
2026-03-05T20:03:00Z,77.00,24.00
2026-03-05T20:14:00Z,77.00,24.00
2026-03-05T20:21:00Z,77.00,24.00
2026-03-05T20:23:00Z,77.00,24.00
2026-03-05T20:24:00Z,77.00,25.00
2026-03-05T20:35:00Z,77.00,24.00
2026-03-05T20:37:00Z,77.00,25.00
2026-03-05T20:46:00Z,77.00,24.00
2026-03-05T21:03:00Z,77.00,25.00
2026-03-05T21:43:00Z,77.00,25.00
2026-03-05T21:46:00Z,77.00,25.00
2026-03-05T21:49:00Z,77.00,25.00
2026-03-05T21:55:00Z,77.00,24.00
2026-03-05T22:00:00Z,77.00,24.00
2026-03-05T22:07:00Z,77.00,24.00
2026-03-05T22:08:00Z,77.00,24.00
2026-03-05T22:11:00Z,77.00,24.00
2026-03-05T22:12:00Z,77.00,24.00
2026-03-05T22:13:00Z,77.00,24.00
2026-03-05T22:14:00Z,77.00,24.00
2026-03-05T22:19:00Z,77.00,24.00
2026-03-05T22:23:00Z,77.00,24.00
2026-03-05T22:25:00Z,77.00,24.00
2026-03-05T22:27:00Z,77.00,24.00
2026-03-05T22:28:00Z,77.00,24.00
2026-03-05T22:32:00Z,77.00,24.00
2026-03-05T22:36:00Z,77.00,24.00
2026-03-05T22:39:00Z,77.00,24.00
2026-03-05T22:40:00Z,77.00,24.00
2026-03-05T22:41:00Z,77.00,24.00
2026-03-05T22:42:00Z,77.00,24.00
2026-03-05T22:43:00Z,77.00,24.00
2026-03-05T22:44:00Z,77.00,24.00
2026-03-05T22:45:00Z,78.00,24.00
2026-03-05T22:47:00Z,78.00,24.00
2026-03-05T22:48:00Z,77.00,24.00
2026-03-05T22:49:00Z,77.00,24.54
2026-03-05T22:50:00Z,77.00,25.00
2026-03-05T22:51:00Z,77.00,25.27
2026-03-05T22:52:00Z,77.00,25.27
2026-03-05T22:53:00Z,77.02,24.97
2026-03-05T22:54:00Z,78.00,24.33
2026-03-05T22:55:00Z,78.00,24.00
2026-03-05T22:56:00Z,78.00,24.00
2026-03-05T22:57:00Z,78.48,20.48
2026-03-05T22:58:00Z,82.00,15.38
2026-03-05T22:59:00Z,82.70,19.91
2026-03-05T23:00:00Z,80.35,20.13
2026-03-05T23:01:00Z,83.77,18.84
2026-03-05T23:02:00Z,86.00,14.93
2026-03-05T23:03:00Z,85.86,15.42
2026-03-05T23:04:00Z,87.92,14.47
2026-03-05T23:05:00Z,88.00,13.23
2026-03-05T23:06:00Z,86.74,14.89
2026-03-05T23:07:00Z,83.98,16.73
2026-03-05T23:08:00Z,85.00,17.00
2026-03-05T23:09:00Z,84.03,17.49
2026-03-05T23:10:00Z,78.84,21.57
