# event_ticker=KXATPMATCH-26MAR04MARBAU
# final_score=6-4 6-7(2) 6-4
# score_resolution=4-6 7-6 4-6
# match_winner=Roberto Bautista Agut
# fav_player=Fabian Marozsan
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-04
timestamp,Fabian Marozsan,Roberto Bautista Agut
2026-03-05T23:11:00Z,81.07,17.84
2026-03-05T23:12:00Z,84.46,14.70
2026-03-05T23:13:00Z,85.06,13.77
2026-03-05T23:14:00Z,85.00,17.57
2026-03-05T23:15:00Z,84.23,17.00
2026-03-05T23:16:00Z,83.00,17.00
2026-03-05T23:17:00Z,81.00,19.26
2026-03-05T23:18:00Z,81.91,19.10
2026-03-05T23:19:00Z,82.53,20.87
2026-03-05T23:20:00Z,83.00,16.57
2026-03-05T23:21:00Z,83.21,18.99
2026-03-05T23:22:00Z,81.00,17.19
2026-03-05T23:23:00Z,83.29,18.73
2026-03-05T23:24:00Z,82.99,18.98
2026-03-05T23:25:00Z,77.08,21.00
2026-03-05T23:26:00Z,75.25,29.53
2026-03-05T23:27:00Z,69.00,32.31
2026-03-05T23:28:00Z,68.54,33.62
2026-03-05T23:29:00Z,66.31,32.68
2026-03-05T23:30:00Z,65.05,36.85
2026-03-05T23:31:00Z,64.05,38.89
2026-03-05T23:32:00Z,61.97,39.83
2026-03-05T23:33:00Z,63.97,37.36
2026-03-05T23:34:00Z,63.17,36.22
2026-03-05T23:35:00Z,68.38,33.22
2026-03-05T23:36:00Z,68.87,31.92
2026-03-05T23:37:00Z,64.96,36.01
2026-03-05T23:38:00Z,65.00,36.32
2026-03-05T23:39:00Z,65.00,37.48
2026-03-05T23:40:00Z,61.59,39.06
2026-03-05T23:41:00Z,52.94,43.15
2026-03-05T23:42:00Z,39.99,58.41
2026-03-05T23:43:00Z,38.85,62.17
2026-03-05T23:44:00Z,37.53,61.19
2026-03-05T23:45:00Z,39.41,62.65
2026-03-05T23:46:00Z,37.43,65.40
2026-03-05T23:47:00Z,33.72,65.59
2026-03-05T23:48:00Z,37.19,63.85
2026-03-05T23:49:00Z,38.80,61.06
2026-03-05T23:50:00Z,36.76,62.66
2026-03-05T23:51:00Z,33.00,67.12
2026-03-05T23:52:00Z,33.12,68.51
2026-03-05T23:53:00Z,32.98,68.86
2026-03-05T23:54:00Z,31.77,69.98
2026-03-05T23:55:00Z,33.45,67.68
2026-03-05T23:56:00Z,33.06,68.58
2026-03-05T23:57:00Z,39.56,64.67
2026-03-05T23:58:00Z,35.60,66.77
2026-03-05T23:59:00Z,29.20,70.92
2026-03-06T00:00:00Z,28.98,72.25
2026-03-06T00:01:00Z,29.33,70.73
2026-03-06T00:02:00Z,30.39,71.19
2026-03-06T00:03:00Z,25.01,73.80
2026-03-06T00:04:00Z,29.56,71.51
2026-03-06T00:05:00Z,29.08,72.03
2026-03-06T00:06:00Z,31.77,69.24
2026-03-06T00:07:00Z,30.36,72.19
2026-03-06T00:08:00Z,27.46,73.07
2026-03-06T00:09:00Z,27.51,73.51
2026-03-06T00:10:00Z,29.51,76.09
2026-03-06T00:11:00Z,28.99,74.71
2026-03-06T00:12:00Z,28.22,76.72
2026-03-06T00:13:00Z,32.89,69.79
2026-03-06T00:14:00Z,42.63,63.11
2026-03-06T00:15:00Z,50.29,51.08
2026-03-06T00:16:00Z,51.83,48.48
2026-03-06T00:17:00Z,40.10,67.22
2026-03-06T00:18:00Z,29.08,71.62
2026-03-06T00:19:00Z,27.84,72.94
2026-03-06T00:20:00Z,30.14,70.18
2026-03-06T00:21:00Z,36.58,64.07
2026-03-06T00:22:00Z,36.06,67.38
2026-03-06T00:23:00Z,27.41,72.05
2026-03-06T00:24:00Z,27.97,72.86
2026-03-06T00:25:00Z,26.45,79.93
2026-03-06T00:26:00Z,19.33,83.79
2026-03-06T00:27:00Z,28.83,73.62
2026-03-06T00:28:00Z,25.52,72.64
2026-03-06T00:29:00Z,32.96,68.38
2026-03-06T00:30:00Z,30.50,70.41
2026-03-06T00:31:00Z,48.11,51.46
2026-03-06T00:32:00Z,55.50,40.69
2026-03-06T00:33:00Z,52.82,46.98
2026-03-06T00:34:00Z,60.28,41.20
2026-03-06T00:35:00Z,64.33,36.13
2026-03-06T00:36:00Z,64.71,35.78
2026-03-06T00:37:00Z,65.60,35.91
2026-03-06T00:38:00Z,59.31,44.30
2026-03-06T00:39:00Z,44.40,54.62
2026-03-06T00:40:00Z,36.04,64.34
2026-03-06T00:41:00Z,31.02,68.68
2026-03-06T00:42:00Z,26.75,75.27
2026-03-06T00:43:00Z,23.84,76.45
2026-03-06T00:44:00Z,24.70,74.49
2026-03-06T00:45:00Z,26.17,73.62
2026-03-06T00:46:00Z,29.33,71.89
2026-03-06T00:47:00Z,29.09,71.55
2026-03-06T00:48:00Z,35.24,66.12
2026-03-06T00:49:00Z,32.01,66.66
2026-03-06T00:50:00Z,22.58,77.10
2026-03-06T00:51:00Z,16.29,84.43
2026-03-06T00:52:00Z,16.27,84.86
2026-03-06T00:53:00Z,23.60,78.92
2026-03-06T00:54:00Z,25.20,75.07
2026-03-06T00:55:00Z,26.43,73.73
2026-03-06T00:56:00Z,32.18,69.99
2026-03-06T00:57:00Z,41.76,60.03
2026-03-06T00:58:00Z,49.39,49.34
2026-03-06T00:59:00Z,35.15,64.43
2026-03-06T01:00:00Z,19.16,78.67
2026-03-06T01:01:00Z,22.72,77.95
2026-03-06T01:02:00Z,24.00,76.47
2026-03-06T01:03:00Z,23.20,76.45
2026-03-06T01:04:00Z,18.39,79.60
2026-03-06T01:05:00Z,15.09,86.10
2026-03-06T01:06:00Z,13.14,88.99
2026-03-06T01:07:00Z,13.83,87.23
2026-03-06T01:08:00Z,12.36,86.35
2026-03-06T01:09:00Z,7.07,92.81
2026-03-06T01:10:00Z,11.73,89.46
2026-03-06T01:11:00Z,13.93,87.93
2026-03-06T01:12:00Z,13.61,87.55
2026-03-06T01:13:00Z,11.40,87.57
2026-03-06T01:14:00Z,10.27,93.52
2026-03-06T01:15:00Z,8.86,92.26
2026-03-06T01:16:00Z,14.18,90.26
2026-03-06T01:17:00Z,1.81,98.62
2026-03-06T01:18:00Z,1.00,99.00
2026-03-06T01:19:00Z,1.00,99.00
2026-03-06T01:20:00Z,1.00,99.00
2026-03-06T01:21:00Z,1.00,99.00
2026-03-06T01:22:00Z,1.00,99.00
