# event_ticker=KXATPMATCH-26JAN13BORSPI
# final_score=7-6(6) 6-4
# score_resolution=7-6 6-4
# match_winner=Eliot Spizzirri
# fav_player=Eliot Spizzirri
# dog_player=Nuno Borges
# kalshi_date=2026-01-13
timestamp,Eliot Spizzirri,Nuno Borges
2026-01-13T16:20:00Z,,55.76
2026-01-13T17:03:00Z,,53.00
2026-01-13T17:17:00Z,,55.00
2026-01-13T17:58:00Z,,55.67
2026-01-13T18:38:00Z,,57.00
2026-01-13T18:42:00Z,44.00,57.00
2026-01-13T18:51:00Z,44.00,57.00
2026-01-13T19:00:00Z,44.00,57.51
2026-01-13T19:08:00Z,44.00,57.00
2026-01-13T19:12:00Z,44.00,57.00
2026-01-13T19:22:00Z,44.00,57.00
2026-01-13T19:25:00Z,44.00,57.00
2026-01-13T19:39:00Z,43.00,55.00
2026-01-13T19:57:00Z,43.00,57.00
2026-01-13T20:15:00Z,43.00,57.00
2026-01-13T20:33:00Z,43.00,57.00
2026-01-13T20:37:00Z,43.00,57.00
2026-01-13T20:39:00Z,43.00,58.00
2026-01-13T21:01:00Z,43.00,58.00
2026-01-13T21:02:00Z,43.00,56.00
2026-01-13T21:03:00Z,43.00,58.00
2026-01-13T21:11:00Z,43.00,57.00
2026-01-13T21:27:00Z,43.00,57.00
2026-01-13T21:31:00Z,43.20,57.00
2026-01-13T21:32:00Z,44.00,57.00
2026-01-13T21:33:00Z,44.00,56.00
2026-01-13T21:35:00Z,44.00,56.00
2026-01-13T21:47:00Z,44.00,56.00
2026-01-13T21:57:00Z,44.00,55.00
2026-01-13T22:17:00Z,44.00,55.00
2026-01-13T22:20:00Z,44.00,55.00
2026-01-13T22:29:00Z,44.00,55.00
2026-01-13T22:50:00Z,44.00,55.00
2026-01-13T22:53:00Z,44.00,55.00
2026-01-13T23:06:00Z,44.00,55.00
2026-01-13T23:07:00Z,44.00,55.00
2026-01-13T23:36:00Z,44.00,56.00
2026-01-13T23:48:00Z,44.00,56.00
2026-01-13T23:50:00Z,44.00,56.00
2026-01-13T23:51:00Z,44.00,56.00
2026-01-13T23:52:00Z,44.00,56.00
2026-01-13T23:58:00Z,44.00,56.00
2026-01-14T00:00:00Z,44.00,56.00
2026-01-14T00:01:00Z,45.00,56.00
2026-01-14T00:08:00Z,46.00,54.00
2026-01-14T00:22:00Z,46.00,55.00
2026-01-14T00:26:00Z,46.00,55.00
2026-01-14T00:34:00Z,46.00,55.00
2026-01-14T00:55:00Z,46.00,55.00
2026-01-14T01:02:00Z,46.00,55.00
2026-01-14T01:12:00Z,46.00,55.00
2026-01-14T01:14:00Z,47.00,55.00
2026-01-14T01:19:00Z,47.00,55.00
2026-01-14T01:22:00Z,47.00,55.00
2026-01-14T01:23:00Z,47.00,55.00
2026-01-14T01:24:00Z,47.00,55.05
2026-01-14T01:27:00Z,47.00,55.25
2026-01-14T01:37:00Z,47.00,56.00
2026-01-14T01:40:00Z,47.00,56.00
2026-01-14T01:46:00Z,46.00,56.00
2026-01-14T01:48:00Z,44.00,56.00
2026-01-14T01:49:00Z,44.00,56.00
2026-01-14T01:55:00Z,47.00,56.00
2026-01-14T01:57:00Z,47.00,56.00
2026-01-14T02:07:00Z,47.00,56.00
2026-01-14T02:09:00Z,47.00,56.00
2026-01-14T02:11:00Z,47.00,56.00
2026-01-14T02:12:00Z,47.00,55.01
2026-01-14T02:13:00Z,47.00,53.00
2026-01-14T02:14:00Z,47.00,53.00
2026-01-14T02:15:00Z,53.82,50.49
2026-01-14T02:16:00Z,56.00,48.00
2026-01-14T02:17:00Z,56.00,48.00
2026-01-14T02:18:00Z,54.00,45.71
2026-01-14T02:19:00Z,54.00,44.00
2026-01-14T02:21:00Z,54.00,51.58
2026-01-14T02:22:00Z,54.00,48.94
2026-01-14T02:23:00Z,54.00,52.93
2026-01-14T02:24:00Z,47.00,59.00
2026-01-14T02:25:00Z,50.02,59.00
2026-01-14T02:28:00Z,55.00,42.32
2026-01-14T02:29:00Z,64.77,47.01
2026-01-14T02:30:00Z,56.00,47.72
2026-01-14T02:31:00Z,56.00,33.16
2026-01-14T02:32:00Z,56.00,33.00
2026-01-14T02:33:00Z,56.00,33.91
2026-01-14T02:34:00Z,71.00,30.00
2026-01-14T02:36:00Z,71.00,30.00
2026-01-14T02:37:00Z,71.00,33.00
2026-01-14T02:38:00Z,53.00,32.00
2026-01-14T02:40:00Z,53.00,36.00
2026-01-14T02:41:00Z,53.00,32.93
2026-01-14T02:43:00Z,64.51,32.93
2026-01-14T02:44:00Z,68.00,32.93
2026-01-14T02:45:00Z,68.00,29.00
2026-01-14T02:47:00Z,68.00,31.30
2026-01-14T02:48:00Z,68.00,31.00
2026-01-14T02:50:00Z,68.00,30.00
2026-01-14T02:51:00Z,62.95,45.49
2026-01-14T02:52:00Z,50.00,45.49
2026-01-14T02:53:00Z,50.00,53.00
2026-01-14T02:54:00Z,46.00,56.00
2026-01-14T02:55:00Z,46.00,58.00
2026-01-14T02:57:00Z,45.71,58.00
2026-01-14T02:58:00Z,47.00,58.00
2026-01-14T03:00:00Z,47.00,59.00
2026-01-14T03:04:00Z,47.00,56.00
2026-01-14T03:05:00Z,47.00,58.14
2026-01-14T03:08:00Z,47.00,40.29
2026-01-14T03:09:00Z,47.00,39.02
2026-01-14T03:12:00Z,47.00,60.79
2026-01-14T03:13:00Z,49.00,60.79
2026-01-14T03:14:00Z,49.00,67.81
2026-01-14T03:15:00Z,36.14,67.81
2026-01-14T03:17:00Z,36.14,68.00
2026-01-14T03:19:00Z,48.00,68.00
2026-01-14T03:20:00Z,48.00,56.00
2026-01-14T03:22:00Z,48.80,59.00
2026-01-14T03:23:00Z,48.80,52.71
2026-01-14T03:24:00Z,47.00,59.00
2026-01-14T03:25:00Z,51.86,58.00
2026-01-14T03:26:00Z,51.86,57.16
2026-01-14T03:27:00Z,51.86,58.20
2026-01-14T03:28:00Z,51.86,61.90
2026-01-14T03:29:00Z,42.00,55.84
2026-01-14T03:30:00Z,42.00,58.11
2026-01-14T03:31:00Z,42.00,58.90
2026-01-14T03:32:00Z,42.00,55.24
2026-01-14T03:33:00Z,42.00,59.12
2026-01-14T03:34:00Z,47.00,57.36
2026-01-14T03:35:00Z,41.54,57.36
2026-01-14T03:36:00Z,41.54,58.22
2026-01-14T03:37:00Z,42.67,58.00
2026-01-14T03:38:00Z,42.67,59.21
2026-01-14T03:39:00Z,42.67,60.00
2026-01-14T03:40:00Z,43.98,64.08
2026-01-14T03:41:00Z,43.98,54.00
2026-01-14T03:42:00Z,43.98,61.15
2026-01-14T03:44:00Z,43.98,65.16
2026-01-14T03:45:00Z,43.98,69.21
2026-01-14T03:46:00Z,46.00,63.00
2026-01-14T03:48:00Z,46.00,63.00
2026-01-14T03:50:00Z,46.00,63.00
2026-01-14T03:51:00Z,46.00,63.00
2026-01-14T03:52:00Z,42.33,70.43
2026-01-14T03:54:00Z,42.33,71.00
2026-01-14T03:55:00Z,45.03,71.00
2026-01-14T03:56:00Z,46.00,60.00
2026-01-14T03:57:00Z,46.00,60.07
2026-01-14T03:58:00Z,44.00,60.59
2026-01-14T03:59:00Z,45.00,55.00
2026-01-14T04:00:00Z,44.00,55.00
2026-01-14T04:02:00Z,45.00,57.00
2026-01-14T04:03:00Z,45.00,56.06
2026-01-14T04:04:00Z,45.00,62.35
2026-01-14T04:05:00Z,43.00,72.94
2026-01-14T04:07:00Z,40.00,57.40
2026-01-14T04:10:00Z,40.00,61.00
2026-01-14T04:11:00Z,40.00,65.91
2026-01-14T04:12:00Z,40.00,60.00
