# event_ticker=KXATPCHALLENGERMATCH-26MAR31RINFER
# final_score=7-6(2) 6-1
# score_resolution=7-6 6-1
# match_winner=Daniel Rincon
# fav_player=Daniel Rincon
# dog_player=Frederico Ferreira Silva
# kalshi_date=2026-03-31
timestamp,Daniel Rincon,Frederico Ferreira Silva
2026-04-01T05:06:00Z,,56.00
2026-04-01T05:32:00Z,,56.00
2026-04-01T05:49:00Z,,56.07
2026-04-01T05:50:00Z,,56.00
2026-04-01T07:52:00Z,,56.00
2026-04-01T09:44:00Z,,57.00
2026-04-01T09:56:00Z,46.00,57.00
2026-04-01T11:36:00Z,46.00,55.00
2026-04-01T11:38:00Z,46.00,55.00
2026-04-01T11:47:00Z,46.00,56.00
2026-04-01T12:37:00Z,45.06,57.00
2026-04-01T12:45:00Z,46.00,57.00
2026-04-01T13:36:00Z,46.00,57.00
2026-04-01T13:59:00Z,46.00,57.00
2026-04-01T14:14:00Z,46.00,57.00
2026-04-01T14:21:00Z,46.00,57.00
2026-04-01T14:31:00Z,46.00,57.00
2026-04-01T14:37:00Z,46.00,57.00
2026-04-01T14:45:00Z,46.00,56.19
2026-04-01T14:48:00Z,46.00,57.00
2026-04-01T14:56:00Z,43.00,57.00
2026-04-01T15:00:00Z,43.00,57.00
2026-04-01T15:02:00Z,43.00,57.00
2026-04-01T15:18:00Z,43.00,57.00
2026-04-01T15:23:00Z,43.00,57.00
2026-04-01T15:24:00Z,43.00,57.00
2026-04-01T15:25:00Z,45.99,57.00
2026-04-01T15:27:00Z,46.00,57.00
2026-04-01T15:29:00Z,45.66,57.00
2026-04-01T15:30:00Z,45.00,57.00
2026-04-01T15:31:00Z,45.95,57.00
2026-04-01T15:36:00Z,45.95,57.00
2026-04-01T15:40:00Z,45.95,57.00
2026-04-01T15:43:00Z,45.95,57.00
2026-04-01T15:44:00Z,45.95,57.00
2026-04-01T15:45:00Z,45.95,57.00
2026-04-01T15:46:00Z,44.00,57.00
2026-04-01T15:47:00Z,44.00,57.00
2026-04-01T15:48:00Z,44.10,57.00
2026-04-01T15:49:00Z,42.22,57.00
2026-04-01T15:50:00Z,42.62,58.32
2026-04-01T15:51:00Z,46.56,54.48
2026-04-01T15:52:00Z,45.47,58.62
2026-04-01T15:53:00Z,41.53,59.31
2026-04-01T15:54:00Z,40.65,60.55
2026-04-01T15:55:00Z,41.91,60.11
2026-04-01T15:56:00Z,41.70,56.22
2026-04-01T15:57:00Z,46.61,54.24
2026-04-01T15:58:00Z,50.92,50.35
2026-04-01T15:59:00Z,55.43,45.59
2026-04-01T16:00:00Z,50.94,47.81
2026-04-01T16:01:00Z,46.29,52.26
2026-04-01T16:02:00Z,43.06,58.51
2026-04-01T16:03:00Z,42.62,58.01
2026-04-01T16:04:00Z,38.98,62.13
2026-04-01T16:05:00Z,38.02,61.85
2026-04-01T16:06:00Z,41.58,59.30
2026-04-01T16:07:00Z,46.86,54.17
2026-04-01T16:08:00Z,46.86,53.48
2026-04-01T16:09:00Z,46.00,53.83
2026-04-01T16:10:00Z,48.31,58.63
2026-04-01T16:11:00Z,40.52,60.06
2026-04-01T16:12:00Z,39.00,61.97
2026-04-01T16:13:00Z,39.54,61.23
2026-04-01T16:14:00Z,38.10,60.66
2026-04-01T16:15:00Z,45.40,60.00
2026-04-01T16:16:00Z,41.02,60.71
2026-04-01T16:17:00Z,44.42,58.02
2026-04-01T16:18:00Z,40.00,60.36
2026-04-01T16:19:00Z,36.82,62.12
2026-04-01T16:20:00Z,36.50,65.00
2026-04-01T16:21:00Z,37.96,63.20
2026-04-01T16:22:00Z,34.02,65.85
2026-04-01T16:23:00Z,31.88,68.55
2026-04-01T16:24:00Z,31.61,71.32
2026-04-01T16:25:00Z,35.92,64.57
2026-04-01T16:26:00Z,34.97,64.83
2026-04-01T16:27:00Z,38.39,61.15
2026-04-01T16:28:00Z,39.75,61.47
2026-04-01T16:29:00Z,40.76,61.61
2026-04-01T16:30:00Z,44.57,60.08
2026-04-01T16:31:00Z,45.70,57.06
2026-04-01T16:32:00Z,55.67,44.68
2026-04-01T16:33:00Z,61.31,38.92
2026-04-01T16:34:00Z,62.65,37.52
2026-04-01T16:35:00Z,60.86,38.08
2026-04-01T16:36:00Z,56.13,43.20
2026-04-01T16:37:00Z,54.13,48.62
2026-04-01T16:38:00Z,43.85,57.57
2026-04-01T16:39:00Z,39.05,59.26
2026-04-01T16:40:00Z,38.00,61.46
2026-04-01T16:41:00Z,42.64,57.05
2026-04-01T16:42:00Z,38.00,61.99
2026-04-01T16:43:00Z,35.97,64.47
2026-04-01T16:44:00Z,34.85,65.07
2026-04-01T16:45:00Z,35.52,62.41
2026-04-01T16:46:00Z,40.00,60.22
2026-04-01T16:47:00Z,41.69,58.19
2026-04-01T16:48:00Z,46.02,54.99
2026-04-01T16:49:00Z,53.19,45.16
2026-04-01T16:50:00Z,60.99,37.67
2026-04-01T16:51:00Z,59.00,39.58
2026-04-01T16:52:00Z,62.74,36.72
2026-04-01T16:53:00Z,67.87,33.12
2026-04-01T16:54:00Z,64.09,35.65
2026-04-01T16:55:00Z,69.51,32.28
2026-04-01T16:56:00Z,71.02,28.85
2026-04-01T16:57:00Z,70.90,29.75
2026-04-01T16:58:00Z,70.77,29.88
2026-04-01T16:59:00Z,72.00,29.97
2026-04-01T17:00:00Z,70.20,30.00
2026-04-01T17:01:00Z,70.02,30.00
2026-04-01T17:02:00Z,73.18,28.02
2026-04-01T17:03:00Z,76.91,23.75
2026-04-01T17:04:00Z,77.50,21.62
2026-04-01T17:05:00Z,80.34,18.98
2026-04-01T17:06:00Z,85.29,15.61
2026-04-01T17:07:00Z,88.56,11.53
2026-04-01T17:08:00Z,87.48,12.70
2026-04-01T17:09:00Z,89.17,11.36
2026-04-01T17:10:00Z,90.83,9.18
2026-04-01T17:11:00Z,93.08,8.03
2026-04-01T17:12:00Z,90.87,11.21
2026-04-01T17:13:00Z,91.69,9.23
2026-04-01T17:14:00Z,89.61,9.96
2026-04-01T17:15:00Z,93.82,7.53
2026-04-01T17:16:00Z,93.71,6.30
2026-04-01T17:17:00Z,93.20,6.63
2026-04-01T17:18:00Z,93.36,6.70
2026-04-01T17:19:00Z,94.08,5.49
2026-04-01T17:20:00Z,95.18,6.27
2026-04-01T17:21:00Z,92.33,9.48
2026-04-01T17:22:00Z,91.48,9.42
2026-04-01T17:23:00Z,94.00,6.98
2026-04-01T17:24:00Z,93.25,5.77
2026-04-01T17:25:00Z,94.91,4.87
2026-04-01T17:26:00Z,94.99,5.15
2026-04-01T17:27:00Z,95.69,6.04
2026-04-01T17:28:00Z,95.89,3.80
2026-04-01T17:29:00Z,95.83,5.63
2026-04-01T17:30:00Z,95.00,5.23
