# event_ticker=KXATPCHALLENGERMATCH-26MAR31RINFER
# final_score=7-6(2) 6-1
# score_resolution=7-6 6-1
# match_winner=Daniel Rincon
# fav_player=Daniel Rincon
# dog_player=Frederico Ferreira Silva
# kalshi_date=2026-03-31
timestamp,Daniel Rincon,Frederico Ferreira Silva
2026-04-01T17:31:00Z,94.70,5.20
2026-04-01T17:32:00Z,94.97,5.76
2026-04-01T17:33:00Z,96.85,4.14
2026-04-01T17:34:00Z,97.46,1.99
2026-04-01T17:35:00Z,99.00,1.04
2026-04-01T17:36:00Z,98.92,1.31
2026-04-01T17:37:00Z,98.96,1.21
2026-04-01T17:38:00Z,98.85,2.00
2026-04-01T17:39:00Z,99.00,1.00
2026-04-01T17:40:00Z,99.00,1.00
2026-04-01T17:41:00Z,99.00,1.00
2026-04-01T17:42:00Z,99.00,1.00
