# event_ticker=KXATPCHALLENGERMATCH-26MAR14TRUKOL
# final_score=6-3 6-3
# match_winner=Marco Trungelliti
# fav_player=Marco Trungelliti
# dog_player=Zdenek Kolar
# kalshi_date=2026-03-14
timestamp,Marco Trungelliti,Zdenek Kolar
2026-03-13T22:34:00Z,,57.23
2026-03-13T23:03:00Z,,58.00
2026-03-13T23:15:00Z,,58.00
2026-03-13T23:29:00Z,,58.00
2026-03-13T23:35:00Z,,59.00
2026-03-14T00:28:00Z,44.00,59.00
2026-03-14T00:44:00Z,44.00,59.00
2026-03-14T00:53:00Z,44.00,59.00
2026-03-14T01:00:00Z,44.00,58.00
2026-03-14T01:35:00Z,44.00,59.00
2026-03-14T01:42:00Z,44.00,59.00
2026-03-14T01:46:00Z,43.00,59.00
2026-03-14T02:12:00Z,43.00,59.00
2026-03-14T02:31:00Z,43.00,59.00
2026-03-14T03:11:00Z,43.00,59.00
2026-03-14T03:17:00Z,43.00,59.00
2026-03-14T03:18:00Z,43.00,59.00
2026-03-14T03:22:00Z,43.00,59.00
2026-03-14T03:23:00Z,43.00,59.00
2026-03-14T03:35:00Z,43.00,59.00
2026-03-14T03:50:00Z,43.00,59.00
2026-03-14T03:52:00Z,43.00,59.00
2026-03-14T04:12:00Z,43.00,59.00
2026-03-14T04:14:00Z,43.00,59.00
2026-03-14T04:18:00Z,43.00,59.00
2026-03-14T04:19:00Z,43.45,59.00
2026-03-14T04:24:00Z,43.45,59.00
2026-03-14T04:29:00Z,43.45,59.00
2026-03-14T04:33:00Z,43.45,59.00
2026-03-14T04:37:00Z,43.00,59.00
2026-03-14T04:38:00Z,43.75,59.00
2026-03-14T04:39:00Z,44.00,58.00
2026-03-14T04:42:00Z,44.00,59.00
2026-03-14T04:46:00Z,44.00,59.00
2026-03-14T04:47:00Z,44.00,59.00
2026-03-14T04:48:00Z,44.00,58.00
2026-03-14T04:49:00Z,44.00,58.00
2026-03-14T04:54:00Z,44.00,59.00
2026-03-14T04:56:00Z,44.00,59.00
2026-03-14T04:57:00Z,44.00,58.00
2026-03-14T04:59:00Z,44.00,59.00
2026-03-14T05:01:00Z,44.00,59.00
2026-03-14T05:02:00Z,44.00,59.00
2026-03-14T05:09:00Z,44.00,59.00
2026-03-14T05:17:00Z,44.00,59.00
2026-03-14T05:19:00Z,44.00,59.00
2026-03-14T05:22:00Z,44.00,59.00
2026-03-14T05:23:00Z,44.00,59.00
2026-03-14T05:34:00Z,44.00,59.00
2026-03-14T05:43:00Z,44.00,59.00
2026-03-14T05:46:00Z,44.00,59.00
2026-03-14T05:47:00Z,44.00,59.00
2026-03-14T05:51:00Z,43.00,59.00
2026-03-14T05:52:00Z,43.00,58.01
2026-03-14T05:55:00Z,43.00,59.00
2026-03-14T05:56:00Z,43.00,59.00
2026-03-14T06:00:00Z,43.00,59.00
2026-03-14T06:07:00Z,43.00,59.00
2026-03-14T06:08:00Z,43.00,59.00
2026-03-14T06:16:00Z,43.00,59.00
2026-03-14T06:19:00Z,43.00,59.00
2026-03-14T06:21:00Z,43.00,59.00
2026-03-14T06:38:00Z,43.00,59.00
2026-03-14T06:42:00Z,43.00,59.00
2026-03-14T06:48:00Z,43.00,59.00
2026-03-14T06:52:00Z,43.00,59.00
2026-03-14T06:53:00Z,43.00,59.00
2026-03-14T06:54:00Z,43.00,59.00
2026-03-14T06:55:00Z,43.00,59.00
2026-03-14T07:00:00Z,43.00,58.00
2026-03-14T07:04:00Z,43.00,59.00
2026-03-14T07:05:00Z,43.00,59.00
2026-03-14T07:06:00Z,43.31,60.00
2026-03-14T07:11:00Z,43.31,59.00
2026-03-14T07:14:00Z,43.31,60.00
2026-03-14T07:16:00Z,43.00,60.00
2026-03-14T07:20:00Z,43.00,60.00
2026-03-14T07:21:00Z,43.00,60.00
2026-03-14T07:27:00Z,43.00,60.00
2026-03-14T07:28:00Z,43.00,60.00
2026-03-14T07:31:00Z,43.00,60.00
2026-03-14T07:34:00Z,43.00,60.00
2026-03-14T07:36:00Z,43.00,60.00
2026-03-14T07:37:00Z,43.00,60.00
2026-03-14T07:39:00Z,43.00,60.00
2026-03-14T07:45:00Z,43.00,60.00
2026-03-14T07:46:00Z,43.00,60.00
2026-03-14T07:55:00Z,43.00,60.00
2026-03-14T08:14:00Z,43.00,59.00
2026-03-14T08:25:00Z,43.00,59.00
2026-03-14T08:33:00Z,43.00,59.00
2026-03-14T08:36:00Z,43.00,59.00
2026-03-14T08:41:00Z,42.00,59.00
2026-03-14T08:48:00Z,42.00,60.00
2026-03-14T08:51:00Z,42.00,60.00
2026-03-14T08:52:00Z,42.00,60.00
2026-03-14T08:54:00Z,42.00,60.00
2026-03-14T08:58:00Z,41.00,61.00
2026-03-14T08:59:00Z,41.00,61.00
2026-03-14T09:00:00Z,41.00,61.00
2026-03-14T09:03:00Z,42.00,61.00
2026-03-14T09:05:00Z,41.06,61.37
2026-03-14T09:10:00Z,41.00,63.40
2026-03-14T09:11:00Z,41.00,63.40
2026-03-14T09:15:00Z,39.91,63.40
2026-03-14T09:16:00Z,34.00,67.00
2026-03-14T09:17:00Z,35.00,67.00
2026-03-14T09:18:00Z,34.50,67.00
2026-03-14T09:23:00Z,39.00,67.00
2026-03-14T09:24:00Z,39.00,67.00
2026-03-14T09:27:00Z,39.00,67.00
2026-03-14T09:29:00Z,39.00,64.00
2026-03-14T09:30:00Z,39.15,65.00
2026-03-14T09:31:00Z,43.52,58.47
2026-03-14T09:33:00Z,39.00,65.69
2026-03-14T09:34:00Z,35.00,66.52
2026-03-14T09:37:00Z,37.65,66.89
2026-03-14T09:38:00Z,38.12,66.89
2026-03-14T09:39:00Z,34.06,65.93
2026-03-14T09:40:00Z,39.00,65.93
2026-03-14T09:41:00Z,36.00,66.00
2026-03-14T09:42:00Z,38.99,66.00
2026-03-14T09:43:00Z,35.00,66.00
2026-03-14T09:45:00Z,39.00,66.00
2026-03-14T09:46:00Z,40.00,66.00
2026-03-14T09:47:00Z,40.00,66.00
2026-03-14T09:50:00Z,40.00,66.45
2026-03-14T09:51:00Z,40.00,66.00
2026-03-14T09:52:00Z,39.00,65.00
2026-03-14T09:53:00Z,39.00,65.50
2026-03-14T09:54:00Z,39.00,65.00
2026-03-14T09:55:00Z,37.92,66.00
2026-03-14T09:56:00Z,37.92,67.00
2026-03-14T09:57:00Z,37.92,67.00
2026-03-14T09:58:00Z,35.82,73.26
2026-03-14T09:59:00Z,35.82,66.00
2026-03-14T10:00:00Z,35.82,66.00
2026-03-14T10:01:00Z,35.82,66.00
2026-03-14T10:02:00Z,35.82,67.00
2026-03-14T10:03:00Z,35.82,67.00
2026-03-14T10:04:00Z,35.82,67.00
2026-03-14T10:05:00Z,35.82,67.00
2026-03-14T10:06:00Z,35.82,67.00
2026-03-14T10:07:00Z,35.82,67.00
2026-03-14T10:09:00Z,35.00,67.00
2026-03-14T10:10:00Z,35.00,67.00
2026-03-14T10:13:00Z,34.97,70.15
2026-03-14T10:14:00Z,35.00,70.15
2026-03-14T10:15:00Z,35.11,67.00
2026-03-14T10:16:00Z,36.00,67.00
2026-03-14T10:17:00Z,37.18,64.00
2026-03-14T10:18:00Z,36.91,69.17
2026-03-14T10:19:00Z,38.06,66.00
2026-03-14T10:20:00Z,42.30,59.19
2026-03-14T10:21:00Z,39.72,63.00
2026-03-14T10:22:00Z,39.72,60.04
2026-03-14T10:23:00Z,38.50,64.28
2026-03-14T10:24:00Z,36.51,63.05
2026-03-14T10:25:00Z,36.00,64.02
2026-03-14T10:26:00Z,35.66,64.02
2026-03-14T10:27:00Z,35.49,67.00
