# event_ticker=KXATPCHALLENGERMATCH-26MAR31MRVKRU
# final_score=3-6 6-2 6-1
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Maxim Mrva
# kalshi_date=2026-03-31
timestamp,Martin Krumich,Maxim Mrva
2026-04-01T20:51:00Z,,55.00
2026-04-01T20:53:00Z,,55.00
2026-04-01T20:57:00Z,,55.00
2026-04-01T21:33:00Z,,55.00
2026-04-01T21:41:00Z,,54.00
2026-04-01T21:43:00Z,,55.00
2026-04-01T21:44:00Z,,54.00
2026-04-01T21:50:00Z,48.00,54.00
2026-04-01T21:54:00Z,48.00,55.00
2026-04-01T22:17:00Z,48.00,55.00
2026-04-01T22:29:00Z,43.81,55.00
2026-04-01T22:43:00Z,43.81,53.00
2026-04-01T22:58:00Z,43.00,53.00
2026-04-01T23:01:00Z,43.00,53.00
2026-04-02T00:14:00Z,43.22,55.00
2026-04-02T00:34:00Z,43.00,55.00
2026-04-02T01:06:00Z,43.00,55.00
2026-04-02T01:08:00Z,43.00,55.00
2026-04-02T01:29:00Z,46.00,55.00
2026-04-02T02:16:00Z,46.00,55.00
2026-04-02T02:19:00Z,46.00,54.00
2026-04-02T02:22:00Z,46.00,55.00
2026-04-02T02:31:00Z,46.00,55.00
2026-04-02T02:32:00Z,46.00,55.00
2026-04-02T02:49:00Z,46.00,55.00
2026-04-02T02:53:00Z,46.00,55.00
2026-04-02T02:55:00Z,46.00,55.00
2026-04-02T02:56:00Z,46.00,55.00
2026-04-02T02:58:00Z,46.00,55.00
2026-04-02T03:11:00Z,46.00,55.00
2026-04-02T03:15:00Z,46.00,55.76
2026-04-02T03:27:00Z,46.00,56.84
2026-04-02T03:29:00Z,46.00,57.00
2026-04-02T03:48:00Z,46.00,53.00
2026-04-02T03:58:00Z,46.00,53.00
2026-04-02T04:01:00Z,46.78,53.00
2026-04-02T04:14:00Z,46.00,53.00
2026-04-02T04:15:00Z,46.00,57.00
2026-04-02T04:17:00Z,46.73,56.95
2026-04-02T04:19:00Z,46.73,54.84
2026-04-02T04:21:00Z,46.00,54.84
2026-04-02T04:25:00Z,46.00,57.00
2026-04-02T04:26:00Z,46.93,57.00
2026-04-02T04:29:00Z,46.93,53.00
2026-04-02T04:30:00Z,46.00,53.00
2026-04-02T04:31:00Z,43.00,53.00
2026-04-02T04:37:00Z,46.00,53.00
2026-04-02T04:38:00Z,46.64,53.00
2026-04-02T04:51:00Z,47.00,53.00
2026-04-02T05:00:00Z,47.00,56.93
2026-04-02T05:01:00Z,47.00,56.00
2026-04-02T05:04:00Z,47.00,56.00
2026-04-02T05:07:00Z,48.36,53.00
2026-04-02T05:08:00Z,46.00,54.04
2026-04-02T05:20:00Z,44.00,54.04
2026-04-02T05:21:00Z,44.00,55.00
2026-04-02T05:31:00Z,44.00,55.00
2026-04-02T05:38:00Z,44.00,55.00
2026-04-02T05:40:00Z,46.97,55.00
2026-04-02T05:52:00Z,47.38,55.00
2026-04-02T05:53:00Z,48.00,55.00
2026-04-02T06:07:00Z,48.00,53.00
2026-04-02T06:10:00Z,48.00,53.00
2026-04-02T06:11:00Z,48.00,53.00
2026-04-02T06:12:00Z,48.00,55.00
2026-04-02T06:24:00Z,48.00,55.00
2026-04-02T06:25:00Z,48.00,54.00
2026-04-02T06:30:00Z,48.00,54.00
2026-04-02T06:32:00Z,47.33,54.00
2026-04-02T06:42:00Z,47.33,54.11
2026-04-02T06:44:00Z,47.33,54.79
2026-04-02T06:45:00Z,47.33,54.00
2026-04-02T06:47:00Z,47.33,54.00
2026-04-02T06:49:00Z,47.33,55.00
2026-04-02T06:50:00Z,47.33,55.00
2026-04-02T06:52:00Z,47.52,55.00
2026-04-02T06:55:00Z,47.00,55.00
2026-04-02T06:57:00Z,47.00,53.00
2026-04-02T07:00:00Z,47.00,55.00
2026-04-02T09:01:00Z,39.28,63.71
2026-04-02T09:02:00Z,23.64,84.82
2026-04-02T09:03:00Z,27.50,75.23
2026-04-02T09:04:00Z,26.27,77.69
2026-04-02T09:05:00Z,28.81,74.70
2026-04-02T09:06:00Z,30.30,75.28
2026-04-02T09:07:00Z,36.56,66.95
2026-04-02T09:08:00Z,34.42,67.36
2026-04-02T09:09:00Z,48.90,51.40
2026-04-02T09:10:00Z,44.08,58.61
2026-04-02T09:11:00Z,49.36,57.77
2026-04-02T09:12:00Z,51.28,53.25
2026-04-02T09:13:00Z,55.20,48.99
2026-04-02T09:14:00Z,57.84,45.56
2026-04-02T09:15:00Z,60.32,45.13
2026-04-02T09:16:00Z,61.13,41.58
2026-04-02T09:17:00Z,61.97,41.00
2026-04-02T09:18:00Z,61.49,41.39
2026-04-02T09:19:00Z,64.18,42.72
2026-04-02T09:20:00Z,59.85,44.76
2026-04-02T09:21:00Z,59.54,47.17
2026-04-02T09:22:00Z,56.10,46.49
2026-04-02T09:23:00Z,54.32,48.54
2026-04-02T09:24:00Z,53.50,48.49
2026-04-02T09:25:00Z,58.34,46.66
2026-04-02T09:26:00Z,56.37,47.42
2026-04-02T09:27:00Z,57.14,44.10
2026-04-02T09:28:00Z,59.16,41.10
2026-04-02T09:29:00Z,59.70,43.00
2026-04-02T09:30:00Z,57.88,42.62
2026-04-02T09:31:00Z,58.98,43.95
2026-04-02T09:32:00Z,54.64,47.70
2026-04-02T09:33:00Z,60.56,46.72
2026-04-02T09:34:00Z,65.20,35.98
2026-04-02T09:35:00Z,67.47,34.01
2026-04-02T09:36:00Z,74.08,29.51
2026-04-02T09:37:00Z,69.93,30.13
2026-04-02T09:38:00Z,65.58,38.66
2026-04-02T09:39:00Z,67.55,31.79
2026-04-02T09:40:00Z,81.99,19.08
2026-04-02T09:41:00Z,82.14,20.38
2026-04-02T09:42:00Z,82.41,19.92
2026-04-02T09:43:00Z,88.66,12.37
2026-04-02T09:44:00Z,88.81,15.22
2026-04-02T09:45:00Z,80.05,23.64
2026-04-02T09:46:00Z,82.09,24.97
2026-04-02T09:47:00Z,81.19,20.55
2026-04-02T09:48:00Z,83.08,18.72
2026-04-02T09:49:00Z,87.62,12.49
2026-04-02T09:50:00Z,89.15,11.78
2026-04-02T09:51:00Z,84.16,16.96
2026-04-02T09:52:00Z,86.40,16.02
2026-04-02T09:53:00Z,84.62,15.54
2026-04-02T09:54:00Z,84.40,14.94
2026-04-02T09:55:00Z,85.64,17.65
2026-04-02T09:56:00Z,90.89,12.32
2026-04-02T09:57:00Z,91.27,8.54
2026-04-02T09:58:00Z,93.11,7.59
2026-04-02T09:59:00Z,96.85,5.82
2026-04-02T10:00:00Z,95.41,5.82
2026-04-02T10:01:00Z,98.06,2.13
2026-04-02T10:02:00Z,98.98,1.00
2026-04-02T10:03:00Z,99.00,1.00
2026-04-02T10:04:00Z,99.00,1.00
2026-04-02T10:05:00Z,99.00,1.00
2026-04-02T10:06:00Z,99.00,1.00
2026-04-02T10:07:00Z,99.00,1.00
2026-04-02T10:08:00Z,99.00,1.00
2026-04-02T10:09:00Z,99.00,1.00
2026-04-02T10:10:00Z,99.00,1.00
2026-04-02T10:11:00Z,99.00,1.00
2026-04-02T10:12:00Z,99.00,1.00
