# event_ticker=KXATPMATCH-26FEB15CERNAV
# final_score=6-3 6-4
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Mariano Navone
# kalshi_date=2026-02-15
timestamp,Francisco Cerundolo,Mariano Navone
2026-02-17T11:16:00Z,70.00,
2026-02-17T11:43:00Z,70.00,
2026-02-17T12:09:00Z,69.00,
2026-02-17T12:28:00Z,69.00,
2026-02-17T12:33:00Z,69.00,32.00
2026-02-17T12:34:00Z,69.00,32.00
2026-02-17T13:01:00Z,69.00,32.00
2026-02-17T13:16:00Z,69.00,32.00
2026-02-17T13:17:00Z,69.00,32.00
2026-02-17T13:19:00Z,69.00,32.00
2026-02-17T13:31:00Z,70.00,32.00
2026-02-17T13:41:00Z,70.00,32.98
2026-02-17T13:54:00Z,70.00,32.98
2026-02-17T14:07:00Z,70.00,32.98
2026-02-17T14:11:00Z,70.00,33.00
2026-02-17T14:12:00Z,70.00,33.00
2026-02-17T14:36:00Z,70.00,33.00
2026-02-17T14:37:00Z,69.36,33.00
2026-02-17T14:38:00Z,70.00,33.00
2026-02-17T14:39:00Z,70.00,33.00
2026-02-17T14:41:00Z,70.00,32.00
2026-02-17T14:44:00Z,70.00,32.00
2026-02-17T14:48:00Z,70.00,32.00
2026-02-17T14:56:00Z,70.00,32.00
2026-02-17T14:58:00Z,70.00,32.00
2026-02-17T14:59:00Z,70.00,32.00
2026-02-17T15:04:00Z,70.00,32.00
2026-02-17T15:11:00Z,70.00,32.00
2026-02-17T15:12:00Z,70.00,32.00
2026-02-17T15:25:00Z,70.00,32.00
2026-02-17T15:32:00Z,70.00,32.00
2026-02-17T15:49:00Z,70.00,32.00
2026-02-17T15:50:00Z,70.00,32.00
2026-02-17T15:52:00Z,70.00,32.00
2026-02-17T15:59:00Z,70.00,32.00
2026-02-17T16:03:00Z,70.00,32.00
2026-02-17T16:08:00Z,70.00,32.00
2026-02-17T16:09:00Z,70.00,32.00
2026-02-17T16:15:00Z,69.00,32.00
2026-02-17T16:16:00Z,69.00,32.00
2026-02-17T16:21:00Z,69.21,32.00
2026-02-17T16:22:00Z,70.00,32.00
2026-02-17T16:23:00Z,70.00,32.00
2026-02-17T16:26:00Z,70.00,32.00
2026-02-17T16:28:00Z,69.00,32.00
2026-02-17T16:56:00Z,69.00,32.00
2026-02-17T17:19:00Z,69.00,32.00
2026-02-17T17:20:00Z,69.00,32.00
2026-02-17T17:21:00Z,69.00,32.00
2026-02-17T17:23:00Z,69.00,32.00
2026-02-17T17:27:00Z,69.00,32.00
2026-02-17T17:29:00Z,69.00,32.00
2026-02-17T17:33:00Z,69.00,32.00
2026-02-17T17:43:00Z,69.00,32.00
2026-02-17T17:49:00Z,69.00,32.00
2026-02-17T17:53:00Z,69.00,32.00
2026-02-17T18:00:00Z,69.00,32.00
2026-02-17T18:05:00Z,69.00,31.00
2026-02-17T18:11:00Z,69.00,31.00
2026-02-17T18:13:00Z,69.00,31.00
2026-02-17T18:15:00Z,69.00,31.00
2026-02-17T18:18:00Z,69.00,31.00
2026-02-17T18:31:00Z,69.00,31.00
2026-02-17T18:33:00Z,69.00,31.00
2026-02-17T18:35:00Z,69.00,32.00
2026-02-17T18:38:00Z,69.00,32.00
2026-02-17T18:44:00Z,69.00,32.00
2026-02-17T18:52:00Z,69.00,32.00
