# event_ticker=KXATPCHALLENGERMATCH-26MAY01CADDEJ
# final_score=6-4 5-7 6-3
# match_winner=Gianluca Cadenasso
# fav_player=Gianluca Cadenasso
# dog_player=Jesper De Jong
# kalshi_date=2026-05-01
timestamp,Gianluca Cadenasso,Jesper De Jong
2026-05-01T01:46:00Z,,64.00
2026-05-01T01:47:00Z,,64.00
2026-05-01T01:56:00Z,,64.00
2026-05-01T02:07:00Z,39.00,64.00
2026-05-01T02:10:00Z,39.00,64.00
2026-05-01T02:21:00Z,39.00,64.00
2026-05-01T02:28:00Z,39.00,64.00
2026-05-01T02:38:00Z,39.00,64.00
2026-05-01T03:05:00Z,39.00,63.00
2026-05-01T03:09:00Z,38.00,63.00
2026-05-01T03:10:00Z,39.00,63.00
2026-05-01T03:52:00Z,39.00,63.00
2026-05-01T03:53:00Z,39.00,63.00
2026-05-01T04:15:00Z,39.00,63.00
2026-05-01T04:23:00Z,39.00,63.17
2026-05-01T04:24:00Z,39.00,61.00
2026-05-01T04:28:00Z,38.00,61.00
2026-05-01T04:31:00Z,38.00,61.00
2026-05-01T05:01:00Z,38.00,64.00
2026-05-01T05:12:00Z,38.00,64.00
2026-05-01T05:29:00Z,38.00,64.00
2026-05-01T05:37:00Z,38.00,64.00
2026-05-01T05:39:00Z,37.00,64.00
2026-05-01T06:20:00Z,37.00,64.00
2026-05-01T06:26:00Z,37.00,64.00
2026-05-01T06:40:00Z,37.56,64.00
2026-05-01T06:47:00Z,37.56,64.00
2026-05-01T07:47:00Z,37.56,66.00
2026-05-01T08:05:00Z,36.00,66.19
2026-05-01T08:06:00Z,36.00,67.00
2026-05-01T08:10:00Z,36.00,67.00
2026-05-01T08:23:00Z,36.00,64.00
2026-05-01T08:25:00Z,36.00,64.00
2026-05-01T08:33:00Z,36.00,66.00
2026-05-01T08:43:00Z,36.00,66.00
2026-05-01T08:59:00Z,36.00,66.00
2026-05-01T09:11:00Z,36.00,66.00
2026-05-01T09:36:00Z,35.00,66.00
2026-05-01T09:38:00Z,35.00,66.62
2026-05-01T10:05:00Z,35.00,67.00
2026-05-01T10:10:00Z,35.00,67.00
2026-05-01T10:22:00Z,35.00,66.00
2026-05-01T10:29:00Z,35.00,67.00
2026-05-01T10:30:00Z,35.00,67.00
2026-05-01T10:34:00Z,35.00,67.00
2026-05-01T10:43:00Z,35.00,67.00
2026-05-01T10:46:00Z,35.00,66.00
2026-05-01T10:50:00Z,35.00,66.00
2026-05-01T10:54:00Z,35.00,66.00
2026-05-01T10:59:00Z,35.00,66.00
2026-05-01T11:00:00Z,36.00,66.96
2026-05-01T11:06:00Z,36.00,67.00
2026-05-01T11:10:00Z,36.00,66.00
2026-05-01T11:14:00Z,36.00,67.00
2026-05-01T11:16:00Z,36.00,67.00
2026-05-01T11:17:00Z,36.00,67.00
2026-05-01T11:18:00Z,36.00,67.00
2026-05-01T11:22:00Z,36.00,67.00
2026-05-01T11:23:00Z,36.00,64.22
2026-05-01T11:24:00Z,36.00,67.00
2026-05-01T11:25:00Z,35.00,67.00
2026-05-01T11:26:00Z,35.00,67.00
2026-05-01T11:27:00Z,35.00,67.00
2026-05-01T11:30:00Z,35.00,67.57
2026-05-01T11:31:00Z,35.00,68.00
2026-05-01T11:32:00Z,35.00,68.00
2026-05-01T11:33:00Z,35.00,67.65
2026-05-01T11:35:00Z,35.00,68.00
2026-05-01T11:36:00Z,35.00,67.00
2026-05-01T11:37:00Z,35.00,67.00
2026-05-01T11:38:00Z,35.00,67.92
2026-05-01T11:39:00Z,35.00,67.92
2026-05-01T11:40:00Z,34.00,67.00
2026-05-01T11:41:00Z,34.00,67.00
2026-05-01T11:42:00Z,34.00,67.00
2026-05-01T11:44:00Z,34.04,67.00
2026-05-01T11:45:00Z,34.04,68.00
2026-05-01T11:47:00Z,34.00,68.00
2026-05-01T11:48:00Z,34.00,67.00
2026-05-01T11:49:00Z,34.00,67.00
2026-05-01T11:50:00Z,34.94,68.00
2026-05-01T11:52:00Z,35.00,67.00
2026-05-01T11:54:00Z,35.00,67.00
2026-05-01T11:55:00Z,35.00,67.00
2026-05-01T11:57:00Z,35.00,67.00
2026-05-01T11:59:00Z,35.00,64.71
2026-05-01T12:00:00Z,35.00,67.00
2026-05-01T12:01:00Z,35.00,67.00
2026-05-01T12:03:00Z,35.00,67.00
2026-05-01T12:07:00Z,35.00,67.00
2026-05-01T12:08:00Z,35.00,67.00
2026-05-01T12:09:00Z,35.00,67.00
2026-05-01T12:13:00Z,35.00,67.00
2026-05-01T12:15:00Z,35.00,67.00
2026-05-01T12:17:00Z,35.00,67.00
2026-05-01T12:18:00Z,34.00,67.19
2026-05-01T12:19:00Z,34.00,66.65
2026-05-01T12:20:00Z,34.27,67.00
2026-05-01T12:21:00Z,34.27,67.00
2026-05-01T12:22:00Z,34.27,67.00
2026-05-01T12:23:00Z,34.27,64.29
2026-05-01T12:24:00Z,34.27,67.00
2026-05-01T12:25:00Z,34.00,67.00
2026-05-01T12:27:00Z,34.00,67.00
2026-05-01T12:28:00Z,34.00,67.00
2026-05-01T12:29:00Z,34.00,67.00
2026-05-01T12:30:00Z,34.00,67.00
2026-05-01T12:32:00Z,33.18,67.00
2026-05-01T12:34:00Z,33.18,67.00
2026-05-01T12:35:00Z,35.00,67.00
2026-05-01T12:36:00Z,35.00,67.00
2026-05-01T12:38:00Z,35.00,67.00
2026-05-01T12:39:00Z,35.00,67.00
2026-05-01T12:40:00Z,34.00,67.00
2026-05-01T12:41:00Z,34.00,67.00
2026-05-01T12:43:00Z,34.00,67.00
2026-05-01T12:44:00Z,34.00,67.00
2026-05-01T12:46:00Z,34.00,67.00
2026-05-01T12:48:00Z,34.00,67.00
2026-05-01T12:49:00Z,34.00,67.00
2026-05-01T12:51:00Z,34.00,67.00
2026-05-01T12:53:00Z,34.00,67.00
2026-05-01T12:55:00Z,34.00,67.00
2026-05-01T12:57:00Z,34.00,65.00
2026-05-01T12:59:00Z,34.00,67.00
2026-05-01T13:00:00Z,34.00,67.00
2026-05-01T13:02:00Z,34.00,67.00
2026-05-01T13:03:00Z,34.00,65.00
2026-05-01T13:05:00Z,34.00,67.00
2026-05-01T13:06:00Z,34.00,67.00
2026-05-01T13:07:00Z,34.00,67.00
2026-05-01T13:08:00Z,34.00,67.00
2026-05-01T13:10:00Z,34.00,67.00
2026-05-01T13:11:00Z,34.00,67.00
2026-05-01T13:12:00Z,34.00,67.00
2026-05-01T13:13:00Z,34.00,67.00
2026-05-01T13:14:00Z,35.00,67.00
2026-05-01T13:15:00Z,35.00,67.00
2026-05-01T13:16:00Z,35.00,67.00
2026-05-01T13:17:00Z,33.00,67.00
2026-05-01T13:18:00Z,35.00,67.00
2026-05-01T13:19:00Z,35.00,67.00
2026-05-01T13:20:00Z,35.45,67.00
2026-05-01T13:22:00Z,35.00,67.00
2026-05-01T13:23:00Z,35.00,67.00
2026-05-01T13:24:00Z,35.00,67.00
2026-05-01T13:25:00Z,35.00,67.00
2026-05-01T13:26:00Z,34.70,67.00
2026-05-01T13:27:00Z,34.70,67.08
2026-05-01T13:28:00Z,34.70,67.84
2026-05-01T13:29:00Z,35.40,67.00
2026-05-01T13:30:00Z,36.67,63.00
2026-05-01T13:31:00Z,38.55,63.69
2026-05-01T13:32:00Z,33.02,66.79
2026-05-01T13:33:00Z,33.06,66.68
2026-05-01T13:34:00Z,34.00,66.85
2026-05-01T13:35:00Z,32.96,66.11
2026-05-01T13:36:00Z,33.84,68.41
2026-05-01T13:37:00Z,28.99,71.36
2026-05-01T13:38:00Z,23.05,76.45
2026-05-01T13:39:00Z,28.23,73.71
2026-05-01T13:40:00Z,32.54,70.55
2026-05-01T13:41:00Z,35.79,65.00
2026-05-01T13:42:00Z,38.74,65.00
2026-05-01T13:43:00Z,40.86,60.22
2026-05-01T13:44:00Z,40.89,60.07
2026-05-01T13:45:00Z,38.68,61.47
2026-05-01T13:46:00Z,38.67,62.27
2026-05-01T13:47:00Z,37.33,63.77
2026-05-01T13:48:00Z,38.93,63.64
2026-05-01T13:49:00Z,41.53,60.69
2026-05-01T13:50:00Z,46.50,54.05
2026-05-01T13:51:00Z,50.37,49.52
2026-05-01T13:52:00Z,57.00,43.90
2026-05-01T13:53:00Z,59.39,43.44
2026-05-01T13:54:00Z,61.87,38.88
2026-05-01T13:55:00Z,63.01,36.94
2026-05-01T13:56:00Z,60.98,38.31
2026-05-01T13:57:00Z,59.46,40.94
2026-05-01T13:58:00Z,60.07,41.00
2026-05-01T13:59:00Z,60.00,40.99
2026-05-01T14:00:00Z,60.52,40.96
2026-05-01T14:01:00Z,64.79,35.95
2026-05-01T14:02:00Z,66.27,33.97
2026-05-01T14:03:00Z,66.06,34.21
2026-05-01T14:04:00Z,64.07,35.83
2026-05-01T14:05:00Z,63.62,36.61
2026-05-01T14:06:00Z,64.46,36.30
2026-05-01T14:07:00Z,60.38,39.06
2026-05-01T14:08:00Z,64.51,38.16
2026-05-01T14:09:00Z,68.37,32.24
2026-05-01T14:10:00Z,69.76,30.51
2026-05-01T14:11:00Z,70.02,30.91
2026-05-01T14:12:00Z,69.93,31.00
2026-05-01T14:13:00Z,70.02,30.47
2026-05-01T14:14:00Z,66.15,32.66
2026-05-01T14:15:00Z,65.31,34.81
2026-05-01T14:16:00Z,65.12,35.00
2026-05-01T14:17:00Z,65.38,34.14
2026-05-01T14:18:00Z,68.63,31.82
2026-05-01T14:19:00Z,68.00,32.27
2026-05-01T14:20:00Z,67.83,33.98
2026-05-01T14:21:00Z,58.02,38.76
2026-05-01T14:22:00Z,60.99,39.42
