# event_ticker=KXATPCHALLENGERMATCH-26APR19RIEYUN
# final_score=3-6 6-3 6-2
# match_winner=Leandro Riedi
# fav_player=Leandro Riedi
# dog_player=Yunchaokete Bu
# kalshi_date=2026-04-19
timestamp,Leandro Riedi,Yunchaokete Bu
2026-04-19T03:02:00Z,46.00,56.00
2026-04-19T03:04:00Z,46.00,56.00
2026-04-19T03:07:00Z,46.00,56.00
2026-04-19T03:08:00Z,46.00,56.00
2026-04-19T03:18:00Z,46.00,56.46
2026-04-19T03:20:00Z,46.00,57.00
2026-04-19T03:23:00Z,46.00,57.00
2026-04-19T03:27:00Z,46.00,57.00
2026-04-19T03:28:00Z,46.00,57.00
2026-04-19T03:32:00Z,46.00,57.00
2026-04-19T03:34:00Z,46.00,56.00
2026-04-19T03:39:00Z,46.00,56.00
2026-04-19T03:43:00Z,46.00,56.00
2026-04-19T03:48:00Z,46.00,56.00
2026-04-19T03:50:00Z,46.00,56.00
2026-04-19T03:53:00Z,46.00,56.00
2026-04-19T04:00:00Z,46.00,56.00
2026-04-19T04:03:00Z,46.00,55.00
2026-04-19T04:05:00Z,46.00,56.00
2026-04-19T04:08:00Z,46.00,56.00
2026-04-19T04:10:00Z,46.00,57.61
2026-04-19T04:11:00Z,45.00,58.98
2026-04-19T04:12:00Z,44.00,59.65
2026-04-19T04:13:00Z,44.00,59.00
2026-04-19T04:17:00Z,43.00,59.00
2026-04-19T04:19:00Z,43.00,59.00
2026-04-19T04:21:00Z,43.00,58.00
2026-04-19T04:24:00Z,43.00,58.00
2026-04-19T04:25:00Z,43.00,58.00
2026-04-19T04:26:00Z,43.81,58.00
2026-04-19T04:27:00Z,44.00,58.00
2026-04-19T04:29:00Z,44.00,57.00
2026-04-19T04:30:00Z,44.00,57.44
2026-04-19T04:31:00Z,44.00,58.00
2026-04-19T04:35:00Z,44.00,58.00
2026-04-19T04:36:00Z,44.00,58.23
2026-04-19T04:37:00Z,44.00,59.00
2026-04-19T04:42:00Z,44.00,59.00
2026-04-19T04:45:00Z,42.30,59.00
2026-04-19T04:46:00Z,42.30,58.00
2026-04-19T04:49:00Z,42.30,58.00
2026-04-19T05:00:00Z,42.30,58.00
2026-04-19T05:02:00Z,42.30,58.00
2026-04-19T05:05:00Z,42.30,58.00
2026-04-19T05:06:00Z,42.30,58.00
2026-04-19T05:09:00Z,42.30,58.00
2026-04-19T05:11:00Z,42.30,58.00
2026-04-19T05:16:00Z,42.30,58.00
2026-04-19T05:17:00Z,42.30,59.00
2026-04-19T05:19:00Z,42.30,58.00
2026-04-19T05:21:00Z,42.30,59.00
2026-04-19T05:22:00Z,42.30,59.00
2026-04-19T05:23:00Z,42.30,57.00
2026-04-19T05:25:00Z,42.30,57.23
2026-04-19T05:26:00Z,42.30,59.00
2026-04-19T05:30:00Z,42.30,59.00
2026-04-19T05:31:00Z,43.00,59.00
2026-04-19T05:36:00Z,43.00,59.00
2026-04-19T05:39:00Z,43.00,59.00
2026-04-19T05:43:00Z,43.00,58.57
2026-04-19T05:46:00Z,43.00,59.00
2026-04-19T05:57:00Z,43.00,59.00
2026-04-19T05:58:00Z,43.00,59.00
2026-04-19T06:01:00Z,43.00,59.00
2026-04-19T06:02:00Z,43.00,59.00
2026-04-19T06:06:00Z,43.00,59.00
2026-04-19T06:07:00Z,43.00,57.00
2026-04-19T06:08:00Z,43.00,57.00
2026-04-19T06:13:00Z,43.00,57.00
2026-04-19T06:16:00Z,43.93,57.00
2026-04-19T06:21:00Z,43.93,57.00
2026-04-19T06:22:00Z,43.93,57.00
2026-04-19T06:23:00Z,43.53,57.00
2026-04-19T06:26:00Z,43.53,57.00
2026-04-19T06:27:00Z,43.53,57.00
2026-04-19T06:28:00Z,43.53,57.00
2026-04-19T06:29:00Z,43.53,57.00
2026-04-19T06:34:00Z,43.53,57.00
2026-04-19T06:35:00Z,43.72,57.20
2026-04-19T06:37:00Z,43.72,58.00
2026-04-19T06:38:00Z,43.72,58.00
2026-04-19T06:39:00Z,43.72,58.00
2026-04-19T06:41:00Z,44.00,58.00
2026-04-19T06:42:00Z,44.00,58.00
2026-04-19T06:45:00Z,44.00,58.00
2026-04-19T06:47:00Z,44.00,58.00
2026-04-19T06:50:00Z,44.00,58.00
2026-04-19T06:51:00Z,44.00,58.00
2026-04-19T06:52:00Z,44.00,58.00
2026-04-19T06:53:00Z,44.00,58.00
2026-04-19T06:54:00Z,44.00,58.00
2026-04-19T06:55:00Z,44.00,58.00
2026-04-19T06:56:00Z,44.00,58.00
2026-04-19T06:57:00Z,44.00,58.29
2026-04-19T06:58:00Z,44.00,57.47
2026-04-19T06:59:00Z,44.00,57.00
2026-04-19T07:00:00Z,44.00,56.17
2026-04-19T07:01:00Z,44.00,57.00
2026-04-19T07:02:00Z,44.00,57.00
2026-04-19T07:03:00Z,44.00,57.00
2026-04-19T07:04:00Z,44.00,57.00
2026-04-19T07:05:00Z,44.00,57.00
2026-04-19T07:06:00Z,44.00,57.00
2026-04-19T07:07:00Z,45.00,56.14
2026-04-19T07:08:00Z,45.00,57.00
2026-04-19T07:09:00Z,45.00,57.00
2026-04-19T07:10:00Z,46.77,53.97
2026-04-19T07:11:00Z,47.37,56.65
2026-04-19T07:12:00Z,48.12,54.65
2026-04-19T07:13:00Z,43.51,56.35
2026-04-19T07:14:00Z,45.23,57.83
2026-04-19T07:15:00Z,43.94,58.48
2026-04-19T07:16:00Z,44.18,57.66
2026-04-19T07:17:00Z,43.80,57.00
2026-04-19T07:18:00Z,43.96,57.34
2026-04-19T07:19:00Z,47.00,54.94
2026-04-19T07:20:00Z,49.17,54.83
2026-04-19T07:21:00Z,45.00,57.66
2026-04-19T07:22:00Z,42.34,58.36
2026-04-19T07:23:00Z,41.71,62.36
2026-04-19T07:24:00Z,40.97,60.74
2026-04-19T07:25:00Z,40.64,59.12
2026-04-19T07:26:00Z,45.00,58.23
2026-04-19T07:27:00Z,44.71,56.78
2026-04-19T07:28:00Z,41.00,59.33
2026-04-19T07:29:00Z,39.87,61.02
2026-04-19T07:30:00Z,39.00,62.73
2026-04-19T07:31:00Z,38.00,61.87
2026-04-19T07:32:00Z,37.17,63.74
2026-04-19T07:33:00Z,34.65,66.90
2026-04-19T07:34:00Z,34.11,70.54
2026-04-19T07:35:00Z,27.69,75.67
2026-04-19T07:36:00Z,26.87,73.99
2026-04-19T07:37:00Z,31.52,66.86
2026-04-19T07:38:00Z,30.73,68.80
2026-04-19T07:39:00Z,27.28,74.51
2026-04-19T07:40:00Z,26.13,78.29
2026-04-19T07:41:00Z,24.31,78.00
2026-04-19T07:42:00Z,24.46,73.54
2026-04-19T07:43:00Z,24.30,77.32
2026-04-19T07:44:00Z,19.90,81.66
2026-04-19T07:45:00Z,10.73,88.09
2026-04-19T07:46:00Z,18.52,82.71
2026-04-19T07:47:00Z,17.67,82.13
2026-04-19T07:48:00Z,20.69,77.93
2026-04-19T07:49:00Z,21.94,76.00
2026-04-19T07:50:00Z,19.38,80.00
2026-04-19T07:51:00Z,20.47,83.98
2026-04-19T07:52:00Z,20.39,79.99
2026-04-19T07:53:00Z,21.00,79.99
2026-04-19T07:54:00Z,18.17,81.04
2026-04-19T07:55:00Z,20.01,79.24
2026-04-19T07:56:00Z,23.85,78.34
2026-04-19T07:57:00Z,24.41,76.18
2026-04-19T07:58:00Z,22.59,78.13
2026-04-19T07:59:00Z,23.70,76.99
2026-04-19T08:00:00Z,22.15,79.00
2026-04-19T08:01:00Z,21.09,78.99
2026-04-19T08:02:00Z,18.79,77.07
2026-04-19T08:03:00Z,23.83,75.47
2026-04-19T08:04:00Z,25.11,75.18
2026-04-19T08:05:00Z,29.90,70.21
2026-04-19T08:06:00Z,37.60,64.80
2026-04-19T08:07:00Z,40.68,61.28
2026-04-19T08:08:00Z,44.62,55.93
2026-04-19T08:09:00Z,46.27,56.22
2026-04-19T08:10:00Z,42.84,57.86
2026-04-19T08:11:00Z,43.24,56.81
2026-04-19T08:12:00Z,42.35,56.12
2026-04-19T08:13:00Z,40.73,59.83
2026-04-19T08:14:00Z,38.26,60.83
2026-04-19T08:15:00Z,39.70,62.70
2026-04-19T08:16:00Z,42.41,58.05
2026-04-19T08:17:00Z,44.64,57.00
2026-04-19T08:18:00Z,45.82,56.93
2026-04-19T08:19:00Z,45.60,55.74
2026-04-19T08:20:00Z,44.36,55.41
2026-04-19T08:21:00Z,47.95,56.31
2026-04-19T08:22:00Z,46.33,54.88
2026-04-19T08:23:00Z,47.26,55.19
2026-04-19T08:24:00Z,46.81,56.00
2026-04-19T08:25:00Z,46.95,56.01
2026-04-19T08:26:00Z,45.37,57.45
2026-04-19T08:27:00Z,43.84,57.90
2026-04-19T08:28:00Z,42.73,58.38
2026-04-19T08:29:00Z,47.14,53.64
2026-04-19T08:30:00Z,44.02,59.13
2026-04-19T08:31:00Z,40.00,61.13
2026-04-19T08:32:00Z,39.49,60.01
2026-04-19T08:33:00Z,42.32,58.78
2026-04-19T08:34:00Z,42.62,57.61
2026-04-19T08:35:00Z,47.38,53.35
2026-04-19T08:36:00Z,43.85,56.91
2026-04-19T08:37:00Z,42.05,58.53
2026-04-19T08:38:00Z,42.01,57.07
2026-04-19T08:39:00Z,38.13,58.00
2026-04-19T08:40:00Z,39.65,58.90
2026-04-19T08:41:00Z,43.35,55.73
2026-04-19T08:42:00Z,50.60,48.13
2026-04-19T08:43:00Z,56.68,44.56
2026-04-19T08:44:00Z,56.50,40.37
2026-04-19T08:45:00Z,78.45,21.59
2026-04-19T08:46:00Z,79.19,21.09
2026-04-19T08:47:00Z,81.34,21.10
2026-04-19T08:48:00Z,81.78,18.73
2026-04-19T08:49:00Z,85.65,13.89
2026-04-19T08:50:00Z,85.90,13.89
2026-04-19T08:51:00Z,89.60,10.23
2026-04-19T08:52:00Z,94.62,5.67
2026-04-19T08:53:00Z,90.55,8.97
2026-04-19T08:54:00Z,93.83,7.90
2026-04-19T08:55:00Z,98.70,1.50
2026-04-19T08:56:00Z,96.93,3.55
2026-04-19T08:57:00Z,96.62,3.25
2026-04-19T08:58:00Z,94.53,4.85
2026-04-19T08:59:00Z,96.75,4.60
2026-04-19T09:00:00Z,95.66,2.76
2026-04-19T09:01:00Z,96.48,5.58
2026-04-19T09:02:00Z,97.79,2.63
2026-04-19T09:03:00Z,97.23,3.46
2026-04-19T09:04:00Z,98.01,3.37
2026-04-19T09:05:00Z,98.96,2.34
2026-04-19T09:06:00Z,99.00,2.34
2026-04-19T09:07:00Z,99.00,2.34
