# event_ticker=KXATPCHALLENGERMATCH-26APR23SKAOST
# final_score=6-7(4) 7-6(5) 6-4
# score_resolution=7-6 6-7 4-6
# match_winner=Timofey Skatov
# fav_player=Daniil Ostapenkov
# dog_player=Timofey Skatov
# kalshi_date=2026-04-23
timestamp,Timofey Skatov,Daniil Ostapenkov
2026-04-23T09:34:00Z,64.98,36.20
2026-04-23T09:35:00Z,64.78,37.92
2026-04-23T09:36:00Z,64.58,36.15
2026-04-23T09:37:00Z,63.31,38.10
2026-04-23T09:38:00Z,62.63,39.59
2026-04-23T09:39:00Z,62.51,39.54
2026-04-23T09:40:00Z,61.00,39.97
2026-04-23T09:41:00Z,65.14,40.00
2026-04-23T09:42:00Z,55.95,42.82
2026-04-23T09:43:00Z,58.18,46.46
2026-04-23T09:44:00Z,54.85,48.43
2026-04-23T09:45:00Z,52.66,49.06
2026-04-23T09:46:00Z,56.28,48.33
2026-04-23T09:47:00Z,43.72,54.44
2026-04-23T09:48:00Z,38.22,61.25
2026-04-23T09:49:00Z,36.96,67.10
2026-04-23T09:50:00Z,32.63,69.74
2026-04-23T09:51:00Z,29.25,74.66
2026-04-23T09:52:00Z,26.49,74.00
2026-04-23T09:53:00Z,22.50,77.76
2026-04-23T09:54:00Z,24.59,76.21
2026-04-23T09:55:00Z,30.08,72.52
2026-04-23T09:56:00Z,24.76,78.76
2026-04-23T09:57:00Z,17.11,81.97
2026-04-23T09:58:00Z,18.73,81.10
2026-04-23T09:59:00Z,25.44,77.76
2026-04-23T10:00:00Z,33.62,69.90
2026-04-23T10:01:00Z,38.47,61.34
2026-04-23T10:02:00Z,31.31,71.73
2026-04-23T10:03:00Z,30.04,70.46
2026-04-23T10:04:00Z,28.22,74.73
2026-04-23T10:05:00Z,30.58,70.90
2026-04-23T10:06:00Z,42.86,55.62
2026-04-23T10:07:00Z,50.96,48.60
2026-04-23T10:08:00Z,52.81,45.27
2026-04-23T10:09:00Z,56.85,45.18
2026-04-23T10:10:00Z,55.97,44.95
2026-04-23T10:11:00Z,60.86,40.71
2026-04-23T10:12:00Z,67.34,28.49
2026-04-23T10:13:00Z,59.84,41.35
2026-04-23T10:14:00Z,60.92,44.71
2026-04-23T10:15:00Z,53.67,48.92
2026-04-23T10:16:00Z,50.40,51.11
2026-04-23T10:17:00Z,46.14,53.88
2026-04-23T10:18:00Z,46.40,55.37
2026-04-23T10:19:00Z,40.09,57.12
2026-04-23T10:20:00Z,56.10,46.59
2026-04-23T10:21:00Z,52.01,47.80
2026-04-23T10:22:00Z,53.82,48.36
2026-04-23T10:23:00Z,49.64,50.60
2026-04-23T10:24:00Z,44.46,56.37
2026-04-23T10:25:00Z,43.19,58.73
2026-04-23T10:26:00Z,43.85,63.22
2026-04-23T10:27:00Z,29.69,76.10
2026-04-23T10:28:00Z,22.40,74.57
2026-04-23T10:29:00Z,39.84,58.75
2026-04-23T10:30:00Z,45.02,50.59
2026-04-23T10:31:00Z,50.48,50.26
2026-04-23T10:32:00Z,44.20,56.61
2026-04-23T10:33:00Z,40.96,60.86
2026-04-23T10:34:00Z,39.59,59.93
2026-04-23T10:35:00Z,45.98,55.14
2026-04-23T10:36:00Z,50.98,50.11
2026-04-23T10:37:00Z,50.35,50.57
2026-04-23T10:38:00Z,37.57,65.80
2026-04-23T10:39:00Z,23.11,80.89
2026-04-23T10:40:00Z,12.52,89.63
2026-04-23T10:41:00Z,19.41,83.51
2026-04-23T10:42:00Z,24.20,77.32
2026-04-23T10:43:00Z,30.91,69.01
2026-04-23T10:44:00Z,39.03,59.74
2026-04-23T10:45:00Z,42.15,56.87
2026-04-23T10:46:00Z,68.85,31.85
2026-04-23T10:47:00Z,77.22,22.76
2026-04-23T10:48:00Z,77.65,23.94
2026-04-23T10:49:00Z,76.29,24.39
2026-04-23T10:50:00Z,79.49,24.88
2026-04-23T10:51:00Z,73.86,25.55
2026-04-23T10:52:00Z,73.98,27.04
2026-04-23T10:53:00Z,75.93,24.95
2026-04-23T10:54:00Z,80.47,18.58
2026-04-23T10:55:00Z,81.15,18.98
2026-04-23T10:56:00Z,79.47,19.67
2026-04-23T10:57:00Z,81.16,19.03
2026-04-23T10:58:00Z,80.85,21.51
2026-04-23T10:59:00Z,79.15,22.73
2026-04-23T11:00:00Z,74.09,27.83
2026-04-23T11:01:00Z,60.61,36.88
2026-04-23T11:02:00Z,61.70,40.72
2026-04-23T11:03:00Z,54.13,43.49
2026-04-23T11:04:00Z,59.75,36.11
2026-04-23T11:05:00Z,70.44,30.44
2026-04-23T11:06:00Z,70.36,27.43
2026-04-23T11:07:00Z,72.50,27.78
2026-04-23T11:08:00Z,77.59,23.44
2026-04-23T11:09:00Z,77.93,24.16
2026-04-23T11:10:00Z,80.06,20.99
2026-04-23T11:11:00Z,77.20,23.89
2026-04-23T11:12:00Z,73.99,27.84
2026-04-23T11:13:00Z,72.27,29.51
2026-04-23T11:14:00Z,73.88,29.04
2026-04-23T11:15:00Z,78.03,22.80
2026-04-23T11:16:00Z,77.67,23.07
2026-04-23T11:17:00Z,77.93,25.53
2026-04-23T11:18:00Z,80.98,18.21
2026-04-23T11:19:00Z,83.41,18.18
2026-04-23T11:20:00Z,72.63,26.95
2026-04-23T11:21:00Z,68.20,33.47
2026-04-23T11:22:00Z,65.57,31.77
2026-04-23T11:23:00Z,74.27,27.57
2026-04-23T11:24:00Z,75.46,24.58
2026-04-23T11:25:00Z,76.94,26.22
2026-04-23T11:26:00Z,74.30,26.99
2026-04-23T11:27:00Z,71.40,30.67
2026-04-23T11:28:00Z,69.05,30.21
2026-04-23T11:29:00Z,72.93,27.77
2026-04-23T11:30:00Z,80.78,18.18
2026-04-23T11:31:00Z,79.63,19.02
2026-04-23T11:32:00Z,69.08,31.70
2026-04-23T11:33:00Z,68.17,32.55
2026-04-23T11:34:00Z,68.40,31.46
2026-04-23T11:35:00Z,73.94,27.60
2026-04-23T11:36:00Z,76.01,22.94
2026-04-23T11:37:00Z,77.57,23.70
2026-04-23T11:38:00Z,86.98,10.30
2026-04-23T11:39:00Z,87.28,14.84
2026-04-23T11:40:00Z,75.65,25.26
2026-04-23T11:41:00Z,79.10,24.16
2026-04-23T11:42:00Z,87.25,12.27
2026-04-23T11:43:00Z,81.97,16.56
2026-04-23T11:44:00Z,96.44,6.92
2026-04-23T11:45:00Z,99.00,1.00
2026-04-23T11:46:00Z,99.00,1.00
2026-04-23T11:47:00Z,99.00,1.00
