# event_ticker=KXATPCHALLENGERMATCH-26APR23SKAOST
# final_score=6-7(4) 7-6(5) 6-4
# score_resolution=7-6 6-7 4-6
# match_winner=Timofey Skatov
# fav_player=Daniil Ostapenkov
# dog_player=Timofey Skatov
# kalshi_date=2026-04-23
timestamp,Timofey Skatov,Daniil Ostapenkov
2026-04-22T21:08:00Z,84.00,
2026-04-22T22:58:00Z,84.00,16.00
2026-04-22T23:20:00Z,84.00,17.00
2026-04-22T23:33:00Z,84.00,17.00
2026-04-22T23:48:00Z,84.00,17.00
2026-04-23T00:03:00Z,84.00,17.00
2026-04-23T01:01:00Z,84.00,17.00
2026-04-23T01:02:00Z,84.00,17.00
2026-04-23T01:04:00Z,84.00,17.00
2026-04-23T01:08:00Z,84.00,17.28
2026-04-23T01:11:00Z,84.00,17.79
2026-04-23T01:12:00Z,84.00,17.00
2026-04-23T01:14:00Z,84.00,17.00
2026-04-23T01:24:00Z,84.00,18.06
2026-04-23T01:32:00Z,84.00,18.06
2026-04-23T01:33:00Z,84.00,17.06
2026-04-23T01:43:00Z,84.00,18.00
2026-04-23T02:00:00Z,84.00,18.00
2026-04-23T02:32:00Z,84.00,17.00
2026-04-23T02:41:00Z,84.00,17.00
2026-04-23T02:42:00Z,84.00,17.00
2026-04-23T02:43:00Z,84.00,17.00
2026-04-23T02:44:00Z,84.00,16.00
2026-04-23T02:47:00Z,84.00,17.00
2026-04-23T02:57:00Z,84.00,17.00
2026-04-23T03:14:00Z,84.00,17.00
2026-04-23T03:39:00Z,84.00,17.00
2026-04-23T03:43:00Z,84.00,17.00
2026-04-23T03:48:00Z,84.00,17.00
2026-04-23T03:49:00Z,84.00,17.00
2026-04-23T04:09:00Z,84.00,17.00
2026-04-23T04:14:00Z,84.00,17.00
2026-04-23T04:19:00Z,84.00,17.00
2026-04-23T04:20:00Z,84.00,17.00
2026-04-23T04:22:00Z,84.00,17.00
2026-04-23T04:30:00Z,84.00,17.00
2026-04-23T04:33:00Z,84.00,17.00
2026-04-23T04:38:00Z,84.00,17.00
2026-04-23T04:45:00Z,84.00,17.00
2026-04-23T04:50:00Z,84.00,17.00
2026-04-23T04:51:00Z,84.00,17.00
2026-04-23T05:02:00Z,84.00,17.00
2026-04-23T05:06:00Z,84.00,17.00
2026-04-23T05:17:00Z,84.00,17.00
2026-04-23T05:20:00Z,84.00,17.00
2026-04-23T05:23:00Z,84.00,17.00
2026-04-23T05:30:00Z,84.00,17.00
2026-04-23T05:32:00Z,84.00,17.00
2026-04-23T05:35:00Z,84.00,17.00
2026-04-23T05:39:00Z,85.00,17.00
2026-04-23T05:42:00Z,85.00,17.00
2026-04-23T05:43:00Z,85.00,17.00
2026-04-23T05:44:00Z,85.00,16.00
2026-04-23T05:45:00Z,85.00,16.00
2026-04-23T05:47:00Z,85.00,17.00
2026-04-23T05:51:00Z,85.00,16.00
2026-04-23T05:52:00Z,85.21,16.00
2026-04-23T05:53:00Z,86.00,17.00
2026-04-23T05:55:00Z,86.00,17.00
2026-04-23T05:57:00Z,85.00,17.00
2026-04-23T05:58:00Z,85.00,17.00
2026-04-23T06:00:00Z,85.00,17.00
2026-04-23T06:03:00Z,85.00,16.04
2026-04-23T06:04:00Z,85.00,17.00
2026-04-23T06:07:00Z,85.00,17.00
2026-04-23T06:08:00Z,84.16,17.00
2026-04-23T06:10:00Z,83.00,17.00
2026-04-23T06:12:00Z,85.00,17.00
2026-04-23T06:13:00Z,85.00,15.00
2026-04-23T06:14:00Z,85.00,17.00
2026-04-23T06:15:00Z,84.86,17.00
2026-04-23T06:16:00Z,84.86,17.00
2026-04-23T06:17:00Z,85.00,17.00
2026-04-23T06:20:00Z,85.00,17.00
2026-04-23T06:25:00Z,85.88,17.00
2026-04-23T06:33:00Z,85.88,17.00
2026-04-23T06:35:00Z,85.88,17.00
2026-04-23T06:37:00Z,85.88,17.00
2026-04-23T06:41:00Z,85.88,16.00
2026-04-23T06:42:00Z,85.88,16.00
2026-04-23T06:43:00Z,85.88,16.00
2026-04-23T06:48:00Z,86.00,15.95
2026-04-23T06:49:00Z,86.00,16.00
2026-04-23T06:50:00Z,86.00,16.00
2026-04-23T06:51:00Z,86.00,16.00
2026-04-23T06:53:00Z,86.00,16.48
2026-04-23T06:55:00Z,84.89,16.91
2026-04-23T06:58:00Z,84.89,16.00
2026-04-23T07:00:00Z,84.89,16.44
2026-04-23T09:01:00Z,72.47,27.40
2026-04-23T09:02:00Z,66.66,37.47
2026-04-23T09:03:00Z,64.00,40.24
2026-04-23T09:04:00Z,65.51,37.11
2026-04-23T09:05:00Z,64.73,35.44
2026-04-23T09:06:00Z,66.00,35.99
2026-04-23T09:07:00Z,67.77,33.33
2026-04-23T09:08:00Z,70.18,31.64
2026-04-23T09:09:00Z,74.65,28.08
2026-04-23T09:10:00Z,75.77,21.80
2026-04-23T09:11:00Z,82.87,18.09
2026-04-23T09:12:00Z,78.04,22.47
2026-04-23T09:13:00Z,77.00,24.21
2026-04-23T09:14:00Z,77.67,25.87
2026-04-23T09:15:00Z,70.16,28.71
2026-04-23T09:16:00Z,68.57,28.96
2026-04-23T09:17:00Z,66.00,35.94
2026-04-23T09:18:00Z,68.21,32.05
2026-04-23T09:19:00Z,78.36,23.79
2026-04-23T09:20:00Z,82.04,19.17
2026-04-23T09:21:00Z,82.98,16.67
2026-04-23T09:22:00Z,82.37,14.75
2026-04-23T09:23:00Z,76.96,23.64
2026-04-23T09:24:00Z,73.72,26.44
2026-04-23T09:25:00Z,74.23,30.07
2026-04-23T09:26:00Z,71.00,32.00
2026-04-23T09:27:00Z,66.46,35.96
2026-04-23T09:28:00Z,69.07,32.15
2026-04-23T09:29:00Z,64.83,37.42
2026-04-23T09:30:00Z,59.77,39.94
2026-04-23T09:31:00Z,61.34,38.93
2026-04-23T09:32:00Z,62.44,37.79
2026-04-23T09:33:00Z,64.77,35.53
