# event_ticker=KXATPCHALLENGERMATCH-26APR16YUNWAL
# final_score=6-4 7-6(6)
# score_resolution=6-4 7-6
# match_winner=Yunchaokete Bu
# fav_player=Yunchaokete Bu
# dog_player=Adam Walton
# kalshi_date=2026-04-16
timestamp,Yunchaokete Bu,Adam Walton
2026-04-16T14:25:00Z,53.00,
2026-04-16T14:31:00Z,55.00,
2026-04-16T15:03:00Z,55.00,
2026-04-16T15:37:00Z,55.00,48.00
2026-04-16T15:58:00Z,54.00,48.00
2026-04-16T16:12:00Z,54.00,47.00
2026-04-16T16:18:00Z,54.00,47.00
2026-04-16T16:38:00Z,54.00,47.00
2026-04-16T16:45:00Z,54.00,47.00
2026-04-16T16:48:00Z,54.00,47.00
2026-04-16T17:11:00Z,54.00,47.00
2026-04-16T17:53:00Z,54.00,47.00
2026-04-16T17:57:00Z,54.00,47.00
2026-04-16T18:05:00Z,54.00,47.00
2026-04-16T18:46:00Z,54.00,47.00
2026-04-16T18:49:00Z,54.26,47.00
2026-04-16T18:53:00Z,54.26,47.00
2026-04-16T18:57:00Z,54.26,47.00
2026-04-16T19:02:00Z,54.26,47.00
2026-04-16T19:06:00Z,54.26,47.00
2026-04-16T19:19:00Z,54.26,47.00
2026-04-16T19:20:00Z,54.26,47.00
2026-04-16T19:32:00Z,55.00,47.00
2026-04-16T19:42:00Z,55.00,47.00
2026-04-16T19:51:00Z,55.00,47.00
2026-04-16T20:01:00Z,55.00,46.00
2026-04-16T20:15:00Z,55.00,46.00
2026-04-16T20:18:00Z,55.00,46.00
2026-04-16T20:19:00Z,53.00,46.00
2026-04-16T20:25:00Z,53.00,46.00
2026-04-16T20:39:00Z,53.00,47.00
2026-04-16T20:40:00Z,53.00,47.00
2026-04-16T20:48:00Z,53.00,47.00
2026-04-16T21:03:00Z,53.00,47.00
2026-04-16T21:04:00Z,53.00,47.00
2026-04-16T21:07:00Z,53.00,47.00
2026-04-16T21:17:00Z,53.00,48.00
2026-04-16T21:28:00Z,53.00,48.00
2026-04-16T21:35:00Z,53.00,48.00
2026-04-16T21:38:00Z,53.00,48.00
2026-04-16T21:46:00Z,53.00,48.00
2026-04-16T21:48:00Z,53.00,48.00
2026-04-16T21:49:00Z,53.00,48.00
2026-04-16T21:55:00Z,53.00,48.00
2026-04-16T22:02:00Z,53.00,48.00
2026-04-16T22:03:00Z,53.00,48.00
2026-04-16T22:06:00Z,53.00,48.00
2026-04-16T22:13:00Z,53.00,48.00
2026-04-16T22:14:00Z,53.00,48.00
2026-04-16T22:22:00Z,53.00,48.00
2026-04-16T22:31:00Z,53.00,48.00
2026-04-16T22:41:00Z,53.00,48.00
2026-04-16T22:42:00Z,53.00,48.00
2026-04-16T22:58:00Z,53.00,48.00
2026-04-16T23:01:00Z,53.00,48.00
2026-04-16T23:07:00Z,53.00,48.00
2026-04-16T23:08:00Z,53.00,49.00
2026-04-16T23:13:00Z,53.00,49.00
2026-04-16T23:17:00Z,53.00,49.00
2026-04-16T23:18:00Z,53.00,48.80
2026-04-16T23:20:00Z,53.00,49.00
2026-04-16T23:21:00Z,53.00,49.00
2026-04-16T23:22:00Z,53.00,49.00
2026-04-16T23:26:00Z,53.00,49.00
2026-04-16T23:37:00Z,53.00,48.00
2026-04-17T00:02:00Z,53.00,48.00
2026-04-17T00:05:00Z,53.00,48.00
2026-04-17T00:06:00Z,53.00,48.00
2026-04-17T00:16:00Z,53.00,48.58
2026-04-17T00:18:00Z,53.00,49.00
2026-04-17T00:21:00Z,53.00,49.00
2026-04-17T00:25:00Z,53.00,49.00
2026-04-17T00:26:00Z,53.00,48.70
2026-04-17T00:28:00Z,53.00,49.00
2026-04-17T00:35:00Z,53.00,48.00
2026-04-17T00:36:00Z,53.00,48.00
2026-04-17T00:38:00Z,53.00,49.00
2026-04-17T00:41:00Z,53.00,49.00
2026-04-17T00:42:00Z,53.00,49.00
2026-04-17T00:46:00Z,53.00,49.00
2026-04-17T00:49:00Z,53.00,49.00
2026-04-17T00:52:00Z,53.00,49.00
2026-04-17T00:53:00Z,53.00,49.00
2026-04-17T00:57:00Z,53.00,49.00
2026-04-17T00:58:00Z,53.00,49.00
2026-04-17T00:59:00Z,53.00,49.00
2026-04-17T01:04:00Z,54.19,49.00
2026-04-17T01:05:00Z,54.00,48.00
2026-04-17T01:09:00Z,54.00,47.28
2026-04-17T01:10:00Z,54.00,48.00
2026-04-17T01:13:00Z,54.00,48.00
2026-04-17T01:14:00Z,52.76,48.00
2026-04-17T01:17:00Z,52.76,48.00
2026-04-17T01:19:00Z,53.00,48.00
2026-04-17T01:20:00Z,53.00,48.00
2026-04-17T01:21:00Z,53.00,48.00
2026-04-17T01:23:00Z,53.00,48.00
2026-04-17T01:24:00Z,53.00,48.00
2026-04-17T01:25:00Z,53.96,48.00
2026-04-17T01:26:00Z,54.00,48.00
2026-04-17T01:27:00Z,54.00,48.00
2026-04-17T01:28:00Z,54.89,48.00
2026-04-17T01:30:00Z,54.00,48.00
2026-04-17T01:31:00Z,54.00,48.00
2026-04-17T01:32:00Z,54.18,47.82
2026-04-17T01:33:00Z,54.99,48.00
2026-04-17T01:34:00Z,55.00,47.57
2026-04-17T01:35:00Z,55.00,48.00
2026-04-17T01:36:00Z,55.00,48.00
2026-04-17T01:37:00Z,55.00,47.99
2026-04-17T01:38:00Z,54.00,47.38
2026-04-17T01:39:00Z,54.00,48.00
2026-04-17T01:40:00Z,54.00,47.95
2026-04-17T01:41:00Z,53.20,48.00
2026-04-17T01:42:00Z,53.33,48.00
2026-04-17T01:43:00Z,54.00,47.97
2026-04-17T01:44:00Z,54.00,48.00
2026-04-17T01:45:00Z,54.00,48.00
2026-04-17T01:46:00Z,54.00,48.00
2026-04-17T01:47:00Z,54.00,48.00
2026-04-17T01:48:00Z,54.00,48.00
2026-04-17T01:49:00Z,54.00,48.00
2026-04-17T01:50:00Z,52.44,48.84
2026-04-17T01:51:00Z,52.44,48.22
2026-04-17T01:52:00Z,52.44,49.00
2026-04-17T01:53:00Z,54.00,49.00
2026-04-17T01:54:00Z,54.00,49.00
2026-04-17T01:55:00Z,53.58,49.00
2026-04-17T01:56:00Z,53.00,48.99
2026-04-17T01:57:00Z,53.28,49.00
2026-04-17T01:58:00Z,53.28,49.00
2026-04-17T01:59:00Z,53.28,49.00
