# event_ticker=KXATPMATCH-25JUL24SHEDIA
# final_score=6-3 6-2
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Gabriel Diallo
# kalshi_date=2025-07-24
timestamp,Ben Shelton,Gabriel Diallo
2025-07-24T12:53:00Z,,44.19
2025-07-24T12:58:00Z,65.00,44.19
2025-07-24T13:10:00Z,65.00,44.19
2025-07-24T13:25:00Z,65.00,44.19
2025-07-24T13:29:00Z,65.00,44.19
2025-07-24T13:54:00Z,65.00,44.19
2025-07-24T13:56:00Z,65.07,44.19
2025-07-24T14:00:00Z,65.00,44.19
2025-07-24T14:04:00Z,63.00,44.19
2025-07-24T14:15:00Z,64.00,44.19
2025-07-24T14:18:00Z,64.00,44.19
2025-07-24T14:27:00Z,65.76,44.19
2025-07-24T14:44:00Z,65.00,44.19
2025-07-24T14:49:00Z,64.00,44.19
2025-07-24T14:55:00Z,64.83,44.19
2025-07-24T15:06:00Z,65.00,44.19
2025-07-24T15:07:00Z,65.00,44.19
2025-07-24T15:20:00Z,66.42,44.19
2025-07-24T15:21:00Z,66.80,44.19
2025-07-24T15:42:00Z,66.00,44.19
2025-07-24T15:53:00Z,66.00,44.19
2025-07-24T16:20:00Z,65.00,44.19
2025-07-24T16:26:00Z,65.00,44.19
2025-07-24T16:28:00Z,65.00,44.19
2025-07-24T16:29:00Z,65.00,44.19
2025-07-24T16:30:00Z,65.00,44.19
2025-07-24T16:33:00Z,65.00,44.19
2025-07-24T16:38:00Z,65.86,44.19
2025-07-24T16:40:00Z,66.00,44.19
2025-07-24T16:43:00Z,66.43,44.19
2025-07-24T16:44:00Z,67.00,44.19
2025-07-24T16:55:00Z,65.00,44.19
2025-07-24T16:57:00Z,65.00,44.19
2025-07-24T17:11:00Z,65.00,44.19
2025-07-24T17:20:00Z,65.00,36.17
2025-07-24T17:21:00Z,65.00,36.17
2025-07-24T17:23:00Z,65.00,36.17
2025-07-24T17:25:00Z,65.00,36.17
2025-07-24T17:28:00Z,65.00,36.17
2025-07-24T17:29:00Z,65.00,36.17
2025-07-24T17:32:00Z,65.00,36.17
2025-07-24T17:33:00Z,65.00,36.17
2025-07-24T17:35:00Z,65.00,36.17
2025-07-24T17:38:00Z,65.00,36.17
2025-07-24T17:41:00Z,65.00,36.00
2025-07-24T17:46:00Z,65.00,36.00
2025-07-24T17:48:00Z,65.00,36.00
2025-07-24T17:50:00Z,65.00,36.00
2025-07-24T18:01:00Z,65.00,36.00
2025-07-24T18:12:00Z,65.00,36.00
2025-07-24T18:18:00Z,65.00,37.00
2025-07-24T18:19:00Z,65.00,37.00
2025-07-24T18:21:00Z,65.00,37.00
2025-07-24T18:22:00Z,65.00,37.00
2025-07-24T18:23:00Z,65.00,37.00
2025-07-24T18:27:00Z,65.00,37.00
2025-07-24T18:30:00Z,65.00,37.00
2025-07-24T18:31:00Z,65.00,37.00
2025-07-24T18:32:00Z,65.00,37.00
2025-07-24T18:42:00Z,65.00,37.00
2025-07-24T18:44:00Z,65.00,37.00
2025-07-24T18:45:00Z,65.00,37.00
2025-07-24T18:46:00Z,65.00,37.00
2025-07-24T18:47:00Z,65.00,37.00
2025-07-24T18:51:00Z,65.00,37.00
2025-07-24T18:53:00Z,65.00,37.00
2025-07-24T18:55:00Z,65.00,37.00
2025-07-24T18:57:00Z,65.00,37.00
2025-07-24T19:00:00Z,65.00,37.00
2025-07-24T19:01:00Z,65.00,37.00
2025-07-24T19:03:00Z,65.00,37.00
2025-07-24T19:07:00Z,65.00,37.00
2025-07-24T19:10:00Z,65.00,37.00
2025-07-24T19:11:00Z,65.00,37.00
2025-07-24T19:17:00Z,66.00,37.00
2025-07-24T19:18:00Z,66.00,37.00
2025-07-24T19:23:00Z,66.00,37.00
2025-07-24T19:24:00Z,66.00,37.00
2025-07-24T19:25:00Z,66.00,37.00
2025-07-24T19:28:00Z,65.00,37.00
2025-07-24T19:30:00Z,65.00,37.00
2025-07-24T19:32:00Z,65.00,37.00
2025-07-24T19:33:00Z,65.00,37.00
2025-07-24T19:34:00Z,65.00,37.00
2025-07-24T19:35:00Z,66.00,37.00
2025-07-24T19:36:00Z,69.67,37.00
2025-07-24T19:37:00Z,67.00,37.00
2025-07-24T19:38:00Z,67.00,37.00
2025-07-24T19:39:00Z,67.00,37.00
2025-07-24T19:40:00Z,68.79,36.00
2025-07-24T19:41:00Z,70.20,33.00
2025-07-24T19:42:00Z,73.00,33.00
2025-07-24T19:43:00Z,73.00,33.00
2025-07-24T19:44:00Z,71.00,33.00
2025-07-24T19:45:00Z,75.19,30.00
2025-07-24T19:46:00Z,79.00,30.00
2025-07-24T19:48:00Z,85.74,30.00
2025-07-24T19:49:00Z,78.07,30.00
2025-07-24T19:50:00Z,87.09,30.00
2025-07-24T19:51:00Z,87.94,30.00
2025-07-24T19:52:00Z,88.62,30.00
2025-07-24T19:54:00Z,89.00,30.00
2025-07-24T19:55:00Z,89.00,24.53
2025-07-24T19:56:00Z,89.35,16.00
2025-07-24T19:57:00Z,89.50,16.00
2025-07-24T20:00:00Z,88.92,15.76
2025-07-24T20:01:00Z,93.00,16.92
2025-07-24T20:02:00Z,89.40,16.92
2025-07-24T20:03:00Z,89.40,10.00
2025-07-24T20:04:00Z,90.19,15.75
2025-07-24T20:05:00Z,88.00,16.64
2025-07-24T20:06:00Z,87.77,16.64
